delta_x	delta_ca	T_encoding	gamma_encoding	T_scs	gamma_scs	status
-1.131263	-33.000000	5329483753736476675320858447859955	32208526611254	-1,1,11,6,-11	11,-11,-11,-6	ok
-1.131263	-32.973948	630975204770064201919486941380	1930099493	-1,1,11,-9,-8	11,-11,-11,1	ok
-1.131263	-32.947896	58618048493279944198574	12514490093	-1,-2,11,6,4	11,-11,-11,2	ok
-1.131263	-32.921844	2939371786625002560322855905335069	720234059	-1,-2,-11,-2,-11	11,10,11	ok
-1.131263	-32.895792	30258155323546341554	12456156013454	-1,-2,-11,-10,2	11,10,11,5	ok
-1.131263	-32.869739	77164211328751433249	120318915404	-1,-2,10,-11,2	11,10,-11,3	ok
-1.131263	-32.843687	76073468447881640189	12425894168	-1,-2,-10,-11,2	11,10,-11,2	ok
-1.131263	-32.817635	8082526249954891877	12425894168	-1,-2,4,-11,-2	11,10,-11,2	ok
-1.131263	-32.791583	7492955529714798989	4496696339	-1,-2,2,-11,-2	11,10,-11,-2	ok
-1.131263	-32.765531	711102290089115155766039502086627	4496696339	-1,-2,-2,2,10	11,10,-11,-2	ok
-1.131263	-32.739479	711102290089115155766039502086627	37788991133	-1,-2,-2,2,10	11,10,-11,-3	ok
-1.131263	-32.713427	7492955529714798989	516313023	-1,-2,2,-11,-2	11,10,-11	ok
-1.131263	-32.687375	7802077062418108476255641575655474	516313023	-1,-2,4,9,-11	11,10,-11	ok
-1.131263	-32.661323	62134338496596750	365350974	-1,2,9,10	11,10,10	ok
-1.131263	-32.635271	132991183971630719	254962049	-1,2,10,-11	11,10,-10	ok
-1.131263	-32.609218	77166169500648752874	87601977653737448	-1,2,10,-11,2	11,-10,-4,-11	ok
-1.131263	-32.583166	137231551877576715	79269712077069443	-1,2,-11,-11	11,-10,2,-11	ok
-1.131263	-32.557114	68879365610793660	32043993	-1,2,-11,10	11,-10,7	ok
-1.131263	-32.531062	5328069769357869937996440153344115	69031179190455873	-1,2,-11,6,-11	11,-10,-11,10	ok
-1.131263	-32.505010	828238731242136408064562271826050	12250116053	-1,2,-11,3,10	11,9,-11,2	ok
-1.131263	-32.478958	3143624811299724231474614939874645	500275874	-1,2,-11,2,-11	11,9,-11	ok
-1.131263	-32.452906	3143624811299724231474614939874645	352995713	-1,2,-11,2,-11	11,9,10	ok
-1.131263	-32.426854	1059197286941152475601581252	40672598079239006	-1,-3,-11,-7,6	11,-9,3,10	ok
-1.131263	-32.400802	63515894932628289775852074	36981256758	-1,-3,10,-11,5	11,8,-11,-3	ok
-1.131263	-32.374749	8860965101896255329847273886653202	340931307	-1,-3,6,10,-11	-11,8,10	ok
