delta_x	delta_ca	T_encoding	gamma_encoding	T_scs	gamma_scs	status
-1.365731	-33.000000	524475077	187556	-1,0,0,0,-1,0	11,3,-1,-1,0	ok
-1.365731	-32.973948	171642627464	209606	-1,0,0,0,1,0	11,3,0,0,-1	ok
-1.365731	-32.947896	171642627464	51729684	-1,0,0,0,1,0	11,-3,0,0,1	ok
-1.365731	-32.921844	171642627464	2159723481	-1,0,0,0,1,0	11,2,-11,-1,0	ok
-1.365731	-32.895792	129422015682764	9234231	-1,0,0,0,1,-1	11,2,2,1,0	ok
-1.365731	-32.869739	3361378696400720345	21923	-1,0,0,0,1,1	11,2,-1,0,0	ok
-1.365731	-32.843687	84442982496309917577549478380389	243595369023	-1,0,0,0,1,-3	11,2,0,4,0	ok
-1.365731	-32.817635	3729260294593882374135833906575708089533859784857045569212669744214	38582450775168	-1,0,0,0,1,-11	11,2,0,-1,2	ok
-1.365731	-32.791583	41925896814452	150404	-1,0,0,0,-2,0	11,-2,0,0,-1	ok
-1.365731	-32.765531	6127218708778202	7853	-1,0,0,0,2,0	11,-2,0,0,0	ok
-1.365731	-32.739479	3499970946211947819920	438661738229970410424653	-1,0,0,0,2,1	11,-2,0,0,5	ok
-1.365731	-32.713427	533508222173189639	18314	-1,0,0,0,-3,0	11,-2,-1,0,0	ok
-1.365731	-32.687375	1285518910210044388830077	1118621328	-1,0,0,0,3,1	11,1,-11,0,0	ok
-1.365731	-32.661323	206821479511255596665857214	576352154	-1,0,0,0,4,1	11,1,-10,0,0	ok
-1.365731	-32.635271	1237453750916117380610005739	6758304	-1,0,0,0,6,0	11,1,-5,0,0	ok
-1.365731	-32.609218	711345059612345150851980523578827	2540027153	-1,0,0,0,8,1	11,1,2,3	ok
-1.365731	-32.583166	20590132362758491734000313565702	151035826947069174	-1,0,0,0,9	11,1,1,11	ok
-1.365731	-32.557114	11405908850575211819895393679946045	3806	-1,0,0,0,10,-1	11,1,1,0	ok
-1.365731	-32.531062	527842803948288417587274500644070	15203	-1,0,0,0,10	11,1,-1,0,0	ok
-1.365731	-32.505010	10717492777964661460631486700740702	10070646239173777258666036087895444	-1,0,0,0,-11,0	11,1,-1,0,11	ok
-1.365731	-32.478958	10717492777964661460631486700740702	32502834305989256	-1,0,0,0,-11,0	11,1,0,10	ok
-1.365731	-32.452906	984802906824680510449115	1061567981	-1,0,0,-1,4,-1	11,1,0,-3,0	ok
-1.365731	-32.426854	705806844440	2649374006	-1,0,0,-1,1,0	11,1,0,1,1	ok
-1.365731	-32.400802	3094740083274913896799008827673464787997122534301479115535	51659	-1,0,0,-1,0,-8	11,1,0,-1,0	ok
-1.365731	-32.374749	2409127784936339	527842820513461021488672217571931	-1,0,0,-1,0,1	11,1,0,0,10	ok
-1.365731	-32.348697	27258035	12503627763153	-1,0,0,-1,0,0	11,-1,0,0,2	ok
-1.365731	-32.322645	27258035	46209669	-1,0,0,-1,0,0	11,-1,0,0,1	ok
-1.365731	-32.296593	27258035	118806	-1,0,0,-1,0,0	11,-1,0,0,-1	ok
-1.365731	-32.270541	27258035	118806	-1,0,0,-1,0,0	11,-1,0,0,-1	ok
-1.365731	-32.244489	27258035	46209669	-1,0,0,-1,0,0	11,-1,0,0,1	ok
-1.365731	-32.218437	120805048490	274790116250410056	-1,0,0,1,0,-1	11,-1,0,0,3	ok
-1.365731	-32.192385	1064944190671007735795	44529	-1,0,0,1,0,-2	11,-1,0,-1,0	ok
-1.365731	-32.166333	139506566080648338156535319485303698304154975170179012201832260245	2731029246344070103355925659678778	-1,0,0,1,0,10	11,-1,0,1,-11	ok
-1.365731	-32.140281	19879880900	32497077516868806	-1,0,0,1,-1,0	11,-1,0,10	ok
-1.365731	-32.114228	328069891689014718090545	108464334	-1,0,0,1,1,-2	11,-1,1,0,1	ok
-1.365731	-32.088176	11040954861741025008042746772406928369649308670508924177505	1951278	-1,0,0,1,-3,-8	11,-1,3,1	ok
-1.365731	-32.062124	710859593065315480681823904899075	1089907994	-1,0,0,1,9,-1	11,0,-11,0,0	ok
-1.365731	-32.036072	12129805445083359493921769411714525	541846718	-1,0,0,1,-11,0	11,0,-11,0	ok
-1.365731	-32.010020	12457053296181464	66523677131947574	-1,0,0,-2,0,1	11,0,10,10	ok
-1.365731	-31.983968	1930099514	1025743793429	-1,0,0,-2,0,0	11,0,10,4	ok
-1.365731	-31.957916	6405177260239887561888332624999454986071768205013953574142577	3763605398	-1,0,0,2,0,-9	11,0,10,1,0	ok
-1.365731	-31.931864	121151279595668630	785843168	-1,0,0,2,2,0	11,0,10,0,0	ok
-1.365731	-31.905812	822707560953360779690813500642577	62096914869345503	-1,0,0,-3,-10,0	11,0,9,10	ok
-1.365731	-31.879760	113626214671905014	270130124	-1,0,0,3,0,1	11,0,-9,0,0	ok
-1.365731	-31.853707	822431843120207212953834105867614	47565359	-1,0,0,3,10	11,0,-8,0	ok
-1.365731	-31.827655	50421479281872305	271974144134	-1,0,0,4,-2,0	11,0,6,0,-2	ok
-1.365731	-31.801603	1696112063915452641689778517577	90309294890937089	-1,0,0,5,8	11,0,4,-11	ok
-1.365731	-31.775551	18836290009049639	322784	-1,0,0,-7,0,-1	11,0,-4,0	ok
-1.365731	-31.749499	7637391424504099445	134918	-1,0,0,8,-2,0	11,0,3,0	ok
-1.365731	-31.723447	83768173238554551885423094725839	118396835783	-1,0,0,9,-1,-3	11,0,-3,-4,0	ok
-1.365731	-31.697395	7786298423952116528577176382823535	4375941554	-1,0,0,9,-11	11,0,2,2,-1	ok
-1.365731	-31.671343	155792269438026989	96170543901275745023168804	-1,0,0,-10,0,0	11,0,2,0,6	ok
-1.365731	-31.645291	71452871126525660	70103	-1,0,0,10,0	11,0,-2,0,0	ok
-1.365731	-31.619238	608533813798651139	4349753	-1,0,0,10,1	11,0,-2,1,0	ok
-1.365731	-31.593186	691946824872549423633764	35007514970342789	-1,0,0,10,-4,0	11,0,1,10	ok
-1.365731	-31.567134	524114046084673641552156444922385	8418571682523149	-1,0,0,10,-10	11,0,1,7,1	ok
-1.365731	-31.541082	2212699275748991946107614190106110	2540169704	-1,0,0,10,10	11,0,1,2,-1	ok
-1.365731	-31.515030	26002834637040348117649370150	42352184	-1,0,0,-11,-7	11,0,1,1,-1	ok
-1.365731	-31.488978	2213354720411925993116632476239027	213509	-1,0,-1,10,10	11,0,1,-1,0	ok
-1.365731	-31.462926	38673381225330808759250697279065	20612027294119176128427342099524	-1,0,-1,3,-9,0	11,0,1,0,9	ok
-1.365731	-31.436874	24667203440	15195936729382	-1,0,-1,1,-1,0	-11,0,1,0,2	ok
-1.365731	-31.410822	3881388548223277990754776507931976978510169243793133012527	69661285	-1,0,-1,-1,8,7	-11,0,-1,0,1	ok
-1.365731	-31.384770	95461890843608065284846560	236995	-1,0,-1,0,6	-11,0,-1,0,-1	ok
-1.365731	-31.358717	187739159872437596173627156808651708964486893708078710051595110235	10132	-1,0,-1,0,1,10	-11,0,-1,0,0	ok
