delta_x	delta_ca	T_encoding	gamma_encoding	T_scs	gamma_scs	status
-1.239479	-33.000000	68849034897727964	46027193	-1,0,10,-10,0	11,10,-2,2	ok
-1.239479	-32.973948	66523669472059877	109724	-1,0,10,10	11,10,-1,-1	ok
-1.239479	-32.947896	518595909974272025	32600816797008543	-1,0,10,-11,-1	11,-10,0,10	ok
-1.239479	-32.921844	266381771633273714	18662973	-1,0,10,-11,0	11,-10,-1,2	ok
-1.239479	-32.895792	266381771633273714	2485512743	-1,0,10,-11,0	11,9,11,1	ok
-1.239479	-32.869739	504943859325047450	352995713	-1,0,10,11,0	11,9,10	ok
-1.239479	-32.843687	959164297621823900	46643	-1,0,10,11,-1	11,9,-1,0	ok
-1.239479	-32.817635	3218633558321557502	2698388674134	-1,0,10,11,1	11,-9,4,5	ok
-1.239479	-32.791583	983001784637056277	700314	-1,0,-11,11,-1	11,8,-3,-1	ok
-1.239479	-32.765531	78262683589521898040	1286791793	-1,0,-11,-11,2	11,7,11,-1	ok
-1.239479	-32.739479	6052264065946734440	69183243583054008	-1,0,-11,10,-2	11,-7,0,-11	ok
-1.239479	-32.713427	6063217504534015048361525485923860	74033758588476731	-1,0,-11,7,-11	11,6,1,-11	ok
-1.239479	-32.687375	3592703637242996947954013992803320	890778714	-1,0,-11,3,-11	11,5,-11,-1	ok
-1.239479	-32.661323	151934350818057573064837530506402	69142670621292113	-1,0,-11,2,-10	11,-5,0,-11	ok
-1.239479	-32.635271	2253208911527	133057459504794428	-1,0,-11,-2,-1,0	11,4,10,-11	ok
-1.239479	-32.609218	2747618563643138038319683350329777	69122390834023674	-1,0,-11,1,-11	11,-4,0,-11	ok
-1.239479	-32.583166	24979134643475961652980645765002	1162704731	-1,0,-11,1,9	11,3,11,-1	ok
-1.239479	-32.557114	8023487213777	94929662834	-1,0,-11,1,-2	11,3,10,3	ok
-1.239479	-32.531062	772124927180	45858444555149	-1,0,-11,1,-1,0	11,3,1,-1,2	ok
-1.239479	-32.505010	2064898715	146495955143957334	-1,0,-11,-1,0	11,-3,0,-11,0	ok
-1.239479	-32.478958	2064898715	1603733273	-1,0,-11,-1,0	11,-3,-11,1	ok
-1.239479	-32.452906	2064898715	6665448048	-1,0,-11,-1,0	11,2,-11,-1,-1	ok
-1.239479	-32.426854	6444360155	15306653895597323	-1,0,-11,-1,-1	11,2,10,9	ok
-1.239479	-32.400802	263986495652	105916713	-1,0,-11,-1,-1,0	11,2,3,2	ok
-1.239479	-32.374749	276120069872463244242785	319578	-1,0,-11,-1,1,-2	11,2,1,-1,0	ok
-1.239479	-32.348697	76162556615	146460340065091163	-1,0,-11,-1,1	11,-2,0,-11,0	ok
-1.239479	-32.322645	64257711587579480	146460340065091163	-1,0,-11,-1,-2,-1	11,-2,0,-11,0	ok
-1.239479	-32.296593	14668811176898615	5922147674	-1,0,-11,-1,-3	11,-2,-2,1,1	ok
-1.239479	-32.270541	23578921609069219324373090	367580669798	-1,0,-11,-1,-4,1	11,-2,-11,-4	ok
-1.239479	-32.244489	634093439936299272269615	558866006	-1,0,-11,-1,5	11,1,-11,0	ok
-1.239479	-32.218437	11588251683277022991089853740	1547487506	-1,0,-11,-1,7	11,1,-11,1	ok
-1.239479	-32.192385	4007173166524914010628280633365	137197650807587453	-1,0,-11,-1,-9	11,1,-11,-11	ok
-1.239479	-32.166333	22811350723824637741167225474620	132958071733921154	-1,0,-11,-1,9	11,1,10,-11	ok
-1.239479	-32.140281	22811350723824637741167225474620	27768406931	-1,0,-11,-1,9	11,1,10,-3	ok
-1.239479	-32.114228	118962475367985198926991011110115	64190340731	-1,0,-11,-1,-10	11,1,9,3	ok
-1.239479	-32.088176	118962475367985198926991011110115	45225310272379634	-1,0,-11,-1,-10	11,1,-5,10	ok
-1.239479	-32.062124	573024187102859427165004082491790	37705697186328254	-1,0,-11,-1,10	11,1,2,10	ok
-1.239479	-32.036072	573024187102859427165004082491790	73927072116967256	-1,0,-11,-1,10	11,1,1,-11	ok
-1.239479	-32.010020	573024187102859427165004082491790	388212220653	-1,0,-11,-1,10	11,1,1,-4,-1	ok
-1.239479	-31.983968	573024187102859427165004082491790	2384750255417683738732181579280878	-1,0,-11,-1,10	11,-1,-1,0,-11	ok
-1.239479	-31.957916	573024187102859427165004082491790	325138604392289	-1,0,-11,-1,10	11,-1,-1,-2,2	ok
-1.239479	-31.931864	2567647961367320582579832139747490	33734784358076704	-1,0,-11,-1,-11	-11,-1,-1,10	ok
-1.239479	-31.905812	161890649891743348061032997940111697039610299952326828993594531377	1167256900440915550	-1,-1,-11,-1,-1,10	-11,-1,-1,-11,1	ok
-1.239479	-31.879760	1940246872987456414024356764569527	33734784358076704	-1,-1,-11,9,10	-11,-1,-1,10	ok
-1.239479	-31.853707	518641873583183559	1075090428054	-1,-1,10,-11,-1	-11,-1,-1,5	ok
-1.239479	-31.827655	2383350600261584861980619257784502	2643829	-1,-1,10,-11,10	-11,-1,-1,-1,-1	ok
-1.239479	-31.801603	8878632918997250685600124363595970	525090600	-1,-1,10,10,-11	-11,-1,-1,-1,1	ok
-1.239479	-31.775551	1688280127716778022171376509825502	24496027661007	-1,-1,10,8,10	-11,-1,1,4,1	ok
-1.239479	-31.749499	11556910896261363983157365502	35013601909992895	-1,-1,-10,-1,7	-11,-1,1,10	ok
-1.239479	-31.723447	8874213008658217666571284179330375	316923173755789482	-1,-1,9,10,-11	-11,-1,1,-11,-1	ok
-1.239479	-31.697395	1939993552429652	89693012725920961793699618565	-1,-1,8,2,2	-11,-1,-2,-1,-8	ok
-1.239479	-31.671343	2219261395897607529553949002355559	2513227732	-1,-1,5,10,10	-11,-1,2,3	ok
-1.239479	-31.645291	2373576882029531318586901320320625	84554317265690482	-1,-1,3,-11,10	-11,-1,2,-10,-1	ok
-1.239479	-31.619238	1253949562171911152	7694808796867732	-1,-1,2,-11,1	-11,-1,2,9	ok
-1.239479	-31.593186	54730606852286495905502	613615712349346258768833812047140	-1,-1,2,-3,-1,-2	-11,-1,2,1,10	ok
-1.239479	-31.567134	2392544043606856372884	1862282382306504654	-1,-1,-2,-2,4	-11,-1,-2,-2,3	ok
-1.239479	-31.541082	9411596184334351413972454475929902	35013601909992895	-1,-1,1,-11,-11	-11,-1,1,10	ok
