delta_x	delta_ca	T_encoding	gamma_encoding	T_scs	gamma_scs	status
-1.217435	-33.000000	10120112685661138170022855667962415	1908353288	-1,0,-11,0,11	11,10,-11,1	ok
-1.217435	-32.973948	10120112685661138170022855667962415	365350974	-1,0,-11,0,11	11,10,10	ok
-1.217435	-32.947896	10120112685661138170022855667962415	182662919	-1,0,-11,0,11	11,10,8,-1	ok
-1.217435	-32.921844	10120112685661138170022855667962415	1337455331326469	-1,0,-11,0,11	11,10,2,8	ok
-1.217435	-32.895792	10120112685661138170022855667962415	109724	-1,0,-11,0,11	11,10,-1,-1	ok
-1.217435	-32.869739	10120112685661138170022855667962415	69244136503577853	-1,0,-11,0,11	11,-10,0,-11	ok
-1.217435	-32.843687	10120112685661138170022855667962415	54263	-1,0,-11,0,11	11,-10,-1,0	ok
-1.217435	-32.817635	2567647961367320582579832139747490	5720060339	-1,0,-11,-1,-11	11,9,11,-2	ok
-1.217435	-32.791583	2567647961367320582579832139747490	1865413718	-1,0,-11,-1,-11	11,9,-11,1	ok
-1.217435	-32.765531	573024187102859427165004082491790	957014	-1,0,-11,-1,10	11,9,-2,1	ok
-1.217435	-32.739479	118962475367985198926991011110115	76629147650070731	-1,0,-11,-1,-10	11,-9,-2,-11	ok
-1.217435	-32.713427	634093439936299272269615	346963631	-1,0,-11,-1,5	11,8,-10,0	ok
-1.217435	-32.687375	114957798881745614544902	953468924	-1,0,-11,-1,-3,1	11,-8,-11,-1	ok
-1.217435	-32.661323	64257711587579480	69183243583054008	-1,0,-11,-1,-2,-1	11,-7,0,-11	ok
-1.217435	-32.635271	76162556615	56142884	-1,0,-11,-1,1	11,6,2,2	ok
-1.217435	-32.609218	8707748054713065965	1700873628	-1,0,-11,-1,1,1	11,5,-11,1	ok
-1.217435	-32.583166	26298206859290	9023	-1,0,-11,-1,-1,-1	11,-5,-1,0	ok
-1.217435	-32.557114	6444360155	295864953	-1,0,-11,-1,-1	11,4,10	ok
-1.217435	-32.531062	2064898715	142024402613427756	-1,0,-11,-1,0	11,-4,0,11	ok
-1.217435	-32.505010	8292208589	594107663	-1,0,11,-1,-1	11,3,-11,0	ok
-1.217435	-32.478958	263111647577	124884995214376931	-1,0,11,1,1	11,3,9,-11	ok
-1.217435	-32.452906	573024195911668779408408611315355	3314003	-1,-1,-11,-1,10	11,-3,-1,-1,-1	ok
-1.217435	-32.426854	1330201734794871307434	73959065942898194	-1,-1,-11,-1,4	11,-3,1,-11	ok
-1.217435	-32.400802	2939371726575643432158736709645652	819699783	-1,-1,-11,-2,-11	11,2,-11,-1	ok
-1.217435	-32.374749	8880843596414492998031988895330059	15948188722514643	-1,-1,-11,10,-11	11,2,-11,9	ok
-1.217435	-32.348697	518641873583183559	2938032818	-1,-1,10,-11,-1	11,2,10,-2	ok
-1.217435	-32.322645	2383350600261584861980619257784502	79101309963338963	-1,-1,10,-11,10	11,2,2,-11	ok
-1.217435	-32.296593	6061634522304291725749352250263784	541747964	-1,-1,10,7,-11	11,-2,-1,-1,1	ok
