delta_x	delta_ca	T_encoding	gamma_encoding	T_scs	gamma_scs	status
-1.385772	-33.000000	2600339	51729684	-1,0,0,0,0,0	11,-3,0,0,1	ok
-1.385772	-32.973948	4538043545	18894805188	-1,0,0,0,0,-1	11,2,6,3	ok
-1.385772	-32.947896	4538043545	15269274671343	-1,0,0,0,0,-1	11,2,1,0,2	ok
-1.385772	-32.921844	4538043545	1060136650663503	-1,0,0,0,0,-1	11,2,0,8	ok
-1.385772	-32.895792	4538043545	1518	-1,0,0,0,0,-1	11,2,0,0	ok
-1.385772	-32.869739	998767320547577	9708	-1,0,0,0,0,1	11,2,0,0,0	ok
-1.385772	-32.843687	998767320547577	7853	-1,0,0,0,0,1	11,-2,0,0,0	ok
-1.385772	-32.817635	998767320547577	7853	-1,0,0,0,0,1	11,-2,0,0,0	ok
-1.385772	-32.791583	998767320547577	8299167812543	-1,0,0,0,0,1	11,-2,0,2,-2	ok
-1.385772	-32.765531	998767320547577	1118621328	-1,0,0,0,0,1	11,1,-11,0,0	ok
-1.385772	-32.739479	474075634821567328445	285425756	-1,0,0,0,0,-2	11,1,8,1	ok
-1.385772	-32.713427	77971519449922417203419339	468006	-1,0,0,0,0,2	11,1,-3,0,0	ok
-1.385772	-32.687375	3219630870954914682587261862089	91356	-1,0,0,0,0,-3	11,1,-2,0,0	ok
-1.385772	-32.661323	260441821149834632920408714016955902992295	3806	-1,0,0,0,0,4	11,1,1,0	ok
-1.385772	-32.635271	47292757827343789120364484836490260159900503882131349589	15203	-1,0,0,0,0,7	11,1,-1,0,0	ok
-1.385772	-32.609218	5893445890180755132129303895580738025395601534030005025588135839	73344194	-1,0,0,0,0,-10	11,1,-1,0,1	ok
-1.385772	-32.583166	139309012839995604191019650650922986816864076246959962020198931839	6420598617073499	-1,0,0,0,0,10	11,1,0,9	ok
-1.385772	-32.557114	161776942772123346303911706381548879629874358692395663684984297577	116227859	-1,0,0,0,-1,10	11,1,0,2,0	ok
-1.385772	-32.531062	814095018014	716981	-1,0,0,0,-1,-1	11,1,0,1,0	ok
-1.385772	-32.505010	524475077	51659	-1,0,0,0,-1,0	11,1,0,-1,0	ok
-1.385772	-32.478958	524475077	17524962585200534379	-1,0,0,0,-1,0	11,1,0,0,-4	ok
-1.385772	-32.452906	524475077	47545854	-1,0,0,0,-1,0	11,1,0,0,1	ok
-1.385772	-32.426854	524475077	133881	-1,0,0,0,-1,0	11,1,0,0,-1	ok
-1.385772	-32.400802	171642627464	5028	-1,0,0,0,1,0	11,-1,0,0,0	ok
-1.385772	-32.374749	171642627464	5028	-1,0,0,0,1,0	11,-1,0,0,0	ok
-1.385772	-32.348697	171642627464	5028	-1,0,0,0,1,0	11,-1,0,0,0	ok
-1.385772	-32.322645	129422015682764	5028	-1,0,0,0,1,-1	11,-1,0,0,0	ok
-1.385772	-32.296593	6184230871619059994889922964	5028	-1,0,0,0,1,2	11,-1,0,0,0	ok
-1.385772	-32.270541	187739154196347965892935922539804315425556254423314057143276988464	46209669	-1,0,0,0,1,10	11,-1,0,0,1	ok
-1.385772	-32.244489	41925896814452	527842812230875011959816190794403	-1,0,0,0,-2,0	11,-1,0,0,10	ok
-1.385772	-32.218437	6127218708778202	111295374597528	-1,0,0,0,2,0	11,-1,0,1,2	ok
-1.385772	-32.192385	437783736932670834160493631764180032163459007403663522281789389	146424731480619279	-1,0,0,0,2,9	11,-1,0,-11,0	ok
-1.385772	-32.166333	29319328041790359452	2494239	-1,0,0,0,3,0	11,-1,1,1,0	ok
-1.385772	-32.140281	757741033517301257565839	17712160769	-1,0,0,0,4,-1	11,-1,-10,0,1	ok
-1.385772	-32.114228	33934870792950502730356404318952559264	1089907994	-1,0,0,0,6,-3	11,0,-11,0,0	ok
-1.385772	-32.088176	22573076094694558089061561863014	66523677131947574	-1,0,0,0,-9,0	11,0,10,10	ok
-1.385772	-32.062124	569017662591425920660454914501952	1104241493	-1,0,0,0,-10,0	11,0,10,1	ok
-1.385772	-32.036072	185156700596826411800662315678321952	785843168	-1,0,0,0,10,1	11,0,10,0,0	ok
-1.385772	-32.010020	527842803948288417587274500644070	476726507291573	-1,0,0,0,10	11,0,9,7	ok
-1.385772	-31.983968	44823837589554888777304507724042810	57930364654760423	-1,0,0,-1,11,0	11,0,8,10	ok
