delta_x	delta_ca	T_encoding	gamma_encoding	T_scs	gamma_scs	status
-1.215431	-33.000000	10120112685661138170022855667962415	1019419259	-1,0,-11,0,11	11,10,-11,-1	ok
-1.215431	-32.973948	10120112685661138170022855667962415	365350974	-1,0,-11,0,11	11,10,10	ok
-1.215431	-32.947896	10769727663099995084843096181311615	175303428	-1,0,-11,-1,11	11,10,9	ok
-1.215431	-32.921844	2567647961367320582579832139747490	1680839	-1,0,-11,-1,-11	11,10,3,-1	ok
-1.215431	-32.895792	573024187102859427165004082491790	7066285867401749	-1,0,-11,-1,10	11,10,1,9	ok
-1.215431	-32.869739	118962475367985198926991011110115	142233316394122023	-1,0,-11,-1,-10	11,-10,0,11	ok
-1.215431	-32.843687	9703085774380123018780535	71640156105387848	-1,0,-11,-1,-6	11,-10,-1,-11	ok
-1.215431	-32.817635	2146272398432330902111031995220	359133378	-1,0,-11,-1,-3,2	11,-10,10	ok
-1.215431	-32.791583	64257711587579480	709910018	-1,0,-11,-1,-2,-1	11,9,-11,0	ok
-1.215431	-32.765531	76162556615	4076918	-1,0,-11,-1,1	11,9,5	ok
-1.215431	-32.739479	8707748054713065965	142198481435274131	-1,0,-11,-1,1,1	11,-9,0,11	ok
-1.215431	-32.713427	263986495652	1823204283	-1,0,-11,-1,-1,0	11,8,-11,1	ok
-1.215431	-32.687375	17051505098838051172340	121227997143479	-1,0,-11,-1,-1,-2	11,-8,-1,1,2	ok
-1.215431	-32.661323	6444360155	72775130783	-1,0,-11,-1,-1	11,7,-2,4	ok
-1.215431	-32.635271	2064898715	317809844	-1,0,-11,-1,0	11,6,10	ok
-1.215431	-32.609218	2760802277	890778714	-1,0,11,-1,0	11,5,-11,-1	ok
-1.215431	-32.583166	8292208589	71536067705375903	-1,0,11,-1,-1	11,-5,-1,-11	ok
-1.215431	-32.557114	73811098125077	1661501813	-1,0,11,1,-1,-1	11,4,-11,1	ok
-1.215431	-32.531062	1621134301986226652	972293	-1,0,11,1,3	11,-4,-1,-2	ok
-1.215431	-32.505010	76507571205	842900189	-1,-1,-11,-1,1	11,3,-11,-1	ok
-1.215431	-32.478958	2567647988496652850877349572623559	133024324058762219	-1,-1,-11,-1,-11	11,3,10,-11	ok
-1.215431	-32.452906	4433445005827104295319996330184	286586955881	-1,-1,-11,1,-9	11,3,1,-5	ok
-1.215431	-32.426854	1032469047278318880	116014330724138516624003588	-1,-1,-11,10,1	11,-3,-1,-1,6	ok
-1.215431	-32.400802	518641873583183559	6665448048	-1,-1,10,-11,-1	11,2,-11,-1,-1	ok
-1.215431	-32.374749	10101186875841550659	1584816828	-1,-1,10,-11,-2	11,2,-11,1	ok
-1.215431	-32.348697	141572523864043134	132991194802061393	-1,-1,10,-10,-1	11,2,10,-11	ok
-1.215431	-32.322645	118860966132407220401848671129902	7744058	-1,-1,-10,-1,-10	11,2,4,1	ok
-1.215431	-32.296593	5323829363726690958531279914787534	161838409315688	-1,-1,9,6,-11	11,2,1,7	ok
-1.215431	-32.270541	285893119566748127413377307457865	1080120010178	-1,-1,7,6,-10	11,-2,-1,5	ok
-1.215431	-32.244489	23716850981910411845	117833	-1,-1,4,-11,-1,-1	11,-2,1,1	ok
-1.215431	-32.218437	100679706296923103414697662577	133016183	-1,-1,3,-9,7	11,-2,7,1	ok
-1.215431	-32.192385	240504603625958948454680777	6610257668	-1,-1,2,-11,-2,-2	11,-2,-11,-1,-1	ok
-1.215431	-32.166333	613615712349345558131573969640030	6555411231	-1,-1,2,1,10	11,1,-11,-1,-1	ok
-1.215431	-32.140281	864210862759614517023918930	51849889278	-1,-1,-2,6,6	11,1,-11,-2,-1	ok
-1.215431	-32.114228	7211894149875184902	68859151567934006	-1,-1,1,-11,-2	11,1,-11,10	ok
-1.215431	-32.088176	8838922979787477218981561721110985	132958071733921154	-1,-1,1,10,-11	11,1,10,-11	ok
-1.215431	-32.062124	2066995263526741139053289327351280	132958071733921154	-1,-1,1,-10,10	11,1,10,-11	ok
-1.215431	-32.036072	303829306393277	66543382376047556	-1,-1,1,-3,-1,-1	11,1,10,10	ok
-1.215431	-32.010020	2732605398941496369500483344263402	3872924034	-1,-1,1,1,-11	-11,1,-10,-1,-1	ok
-1.215431	-31.983968	187869772378322743426607391273631741876169955644364217804093703159	8080403011254	-1,-1,-1,-1,1,10	-11,1,9,5	ok
-1.215431	-31.957916	3374961778890	50341503284599275	-1,-1,-1,-1,-1,-1	-11,1,6,10	ok
-1.215431	-31.931864	3374961778890	84542524063313505	-1,-1,-1,-1,-1,-1	-11,1,3,-11	ok
-1.215431	-31.905812	3374961778890	79078876240852005	-1,-1,-1,-1,-1,-1	-11,1,2,-11	ok
-1.215431	-31.879760	3374961778890	4570755	-1,-1,-1,-1,-1,-1	-11,1,2,-2	ok
-1.215431	-31.853707	3374961778890	330867127164	-1,-1,-1,-1,-1,-1	-11,1,-2,-5	ok
-1.215431	-31.827655	9658348478672062728194713701857429494446769052530106423870131952	73927071732449190	-1,-1,-1,1,-2,-10	-11,1,1,-11	ok
-1.215431	-31.801603	612975974045186771750349988600077	73916409430941595	-1,-1,-1,1,10	-11,-1,1,-11	ok
-1.215431	-31.775551	52680000056477044313746736327	35013601909992895	-1,-1,1,-3,-4,-2	-11,-1,1,10	ok
-1.215431	-31.749499	7790240479197346383426448833298827	35013601909992895	-1,-1,1,9,-11	-11,-1,1,10	ok
-1.215431	-31.723447	2214010359232145026291181011669452	35013601909992895	-1,-1,1,10,10	-11,-1,1,10	ok
-1.215431	-31.697395	9411596184334351413972454475929902	73916409430941595	-1,-1,1,-11,-11	-11,-1,1,-11	ok
-1.215431	-31.671343	2214666167982448078249459918082195	36340955911492344	-1,1,-2,10,10	-11,1,-2,10	ok
-1.215431	-31.645291	128144501250330793698025716635495	235620	-1,1,-2,1,-10	-11,1,-2,1	ok
-1.215431	-31.619238	8843327575676243735966079975635264	79078876240852005	-1,1,2,10,-11	-11,1,2,-11	ok
-1.215431	-31.593186	613829097512581636564459938912555	151580145	-1,1,-3,1,10	-11,1,-4,2	ok
-1.215431	-31.567134	614256044075036630761262536298705	109847191292279280	-1,1,-4,1,10	-11,1,7,-11	ok
-1.215431	-31.541082	102779669413235543329205169255	128833688793473580	-1,1,-6,1,-8	-11,1,-10,-11	ok
-1.215431	-31.515030	12955131769494530	3095449058694909	-1,1,8,9	-11,1,10,8	ok
