delta_x	delta_ca	T_encoding	gamma_encoding	T_scs	gamma_scs	status
-1.335671	-33.000000	3950046819896547004954475761220	640587299	-1,0,0,1,0,-3	11,4,9,1	ok
-1.335671	-32.973948	2845185988187494763462354412180272309758226675494384007292913715645	551753	-1,0,0,1,0,-11	11,4,0,-2	ok
-1.335671	-32.947896	19879880900	32531629725562506	-1,0,0,1,-1,0	11,-4,0,10	ok
-1.335671	-32.921844	9925070066980551635	2483084	-1,0,0,1,1,1	11,3,-4,0,0	ok
-1.335671	-32.895792	3222249771609281327	78188	-1,0,0,1,2,-1	11,3,-1,1	ok
-1.335671	-32.869739	1102116903072722472593403261950	1994	-1,0,0,1,6,1	11,-3,0,0	ok
-1.335671	-32.843687	612762848410945990086851089753220	903818	-1,0,0,1,10	11,-3,0,1,0	ok
-1.335671	-32.817635	976227812843641139755589	576284253	-1,0,0,-2,5	11,2,-11,0	ok
-1.335671	-32.791583	526369293464	56227688	-1,0,0,-2,0,-1	11,2,-7,0,0	ok
-1.335671	-32.765531	1930099514	101180486913	-1,0,0,-2,0,0	11,2,-2,3,-1	ok
-1.335671	-32.739479	169401379642039187893896989	21923	-1,0,0,2,0,2	11,2,-1,0,0	ok
-1.335671	-32.713427	29440575983714	47593683528	-1,0,0,2,1,0	11,2,0,-4,0	ok
-1.335671	-32.687375	29589989419824774982697541170255	68613	-1,0,0,2,9	11,2,0,-1,0	ok
-1.335671	-32.661323	182030395126487383257405030035318868827	2540123432249153	-1,0,0,-3,0,-4	11,-2,0,0,-3	ok
-1.335671	-32.635271	53088346002511813311964333376939264	519653888013955718	-1,0,0,3,0,3	11,-2,0,-1,3	ok
-1.335671	-32.609218	822431843120207212953834105867614	146460340065091163	-1,0,0,3,10	11,-2,0,-11,0	ok
-1.335671	-32.583166	309086102360455285711121030115195701162639	11071538393	-1,0,0,4,0,4	11,-2,10,-2,0	ok
-1.335671	-32.557114	18491290325114	558866006	-1,0,0,-5,0,0	11,1,-11,0	ok
-1.335671	-32.531062	8422750409138870	1133237006	-1,0,0,6,0,-1	11,1,10,1	ok
-1.335671	-32.505010	26237633436224301122339	79159631	-1,0,0,7,-2,1	11,1,8,0	ok
-1.335671	-32.478958	3185266987549249218028060428695	40570521090932756	-1,0,0,8,8	11,1,3,10	ok
-1.335671	-32.452906	326042321408286989	26774	-1,0,0,9,-1,0	11,1,2,0	ok
-1.335671	-32.426854	2737328871625288770680392577	16005647786377506	-1,0,0,-10,6	11,1,1,-10	ok
-1.335671	-32.400802	1195637944795690739	3806	-1,0,0,-10,0,-1	11,1,1,0	ok
-1.335671	-32.374749	1167256871410595702	290681	-1,0,0,10,-1,0	11,1,-1,0,-1	ok
-1.335671	-32.348697	580098835297746056327	146442534961105284	-1,0,0,10,2,0	11,1,0,-11,0	ok
-1.335671	-32.322645	869378094186977638943059830485	33746626577083544	-1,0,0,10,-8	11,1,0,-10,0	ok
-1.335671	-32.296593	2212699275748991946107614190106110	7783963584	-1,0,0,10,10	11,1,0,3,0	ok
-1.335671	-32.270541	8834520303599089437922095871953827	18506	-1,0,0,10,-11	11,1,0,1	ok
-1.335671	-32.244489	57755588090260934489	44529	-1,0,0,-11,2	11,-1,0,-1,0	ok
-1.335671	-32.218437	146406918259956389	372194664	-1,0,0,-11,0	11,-1,0,-1,1	ok
-1.335671	-32.192385	372141760212965583239	2384050607413183506530412152275056	-1,0,0,-11,0,1	11,-1,0,0,-11	ok
-1.335671	-32.166333	3890612670320566589	10068178397197505958533516540474544	-1,0,0,-11,0,-1	11,-1,0,0,11	ok
-1.335671	-32.140281	3890612670320566589	44529	-1,0,0,-11,0,-1	11,-1,0,-1,0	ok
-1.335671	-32.114228	73916402125625402	703317341938583192322287608503	-1,0,-1,10,0	11,-1,0,1,8	ok
-1.335671	-32.088176	296192446796804314478571288283554335491910	938946690681	-1,0,-1,3,0,4	11,-1,0,5	ok
-1.335671	-32.062124	996429095665229289719291504604010277	146424731480619279	-1,0,-1,1,7,2	11,-1,0,-11,0	ok
