delta_x	delta_ca	T_encoding	gamma_encoding	T_scs	gamma_scs	status
-1.211423	-33.000000	28784793594452	730747313	-1,0,11,-1,-1,-1	11,10,-11,0	ok
-1.211423	-32.973948	28784793594452	120318915404	-1,0,11,-1,-1,-1	11,10,-11,3	ok
-1.211423	-32.947896	8292208589	365350974	-1,0,11,-1,-1	11,10,10	ok
-1.211423	-32.921844	2760802277	33060624	-1,0,11,-1,0	11,10,7	ok
-1.211423	-32.895792	2760802277	539219	-1,0,11,-1,0	11,10,2,-1	ok
-1.211423	-32.869739	2760802277	62813	-1,0,11,-1,0	11,10,-1,0	ok
-1.211423	-32.843687	2760802277	142233316394122023	-1,0,11,-1,0	11,-10,0,11	ok
-1.211423	-32.817635	2760802277	74108507796263243	-1,0,11,-1,0	11,-10,1,-11	ok
-1.211423	-32.791583	8292208589	2485512743	-1,0,11,-1,-1	11,9,11,1	ok
-1.211423	-32.765531	28784793594452	500275874	-1,0,11,-1,-1,-1	11,9,-11	ok
-1.211423	-32.739479	14722188961717048502	1194692382369089	-1,0,11,1,1,1	11,9,1,8	ok
-1.211423	-32.713427	263111647577	346937289	-1,0,11,1,1	11,-9,10	ok
-1.211423	-32.687375	507026297988527	138786108	-1,0,11,1,2	11,8,3,2	ok
-1.211423	-32.661323	4436300227767418614690501800702	669578693	-1,0,11,1,-9	11,7,-11,0	ok
-1.211423	-32.635271	2748410727023552264172567487936652	79202318997321179	-1,0,11,1,-11	11,-7,2,-11	ok
-1.211423	-32.609218	263985769035	6766933712198	-1,-1,11,1,1	11,-6,-1,-4,1	ok
-1.211423	-32.583166	47651685642572492461084516303501455	321621649278	-1,-1,-11,-1,-11,-1	11,5,10,-4	ok
-1.211423	-32.557114	26325831014730	133074029549050688	-1,-1,-11,-1,-1,-1	11,-5,10,-11	ok
-1.211423	-32.531062	3143624716570981301777353709056284	64303448	-1,-1,-11,2,-11	11,4,6,1	ok
-1.211423	-32.505010	532569824013652434	73980400928788256	-1,-1,-11,-11,-1	11,-4,1,-11	ok
-1.211423	-32.478958	518641873583183559	1622818913	-1,-1,10,-11,-1	11,3,-11,1	ok
-1.211423	-32.452906	8878632918997250685600124363595970	43653007433853806	-1,-1,10,10,-11	11,3,4,10	ok
-1.211423	-32.426854	617037526630058085454147381377684	15372219025552718	-1,-1,10,1,10	11,-3,-1,-10	ok
-1.211423	-32.400802	491739781848030270	124869195987295304	-1,-1,9,-11,-1	11,-3,9,-11	ok
-1.211423	-32.374749	14977343391327	2904362103363	-1,-1,-8,-1,-1,-1	11,2,-11,-1,-2	ok
-1.211423	-32.348697	1683114727156749439656924389184252	137231562879314448	-1,-1,5,8,10	11,2,-11,-11	ok
-1.211423	-32.322645	22946395372319252700	128866038745283378	-1,-1,3,-11,-1,-1	11,2,-10,-11	ok
-1.211423	-32.296593	8845530490830965498814479970233925	9638223	-1,-1,-3,10,-11	11,2,-2,-1,-1	ok
-1.211423	-32.270541	1656639339530240	42004492053239	-1,-1,2,6,1	11,-2,-1,-1,2	ok
-1.211423	-32.244489	3733566288517778100384918713978723973257444483494678276953535796100	3516711023	-1,-1,-2,1,1,-11	11,-2,-1,1,1	ok
-1.211423	-32.218437	2953250024123834062110	1033828634	-1,-1,1,-11,-1,1	11,-2,-2,-1,1	ok
-1.211423	-32.192385	9411596184334351413972454475929902	132974632494469373	-1,-1,1,-11,-11	11,-2,10,-11	ok
-1.211423	-32.166333	524485873529283638612633707415702	76861990904	-1,-1,1,10,-10	11,1,-11,-1,1	ok
-1.211423	-32.140281	43399543470528301902	1547487506	-1,-1,1,-5,3	11,1,-11,1	ok
-1.211423	-32.114228	59467521131390718058865136839055630	1179109693403	-1,-1,1,-2,-10,1	11,1,-11,4	ok
-1.211423	-32.088176	4532941311059872641420866684	68859151567934006	-1,-1,-1,1,3,-2	11,1,-11,10	ok
-1.211423	-32.062124	3374961778890	132958071733921154	-1,-1,-1,-1,-1,-1	11,1,10,-11	ok
-1.211423	-32.036072	3374961778890	132958071218250579	-1,-1,-1,-1,-1,-1	-11,1,10,-11	ok
-1.211423	-32.010020	3374961778890	66543382011236970	-1,-1,-1,-1,-1,-1	-11,1,10,10	ok
-1.211423	-31.983968	3374961778890	1133189400	-1,-1,-1,-1,-1,-1	-11,1,10,1	ok
-1.211423	-31.957916	3374961778890	124821806800937820	-1,-1,-1,-1,-1,-1	-11,1,9,-11	ok
-1.211423	-31.931864	247728862582451543343996270007725793521372785682740406929934	11317074660	-1,-1,-1,-1,1,8	-11,1,8,-3	ok
-1.211423	-31.905812	612975974045186771750349988600077	46877582303603205	-1,-1,-1,1,10	-11,1,5,10	ok
-1.211423	-31.879760	24666981327	84542524063313505	-1,-1,1,-2,1	-11,1,3,-11	ok
-1.211423	-31.853707	6033201687659361845210200911895527	1866330039	-1,-1,1,7,-11	-11,1,-3,-1,1	ok
-1.211423	-31.827655	2214010359232145026291181011669452	79078876240852005	-1,-1,1,10,10	-11,1,2,-11	ok
-1.211423	-31.801603	8838922979787477218981561721110985	37705696911716904	-1,-1,1,10,-11	-11,1,2,10	ok
-1.211423	-31.775551	16849220039208249222555585	37705696911716904	-1,-1,1,-11,-3,1	-11,1,2,10	ok
-1.211423	-31.749499	128144501250330793698025716635495	37705696911716904	-1,1,-2,1,-10	-11,1,2,10	ok
-1.211423	-31.723447	354617844873151859	37705696911716904	-1,1,2,-10,1	-11,1,2,10	ok
-1.211423	-31.697395	399072975111825251445	45920105805	-1,1,-3,10,-3	-11,1,-3,-2,1	ok
-1.211423	-31.671343	2373576907605964139205940098564999	84542524063313505	-1,1,3,-11,10	-11,1,3,-11	ok
-1.211423	-31.645291	1576502862284	46877582303603205	-1,1,5,-3,1	-11,1,5,10	ok
-1.211423	-31.619238	8865379032161488885518445790795034	117125022692920455	-1,1,7,10,-11	-11,1,8,-11	ok
-1.211423	-31.593186	616394676922660495997765262963405	64296123128154834	-1,1,-9,1,10	-11,1,-10,10	ok
-1.211423	-31.567134	2381952228055277736145227652625094	9944067365445	-1,1,9,-11,10	-11,1,10,5	ok
-1.211423	-31.541082	616823184448707801834465399740789	66543382011236970	-1,1,-10,1,10	-11,1,10,10	ok
-1.211423	-31.515030	715239059825817793172106703954989	66543382011236970	-1,1,10,2,10	-11,1,10,10	ok
-1.211423	-31.488978	15300105596617379	132958071218250579	-1,1,10,9	-11,1,10,-11	ok
-1.211423	-31.462926	66543374715025460	132958071218250579	-1,1,10,10	-11,1,10,-11	ok
-1.211423	-31.436874	66543374715025460	68859151196829840	-1,1,10,10	-11,1,-11,10	ok
-1.211423	-31.410822	66543374715025460	198393219	-1,1,10,10	-11,-2,-8,1	ok
-1.211423	-31.384770	2225840538306857047055153497572930	35025778700069857	-1,1,10,10,10	-11,-2,1,10	ok
-1.211423	-31.358717	2225840538306857047055153497572930	124853397759658674	-1,1,10,10,10	-11,2,9,-11	ok
-1.211423	-31.332665	2225840538306857047055153497572930	66563091632793724	-1,1,10,10,10	-11,2,10,10	ok
-1.211423	-31.306613	2225840538306857047055153497572930	1412676265860	-1,1,10,10,10	-11,-3,-2,5	ok
-1.211423	-31.280561	2225840538306857047055153497572930	66582805632509545	-1,1,10,10,10	-11,3,10,10	ok
-1.211423	-31.254509	2225840538306857047055153497572930	66602524011032757	-1,1,10,10,10	-11,4,10,10	ok
-1.211423	-31.228457	2225840538306857047055153497572930	43688931100609290	-1,1,10,10,10	-11,-6,4,10	ok
-1.211423	-31.202405	2225840538306857047055153497572930	66661705425930699	-1,1,10,10,10	-11,7,10,10	ok
-1.211423	-31.176353	2225840538306857047055153497572930	7535683974	-1,1,10,10,10	-11,-9,-10,2	ok
-1.211423	-31.150301	2225840538306857047055153497572930	66701181608454382	-1,1,10,10,10	-11,9,10,10	ok
