delta_x	delta_ca	T_encoding	gamma_encoding	T_scs	gamma_scs	status
-1.341683	-33.000000	27258035	69132530169925028	-1,0,0,-1,0,0	11,4,0,-11	ok
-1.341683	-32.973948	27258035	3381	-1,0,0,-1,0,0	11,-4,0,0	ok
-1.341683	-32.947896	27258035	217241736503517584	-1,0,0,-1,0,0	11,3,7,11	ok
-1.341683	-32.921844	27258035	30854	-1,0,0,-1,0,0	11,3,-1,0,0	ok
-1.341683	-32.895792	250174895	2606	-1,0,0,1,0,0	11,3,0,0	ok
-1.341683	-32.869739	120805048490	1994	-1,0,0,1,0,-1	11,-3,0,0	ok
-1.341683	-32.843687	1064944190671007735795	808241093	-1,0,0,1,0,-2	11,2,11,0	ok
-1.341683	-32.817635	212427834586754031316888548025783874187872287623318423069013160	49304589938198	-1,0,0,1,0,9	11,2,7,6	ok
-1.341683	-32.791583	19879880900	5312148	-1,0,0,1,-1,0	11,2,-2,1,0	ok
-1.341683	-32.765531	2653594019510	21923	-1,0,0,1,1,0	11,2,-1,0,0	ok
-1.341683	-32.739479	325138094381840	785684598	-1,0,0,1,-2,0	11,2,0,3	ok
-1.341683	-32.713427	46836767142708243827	1710303	-1,0,0,1,-4	11,2,0,-1,-1	ok
-1.341683	-32.687375	660104886631937021368072877702390	31324669529	-1,0,0,1,-10,0	11,-2,0,0,-2	ok
-1.341683	-32.661323	12129805445083359493921769411714525	20590134543745825565539872841154	-1,0,0,1,-11,0	11,-2,0,0,9	ok
-1.341683	-32.635271	5908730374964317403956784249931332536347874326718135202445552014	139757021799779	-1,0,0,-2,0,-10	11,-2,0,7	ok
-1.341683	-32.609218	1930099514	11393129	-1,0,0,-2,0,0	11,-2,6,0	ok
-1.341683	-32.583166	2070928954589	27606977754	-1,0,0,2,0,-1	11,1,-11,0,1	ok
-1.341683	-32.557114	452688018827	1566124539	-1,0,0,2,-1,0	11,1,10,-1,0	ok
-1.341683	-32.531062	187807098912747890702	54027643916661239	-1,0,0,2,3,0	11,1,7,10	ok
-1.341683	-32.505010	56176564969737348710624009437068239	2075681	-1,0,0,-3,11,0	11,1,3,1	ok
-1.341683	-32.478958	69175446989	241263539	-1,0,0,-3,0,0	11,1,2,0,1	ok
-1.341683	-32.452906	454260132037883570	1231080555606	-1,0,0,3,2,0	11,1,1,5	ok
-1.341683	-32.426854	1406497404200	15232575353028	-1,0,0,-4,0,0	11,1,1,0,2	ok
-1.341683	-32.400802	950912623629783452785267620732839	290681	-1,0,0,4,10	11,1,-1,0,-1	ok
-1.341683	-32.374749	1098043383706290131410102110496340	146442534961105284	-1,0,0,5,10	11,1,0,-11,0	ok
-1.341683	-32.348697	1256261847565739	6420598617073499	-1,0,0,-7,0,0	11,1,0,9	ok
-1.341683	-32.322645	2812547287698764	5586131	-1,0,0,8,0	11,1,0,2	ok
-1.341683	-32.296593	335356879227416060	111376879689431	-1,0,0,-9,0,-1	11,1,0,1,2	ok
-1.341683	-32.270541	1928012936704814788839746820874139	51659	-1,0,0,9,10	11,1,0,-1,0	ok
-1.341683	-32.244489	155792269438026989	2384050607413183506530412152275056	-1,0,0,-10,0,0	11,-1,0,0,-11	ok
-1.341683	-32.218437	71452871126525660	527842812230875011959816190794403	-1,0,0,10,0	11,-1,0,0,10	ok
-1.341683	-32.192385	17939583823133980532660	527842812230875011959816190794403	-1,0,0,10,1,1	11,-1,0,0,10	ok
-1.341683	-32.166333	4278651654551080612577	2384050607413183506530412152275056	-1,0,0,10,3	11,-1,0,0,-11	ok
-1.341683	-32.140281	524114046084673641552156444922385	44529	-1,0,0,10,-10	11,-1,0,-1,0	ok
-1.341683	-32.114228	2212699275748991946107614190106110	9651399	-1,0,0,10,10	11,-1,0,-2,0	ok
-1.341683	-32.088176	8834520303599089437922095871953827	71463273722465928	-1,0,0,10,-11	11,-1,0,10,0	ok
-1.341683	-32.062124	12122599792606968245	12539	-1,0,0,-11,1,0	11,-1,-1,0,0	ok
-1.341683	-32.036072	24465476736750354573412059207215	161595231	-1,0,0,-11,0,-3	11,-1,-2,0,1	ok
-1.341683	-32.010020	3890612670320566589	1566180506	-1,0,0,-11,0,-1	11,-1,-10,0,-1	ok
-1.341683	-31.983968	5027432305399078695182515776865782479440555643966327	2791128233	-1,0,-1,-11,0,6	11,0,-11,0,-1	ok
-1.341683	-31.957916	3353756243241199285896320	541846718	-1,0,-1,7,-3,1	11,0,-11,0	ok
-1.341683	-31.931864	608698886402	132924954853570754	-1,0,-1,-2,0,-1	11,0,10,-11	ok
-1.341683	-31.905812	42334303319502566393946208981019402	66523677131947574	-1,0,-1,1,0,3	11,0,10,10	ok
-1.341683	-31.879760	11278138641329267017415944610	3093475707476054	-1,0,-1,-1,7	11,0,10,8	ok
-1.341683	-31.853707	50240283902979156135225628507110377	2820117629	-1,0,-1,0,-10,1	11,0,10,-2	ok
-1.341683	-31.827655	5582294050547042408181983517185401393145887418880840896665687945502	550340054	-1,0,-1,0,-3,-11	11,0,10,-1	ok
-1.341683	-31.801603	779653625792006468230920687909661524951683660	1547598773	-1,0,-1,0,1,-5	11,0,-10,0,-1	ok
-1.341683	-31.775551	730709105	62096914869345503	-1,0,-1,0,-1,0	11,0,9,10	ok
-1.341683	-31.749499	730709105	175678118	-1,0,-1,0,-1,0	11,0,9,0	ok
-1.341683	-31.723447	730709105	3910241939	-1,0,-1,0,-1,0	11,0,8,-2,0	ok
-1.341683	-31.697395	202730693660	372095019758	-1,0,-1,0,1,0	11,0,7,0,-2	ok
-1.341683	-31.671343	281945006531682864482155184302567881860363513810	46862430567220844	-1,0,-1,0,1,5	11,0,5,10	ok
-1.341683	-31.645291	155577156350382393497525724786667200953278192037027	20376635577370793	-1,0,1,0,2,-6	11,0,4,-10	ok
-1.341683	-31.619238	629422513832989777272110909777	323813054	-1,0,1,0,-8,0	11,0,-4,1,-1	ok
-1.341683	-31.593186	528216936647526203354136365831327	22401449	-1,0,1,0,10	11,0,3,1,0	ok
-1.341683	-31.567134	187869778057867663657226506625408064092561973518599118875933831139	20224701420098	-1,0,1,-1,1,10	11,0,-3,0,2	ok
-1.341683	-31.541082	2670197590085027	37692828074375348	-1,0,1,-1,0,1	11,0,2,10	ok
-1.341683	-31.515030	129239586678827	169131315585	-1,0,1,1,2	-11,0,2,2,1	ok
-1.341683	-31.488978	13548463500965402	569617066657814338400912365656504	-1,0,1,-2,0,1	-11,0,2,-1,10	ok
-1.341683	-31.462926	787985748863777	56110322500	-1,0,1,3,-1,-1	-11,0,-2,0,-2	ok
-1.341683	-31.436874	480620210017502	158215345	-1,0,1,7,0	-11,0,-2,0,1	ok
-1.341683	-31.410822	12978238475313362276027	8110357	-1,0,1,-10,1,1	-11,0,-2,-1,-1	ok
-1.341683	-31.384770	36605541462895944002	165641320988490810	-1,0,1,10,2	-11,0,-2,10,-1	ok
-1.341683	-31.358717	2214010334956418966039402215467752	35007514705739257	-1,0,1,10,10	-11,0,1,10	ok
-1.341683	-31.332665	657682549157162300	35007514705739257	-1,0,-2,10,1	-11,0,1,10	ok
-1.341683	-31.306613	2386150064754606153803561629869650	35007514705739257	-1,0,-2,0,-11	-11,0,1,10	ok
-1.341683	-31.280561	3729260527392215487980482340281410055935112990103575335539506325285	35007514705739257	-1,0,-2,0,1,-11	-11,0,1,10	ok
-1.341683	-31.254509	577334507157777215	35007514705739257	-1,0,-2,0,-3,0	-11,0,1,10	ok
-1.341683	-31.228457	569617066657813663350059965445714	35007514705739257	-1,0,2,-1,10	-11,0,1,10	ok
-1.341683	-31.202405	613615703076567946481166647754890	35007514705739257	-1,0,2,1,10	-11,0,1,10	ok
-1.341683	-31.176353	21451256776175310126677714	347358882	-1,0,2,8,5	-11,0,-2,2,0	ok
-1.341683	-31.150301	117146767820446869903379841881100	745351370878457788315	-1,0,2,10,9	-11,0,-2,0,4	ok
-1.341683	-31.124248	1391201239430	7278988825336773827749930	-1,0,-3,-1,1,0	-11,0,-2,0,-6	ok
-1.341683	-31.098196	562412364449419992684254430002	428254	-1,0,-3,0,8	-11,0,2,1	ok
-1.341683	-31.072144	711830754041240410738563037387127	37692827799810865	-1,0,3,2,10	-11,0,2,10	ok
-1.341683	-31.046092	2216634492704878443669907756694252	528965898223528862585711258359732	-1,0,3,10,10	-11,0,3,0,10	ok
-1.341683	-31.020040	2558703923147082895454873261298785	777908179564265925682	-1,0,4,0,10,0	-11,0,-4,0,4	ok
-1.341683	-30.993988	4582622296828637295080	1942777335668632	-1,0,4,10,3	-11,0,-6,8	ok
-1.341683	-30.967936	135688100	75258025	-1,0,5,1,0	-11,0,8,0	ok
-1.341683	-30.941884	4384829501149652	5060029080	-1,0,-6,0,-3	-11,0,9,2	ok
-1.341683	-30.915832	1935578326656827791835031363759452	260227870	-1,0,-7,9,10	-11,0,-10,0	ok
-1.341683	-30.889780	55949154961321127	378606382	-1,0,7,-10,0	-11,0,10,0	ok
-1.341683	-30.863727	530842368957923678280282240669452	8426291632	-1,0,8,0,10	-11,0,10,2	ok
-1.341683	-30.837675	4905329500823112434075	15293566568771179	-1,0,8,10,3	-11,0,10,9	ok
-1.341683	-30.811623	864804902233183642577	66523676767191007	-1,0,-9,0,4	-11,0,10,10	ok
-1.341683	-30.785571	2134886495	35013601909992895	-1,0,9,1,0	-11,-1,1,10	ok
-1.341683	-30.759519	1273585618585965478656388380642095	6418892826061107	-1,0,9,6,10	-11,-1,0,9	ok
