delta_x	delta_ca	T_encoding	gamma_encoding	T_scs	gamma_scs	status
-1.321643	-33.000000	442722001683672144014	312237533	-1,0,0,3,3,0	11,5,-10,0	ok
-1.321643	-32.973948	1406497404200	5543	-1,0,0,-4,0,0	11,-5,0,0	ok
-1.321643	-32.947896	4355488278615644720452511705061770	10946527421815649	-1,0,0,-5,-11	11,4,6,9	ok
-1.321643	-32.921844	269574592938302255639	49748	-1,0,0,-6,2,-1	11,4,0,1	ok
-1.321643	-32.895792	13732892810490262577	36293	-1,0,0,7,0,1	11,-4,-1,0,0	ok
-1.321643	-32.869739	37718564924240114	192831007773651638	-1,0,0,8,1	11,3,5,11	ok
-1.321643	-32.843687	902132973240926910089	81121931	-1,0,0,9,-1,1	11,3,-1,0,1	ok
-1.321643	-32.817635	316954928781658202	78584	-1,0,0,-10,1	11,-3,0,-1,0	ok
-1.321643	-32.791583	241390184677902365702	31103	-1,0,0,10,0,1	11,-3,0,1	ok
-1.321643	-32.765531	95323262406751425389	808241093	-1,0,0,10,1,-1	11,2,11,0	ok
-1.321643	-32.739479	49177136000304986221172660	244265541115225083	-1,0,0,10,5	11,2,9,11	ok
-1.321643	-32.713427	2212699275748991946107614190106110	110967731	-1,0,0,10,10	11,2,2,1,-1	ok
-1.321643	-32.687375	33480364022438237239550721474803639	116197368	-1,0,0,10,11	11,2,1,0,1	ok
-1.321643	-32.661323	2131770664309990739	32514350178821118	-1,0,0,-11,-1,0	11,2,0,10	ok
-1.321643	-32.635271	3203903639779770792882189515	2705205768	-1,0,0,-11,0,2	11,2,0,1,1	ok
-1.321643	-32.609218	3890612670320566589	2384050658735245294533637100953904	-1,0,0,-11,0,-1	11,-2,0,0,-11	ok
-1.321643	-32.583166	592831039668499940	775613	-1,0,0,-11,0,0	11,-2,0,1,0	ok
-1.321643	-32.557114	3890612670320566589	4793649860594	-1,0,0,-11,0,-1	11,-2,-1,5,0	ok
-1.321643	-32.531062	685651082034743054913380	314575584623	-1,0,0,11,0,-2	11,-2,10,-4	ok
