delta_x	delta_ca	T_encoding	gamma_encoding	T_scs	gamma_scs	status
-1.495992	-33.000000	2600339	7853	-1,0,0,0,0,0	11,-2,0,0,0	ok
-1.495992	-32.973948	2600339	280240953	-1,0,0,0,0,0	11,1,-9,0,0	ok
-1.495992	-32.947896	2600339	7783963584	-1,0,0,0,0,0	11,1,0,3,0	ok
-1.495992	-32.921844	2600339	6306	-1,0,0,0,0,0	11,1,0,0,0	ok
-1.495992	-32.895792	2600339	6306	-1,0,0,0,0,0	11,1,0,0,0	ok
-1.495992	-32.869739	2600339	6306	-1,0,0,0,0,0	11,1,0,0,0	ok
-1.495992	-32.843687	2600339	6306	-1,0,0,0,0,0	11,1,0,0,0	ok
-1.495992	-32.817635	2600339	6306	-1,0,0,0,0,0	11,1,0,0,0	ok
-1.495992	-32.791583	2600339	6306	-1,0,0,0,0,0	11,1,0,0,0	ok
-1.495992	-32.765531	2600339	5028	-1,0,0,0,0,0	11,-1,0,0,0	ok
-1.495992	-32.739479	2600339	5028	-1,0,0,0,0,0	11,-1,0,0,0	ok
-1.495992	-32.713427	2600339	2804874	-1,0,0,0,0,0	11,-1,0,0,0,0	ok
-1.495992	-32.687375	2600339	2804874	-1,0,0,0,0,0	11,-1,0,0,0,0	ok
-1.495992	-32.661323	2600339	2804874	-1,0,0,0,0,0	11,-1,0,0,0,0	ok
-1.495992	-32.635271	2600339	2804874	-1,0,0,0,0,0	11,-1,0,0,0,0	ok
-1.495992	-32.609218	2600339	2804874	-1,0,0,0,0,0	11,-1,0,0,0,0	ok
-1.495992	-32.583166	2600339	5064131	-1,0,0,0,0,0	11,-1,-1,0,0,0	ok
-1.495992	-32.557114	2600339	83250134	-1,0,0,0,0,0	11,0,6,-1,0	ok
-1.495992	-32.531062	2600339	232233554	-1,0,0,0,0,0	11,0,2,0,1	ok
-1.495992	-32.505010	2600339	70103	-1,0,0,0,0,0	11,0,-2,0,0	ok
-1.495992	-32.478958	2600339	27239	-1,0,0,0,0,0	11,0,1,0,0	ok
-1.495992	-32.452906	2600339	27239	-1,0,0,0,0,0	11,0,1,0,0	ok
-1.495992	-32.426854	2600339	27239	-1,0,0,0,0,0	11,0,1,0,0	ok
-1.495992	-32.400802	2600339	10274	-1,0,0,0,0,0	11,0,-1,0,0	ok
-1.495992	-32.374749	2600339	4818938	-1,0,0,0,0,0	11,0,-1,0,0,0	ok
-1.495992	-32.348697	2600339	4818938	-1,0,0,0,0,0	11,0,-1,0,0,0	ok
-1.495992	-32.322645	2600339	4818938	-1,0,0,0,0,0	11,0,-1,0,0,0	ok
-1.495992	-32.296593	2600339	33734784877574804	-1,0,0,0,0,0	11,0,0,-10,0	ok
-1.495992	-32.270541	2600339	111027329	-1,0,0,0,0,0	11,0,0,2,0	ok
-1.495992	-32.244489	2600339	609938	-1,0,0,0,0,0	11,0,0,1,0	ok
-1.495992	-32.218437	2600339	609938	-1,0,0,0,0,0	11,0,0,1,0	ok
-1.495992	-32.192385	2600339	38204	-1,0,0,0,0,0	11,0,0,-1,0	ok
-1.495992	-32.166333	2600339	27413288	-1,0,0,0,0,0	11,0,0,-1,0,0	ok
-1.495992	-32.140281	2600339	38204	-1,0,0,0,0,0	11,0,0,-1,0	ok
-1.495992	-32.114228	2600339	12487825465808	-1,0,0,0,0,0	11,0,0,0,2	ok
-1.495992	-32.088176	2600339	44902004	-1,0,0,0,0,0	11,0,0,0,1	ok
-1.495992	-32.062124	2600339	44902004	-1,0,0,0,0,0	11,0,0,0,1	ok
-1.495992	-32.036072	2600339	525155414	-1,0,0,0,0,0	11,0,0,0,-1,0	ok
-1.495992	-32.010020	2600339	3983	-1,0,0,0,0,0	11,0,0,0,0	ok
-1.495992	-31.983968	2600339	3983	-1,0,0,0,0,0	11,0,0,0,0	ok
-1.495992	-31.957916	2602619	3983	1,0,0,0,0,0	11,0,0,0,0	ok
-1.495992	-31.931864	2602619	3983	1,0,0,0,0,0	11,0,0,0,0	ok
-1.495992	-31.905812	2602619	3983	1,0,0,0,0,0	11,0,0,0,0	ok
-1.495992	-31.879760	2602619	3983	1,0,0,0,0,0	11,0,0,0,0	ok
-1.495992	-31.853707	2602619	3983	1,0,0,0,0,0	11,0,0,0,0	ok
-1.495992	-31.827655	2602619	3983	1,0,0,0,0,0	11,0,0,0,0	ok
-1.495992	-31.801603	2602619	3983	1,0,0,0,0,0	11,0,0,0,0	ok
-1.495992	-31.775551	2602619	3983	1,0,0,0,0,0	11,0,0,0,0	ok
-1.495992	-31.749499	2602619	3983	1,0,0,0,0,0	11,0,0,0,0	ok
-1.495992	-31.723447	2602619	3983	1,0,0,0,0,0	11,0,0,0,0	ok
-1.495992	-31.697395	2602619	3983	1,0,0,0,0,0	11,0,0,0,0	ok
-1.495992	-31.671343	2602619	3983	1,0,0,0,0,0	11,0,0,0,0	ok
-1.495992	-31.645291	2602619	3983	1,0,0,0,0,0	11,0,0,0,0	ok
-1.495992	-31.619238	2602619	3983	1,0,0,0,0,0	11,0,0,0,0	ok
-1.495992	-31.593186	2602619	3983	1,0,0,0,0,0	11,0,0,0,0	ok
-1.495992	-31.567134	2602619	3983	1,0,0,0,0,0	11,0,0,0,0	ok
-1.495992	-31.541082	2602619	3983	1,0,0,0,0,0	11,0,0,0,0	ok
-1.495992	-31.515030	2602619	3983	1,0,0,0,0,0	11,0,0,0,0	ok
-1.495992	-31.488978	2602619	3983	1,0,0,0,0,0	11,0,0,0,0	ok
-1.495992	-31.462926	2602619	3983	1,0,0,0,0,0	11,0,0,0,0	ok
-1.495992	-31.436874	2602619	3983	1,0,0,0,0,0	11,0,0,0,0	ok
-1.495992	-31.410822	2602619	3983	1,0,0,0,0,0	11,0,0,0,0	ok
-1.495992	-31.384770	2602619	3983	1,0,0,0,0,0	11,0,0,0,0	ok
-1.495992	-31.358717	2602619	3983	1,0,0,0,0,0	11,0,0,0,0	ok
-1.495992	-31.332665	2602619	3983	1,0,0,0,0,0	11,0,0,0,0	ok
-1.495992	-31.306613	2602619	3983	1,0,0,0,0,0	11,0,0,0,0	ok
-1.495992	-31.280561	2602619	3983	1,0,0,0,0,0	11,0,0,0,0	ok
-1.495992	-31.254509	2602619	3983	1,0,0,0,0,0	11,0,0,0,0	ok
-1.495992	-31.228457	2602619	3983	1,0,0,0,0,0	11,0,0,0,0	ok
-1.495992	-31.202405	2602619	3983	1,0,0,0,0,0	11,0,0,0,0	ok
-1.495992	-31.176353	2602619	3983	1,0,0,0,0,0	11,0,0,0,0	ok
-1.495992	-31.150301	2602619	3983	1,0,0,0,0,0	11,0,0,0,0	ok
-1.495992	-31.124248	2602619	3983	1,0,0,0,0,0	11,0,0,0,0	ok
-1.495992	-31.098196	2602619	3983	1,0,0,0,0,0	11,0,0,0,0	ok
-1.495992	-31.072144	2602619	3983	1,0,0,0,0,0	11,0,0,0,0	ok
-1.495992	-31.046092	2602619	3983	1,0,0,0,0,0	11,0,0,0,0	ok
-1.495992	-31.020040	2602619	3983	1,0,0,0,0,0	11,0,0,0,0	ok
-1.495992	-30.993988	2602619	2648429	1,0,0,0,0,0	11,0,0,0,0,0	ok
-1.495992	-30.967936	2602619	2648429	1,0,0,0,0,0	11,0,0,0,0,0	ok
-1.495992	-30.941884	2602619	2646129	1,0,0,0,0,0	-11,0,0,0,0,0	ok
-1.495992	-30.915832	2602619	2646129	1,0,0,0,0,0	-11,0,0,0,0,0	ok
-1.495992	-30.889780	2602619	2646129	1,0,0,0,0,0	-11,0,0,0,0,0	ok
-1.495992	-30.863727	2602619	2646129	1,0,0,0,0,0	-11,0,0,0,0,0	ok
-1.495992	-30.837675	2602619	2646129	1,0,0,0,0,0	-11,0,0,0,0,0	ok
-1.495992	-30.811623	2602619	2646129	1,0,0,0,0,0	-11,0,0,0,0,0	ok
-1.495992	-30.785571	2602619	2646129	1,0,0,0,0,0	-11,0,0,0,0,0	ok
-1.495992	-30.759519	2602619	2646129	1,0,0,0,0,0	-11,0,0,0,0,0	ok
-1.495992	-30.733467	2602619	2646129	1,0,0,0,0,0	-11,0,0,0,0,0	ok
-1.495992	-30.707415	2602619	2646129	1,0,0,0,0,0	-11,0,0,0,0,0	ok
-1.495992	-30.681363	2602619	2646129	1,0,0,0,0,0	-11,0,0,0,0,0	ok
-1.495992	-30.655311	2602619	2646129	1,0,0,0,0,0	-11,0,0,0,0,0	ok
-1.495992	-30.629259	2602619	2646129	1,0,0,0,0,0	-11,0,0,0,0,0	ok
-1.495992	-30.603206	2602619	2646129	1,0,0,0,0,0	-11,0,0,0,0,0	ok
-1.495992	-30.577154	2602619	2646129	1,0,0,0,0,0	-11,0,0,0,0,0	ok
-1.495992	-30.551102	2602619	2646129	1,0,0,0,0,0	-11,0,0,0,0,0	ok
-1.495992	-30.525050	2602619	2646129	1,0,0,0,0,0	-11,0,0,0,0,0	ok
-1.495992	-30.498998	2602619	2646129	1,0,0,0,0,0	-11,0,0,0,0,0	ok
-1.495992	-30.472946	2602619	2646129	1,0,0,0,0,0	-11,0,0,0,0,0	ok
-1.495992	-30.446894	2602619	2646129	1,0,0,0,0,0	-11,0,0,0,0,0	ok
-1.495992	-30.420842	2602619	2646129	1,0,0,0,0,0	-11,0,0,0,0,0	ok
-1.495992	-30.394790	2602619	2646129	1,0,0,0,0,0	-11,0,0,0,0,0	ok
-1.495992	-30.368737	2602619	2646129	1,0,0,0,0,0	-11,0,0,0,0,0	ok
-1.495992	-30.342685	2602619	998768214423507	1,0,0,0,0,0	-11,0,0,0,0,1	ok
-1.495992	-30.316633	2602619	525123007	1,0,0,0,0,0	-11,0,0,0,-1,0	ok
-1.495992	-30.290581	2602619	274761571818724882	1,0,0,0,0,0	-11,0,0,0,3	ok
-1.495992	-30.264529	2602619	250622445	1,0,0,0,0,0	-11,0,0,1,0,0	ok
-1.495992	-30.238477	2602619	46632594900	1,0,0,0,0,0	-11,0,0,-4,0	ok
-1.495992	-30.212425	2602619	4815835	1,0,0,0,0,0	-11,0,-1,0,0,0	ok
-1.495992	-30.186373	2602619	14464110	1,0,0,0,0,0	-11,0,-2,0,0,0	ok
-1.495992	-30.160321	4538138813	5060950	1,0,0,0,0,-1	-11,-1,-1,0,0,0	ok
-1.495992	-30.134269	4538138813	2965809	1,0,0,0,0,-1	-11,1,0,0,0,0	ok
-1.495992	-30.108216	4538138813	7729	1,0,0,0,0,-1	-11,-2,0,0,0	ok
-1.495992	-30.082164	4538138813	10065738971054059	1,0,0,0,0,-1	-11,9,5,9	ok
-1.495992	-30.056112	4538138813	45431	1,0,0,0,0,-1	10,10,0,0	ok
-1.495992	-30.030060	998767365241364	123733	1,0,0,0,0,1	10,10,0,0,0	ok
-1.495992	-30.004008	998767365241364	109258	1,0,0,0,0,1	10,-10,0,0,0	ok
-1.495992	-29.977956	998767365241364	178483	1,0,0,0,0,1	10,-10,-1,0,0	ok
-1.495992	-29.951904	998767365241364	9568105	1,0,0,0,0,1	10,9,2,-2	ok
-1.495992	-29.925852	998767365241364	159310	1,0,0,0,0,1	10,9,-1,0,0	ok
-1.495992	-29.899800	474075634852359393488	640126	1,0,0,0,0,-2	10,9,0,0,-1	ok
-1.495992	-29.873747	77971519449934904918938994	84235	1,0,0,0,0,2	10,-9,0,0,0	ok
-1.495992	-29.847695	77971519449934904918938994	886426	1,0,0,0,0,2	10,8,1,-1,0	ok
-1.495992	-29.821643	37746956396862437106055008169683413	73516	1,0,0,0,0,3	10,8,0,0,0	ok
-1.495992	-29.795591	260441821149834632921130436707675592964438	60332437376	1,0,0,0,0,4	10,7,1,4	ok
-1.495992	-29.769539	47292757827343789120364484846215768663556627786982274744	47566	1,0,0,0,0,7	10,-7,0,0,0	ok
-1.495992	-29.743487	6371372749866568909895913813173562559026713843535727046598239	1480040	1,0,0,0,0,-9	10,6,0,1,0	ok
-1.495992	-29.717435	211976775357957162590146212526821920782243523185947961501245038	25571956	1,0,0,0,0,9	10,5,6,-1	ok
-1.495992	-29.691383	139309012839995604191019650650923514659668024535345057978815226494	29383	1,0,0,0,0,10	10,5,0,0,0	ok
-1.495992	-29.665331	814096294019	14979581	1,0,0,0,-1,-1	10,4,5,0,0	ok
-1.495992	-29.639279	524507464	1122731	1,0,0,0,-1,0	10,4,0,1,0	ok
-1.495992	-29.613226	524507464	17185	1,0,0,0,-1,0	10,-4,0,0,0	ok
-1.495992	-29.587174	524507464	8448085	1,0,0,0,-1,0	10,3,4,1	ok
-1.495992	-29.561122	524507464	30361	1,0,0,0,-1,0	10,3,-1,0,0	ok
-1.495992	-29.535070	524507464	721785530458368860815	1,0,0,0,-1,0	10,3,0,0,4	ok
-1.495992	-29.509018	171643213369	11608	1,0,0,0,1,0	10,-3,0,0,0	ok
-1.495992	-29.482966	171643213369	51709345	1,0,0,0,1,0	10,-3,0,0,1	ok
-1.495992	-29.456914	171643213369	418689433	1,0,0,0,1,0	10,2,9,0,0	ok
-1.495992	-29.430862	171643213369	9225640	1,0,0,0,1,0	10,2,2,1,0	ok
-1.495992	-29.404810	171643213369	712201	1,0,0,0,1,0	10,2,1,0,-1	ok
-1.495992	-29.378758	129422031771394	33758470874264956	1,0,0,0,1,-1	10,2,0,-10,0	ok
-1.495992	-29.352705	186256526975596165091869	2705058661	1,0,0,0,1,-2	10,2,0,1,1	ok
-1.495992	-29.326653	9847387599013340594989506394308260139162915608089663	721764583676172667936	1,0,0,0,1,6	10,2,0,0,4	ok
-1.495992	-29.300601	125223846775149768119	9433	1,0,0,0,-2,1	10,2,0,0,0	ok
-1.495992	-29.274549	41925905971514	7606	1,0,0,0,-2,0	10,-2,0,0,0	ok
-1.495992	-29.248497	6127218819477964	7606	1,0,0,0,2,0	10,-2,0,0,0	ok
-1.495992	-29.222445	3499970946295613475313	149311	1,0,0,0,2,1	10,-2,0,0,-1	ok
-1.495992	-29.196393	523494258398349758097102702357524628298229684941150287722536288	7038831576750436	1,0,0,0,-3,9	10,-2,0,8,-1	ok
-1.495992	-29.170341	29319328041790359452	576284255	-1,0,0,0,3,0	10,1,-10,0,0	ok
-1.495992	-29.144289	1087000418376733258139	182968865	-1,0,0,0,-4,0	10,1,9,0	ok
-1.495992	-29.118236	577878185750746167078827	31161545	-1,0,0,0,-5,0	10,1,7,0	ok
-1.495992	-29.092184	1237453750916117380610005739	1945358	-1,0,0,0,6,0	10,1,-4,0,0	ok
-1.495992	-29.066132	906926765592754434177007718654345702	42315380	-1,0,0,0,7,2	10,1,2,2	ok
-1.495992	-29.040080	711345059612345150851980523578827	90505	-1,0,0,0,8,1	10,1,-2,0,0	ok
-1.495992	-29.014028	22573076094694558089061561863014	103265	-1,0,0,0,-9,0	10,1,1,1	ok
-1.495992	-28.987976	613189164538110362054620899064514	110967733	-1,0,0,0,9,-1	10,1,1,0,1	ok
-1.495992	-28.961924	20590132362758491734000313565702	14858	-1,0,0,0,9	10,1,-1,0,0	ok
-1.495992	-28.935872	569017662591425920660454914501952	14858	-1,0,0,0,-10,0	10,1,-1,0,0	ok
-1.495992	-28.909820	569017662591425920660454914501952	14741864220509225	-1,0,0,0,-10,0	10,1,0,-10	ok
-1.495992	-28.883768	984561986691542030	1187941023731690	-1,0,0,-1,-3,0	10,1,0,7,-1	ok
-1.495992	-28.857715	133256401683868589	1951840867390955	-1,0,0,-1,-1,1	10,1,0,-3,2	ok
-1.495992	-28.831663	2409127784936339	18125	-1,0,0,-1,0,1	10,1,0,1	ok
-1.495992	-28.805611	27258035	714590	-1,0,0,-1,0,0	10,1,0,1,0	ok
-1.495992	-28.779559	27258035	51020	-1,0,0,-1,0,0	10,1,0,-1,0	ok
-1.495992	-28.753507	27258035	20590133816750060456062778426050	-1,0,0,-1,0,0	10,1,0,0,9	ok
-1.495992	-28.727455	27258035	721743637349899921600	-1,0,0,-1,0,0	10,1,0,0,4	ok
-1.495992	-28.701403	27258035	31147708825	-1,0,0,-1,0,0	10,1,0,0,-2	ok
