delta_x	delta_ca	T_encoding	gamma_encoding	T_scs	gamma_scs	status
-1.207415	-33.000000	2938619705608589	730747313	-1,0,11,1,1,-1	11,10,-11,0	ok
-1.207415	-32.973948	263111647577	1019419259	-1,0,11,1,1	11,10,-11,-1	ok
-1.207415	-32.947896	8908283318027	365350974	-1,0,11,1,-2	11,10,10	ok
-1.207415	-32.921844	507026297988527	371676458	-1,0,11,1,2	11,10,-10,0	ok
-1.207415	-32.895792	64907408412526269452	2924549	-1,0,11,1,-4	11,10,-4,-1	ok
-1.207415	-32.869739	715956342249461545044475264877	74119190873506109	-1,0,11,1,8	11,10,1,-11	ok
-1.207415	-32.843687	617466415839213523984158927425027	152032671281693	-1,0,11,1,10	11,-10,-1,7	ok
-1.207415	-32.817635	617466415839213523984158927425027	6750917244294293	-1,0,11,1,10	11,-10,-1,9	ok
-1.207415	-32.791583	2748410727023552264172567487936652	359133378	-1,0,11,1,-11	11,-10,10	ok
-1.207415	-32.765531	2748410727023552264172567487936652	709910018	-1,0,11,1,-11	11,9,-11,0	ok
-1.207415	-32.739479	2940212027272951382550052839206327	168205289	-1,0,11,-2,-11	11,9,9	ok
-1.207415	-32.713427	715727111055252884451374331634515	146691953658658106	-1,-1,11,2,10	11,-9,-1,11	ok
-1.207415	-32.687375	114958268442234467687502	966394644	-1,-1,-11,-1,-3,1	11,8,-11,-1	ok
-1.207415	-32.661323	2567647988496652850877349572623559	33817741997632313	-1,-1,-11,-1,-11	11,-8,-1,10	ok
-1.207415	-32.635271	30015517863360402	2103986615423	-1,-1,-11,1,-3	11,7,3,5	ok
-1.207415	-32.609218	146051210544592509	454405709	-1,-1,-11,-10,-1	11,6,-11	ok
-1.207415	-32.583166	518641873583183559	2280927089	-1,-1,10,-11,-1	11,5,11,1	ok
-1.207415	-32.557114	1818431603464613202	9281993282693	-1,-1,10,-11,1	11,-5,-1,2,-2	ok
-1.207415	-32.531062	4675911398322202075244202465430095	1661501813	-1,-1,10,5,-11	11,4,-11,1	ok
-1.207415	-32.505010	1028348530477934702632464193104152	3692381	-1,-1,-10,-5,10	11,-4,-1,-1,-1	ok
-1.207415	-32.478958	7063740837595249238277	842900189	-1,-1,-9,-11,3	11,3,-11,-1	ok
-1.207415	-32.452906	13236127889636291599662651027	133024324058762219	-1,-1,6,1,7	11,3,10,-11	ok
