delta_x	delta_ca	T_encoding	gamma_encoding	T_scs	gamma_scs	status
-1.469940	-33.000000	2600339	7853	-1,0,0,0,0,0	11,-2,0,0,0	ok
-1.469940	-32.973948	2600339	7853	-1,0,0,0,0,0	11,-2,0,0,0	ok
-1.469940	-32.947896	2600339	110997528	-1,0,0,0,0,0	11,1,1,0,1	ok
-1.469940	-32.921844	2600339	15203	-1,0,0,0,0,0	11,1,-1,0,0	ok
-1.469940	-32.895792	2600339	51659	-1,0,0,0,0,0	11,1,0,-1,0	ok
-1.469940	-32.869739	2600339	6306	-1,0,0,0,0,0	11,1,0,0,0	ok
-1.469940	-32.843687	2600339	6306	-1,0,0,0,0,0	11,1,0,0,0	ok
-1.469940	-32.817635	2600339	6306	-1,0,0,0,0,0	11,1,0,0,0	ok
-1.469940	-32.791583	2600339	6306	-1,0,0,0,0,0	11,1,0,0,0	ok
-1.469940	-32.765531	2600339	6306	-1,0,0,0,0,0	11,1,0,0,0	ok
-1.469940	-32.739479	2600339	6306	-1,0,0,0,0,0	11,1,0,0,0	ok
-1.469940	-32.713427	2600339	5028	-1,0,0,0,0,0	11,-1,0,0,0	ok
-1.469940	-32.687375	2600339	5028	-1,0,0,0,0,0	11,-1,0,0,0	ok
-1.469940	-32.661323	2600339	5028	-1,0,0,0,0,0	11,-1,0,0,0	ok
-1.469940	-32.635271	2600339	2804874	-1,0,0,0,0,0	11,-1,0,0,0,0	ok
-1.469940	-32.609218	2600339	2804874	-1,0,0,0,0,0	11,-1,0,0,0,0	ok
-1.469940	-32.583166	2600339	2804874	-1,0,0,0,0,0	11,-1,0,0,0,0	ok
-1.469940	-32.557114	2600339	2804874	-1,0,0,0,0,0	11,-1,0,0,0,0	ok
-1.469940	-32.531062	2600339	2804874	-1,0,0,0,0,0	11,-1,0,0,0,0	ok
-1.469940	-32.505010	2600339	28316553	-1,0,0,0,0,0	11,-1,0,-1,0,0	ok
-1.469940	-32.478958	2600339	69661284	-1,0,0,0,0,0	11,-1,1,-1,0,0	ok
-1.469940	-32.452906	2600339	175678118	-1,0,0,0,0,0	11,0,9,0	ok
-1.469940	-32.426854	2600339	3326888	-1,0,0,0,0,0	11,0,4,0,0	ok
-1.469940	-32.400802	2600339	20224701420098	-1,0,0,0,0,0	11,0,-3,0,2	ok
-1.469940	-32.374749	2600339	170798	-1,0,0,0,0,0	11,0,2,0,0	ok
-1.469940	-32.348697	2600339	70103	-1,0,0,0,0,0	11,0,-2,0,0	ok
-1.469940	-32.322645	2600339	213509	-1,0,0,0,0,0	11,0,1,-1,0	ok
-1.469940	-32.296593	2600339	513569	-1,0,0,0,0,0	11,0,1,0,-1	ok
-1.469940	-32.270541	2600339	27239	-1,0,0,0,0,0	11,0,1,0,0	ok
-1.469940	-32.244489	2600339	27239	-1,0,0,0,0,0	11,0,1,0,0	ok
-1.469940	-32.218437	2600339	27239	-1,0,0,0,0,0	11,0,1,0,0	ok
-1.469940	-32.192385	2600339	10274	-1,0,0,0,0,0	11,0,-1,0,0	ok
-1.469940	-32.166333	2600339	10274	-1,0,0,0,0,0	11,0,-1,0,0	ok
-1.469940	-32.140281	2600339	4818938	-1,0,0,0,0,0	11,0,-1,0,0,0	ok
-1.469940	-32.114228	2600339	4818938	-1,0,0,0,0,0	11,0,-1,0,0,0	ok
-1.469940	-32.088176	2600339	69673088	-1,0,0,0,0,0	11,0,-1,0,1	ok
-1.469940	-32.062124	2600339	151035828046290089	-1,0,0,0,0,0	11,0,0,10,-1	ok
-1.469940	-32.036072	2600339	1075093360754	-1,0,0,0,0,0	11,0,0,-5,0	ok
-1.469940	-32.010020	2600339	8264346368453	-1,0,0,0,0,0	11,0,0,2,-2	ok
-1.469940	-31.983968	2600339	9251429	-1,0,0,0,0,0	11,0,0,-2,0	ok
-1.469940	-31.957916	2600339	2594412539	-1,0,0,0,0,0	11,0,0,1,1	ok
-1.469940	-31.931864	2600339	609938	-1,0,0,0,0,0	11,0,0,1,0	ok
-1.469940	-31.905812	2600339	609938	-1,0,0,0,0,0	11,0,0,1,0	ok
-1.469940	-31.879760	2600339	609938	-1,0,0,0,0,0	11,0,0,1,0	ok
-1.469940	-31.853707	2600339	38204	-1,0,0,0,0,0	11,0,0,-1,0	ok
-1.469940	-31.827655	2600339	27413288	-1,0,0,0,0,0	11,0,0,-1,0,0	ok
-1.469940	-31.801603	2600339	27413288	-1,0,0,0,0,0	11,0,0,-1,0,0	ok
-1.469940	-31.775551	2600339	527842803948289099904908071982058	-1,0,0,0,0,0	11,0,0,0,10	ok
-1.469940	-31.749499	2600339	721722691555529409464	-1,0,0,0,0,0	11,0,0,0,4	ok
-1.469940	-31.723447	2600339	12487825465808	-1,0,0,0,0,0	11,0,0,0,2	ok
-1.469940	-31.697395	2602619	44902004	1,0,0,0,0,0	11,0,0,0,1	ok
-1.469940	-31.671343	4538138813	44902004	1,0,0,0,0,-1	11,0,0,0,1	ok
-1.469940	-31.645291	4538138813	44902004	1,0,0,0,0,-1	11,0,0,0,1	ok
-1.469940	-31.619238	4538138813	105089	1,0,0,0,0,-1	11,0,0,0,-1	ok
-1.469940	-31.593186	4538138813	525155414	1,0,0,0,0,-1	11,0,0,0,-1,0	ok
-1.469940	-31.567134	4538138813	525155414	1,0,0,0,0,-1	11,0,0,0,-1,0	ok
-1.469940	-31.541082	998767365241364	3983	1,0,0,0,0,1	11,0,0,0,0	ok
-1.469940	-31.515030	998767365241364	3983	1,0,0,0,0,1	11,0,0,0,0	ok
-1.469940	-31.488978	998767365241364	3983	1,0,0,0,0,1	11,0,0,0,0	ok
-1.469940	-31.462926	998767365241364	3983	1,0,0,0,0,1	11,0,0,0,0	ok
-1.469940	-31.436874	998767365241364	3983	1,0,0,0,0,1	11,0,0,0,0	ok
-1.469940	-31.410822	998767365241364	3983	1,0,0,0,0,1	11,0,0,0,0	ok
-1.469940	-31.384770	474075634852359393488	3983	1,0,0,0,0,-2	11,0,0,0,0	ok
-1.469940	-31.358717	77971519449934904918938994	3983	1,0,0,0,0,2	11,0,0,0,0	ok
-1.469940	-31.332665	3219630870954917220157308562244	3983	1,0,0,0,0,-3	11,0,0,0,0	ok
-1.469940	-31.306613	153539576523197596889425375237764863864	3983	1,0,0,0,0,-4	11,0,0,0,0	ok
-1.469940	-31.280561	4534061320216858634228489394757812518969364520083239	3983	1,0,0,0,0,6	11,0,0,0,0	ok
-1.469940	-31.254509	211976775357957162590146212526821920782243523185947961501245038	3983	1,0,0,0,0,9	11,0,0,0,0	ok
-1.469940	-31.228457	139309012839995604191019650650923514659668024535345057978815226494	3983	1,0,0,0,0,10	11,0,0,0,0	ok
-1.469940	-31.202405	738633265950877875965129489	3983	1,0,0,0,-1,2	11,0,0,0,0	ok
-1.469940	-31.176353	524507464	3983	1,0,0,0,-1,0	11,0,0,0,0	ok
-1.469940	-31.150301	524507464	3983	1,0,0,0,-1,0	11,0,0,0,0	ok
-1.469940	-31.124248	524507464	3983	1,0,0,0,-1,0	11,0,0,0,0	ok
-1.469940	-31.098196	524507464	3983	1,0,0,0,-1,0	11,0,0,0,0	ok
-1.469940	-31.072144	524507464	3983	1,0,0,0,-1,0	11,0,0,0,0	ok
-1.469940	-31.046092	524507464	3895	1,0,0,0,-1,0	-11,0,0,0,0	ok
-1.469940	-31.020040	524507464	3895	1,0,0,0,-1,0	-11,0,0,0,0	ok
-1.469940	-30.993988	524507464	3895	1,0,0,0,-1,0	-11,0,0,0,0	ok
-1.469940	-30.967936	171643213369	2646129	1,0,0,0,1,0	-11,0,0,0,0,0	ok
-1.469940	-30.941884	171643213369	2646129	1,0,0,0,1,0	-11,0,0,0,0,0	ok
-1.469940	-30.915832	171643213369	2646129	1,0,0,0,1,0	-11,0,0,0,0,0	ok
-1.469940	-30.889780	171643213369	2646129	1,0,0,0,1,0	-11,0,0,0,0,0	ok
-1.469940	-30.863727	171643213369	2646129	1,0,0,0,1,0	-11,0,0,0,0,0	ok
-1.469940	-30.837675	129422031771394	2646129	1,0,0,0,1,-1	-11,0,0,0,0,0	ok
-1.469940	-30.811623	3361378698993548413	2646129	1,0,0,0,1,1	-11,0,0,0,0,0	ok
-1.469940	-30.785571	6184230871619171208476067994	2646129	1,0,0,0,1,2	-11,0,0,0,0,0	ok
