delta_x	delta_ca	T_encoding	gamma_encoding	T_scs	gamma_scs	status
-1.163327	-33.000000	519469759482241050	15719861306	-1,-1,1,-2,-1,1	11,-11,11,2	ok
-1.163327	-32.973948	107896914708371369685	450069448124	-1,-1,1,-7,-1,1	11,10,11,-4	ok
-1.163327	-32.947896	33494488895629921006867980065746277	15614714099	-1,-1,1,10,11	11,10,11,2	ok
-1.163327	-32.921844	2953250024123834062110	5819424764	-1,-1,1,-11,-1,1	11,10,11,-2	ok
-1.163327	-32.895792	95320967921022001752	1908353288	-1,-1,1,11,2	11,10,-11,1	ok
-1.163327	-32.869739	26010483206129575986524889167253386684	1908353288	-1,1,-2,1,-11,-2	11,10,-11,1	ok
-1.163327	-32.843687	2215322122414072131546030954512684	1908353288	-1,1,2,10,10	11,10,-11,1	ok
-1.163327	-32.817635	8845530559431959403859300533994275	12425894168	-1,1,-3,10,-11	11,10,-11,2	ok
-1.163327	-32.791583	7782503541194852820	516313023	-1,1,3,-11,-2	11,10,-11	ok
-1.163327	-32.765531	8856552682724924244204744571243145	365350974	-1,1,5,10,-11	11,10,10	ok
-1.163327	-32.739479	615966429896400404232465531828470	7681218	-1,1,-8,1,10	11,10,-6	ok
-1.163327	-32.713427	1737606522547510614	16731808153425006	-1,1,9,-11,1	11,-10,-2,-10	ok
-1.163327	-32.687375	2746034893274310399475062980450939	16063258567044948	-1,1,-10,1,-11	11,-10,1,-10	ok
-1.163327	-32.661323	66543374715025460	8404264066088	-1,1,10,10	11,-10,-4,-6	ok
-1.163327	-32.635271	1818549381346122159	15406004789	-1,1,10,-11,1	11,9,11,2	ok
-1.163327	-32.609218	1818549381346122159	1865413718	-1,1,10,-11,1	11,9,-11,1	ok
-1.163327	-32.583166	1818549381346122159	245543858	-1,1,10,-11,1	11,9,-10	ok
-1.163327	-32.557114	1860244866718919064	96153756	-1,1,-11,-11,1	11,-9,-3,2	ok
-1.163327	-32.531062	2384050094192608300286082871334739	484616256	-1,1,-11,-11,10	11,8,-11	ok
-1.163327	-32.505010	8880843665220786115031506783813205	133173482318021294	-1,1,-11,10,-11	11,-8,10,-11	ok
-1.163327	-32.478958	790357514626555607437953297455	74044433583073844	-1,1,-11,-10,-8	11,-7,1,-11	ok
-1.163327	-32.452906	87227144045651630	317809844	-1,1,-11,-7,-2	11,6,10	ok
-1.163327	-32.426854	39035771413285784244666332356505	4098609969	-1,1,-11,-4,9	11,5,-11,-2	ok
-1.163327	-32.400802	769926690496031019199951384868030	31857801968	-1,1,-11,-3,10	11,-5,-2,-2,1	ok
-1.163327	-32.374749	715483054229890553831249627698655	68919830441218598	-1,1,-11,2,10	11,4,-11,10	ok
-1.163327	-32.348697	1112331272084955	73980400928788256	-1,1,-11,-2,2	11,-4,1,-11	ok
-1.163327	-32.322645	21883766399955	1622818913	-1,1,-11,-2,-2	11,3,-11,1	ok
-1.163327	-32.296593	664667060259664537393579659584955	68899599696002063	-1,1,-11,-2,10	11,3,-11,10	ok
-1.163327	-32.270541	2939371756600322881231349675366205	124884995214376931	-1,1,-11,-2,-11	11,3,9,-11	ok
-1.163327	-32.244489	2747618620729822972997999573314280	73959065558296932	-1,1,-11,1,-11	-11,-3,1,-11	ok
-1.163327	-32.218437	2939371756600322881231349675366205	1223764107	-1,1,-11,-2,-11	-11,-3,-9,-2	ok
-1.163327	-32.192385	7827776720642576669795908318715249	3909711357	-1,-2,-11,9,-11	-11,-3,-11,-2	ok
-1.163327	-32.166333	10102039202271071159	34635409200	-1,-2,10,-11,-2	-11,2,-11,-3	ok
-1.163327	-32.140281	9453547936406802460347768311121059	68879373033966510	-1,-2,10,-11,-11	-11,2,-11,10	ok
-1.163327	-32.114228	5349052892085004177861068189752	137231562355422165	-1,-2,9,-11,8	-11,2,-11,-11	ok
-1.163327	-32.088176	566426422864697411784673664565809	132991194286326589	-1,-2,4,-11,-10	-11,2,10,-11	ok
-1.163327	-32.062124	2372183554603035013974361266176984	132991194286326589	-1,-2,2,-11,10	-11,2,10,-11	ok
-1.163327	-32.036072	150805936548345301331122033036877	66563091632793724	-1,-2,-2,2,-10	-11,2,10,10	ok
-1.163327	-32.010020	711102290089115155766039502086627	66563091632793724	-1,-2,-2,2,10	-11,2,10,10	ok
-1.163327	-31.983968	2372183554603035013974361266176984	269293229649	-1,-2,2,-11,10	-11,2,-10,-4	ok
-1.163327	-31.957916	2655811313413164752	22662459835	-1,-2,4,-10,-2	-11,2,-10,-3	ok
-1.163327	-31.931864	29846443305285148737882508693794	3097423432657554	-1,2,-9,2,9	-11,2,10,8	ok
-1.163327	-31.905812	1028348571452466826412434562447105	66563091632793724	-1,2,-10,-5,10	-11,2,10,10	ok
-1.163327	-31.879760	66563084335501754	66563091632793724	-1,2,10,10	-11,2,10,10	ok
-1.163327	-31.853707	2383350677227724347078766274480399	132991194286326589	-1,2,10,-11,10	-11,2,10,-11	ok
-1.163327	-31.827655	2383350677227724347078766274480399	132991194286326589	-1,2,10,-11,10	-11,2,10,-11	ok
-1.163327	-31.801603	27073777558507202029376443127904	137231562355422165	-1,2,10,-11,-9	-11,2,-11,-11	ok
-1.163327	-31.775551	9455883443335535471304878706162525	68879373033966510	-1,2,-11,-11,-11	-11,2,-11,10	ok
-1.163327	-31.749499	8880843802833373548487365481149360	133007758141026639	-1,2,-11,10,-11	-11,-3,10,-11	ok
-1.163327	-31.723447	68879365610793660	69306420799689	-1,2,-11,10	-11,-3,-3,-7	ok
-1.163327	-31.697395	8880843871639667864943709387687730	15313200445509982	-1,-3,-11,10,-11	-11,3,10,9	ok
-1.163327	-31.671343	66572940787509002	137265480713532732	-1,-3,10,10	-11,3,-11,-11	ok
-1.163327	-31.645291	9434882764359815043066362256334374	541583395	-1,-3,6,-11,-11	-11,-4,-3,-3	ok
-1.163327	-31.619238	197600868280660965749	68919830069950959	-1,-3,-3,-3,-4	-11,4,-11,10	ok
-1.163327	-31.593186	8867587027956901997984261136421952	68940065270106570	-1,-3,-8,10,-11	-11,5,-11,10	ok
-1.163327	-31.567134	66582798334137035	117290746075537159	-1,3,10,10	-11,-7,8,-11	ok
-1.163327	-31.541082	66582798334137035	8822815355237632	-1,3,10,10	-11,-8,-4,9	ok
-1.163327	-31.515030	2383350728538485039430385735238252	66691310919514275	-1,3,10,-11,10	-11,-9,10,10	ok
-1.163327	-31.488978	2384050196836716132565178956396550	66701181608454382	-1,3,-11,-11,10	-11,9,10,10	ok
-1.163327	-31.462926	2383350754193865696292055244857439	133223229085722919	-1,-4,10,-11,10	-11,9,10,-11	ok
-1.163327	-31.436874	117200320033955900	66711053393069074	-1,-4,8,-11	-11,-10,10,10	ok
-1.163327	-31.410822	2379856105529884508478054581944674	58099283305877365	-1,-4,-8,-11,10	-11,-10,8,10	ok
-1.163327	-31.384770	66602516711579627	43746455554648000	-1,4,10,10	-11,-10,4,10	ok
-1.163327	-31.358717	66602516711579627	30129578550983100	-1,4,10,10	-11,-10,9,-10	ok
-1.163327	-31.332665	68919822644598389	512896664238015	-1,4,-11,10	-11,10,-10,7	ok
-1.163327	-31.306613	46930637262823874	66720926273439432	-1,-5,5,10	-11,10,10,10	ok
-1.163327	-31.280561	66622239468477902	66720926273439432	-1,5,10,10	-11,10,10,10	ok
-1.163327	-31.254509	66622239468477902	66720926273439432	-1,5,10,10	-11,10,10,10	ok
-1.163327	-31.228457	66632102489425550	66720926273439432	-1,-6,10,10	-11,10,10,10	ok
-1.163327	-31.202405	510848663981999	66720926273439432	-1,6,-10,7	-11,10,10,10	ok
-1.163327	-31.176353	66641966605480280	66720926273439432	-1,6,10,10	-11,10,10,10	ok
-1.163327	-31.150301	66651831816723152	66720926273439432	-1,-7,10,10	-11,10,10,10	ok
