delta_x	delta_ca	T_encoding	gamma_encoding	T_scs	gamma_scs	status
-1.245491	-33.000000	913003268748367370	62813	-1,0,9,11,-1	11,10,-1,0	ok
-1.245491	-32.973948	51843771014	32600816797008543	-1,0,-10,-1,1	11,-10,0,10	ok
-1.245491	-32.947896	531406444777266330121364752088315	69244136503577853	-1,0,-10,0,10	11,-10,0,-11	ok
-1.245491	-32.921844	91304139232668165435113976989	15406004789	-1,0,10,-1,-8	11,9,11,2	ok
-1.245491	-32.895792	617037517318525366941763160198000	352995713	-1,0,10,1,10	11,9,10	ok
-1.245491	-32.869739	111348816185	541298	-1,0,10,-3,0	11,9,1,1	ok
-1.245491	-32.843687	3093474055675589	958398	-1,0,10,8	11,-9,1,-1,0	ok
-1.245491	-32.817635	5695008139355721371852315	78983574	-1,0,10,10,-5	11,8,6,1	ok
-1.245491	-32.791583	66523669472059877	9461170439	-1,0,10,10	11,-8,10,2	ok
-1.245491	-32.765531	518595909974272025	69183243583054008	-1,0,10,-11,-1	11,-7,0,-11	ok
-1.245491	-32.739479	266381771633273714	713172064934	-1,0,10,-11,0	11,6,4,-5	ok
-1.245491	-32.713427	266381771633273714	630995028	-1,0,10,-11,0	11,5,-11,0	ok
-1.245491	-32.687375	266381771633273714	69142670621292113	-1,0,10,-11,0	11,-5,0,-11	ok
-1.245491	-32.661323	266381771633273714	866590874	-1,0,10,-11,0	11,4,-11,-1	ok
-1.245491	-32.635271	504943859325047450	34208834	-1,0,10,11,0	11,4,-1,1,-1	ok
-1.245491	-32.609218	959164297621823900	447199349	-1,0,10,11,-1	11,-4,-9,1	ok
-1.245491	-32.583166	3218633558321557502	133024324058762219	-1,0,10,11,1	11,3,10,-11	ok
-1.245491	-32.557114	274162637485371215	73969732858927481	-1,0,-11,-11,0	11,3,1,-11	ok
-1.245491	-32.531062	8880843527608200280851409915179965	69102115508290934	-1,0,-11,10,-11	11,-3,0,-11	ok
-1.245491	-32.505010	1032392014595701340	90371260917441419	-1,0,-11,10,1	11,-3,4,-11	ok
-1.245491	-32.478958	16602719742921002	576284253	-1,0,-11,-9,0	11,2,-11,0	ok
