delta_x	delta_ca	T0_V	T0_Ca	T0_method	T_signs	gamma_signs	T_min_times	gamma_min_times	T_tangent_Ca	gamma_tangent_Ca	status
-1.50000000	-41.23115578	-41.89439199	0.8991265895	continued:5	1,-1,-1,1,1,-1,-1,1	-1,-1,-1,-1,-1,-1,-1,-1	471.4728895,2302.95164,4613.176355,6867.308138,9029.193714,11175.07595,13400.04849,15594.25249	5273.779312,5846.229895,6392.225962,7007.873434,7723.457757,8579.391074,9646.239567,9926.736317	0.9886740464,-0.8084956138,-0.9587506875,0.7254908398,0.9157916739,-0.4587136082,-0.7552644059,0.2773157542	-0.8556536864,-0.875807106,-0.8809821981,-0.8813043742,-0.881724761,-0.8827437546,-0.8843333257,-0.5091208264	ok
-1.49497487	-41.23115578	-42.29878059	0.8964609580	continued:5	1,1,1,-1,-1,1,1,-1	-1,-1,-1,-1,-1,-1,-1,-1	598.389085,2425.813361,4744.243267,7010.288007,9173.03786,11325.49751,13557.21172,15762.53552	5345.136432,5901.874484,6417.999739,6994.266887,7657.012289,8438.301092,9391.656062,10616.66889	0.9872270585,0.9039912005,0.9822282272,-0.8848183233,-0.974994709,0.775086333,0.9426826946,-0.6148182129	-0.8282192307,-0.8455107111,-0.8506338344,-0.851021754,-0.8514369532,-0.852394021,-0.854021638,-0.8556597625	ok
-1.48994975	-41.23115578	-42.63716795	0.8940019777	continued:5	1,1,1,-1,-1,1,1,-1	-1,-1,-1,-1,-1,-1,-1,-1	726.5601633,2553.75584,4884.065163,7164.502809,9325.979308,11483.36124,13722.63574,15939.74271	5427.255762,5967.599532,6453.787234,6991.11702,7602.636892,8313.51455,9163.799609,10223.9944	0.9866536681,0.8871641974,0.9786136335,-0.8614572864,-0.9676550708,0.7178904581,0.9214719793,-0.5549576679	-0.7984656421,-0.812925408,-0.8178241366,-0.8181504258,-0.8184257986,-0.8191438012,-0.8205023324,-0.8222728526	ok
-1.48492462	-41.23115578	-42.94043820	0.8917496485	continued:5	1,-1,-1,1,1,-1,-1,1	-1,-1,-1,-1,-1,-1,-1,-1	856.2420778,2686.701361,5029.914566,7325.427352,9484.611136,11646.13201,13893.39061,16122.64799	5521.720872,6044.970387,6501.271723,7000.267131,7562.325598,8207.018484,8963.943927,9882.375959	0.9864433765,-0.8907277837,-0.9800620497,0.8776751769,0.9728710926,-0.7665470598,-0.940525745,0.6361430051	-0.7717115741,-0.7836352613,-0.7882413566,-0.7883492736,-0.7883053289,-0.7885657691,-0.7893159479,-0.79056769	ok
-1.47989950	-41.23115578	-43.22315619	0.8894973193	continued:5	1,1,1,-1,-1,1,1,-1	-1,-1,-1,-1,-1,-1,-1,-1	979.6377432,2799.955264,5156.497151,7467.356523,9623.483647,11788.54897,14044.14669,16285.86578	5629.516502,6135.039253,6561.780748,7023.396302,7538.126985,8121.10819,8794.003101,9590.964026	0.9863538927,0.9119866821,0.9841092341,-0.9065106764,-0.9812201638,0.8570407886,0.9697411397,-0.7924662189	-0.7553792145,-0.7652835857,-0.769726558,-0.7694803335,-0.7689434287,-0.7685518248,-0.7684221868,-0.768630846	ok
-1.47487437	-41.23115578	-43.49560084	0.8875793586	continued:5	1,-1,-1,1,1,-1,-1,1	-1,-1,-1,-1,-1,-1,-1,-1	1108.799295,2931.115679,5301.303325,7627.700638,9780.047706,11948.07984,14212.39771,16466.90328	5749.793925,6237.199241,6635.24614,7061.097809,7531.350691,8057.732078,8656.038428,9349.920015	0.9863136979,-0.5133170558,-0.8394252659,0.482878335,0.7584839785,-0.2779678723,-0.5575723411,0.2013628636	-0.7557331244,-0.7642036665,-0.7688751161,-0.7682164882,-0.7670729023,-0.7659255713,-0.7648059835,-0.7637377648	ok
-1.46984925	-41.23115578	-43.76002986	0.8857891153	continued:5	1,1,1,-1,-1,1,1,-1	-1,-1,-1,-1,-1,-1,-1,-1	1234.047514,3052.389223,5436.465972,7778.536991,9926.411549,12096.8402,14370.28214,16637.90904	5877.87173,6347.300418,6718.413714,7111.181018,7540.95852,8016.962829,8550.797212,9159.028873	0.9862839064,0.564934194,0.8716075081,-0.5495876172,-0.8110680893,0.33353777,0.6389738218,-0.2558363888	-0.7732539044,-0.780752921,-0.7863086019,-0.7853114985,-0.7835533046,-0.781678244,-0.7796612408,-0.7774318284	ok
-1.46482412	-41.23115578	-44.01960853	0.8842055232	continued:5	1,1,1,-1,-1,1,1,-1	-1,-1,-1,-1,-1,-1,-1,-1	1358.396956,3172.39406,5570.615635,7928.496003,10071.19544,12243.42234,14526.44083,16807.5501	6003.648734,6456.107776,6803.231761,7166.947277,7561.689158,7994.919184,8475.364777,9014.972515	0.9862584839,0.880350571,0.978203916,-0.8798765507,-0.9728612715,0.7878071796,0.9509461521,-0.7273374941	-0.8010359092,-0.8077692763,-0.8149922076,-0.8138808682,-0.8116288801,-0.8091818824,-0.8065211118,-0.8035055365	ok
-1.45979899	-41.23115578	-44.27523105	0.8828285822	continued:5	1,1,1,-1,-1,1,1,-1	-1,-1,-1,-1,-1,-1,-1,-1	1480.950479,3289.129697,5701.747434,8075.562402,10212.38607,12385.79293,14678.88526,16973.86193	6113.56932,6551.057015,6878.198535,7218.034458,7584.317631,7983.348287,8421.963492,8909.189311	0.9862335017,0.9199696338,0.9856941684,-0.9203225202,-0.9848916426,0.9063974872,0.9825856615,-0.8980575009	-0.8296467287,-0.8355874324,-0.8450979586,-0.8441610291,-0.8416198832,-0.8388140589,-0.8357954767,-0.8324045213	ok
-1.45477387	-41.23115578	-44.52700076	0.8817860097	continued:5	1,-1,-1,1,1,-1,-1,1	1,-1,-1,-1,-1,-1,-1,-1	1609.614309,3420.923169,5848.253354,8238.159484,10368.3699,12542.28198,14846.01327,17155.27885	565.6789908,5578.558806,5963.394844,6230.647731,6500.926697,6785.903701,7089.636393,7415.312222	0.986215573,-0.8597644241,-0.9757619161,0.8770952306,0.9718378551,-0.7852578903,-0.9511570474,0.7505844898	0.9918736192,-0.9117885468,-0.9110973157,-0.9348474001,-0.9368763724,-0.9348792532,-0.9320298173,-0.9289519436	ok
-1.44974874	-41.23115578	-44.77305521	0.8808711546	continued:5	1,1,1,-1,-1,1,1,-1	1,-1,-1,-1,-1,-1,-1,-1	1729.001278,3532.998227,5975.300985,8381.411907,10504.30649,12678.05136,14993.01857,17317.00423	564.3403358,5565.371516,5949.276004,6215.382916,6484.377668,6767.891611,7069.961689,7393.740263	0.9861901234,0.9217461948,0.9859130271,-0.9224002549,-0.9853443878,0.9129296729,0.9840873361,-0.9107707148	0.9918801759,-0.9109677166,-0.9100035368,-0.9340163275,-0.9360941471,-0.9341081027,-0.9312578602,-0.9281765967	ok
-1.44472362	-41.23115578	-45.01346459	0.8803696018	continued:5	1,1,-1,-1,1,1,-1,-1	-1,-1,-1,-1,-1,-1,-1,-1	62.26989778,1859.991703,3671.015722,6128.566447,8550.99668,10665.86967,12838.74191,15165.59739	6283.337129,6691.595512,6982.921188,7280.774057,7597.743582,7938.623,8307.784697,8710.587097	0.9705304588,0.9861750988,-0.9243482327,-0.9866444183,0.9261673853,0.9864113318,-0.9251340115,-0.9864792525	-0.8842160987,-0.8874413329,-0.9040373058,-0.9044269368,-0.9019177557,-0.8988851206,-0.8956858215,-0.8922638064	ok
-1.43969849	-41.23115578	-45.24490623	0.8796613979	full	1,1,1,1,-1,-1,1,1	-1,-1,-1,-1,-1,-1,-1,-1	88.55803308,1875.057778,3674.051478,6147.240615,8586.162847,10692.24529,12863.44816,15202.94131	6296.766654,6699.480236,6984.454079,7274.987153,7583.454571,7914.449026,8272.012349,8661.020785	0.9685925415,0.9861461918,0.927781282,0.9866839663,-0.9264694819,-0.9864297846,0.9257291534,0.9865833915	-0.8935672534,-0.8959809381,-0.9143822194,-0.9151852791,-0.9127897758,-0.9097932693,-0.9066268987,-0.9032708231	ok
-1.43467337	-41.23115578	-41.05900322	0.8938629789	continued:5	1,1,1,-1,-1,1,1,-1	-1,-1,-1,-1,-1,-1,-1,-1	283.5622425,2033.988277,4600.868406,7099.33299,9149.626992,11273.96771,13656.4906,16047.00877	6298.306974,6696.767761,6976.942015,7261.973578,7564.071324,7887.68862,8236.637518,8615.459653	0.9925429771,0.9250073147,0.9866563913,-0.9264400542,-0.9862460649,0.9241349047,0.9863469357,-0.9250718252	-0.9003115033,-0.9020066995,-0.9219039325,-0.923057792,-0.9207737975,-0.9178232993,-0.91469568,-0.9114011651	ok
-1.42964824	-41.23115578	-41.79536249	0.8911973475	continued:5	1,1,1,-1,-1,1,1,-1	-1,-1,-1,-1,-1,-1,-1,-1	415.7415167,2192.09489,4713.484482,7194.708401,9271.29267,11427.43014,13801.16747,16193.22405	6292.115415,6687.259492,6963.71986,7244.513338,7541.717148,7859.684123,8202.060554,8573.146724	0.9893954323,0.9211581319,0.9860342575,-0.9243797855,-0.9856019346,0.9173513761,0.9851062214,-0.9197568096	-0.9051408789,-0.9062058993,-0.927331843,-0.9287760821,-0.9265917865,-0.9236868978,-0.9205962112,-0.9173544728	ok
-1.42462312	-41.23115578	-42.27561697	0.8885317160	continued:5	1,1,1,-1,-1,1,1,-1	-1,-1,-1,-1,-1,-1,-1,-1	545.6210445,2332.222928,4858.106059,7349.339906,9422.394499,11581.40097,13965.39027,16371.4503	6280.997936,6673.508267,6947.025415,7224.473013,7517.821892,7831.349904,8168.579774,8533.631706	0.9873494334,0.8680339345,0.9784661308,-0.9007087969,-0.9779237926,0.8440554992,0.9708326855,-0.8659237978	-0.9085217206,-0.9090343565,-0.9311646583,-0.9328454615,-0.9307455525,-0.9278808259,-0.9248215907,-0.9216225532	ok
-1.41959799	-41.23115578	-42.66009861	0.8858660846	continued:5	1,1,1,-1,-1,1,1,-1	-1,-1,-1,-1,-1,-1,-1,-1	673.868264,2458.497228,4998.560664,7505.181887,9568.340544,11723.94687,14122.88729,16545.97538	6266.795438,6657.177923,6928.310363,7203.056002,7493.298085,7803.256967,8136.360634,8496.591026	0.9864997072,0.9059694096,0.9840180001,-0.9187247773,-0.9836432473,0.8980372599,0.9817949687,-0.9083945275	-0.9107691202,-0.9107959445,-0.9337431912,-0.935613947,-0.9335824938,-0.9307502588,-0.9277154361,-0.9245490496	ok
-1.41457286	-41.23115578	-42.99880551	0.8834071042	continued:5	1,1,1,-1,-1,1,1,-1	-1,-1,-1,-1,-1,-1,-1,-1	802.9697312,2587.633987,5144.42059,7667.75735,9718.985735,11868.94626,14284.80356,16726.09225	6250.708375,6639.344593,6908.506168,7181.025361,7468.712105,7775.741639,8105.46758,8461.763116	0.9861831659,0.8533506245,0.9769032198,-0.8996463586,-0.9771378491,0.8379210763,0.9706328978,-0.872993359	-0.9120978977,-0.911695515,-0.9353020864,-0.9373226693,-0.9353443918,-0.9325362551,-0.9295183862,-0.9263752264	ok
-1.40954774	-41.23115578	-43.31170189	0.8811547750	continued:5	1,-1,-1,1,1,-1,-1,1	-1,-1,-1,-1,-1,-1,-1,-1	932.5248689,2718.270703,5292.723326,7833.189397,9871.453957,12014.41054,14448.55691,16908.78681	6233.522386,6620.705493,6888.209519,7158.86125,7444.408351,7748.989981,8075.900217,8428.924973	0.9860634536,-0.8251158389,-0.9738904075,0.8953579495,0.9755408412,-0.8223418714,-0.9677711238,0.8696969544	-0.9126554308,-0.9118722535,-0.9360038722,-0.9381396047,-0.9362003755,-0.9334080121,-0.9303998412,-0.9272713955	ok
