delta_x	delta_ca	T0_V	T0_Ca	T0_method	T_signs	gamma_signs	T_min_times	gamma_min_times	T_tangent_Ca	gamma_tangent_Ca	status
-1.50000000	-21.13065327	-45.20130876	0.8363630490	continued:5	1,1,1,1,1,1,1,1	1,-1,-1,-1,-1,-1,-1,-1	916.8883668,7416.222286,15593.40812,17390.47675,23463.51844,31479.25221,40982.72731,41585.35269	248.2493358,4930.040035,5951.112237,6268.29851,6622.215464,7030.508478,7523.476106,8173.554964	0.9823261531,0.9625573402,0.9497284542,0.9799965627,0.9537067676,0.9567826861,0.8442676732,0.8484552226	0.9970230619,-0.03454148922,-0.03835568296,-0.03976749501,-0.04185938408,-0.04509136051,-0.05065475711,-0.063007405	ok
-1.49497487	-21.13065327	-45.93545369	0.8335697002	continued:5	1,1,1,1,1,1,1,1	1,-1,-1,-1,-1,-1,-1,-1	1126.822813,7333.123447,15426.46144,24660.10982,25737.97809,26076.91776,26462.93372,26920.16334	248.1317553,4931.28129,5952.027163,6269.07665,6622.78704,7030.833254,7523.51781,8173.306455	0.9826200203,0.9626450635,0.9565059119,0.9450016087,0.963662478,0.9647945022,0.9643175073,0.9639656613	0.9970234176,-0.03373284572,-0.03746452123,-0.0388440758,-0.04088902212,-0.04404921026,-0.04949050917,-0.06157872669	ok
-1.48994975	-21.13065327	-46.63486052	0.8307763513	continued:5	1,1,1,1,1,1,1,1	1,-1,-1,-1,-1,-1,-1,-1	1325.612339,7290.77912,15389.67009,24615.083,25691.2518,26029.40819,26414.32026,26869.91299	248.0143175,4932.534083,5952.953514,6269.868568,6623.373557,7031.174355,7523.577858,8173.080183	0.9828662171,0.9627086845,0.956696006,0.9446381983,0.9632703161,0.9645129143,0.9640583825,0.9637336266	0.9970237712,-0.03294413299,-0.03659517114,-0.03794322572,-0.03994232852,-0.04303239628,-0.0483544084,-0.06018418009	ok
-1.48492462	-21.13065327	-47.30016248	0.8279830024	continued:5	1,1,1,1,-1,-1,-1,-1	1,-1,-1,-1,-1,-1,-1,-1	1494.864424,7340.258396,15493.14595,17579.47402,22844.17382,31426.32029,32505.73808,33677.89126	247.8970223,4933.798278,5953.890988,6270.674103,6623.974852,7031.531604,7523.656055,8172.875917	0.9829798419,0.8440191543,0.9650642321,0.9836704427,-0.962604591,-0.8655245174,-0.9090841333,-0.9654957294	0.9970241227,-0.032174825,-0.03574706231,-0.03706435502,-0.03901868667,-0.0420402615,-0.04724573037,-0.05882290052	ok
-1.47989950	-21.13065327	-47.92825173	0.8253173709	continued:5	1,-1,-1,-1,-1,-1,-1,-1	1,-1,-1,-1,-1,-1,-1,-1	1627.677595,7481.820995,15708.60928,17419.34638,23829.41807,32308.30663,33504.72345,42179.16201	247.7798692,4935.073742,5954.839248,6271.493102,6624.590761,7031.904829,7523.75221,8172.693437	0.9829490041,-0.7933219605,-0.9262114942,-0.9737364043,-0.954888076,-0.8989854174,-0.9393332235,-0.9342646088	0.9970244722,-0.0314244108,-0.03491964069,-0.0362068906,-0.03811749725,-0.04107216719,-0.0461637706,-0.05749404642	ok
-1.47487437	-21.13065327	-48.51408456	0.8235271277	continued:5	1,1,1,1,1,1,1,1	1,-1,-1,-1,-1,-1,-1,-1	1756.776792,7629.36934,15947.65068,17417.91025,24710.98784,26275.47316,33202.32108,42571.22836	247.662858,4936.360345,5955.797913,6272.32541,6625.221126,7032.293858,7523.866134,8172.53252	0.9829057666,0.8915885726,0.9498616891,0.9746509723,0.9413224166,0.9734076025,0.9557040482,0.9413890175	0.9970248195,-0.03069239403,-0.03411236807,-0.03537027553,-0.03723817775,-0.04012749236,-0.04510784388,-0.05619679856	ok
-1.46984925	-21.13065327	-49.04764724	0.8226122726	continued:5	1,1,1,1,1,1,1,1	1,-1,-1,-1,-1,-1,-1,-1	25.43976127,1884.714556,7777.01165,16212.00385,17489.00855,26389.68162,26928.18773,27254.68003	247.5459884,4937.657957,5956.766543,6273.170876,6625.865788,7032.698523,7523.997641,8172.392951	0.9698524363,0.982856235,0.9340686006,0.92577603,0.9582993201,0.9041860524,0.8880376872,0.9216753293	0.9970251648,-0.02997829247,-0.03332472164,-0.03455396852,-0.03638016199,-0.03920563327,-0.04407728382,-0.05493035958	ok
-1.46482412	-21.13065327	-49.52200263	0.8221107198	full	1,1,1,1,1,1,-1,-1	1,-1,-1,-1,-1,-1,-1,-1	50.07257782,1923.107983,7818.398518,16407.30581,17514.53074,18800.31524,24685.62438,33274.76137	247.42926,4938.966451,5957.744615,6274.02935,6626.524594,7033.118659,7524.146549,8172.274516	0.994304908,0.9828135313,0.2173975789,0.960452672,0.9729596646,0.9814826731,-0.9387582373,-0.8721931834	0.9970255081,-0.02928163761,-0.03255619362,-0.03375744347,-0.03554289955,-0.03830600293,-0.04307144229,-0.05369395335	ok
-1.45979899	-21.13065327	-41.33124519	0.8403623432	continued:5	1,1,1,1,1,1,1,1	1,-1,-1,-1,-1,-1,-1,-1	221.1511017,8865.190587,9506.346527,9911.22418,10382.08807,10987.31344,11954.06496,19237.84534	247.3126726,4940.2857,5958.731485,6274.900686,6627.19739,7033.554101,7524.312677,8172.177006	0.9894569743,0.8070998275,0.8187980174,0.8433421716,0.8617174092,0.8874647804,0.9349844255,0.9409014857	0.9970258492,-0.02860197423,-0.03180629079,-0.032980189,-0.03472585536,-0.03742803053,-0.04208968878,-0.05248682435	ok
-1.45477387	-21.13065327	-42.80179394	0.8375689943	continued:5	1,1,1,1,1,1,1,1	1,-1,-1,-1,-1,-1,-1,-1	377.0532628,8195.570047,9183.457138,10058.57944,18338.02576,19114.62399,19654.9292,20398.55296	247.1962259,4941.615583,5959.726334,6275.784738,6627.884025,7034.00469,7524.495851,8172.100218	0.985356261,0.8240926729,0.8696522242,0.9278209173,0.7362985909,0.767832947,0.8075887161,0.8657310192	0.9970261883,-0.02793885998,-0.03107453418,-0.03222170801,-0.03392850924,-0.0365711611,-0.04113141013,-0.05130823728	ok
