delta_x	delta_ca	T0_V	T0_Ca	T0_method	T_signs	gamma_signs	T_min_times	gamma_min_times	T_tangent_Ca	gamma_tangent_Ca	status
-1.50000000	-24.02010050	-42.45436688	0.8511345939	continued:5	1,1,1,1,1,1,1,1	1,-1,-1,-1,-1,-1,-1,-1	360.9157473,7356.656492,15192.21451,23111.45184,31601.9412,32595.69966,33563.19226,40624.09424	264.5528943,4909.458923,5910.891184,6218.747349,6559.556495,6946.122287,7398.864765,7958.234172	0.9870406472,0.9603514265,0.9594461018,0.9581479893,0.8712621675,0.9075728546,0.9493741777,0.950579331	0.9966390795,-0.05470396508,-0.05966303553,-0.06137891725,-0.06384977974,-0.06749742189,-0.07324623347,-0.08368042047	ok
-1.49497487	-24.02010050	-43.39448945	0.8483412450	continued:5	1,1,1,1,1,1,1,1	1,-1,-1,-1,-1,-1,-1,-1	527.4743251,7372.261559,15151.29602,22954.49229,30802.0362,38762.81385,48256.58839,48736.74604	264.408722,4910.33147,5911.478332,6219.175175,6559.785713,6946.125271,7398.620105,7957.745445	0.9838914368,0.9600597334,0.9595105636,0.959166269,0.958898414,0.9572368778,0.9391720954,0.9103291001	0.9966396949,-0.05339316437,-0.05824455509,-0.0599215098,-0.06233706401,-0.06590397227,-0.0715273383,-0.08173935677	ok
-1.48994975	-24.02010050	-44.17884792	0.8455478961	continued:5	1,1,1,1,1,1,1,1	1,-1,-1,-1,-1,-1,-1,-1	712.9651951,7359.429757,15106.39037,22864.10342,30637.15196,38433.94678,46272.96709,54212.51807	264.264758,4911.219249,5912.081967,6219.6207,6560.033726,6946.148365,7398.397339,7957.281459	0.9830211167,0.9596849095,0.9593144547,0.9590703712,0.9589678509,0.9589596637,0.9589219097,0.9578656206	0.9966403074,-0.05211587157,-0.05686203654,-0.0585009791,-0.06086251275,-0.06435054668,-0.06985131515,-0.07984608612	ok
-1.48492462	-24.02010050	-44.89369397	0.8427545472	continued:5	1,1,1,1,1,1,1,1	1,-1,-1,-1,-1,-1,-1,-1	912.3905163,7301.330978,15031.04439,22767.88593,30514.05346,38272.98004,46050.50764,53857.95908	264.1210018,4912.12207,5912.701873,6220.083706,6560.300307,6946.191328,7398.196205,7956.84192	0.9830560091,0.9593438588,0.9590962767,0.9589252742,0.9588514163,0.9588583407,0.9589242062,0.9590086565	0.9966409172,-0.0508711586,-0.05551449405,-0.05711631748,-0.0594250879,-0.06283606392,-0.06821701828,-0.07799935624	ok
-1.47989950	-24.02010050	-45.56974994	0.8399611983	continued:5	1,1,1,1,1,1,1,1	1,-1,-1,-1,-1,-1,-1,-1	1115.857722,7204.552671,14928.88406,22660.29219,30400.90244,38153.99533,45925.05938,53724.4525	263.9774528,4913.039746,5913.337838,6220.56398,6560.585231,6946.253923,7398.016446,7956.42654	0.9832778484,0.9591338746,0.9589706018,0.9588648515,0.9588351138,0.9588721577,0.9589615162,0.9590756243	0.9966415242,-0.04965812539,-0.05420097105,-0.05576654696,-0.05802378178,-0.06135947403,-0.06662333441,-0.07619794894	ok
-1.47487437	-24.02010050	-46.21816149	0.8371678495	continued:5	1,1,1,1,1,1,1,1	1,-1,-1,-1,-1,-1,-1,-1	1308.644329,7130.773518,14859.24014,22597.16499,30348.00233,38117.5527,45916.8265,53771.55454	263.8341105,4913.972095,5913.989651,6221.061311,6560.88828,6946.335915,7397.857808,7956.035036	0.9834673826,0.9591063891,0.9589993922,0.9589465068,0.9589669166,0.9590518584,0.9591728488,0.9591745388	0.9966421284,-0.04847589887,-0.0529205393,-0.05445071838,-0.05665761611,-0.05991975727,-0.06506918169,-0.07444067915	ok
-1.46984925	-24.02010050	-46.84118434	0.8343745006	continued:5	1,1,1,1,1,1,1,1	1,-1,-1,-1,-1,-1,-1,-1	1473.951334,7157.284241,14895.43665,22647.70575,30420.94054,38228.64239,46104.69771,54203.53557	263.6909744,4914.918937,5914.657105,6221.575492,6561.209237,6946.437075,7397.720043,7955.667129	0.9835503392,0.9516396091,0.9585915368,0.9599890973,0.9599747868,0.9597673841,0.9594164303,0.9529675054	0.9966427299,-0.04732363223,-0.05167229802,-0.05316791048,-0.05532564117,-0.05851592337,-0.06355350893,-0.07272639417	ok
-1.46482412	-24.02010050	-47.43681780	0.8317088691	continued:5	1,1,1,1,1,1,1,1	1,-1,-1,-1,-1,-1,-1,-1	1605.956191,7294.128385,15043.60122,22813.62487,30617.43831,38487.58196,46562.91041,48342.13652	263.548044,4915.880095,5915.339997,6222.106319,6561.547889,6946.557177,7397.602906,7955.322546	0.9835180046,0.9095216176,0.9490461664,0.9592808396,0.9607630102,0.9602271168,0.9549143981,0.9813858274	0.9966433286,-0.04620050396,-0.050455373,-0.05191722909,-0.05402693492,-0.05714701054,-0.06207529463,-0.07105397279	ok
-1.45979899	-24.02010050	-48.00028559	0.8299186259	continued:5	1,1,1,1,1,1,1,1	1,-1,-1,-1,-1,-1,-1,-1	1737.776713,7428.152273,15189.82636,22980.44748,30824.69728,38805.75192,48405.18681,48908.6057	263.4053187,4916.855393,5916.038125,6222.653592,6561.904026,6946.695999,7397.506159,7955.00102	0.9834873694,0.5108650779,0.7620571792,0.9158538261,0.9586456779,0.9609093863,0.9205679925,0.9051707979	0.9966439245,-0.04510571713,-0.04926891581,-0.05069780621,-0.05276060216,-0.05581208473,-0.06063354623,-0.06942232449	ok
-1.45477387	-24.02010050	-48.52082832	0.8288760534	continued:5	1,1,1,1,1,1,1,1	1,-1,-1,-1,-1,-1,-1,-1	9.571775345,1864.83733,7572.396757,15347.27344,23162.11434,31062.60969,39315.23832,40641.81432	263.2627981,4917.84466,5916.751291,6223.217113,6562.277444,6946.853324,7397.429563,7954.702288	0.9651935641,0.9834423393,0.9085367041,0.9515207396,0.960700182,0.9608644524,0.9412780003,0.9693703868	0.9966445178,-0.04403849854,-0.04811210296,-0.04950879926,-0.05152577365,-0.05451023869,-0.05922729918,-0.06783038853	ok
