delta_x	delta_ca	T0_V	T0_Ca	T0_method	T_encoding	gamma_encoding	T_scs	gamma_scs	status
-1.479592	-45.000000								error: T SSCS does not start with ±1: [-2, -1, -1, -1]
-1.479592	-42.222222								error: T SSCS does not start with ±1: [5, 0, 0, 0]
-1.479592	-39.444444								error: T SSCS does not start with ±1: [2, 0, 0, 0]
-1.479592	-36.666667	-47.472349	0.830952	full	89	677	1,0,0,0	13,0,0,0	ok
-1.479592	-33.888889	-47.055202	0.828159	continued[1]:5	77	572	-1,0,0,0	-12,0,0,0	ok
-1.479592	-31.111111	-48.756995	0.807934	full	89	539	1,0,0,0	11,0,0,0	ok
-1.479592	-28.333333	-48.279325	0.808101	continued[1]:5	1058369435244464	15031	-1,0,0,8	10,-1,0,1	ok
-1.479592	-25.555556	-47.719050	0.805308	continued[1]:5	6719088642769127	72372	-1,-1,-1,9	9,-9,-1,-1	ok
-1.479592	-22.777778	-47.069401	0.802515	continued[1]:5	2535868835344910	2535869974803158	-1,7,8,8	-9,7,8,8	ok
-1.479592	-20.000000	-46.321864	0.799721	continued[1]:5	998766650140877	999189900303645	-1,-8,-8,-8	8,8,-8,-8	ok
