delta_x	delta_ca	T0_V	T0_Ca	T0_method	T_encoding	gamma_encoding	T_scs	gamma_scs	status
-0.642857	-45.000000	-47.167557	0.760361	full	77	7596328881	-1,0,0,0	15,-15,15	ok
-0.642857	-42.222222	-46.906523	0.757567	continued[1]:5	3894572829557528370	3413321349	-1,-13,3,-14	-14,13,-14	ok
-0.642857	-39.444444	-46.573182	0.754774	continued[1]:5	1862522110322978202	1862522156643875166	-1,-13,-13,-13	-13,-13,-13,-13	ok
-0.642857	-36.666667	-46.153604	0.751981	continued[1]:5	533508198414997652	533508221140224737	-1,-12,-12,-12	-12,-12,-12,-12	ok
-0.642857	-33.888889	-49.230160	0.727956	full	137520058369471127	137520068858324757	-1,-11,-11,-11	-11,-11,-11,-11	ok
-0.642857	-31.111111	-48.974006	0.725163	continued[1]:5	66720918967500902	66720925908142496	-1,10,10,10	10,10,10,10	ok
-0.642857	-28.333333	-48.636677	0.722369	continued[1]:5	14134174203751952	14134177061995017	-1,9,9,9	9,9,9,9	ok
-0.642857	-25.555556	-48.201659	0.719576	continued[1]:5	6127216826882384	6127218598078424	-1,-9,-9,-9	-9,-9,-9,-9	ok
-0.642857	-22.777778	-47.648991	0.716783	continued[1]:5	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
-0.642857	-20.000000	-51.386754	0.688473	full	998766650140877	998767275853776	-1,-8,-8,-8	-8,-8,-8,-8	ok
