alpha	lambda	critical_state	critical_kind	critical_source	critical_theta	critical_theta_dx	critical_theta_dxx	critical_refine_mode	critical_scan_mode	critical_refine_input_x	critical_scan_best_x	critical_scan_left_x	critical_scan_right_x	critical_scan_spacing	critical_trace_len	critical_bracketed	absxmax_count	absxmax_dot_values	status
0.070140	0.200000	0.140994191,0.000000000,1.476059143	minimum	continued_angle_scan_grad_tol	1.291030726	-0.000000562	NaN	scan_grad_tol	sign_change_pair	0.155492213	0.140492213	0.140492213	0.155492213	0.015000000	4	true	16	-0.968481966,-0.785856260,-0.658577136,-0.561333489,-0.454372277,0.086297206,-0.968577605,-0.785655302,-0.659343245,-0.565212785,-0.471673210,-0.207122955,0.972472395,0.783893783,0.628204502,0.369319813	ok
0.070140	0.202806	0.155492213,0.000000000,1.476059143	minimum	continued_angle_scan_grad_tol	1.289132813	-0.000000549	NaN	scan_grad_tol	sign_change_pair	0.165371123	0.150371123	0.150371123	0.165371123	0.015000000	4	true	16	-0.968827505,-0.786009811,-0.657327793,-0.556088809,-0.428918453,0.906257433,-0.979467548,0.972178106,0.785415969,0.637554343,0.444604696,-0.980744620,0.974116878,0.775322716,0.567671602,-0.950899886	ok
0.070140	0.205611	0.165371123,0.000000000,1.476059143	minimum	continued_angle_scan_grad_tol	1.287065323	-0.000000188	NaN	scan_grad_tol	sign_change_pair	0.173275623	0.158275623	0.158275623	0.173275623	0.015000000	4	true	16	-0.969094932,-0.786011000,-0.656140113,-0.551377213,-0.402278919,0.979183014,-0.973609651,-0.779269118,-0.596530043,0.257139096,-0.967685084,-0.783528811,-0.658442890,-0.568320725,-0.489291874,-0.365864610	ok
0.070140	0.208417	0.173275623,0.000000000,1.476059143	minimum	continued_angle_scan_grad_tol	1.284857687	-0.000000081	NaN	scan_grad_tol	sign_change_pair	0.180039243	0.180039243	0.165039243	0.180039243	0.015000000	4	true	16	-0.969326801,-0.785947650,-0.654968602,-0.546767915,-0.371464759,0.977766457,-0.476872142,-0.974014078,-0.775594928,-0.568584814,0.985354919,0.974758521,0.751563540,0.236432877,-0.973438880,-0.779513084	ok
0.070140	0.211222	0.180039243,0.000000000,1.476059143	minimum	continued_angle_scan_grad_tol	1.282522802	-0.000000041	NaN	scan_grad_tol	sign_change_pair	0.186050569	0.186050569	0.171050569	0.186050569	0.015000000	4	true	16	-0.969536044,-0.785845786,-0.653797015,-0.542112980,-0.333952358,0.975726583,0.732080161,-0.533060193,0.962100007,0.767816729,0.643722975,0.560949139,0.501132489,0.454255933,0.413390245,0.369359401	ok
0.070140	0.214028	0.186050569,0.000000000,1.476059143	minimum	continued_angle_scan_grad_tol	1.280067506	-0.000000704	NaN	scan_grad_tol	sign_change_pair	0.191527792	0.191527792	0.176527792	0.191527792	0.015000000	3	true	16	-0.969728790,-0.785717114,-0.652616805,-0.537331888,-0.286368993,0.973441915,0.778792155,0.593468749,-0.484172157,0.973099955,0.778714446,0.594674588,-0.433026996,0.972640738,0.781562567,0.614860879	ok
0.070140	0.216834	0.191527792,0.000000000,1.476059143	minimum	continued_angle_scan_grad_tol	1.277495669	-0.000000514	NaN	scan_grad_tol	sign_change_pair	0.196605477	0.196605477	0.181605477	0.196605477	0.015000000	3	true	16	-0.969908661,-0.785568054,-0.651422640,-0.532367810,-0.223494425,0.970632706,0.786052236,0.651136219,0.529594830,0.177984766,-0.968685423,-0.784194659,-0.656651542,-0.560716184,-0.461745832,-0.059456096	ok
0.070140	0.219639	0.196605477,0.000000000,1.476059143	minimum	continued_angle_scan_grad_tol	1.274809487	-0.000000393	NaN	scan_grad_tol	sign_change_pair	0.201373902	0.201373902	0.186373902	0.201373902	0.015000000	3	true	16	-0.970078014,-0.785402577,-0.650210999,-0.527174484,-0.136675228,0.964243914,0.773324986,0.649023527,0.564440121,0.501171460,0.447408507,0.387703358,0.216370343,-0.970895067,-0.785809065,-0.648751280	ok
0.070140	0.222445	0.201373902,0.000000000,1.476059143	minimum	continued_angle_scan_grad_tol	1.272010117	-0.000000311	NaN	scan_grad_tol	sign_change_pair	0.205896551	0.205896551	0.190896551	0.205896551	0.015000000	3	true	16	-0.970238552,-0.785223332,-0.648979289,-0.521708889,-0.010942968,-0.970648739,-0.785526267,-0.649120636,-0.521585680,-0.004715752,-0.970798612,-0.785501716,-0.648006848,-0.515429980,0.186662703,-0.974015442	ok
0.070140	0.225251	0.205896551,0.000000000,1.476059143	minimum	continued_angle_scan_grad_tol	1.269098034	-0.000000253	NaN	scan_grad_tol	sign_change_pair	0.210219840	0.210219840	0.195219840	0.210219840	0.015000000	3	true	16	-0.970391557,-0.785032204,-0.647725472,-0.515928061,0.179253053,-0.974349854,-0.766539248,-0.466079986,0.976553207,0.705895905,-0.990931519,0.964954367,0.774740796,0.649975022,0.564210363,0.498703833	ok
