alpha	lambda	critical_state	critical_kind	critical_source	critical_theta	critical_theta_dx	critical_theta_dxx	critical_refine_mode	critical_scan_mode	critical_refine_input_x	critical_scan_best_x	critical_scan_left_x	critical_scan_right_x	critical_scan_spacing	critical_trace_len	critical_bracketed	absxmax_count	absxmax_dot_values	status
0.339479	0.200000	1.699125152,0.000000000,1.412758038	maximum	continued_angle_secant_step_tol	1.570769758	-0.000006732	NaN	secant_step_tol	sign_change_pair	1.701224326	1.821224326	1.686224326	1.701224326	0.015000000	6	true	16	-0.999654283,-0.466294361,-0.246732078,-0.104883983,0.058195426,0.388807815,0.976355002,0.455823788,0.228952544,0.075422473,-0.110237321,-0.543103576,-0.839005512,-0.386020912,-0.190605516,-0.038146072	ok
0.339479	0.202806	1.701224326,0.000000000,1.412758038	maximum	continued_angle_secant_step_tol	1.570769939	-0.000006610	NaN	secant_step_tol	sign_change_pair	1.703325840	1.823325840	1.688325840	1.703325840	0.015000000	6	true	16	-0.999699098,-0.460309757,-0.227903879,-0.063222734,0.157010909,0.719546306,0.702089430,0.318588768,0.122563338,-0.074200272,-0.474785075,-0.900354597,-0.399633856,-0.176464946,0.006852541,0.304132866	ok
0.339479	0.205611	1.703325840,0.000000000,1.412758038	maximum	continued_angle_secant_step_tol	1.570770130	-0.000006487	NaN	secant_step_tol	sign_change_pair	1.705429703	1.825429703	1.690429703	1.705429703	0.015000000	6	true	16	-0.999740687,-0.453806398,-0.206643249,-0.013398841,0.291807037,0.992931439,0.503173252,0.210763559,-0.001771530,-0.333749434,-0.998781563,-0.468076950,-0.192190971,0.021850992,0.380102841,0.978400829	ok
0.339479	0.208417	1.705429703,0.000000000,1.412758038	maximum	continued_angle_secant_step_tol	1.570770332	-0.000006364	NaN	secant_step_tol	sign_change_pair	1.707535924	1.827535924	1.692535924	1.707535924	0.015000000	6	true	16	-0.999779077,-0.446721823,-0.182542881,0.046700984,0.476593730,0.896168495,0.369069419,0.103262820,-0.178358012,-0.834119932,-0.621141328,-0.245579918,0.000130651,0.373528037,0.980668012,0.426122446	ok
0.339479	0.211222	1.707535924,0.000000000,1.412758038	maximum	continued_angle_secant_step_tol	1.570770544	-0.000006239	NaN	secant_step_tol	sign_change_pair	1.709644514	1.829644514	1.694644514	1.709644514	0.015000000	6	true	16	-0.999814294,-0.438983800,-0.155115684,0.119755479,0.711483946,0.699885569,0.258972359,-0.023566055,-0.473260086,-0.897710884,-0.353234823,-0.059762418,0.297098857,0.998566869,0.468296165,0.138951229	ok
0.339479	0.214028	1.709644514,0.000000000,1.412758038	maximum	continued_angle_secant_step_tol	1.570770767	-0.000006114	NaN	secant_step_tol	sign_change_pair	1.711755482	1.831755482	1.696755482	1.711755482	0.015000000	6	true	16	-0.999846361,-0.430508074,-0.123780434,0.208987273,0.929111380,0.542205826,0.152000557,-0.194036868,-0.907375027,-0.558820318,-0.161864447,0.179879250,0.882185184,0.577198394,0.172015990,-0.166074797	ok
0.339479	0.216834	1.711755482,0.000000000,1.412758038	maximum	continued_angle_secant_step_tol	1.570771001	-0.000005987	NaN	secant_step_tol	sign_change_pair	1.713868837	1.833868837	1.698868837	1.713868837	0.015000000	6	true	16	-0.999875302,-0.421196213,-0.087847507,0.317769601,0.998543884,0.415623880,0.034009669,-0.446146512,-0.919254904,-0.327620929,0.038545916,0.601622618,0.781538695,0.249973163,-0.117091545,-0.779914750	ok
0.339479	0.219639	1.713868837,0.000000000,1.412758038	maximum	continued_angle_secant_step_tol	1.570771247	-0.000005860	NaN	secant_step_tol	sign_change_pair	1.715984591	1.835984591	1.700984591	1.715984591	0.015000000	6	true	16	-0.999901162,-0.410932501,-0.046507426,0.448261908,0.916470541,0.302732736,-0.109166487,-0.796741011,-0.626200745,-0.135526140,0.319678251,0.996968787,0.392692835,-0.025323107,-0.619819971,-0.764802045	ok
0.339479	0.222445	1.715984591,0.000000000,1.412758038	maximum	continued_angle_secant_step_tol	1.570771504	-0.000005732	NaN	secant_step_tol	sign_change_pair	1.718102752	1.838102752	1.703102752	1.718102752	0.015000000	6	true	16	-0.999923946,-0.399580171,0.001168718,0.598064990,0.782700824,0.190948451,-0.295201072,-0.999803129,-0.389938890,0.074523946,0.764080749,0.645838390,0.110632424,-0.415500468,-0.941479988,-0.298063846	ok
0.339479	0.225251	1.718102752,0.000000000,1.412758038	maximum	continued_angle_secant_step_tol	1.570771773	-0.000005604	NaN	secant_step_tol	sign_change_pair	1.720223332	1.840223332	1.705223332	1.720223332	0.015000000	6	true	16	-0.999943692,-0.386977074,0.056208037,0.754588840,0.649057018,0.070433214,-0.541492456,-0.831472074,-0.188526369,0.356071125,0.978904973,0.313545229,-0.202609610,-0.969938627,-0.453511544,0.070470558	ok
