delta_x	delta_ca	fast_success	gold_success	fast_mode	gold_mode	fast_s_pre	fast_s_img	fast_return_solves	fast_elapsed	gold_s_pre	gold_s_img	gold_return_solves	gold_elapsed	gamma_scs	fast_T_scs	gold_T_scs	match
-1.0443037974683544	-38.386774	true	true	predict	fallback_global	0.08071332617978458	0.032880487920296894	3	0.002030875	0.0811636594474541	0.03265709944789612	124	0.453744125	-13,0,11	0,1,-13,0	0,1,-13,-1,-2	false
-1.0569620253164558	-38.386774	true	true	fallback_local	fallback_global	0.08423735796586358	0.03070237573505729	13	0.008316958	0.08427340938930467	0.03070276758498957	124	0.443046542	13,0,12,1	0,1,0,11,1	0,1,0,11,1	true
-1.0696202531645569	-38.386774	true	true	predict	fallback_global	0.08776138975194253	0.028886923925417744	3	0.002290834	0.08745919575889212	0.028756976424443418	124	0.473409375	13,0,12,-13	0,-1,-1,2,-13	0,-1,-1,1,-2,-2	false
-1.0822784810126582	-38.386774	true	true	predict	fallback_global	0.09128542153802154	0.027243316282118405	3	0.002782041	0.09066446048092276	0.026816262960088936	124	0.527051708	13,0,-13,-1	0,-1,-13,-1,0	0,0,-13,0,-1	false
-1.0949367088607596	-38.386774	true	true	predict	fallback_global	0.09480945332410054	0.025617831816834028	3	0.0035755	0.0940996549341137	0.02489541722425938	124	0.672265166	13,-1,-13,0	0,0,12,-1,0	0,0,-12,-2	false
-1.1075949367088607	-38.386774	true	true	fallback_local	fallback_global	0.0973964707882357	0.02296495103823031	13	0.022639875	0.09743330009861585	0.022963778263419377	124	0.904338042	13,-1,2,-13	0,0,2,0,1	0,0,2,0,1	true
-1.120253164556962	-38.386774	true	true	fallback_local	fallback_global	0.10095361980142158	0.021050935291314857	13	0.023248375	0.10102902322893975	0.021060016374686363	124	1.218955042	13,-1,-1,0,0	0,0,1,0,-1,0	0,0,1,0,-1,0	true
-1.1329113924050633	-38.386774	true	true	predict	fallback_global	0.10451076881460745	0.019147660309918803	3	0.004418084	0.10456310756576444	0.019147463358988537	124	1.069375625	13,-1,0,9	0,0,-1,3,0,-1	0,0,-1,3,0,-1	true
-1.1455696202531647	-38.386774	true	true	predict	fallback_global	0.10806791782779333	0.017283610506865447	3	0.003523125	0.10822733193026389	0.017252156173812164	124	0.771122834	13,-1,0,-1,0	0,0,0,-3,-6	0,0,0,2,13	false
-1.1582278481012658	-38.386774	true	true	predict	fallback_global	0.11162506684097914	0.015555008874434338	3	0.003135458	0.11208094605156176	0.015373647278236913	124	0.7123035	13,-1,0,0,-1,0	0,0,0,0,-1,0,0,0	0,0,0,0,-1,0,0	false
-1.1708860759493671	-38.386774	true	true	predict	fallback_global	0.11518221585416502	0.014140523018410607	3	0.00291375	0.11588472812217672	0.013492018240204538	124	0.652364084	13,-1,0,0,0	0,0,0,0,7	0,0,0,0,3,0	false
-1.1835443037974684	-38.386774	true	true	fallback_local	fallback_global	0.11984428878587916	0.011627162187107045	13	0.012084875	0.11975116724872444	0.011643342283617058	124	0.626309125	13,-1,0,0,0	0,0,0,0,-1,-1	0,0,0,0,-1,-1	true
-1.1962025316455696	-38.386774	true	true	fallback_local	fallback_global	0.12393797775974012	0.009772618457591798	13	0.01216225	0.12392194285967227	0.009772233832548124	124	0.620661917	13,1,0,0,0	0,0,0,0,0,-1	0,0,0,0,0,-1	true
-1.2088607594936709	-38.386774	true	true	predict	fallback_global	0.12803166673360117	0.007934156610802065	3	0.002907417	0.128242323162954	0.007974537485040236	124	0.619244791	13,1,0,0,-1	0,0,0,0,0,0,0	0,0,0,0,0,0,0,0	false
-1.2215189873417722	-38.386774	true	true	predict	fallback_global	0.1321253557074622	0.006213926152483233	3	0.0031735	0.13234907233920848	0.006094766272747345	124	0.653992083	13,1,0,0,2	0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0	false
-1.2341772151898733	-38.386774	true	true	predict	fallback_global	0.13621904468132315	0.004978103870366958	3	0.002885125	0.13682799905912923	0.004310647197418638	124	0.648604917	13,1,0,-1,-1	0,0,0,0,0,0,0	0,0,0,0,0,0,0,0	false
-1.2468354430379747	-38.386774	true	true	fallback_local	fallback_global	0.1412038613010719	0.0024629011373784545	13	0.011901	0.1411316863487491	0.0024772284635908412	124	0.62494575	13,1,0,1,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0	true
-1.259493670886076	-38.386774	true	true	fallback_local	fallback_global	0.14579934969773714	0.0006889417073322769	13	0.011586791	0.1458608523639086	0.0008284239639650052	124	0.570158708	13,1,0,2,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	true
-1.2721518987341771	-38.386774	true	true	fallback_local	fallback_global	0.1503948380944023	0.0012532871172197116	13	0.0111035	0.15049580470861504	0.0012637763645268923	124	0.523121834	13,1,-1,0,-1	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	true
-1.2848101265822784	-38.386774	true	true	fallback_local	fallback_global	0.15499032649106753	0.003305439801746237	13	0.012822042	0.1547138955310652	0.00048332622570427424	124	327.223377084	13,1,1,0,0	0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	false
-1.2974683544303798	-38.386774	true	true	predict	fallback_global	0.15958581488773277	0.005458765986434151	3	0.002924583	0.15932904285202928	0.0008246493681973556	124	0.600921417	13,-2,-1,-1,0,0	0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	false
-1.3101265822784811	-38.386774	true	true	fallback_local	fallback_global	0.16420169599340237	0.0006248396299787586	13	0.010543166	0.164	0.0014268722545988154	124	0.516143292	13,2,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	true
-1.3227848101265822	-38.386774	true	true	fallback_local	fallback_global	0.16886094792615852	0.0017488704698144797	13	0.010055459	0.17029814694960085	0.008061453343460635	124	0.480681833	13,3,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	false
-1.3354430379746836	-38.386774	true	true	predict	fallback_global	0.17352019985891476	0.003327069189000049	3	0.004196458	0.17410820759685763	0.0010436551149994122	124	0.469348333	-14,1,1,-1,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	true
-1.3481012658227849	-38.386774	true	true	predict	fallback_global	0.178179451791671	0.005350991132900751	3	0.002337125	0.18092210905690867	0.010919875137545672	124	0.447118958	-14,-1,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	false
-1.360759493670886	-38.386774	true	true	predict	fallback_global	0.18283870372442715	0.007816719104452401	3	0.002749709	0.18633541143082186	0.012223038281722458	124	0.491405083	-14,0,0,2,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	false
-1.3734177215189873	-38.386774	true	true	fallback_local	fallback_global	0.18924517513196695	0.004124564595788984	13	0.013399334	0.19006227794382036	0.0010846946169713793	124	0.559090875	-14,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	true
-1.3860759493670887	-38.386774	true	true	predict	fallback_global	0.19565164653950676	0.0010631796852813157	3	0.030570417	0.19770747731481259	0.014615732256074892	124	4.053497084	-14,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	false
-1.3987341772151898	-38.386774	true	true	fallback_local	fallback_global	0.19965569116921902	0.007288626286987675	13	0.046279167	0.20346977263169583	0.015705477638236393	124	4.269202958	-14,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	false
-1.4113924050632911	-38.386774	true	true	fallback_local	fallback_global	0.20666276927121557	0.0030703962801493178	13	0.051136583	0.20680055611573706	0.0025795820482452246	124	2.32215275	-14,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	true
-1.4240506329113924	-38.386774	true	true	fallback_local	fallback_global	0.21104219308496341	0.008783301748646728	13	0.061869458	0.21320366664361387	0.0011402387020555944	124	2.337223084	-14,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	true
-1.4367088607594938	-38.386774	true	true	fallback_local	fallback_global	0.21870618475902215	0.0033487775185782748	13	0.05011075	0.22182044684261953	0.018607222782568	124	1.78974375	-14,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	true
-1.4493670886075949	-38.386774	true	true	fallback_local	fallback_global	0.2234961795553087	0.008486992951738598	13	0.037818875	0.2253598381762492	0.0020738691181249407	124	387.896852542	-14,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	true
-1.4620253164556962	-38.386774	true	true	fallback_local	fallback_global	0.23187867044881028	0.0017942238096880488	13	0.046373917	0.2323745773592998	0.00013613984662534382	124	1.854799875	14,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	true
-1.4746835443037976	-38.386774	true	true	fallback_local	fallback_global	0.23711772725724875	0.006297145595414348	13	0.122248333	0.23768778140118446	0.0043885800642707124	124	6.63060375	14,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	true
-1.4873417721518987	-38.386774	true	true	fallback_local	fallback_global	0.24432143036885157	0.004727032354192381	13	0.032377292	0.2449245451346298	0.002746543426842145	124	640.455157166	14,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	true
-1.5	-38.386774	true	true	fallback_local	fallback_global	0.2515251334804545	0.0037263865084621764	13	0.028840625	0.252432707397995	0.0008016433985508913	124	1.70613225	14,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	true
