time	time_seconds	lambda1_nat_per_timeunit	lambda1_bits_per_second	lz76_bits_per_second	n_symbols	last_symbol_time	last_symbol_time_seconds	lz76_phrase_count
7040000	7040	0.000228894511513	0.330224976646	0.358513385866	735	7038019.26512	7038.01926512	265
7050000	7050	0.000228569958352	0.329756745411	0.358185728712	736	7045908.63357	7045.90863357	265
7060000	7060	0.000228803671895	0.330093922781	0.359244686242	737	7053099.55097	7053.09955097	266
7070000	7070	0.000229339609409	0.330867117174	0.358884789225	738	7061622.44738	7061.62244738	266
7080000	7080	0.000228953565392	0.330310173385	0.359573319702	740	7077496.32833	7077.49632833	267
7090000	7090	0.000229017673954	0.33040266249	0.359228520626	741	7085737.60817	7085.73760817	267
7100000	7100	0.000228830114797	0.330132071823	0.358927856529	742	7093120.46766	7093.12046766	267
7110000	7110	0.00022888560178	0.33021212262	0.359620442832	744	7108868.84306	7108.86884306	268
7120000	7120	0.000228750551293	0.33001728595	0.359268498101	745	7117278.32089	7117.27832089	268
7130000	7130	0.000228447034801	0.329579404213	0.359268498101	745	7117278.32089	7117.27832089	268
7140000	7140	0.000228338202278	0.329422392072	0.358620848711	746	7131577.92421	7131.57792421	268
7150000	7150	0.000228187232815	0.329204589177	0.357931595437	748	7148203.0306	7148.2030306	268
7160000	7160	0.000228050021336	0.329006634856	0.357548169107	749	7157313.31489	7157.31331489	268
7170000	7170	0.000228156516189	0.329160274453	0.358526962502	750	7165851.25799	7165.85125799	269
7180000	7180	0.000228104122919	0.329084686942	0.358200296376	751	7173829.87461	7173.82987461	269
7190000	7190	0.000227921295593	0.328820922866	0.357862409601	752	7182046.31766	7182.04631766	269
7200000	7200	0.000227954201934	0.328868396679	0.357193979913	754	7198372.07921	7198.37207921	269
7210000	7210	0.000227879025859	0.328759940529	0.358234662617	755	7205583.75446	7205.58375446	270
7220000	7220	0.000228451249142	0.329585484222	0.357966458009	756	7212422.83117	7212.42283117	270
7230000	7230	0.000227865060248	0.328739792411	0.357304019908	758	7228674.87181	7228.67487181	270
7240000	7240	0.000227892625539	0.32877956072	0.356969303901	759	7236891.55378	7236.89155378	270
7250000	7250	0.000227769231681	0.328601541014	0.358005256667	760	7244113.93844	7244.11393844	271
7260000	7260	0.000227832438963	0.328692729846	0.35767448841	761	7252250.44124	7252.25044124	271
7270000	7270	0.000228260966345	0.329310964175	0.356965481278	762	7268093.20196	7268.09320196	271
7280000	7280	0.000228018757673	0.328961530924	0.356965481278	762	7268093.20196	7268.09320196	271
7290000	7290	0.000228161301111	0.329167177635	0.356432187106	763	7280406.287	7280.406287	271
7300000	7300	0.000228255271042	0.329302747589	0.356983456631	765	7298864.6578	7298.8646578	272
7310000	7310	0.000228423684739	0.329545717194	0.357902617113	766	7308322.5263	7308.3225263	273
7320000	7320	0.000228428792021	0.329553085445	0.357621363372	767	7315507.02358	7315.50702358	273
7330000	7330	0.000228548763002	0.329726166985	0.357347071241	768	7322558.30057	7322.55830057	273
7340000	7340	0.000228400577345	0.329512380271	0.358090949962	770	7336984.66947	7336.98466947	274
7350000	7350	0.000228333852181	0.329416116209	0.35777420554	771	7344914.22519	7344.91422519	274
7360000	7360	0.000228182839332	0.329198250721	0.357427597358	772	7353470.31857	7353.47031857	274
7370000	7370	0.000227851286901	0.328719921672	0.358117151428	773	7367531.14326	7367.53114326	275
7380000	7380	0.000227801428952	0.328647991856	0.35769995728	774	7377558.00422	7377.55800422	275
7390000	7390	0.000228311053916	0.329383225264	0.357360629726	775	7385996.71588	7385.99671588	275
7400000	7400	0.000228085899192	0.329058395661	0.358278920761	776	7395288.39378	7395.28839378	276
7410000	7410	0.000227841802425	0.328706238465	0.357733709361	777	7407992.78417	7407.99278417	276
7420000	7420	0.000228331449764	0.329412650254	0.357401477142	778	7416312.0209	7416.3120209	276
7430000	7430	0.000228037746199	0.328988925576	0.357401477142	778	7416312.0209	7416.3120209	276
7440000	7440	0.000227984826612	0.328912578751	0.357746597393	780	7438870.18438	7438.87018438	277
7450000	7450	0.000228163549979	0.329170422066	0.357746597393	780	7438870.18438	7438.87018438	277
7460000	7460	0.000227835372663	0.328696962279	0.357148723629	781	7452756.60913	7452.75660913	277
7470000	7470	0.000227540784909	0.328271961989	0.357810365759	783	7468697.66219	7468.69766219	278
7480000	7480	0.000228371962544	0.32947109784	0.357810365759	783	7468697.66219	7468.69766219	278
7490000	7490	0.000227564240077	0.328305800643	0.357199456159	784	7482904.27261	7482.90427261	278
7500000	7500	0.000227882021248	0.328764261962	0.356827291809	785	7492141.54842	7492.14154842	278
7510000	7510	0.000227923097685	0.328823522734	0.356307313147	786	7504508.24601	7504.50824601	278
7520000	7520	0.000227857054907	0.328728243146	0.357034446824	787	7517597.68615	7517.59768615	279
7530000	7530	0.000227967239665	0.328887206149	0.357034446824	787	7517597.68615	7517.59768615	279
7540000	7540	0.000227761128601	0.32858985074	0.356420820251	788	7531974.29863	7531.97429863	279
7550000	7550	0.0002287865376	0.330069203218	0.35738470749	789	7540017.13204	7540.01713204	280
7560000	7560	0.00022767788552	0.32846975636	0.356689972864	791	7557570.13859	7557.57013859	280
7570000	7570	0.000228008858934	0.328947250063	0.357642860074	792	7565785.62671	7565.78562671	281
7580000	7580	0.000227876200654	0.32875586462	0.357369983891	793	7572994.02481	7572.99402481	281
7590000	7590	0.000228547788392	0.32972476092	0.357054911148	794	7581107.45963	7581.10745963	281
7600000	7600	0.000228180767946	0.329195262342	0.357751884873	795	7594695.74036	7594.69574036	282
7610000	7610	0.000228512127444	0.329673313047	0.357504514775	796	7601381.32719	7601.38132719	282
7620000	7620	0.000227953020783	0.32886669264	0.356921414176	797	7615230.74769	7615.23074769	282
7630000	7630	0.000227934275782	0.32883964932	0.357934395095	798	7622037.31838	7622.03731838	283
7640000	7640	0.00022792558488	0.328827110998	0.357276860117	800	7638925.45633	7638.92545633	283
7650000	7650	0.000228040356346	0.328992691222	0.356880558096	801	7648837.33352	7648.83733352	283
7660000	7660	0.000228075262686	0.329043050426	0.357898467468	802	7655462.2111	7655.4622111	284
7670000	7670	0.000228204574875	0.32922960848	0.35748950871	803	7665648.04742	7665.64804742	284
7680000	7680	0.000228104988327	0.329085935461	0.357226375649	804	7672722.02484	7672.72202484	284
