trajectory	initial_state	post_transient_state	final_state	retcode	n_symbols	final_lambda1_bits_per_second	final_lz76_bits_per_second	final_lz76_alphabet_units_per_second	final_lz76_alphabet_size	final_lz76_phrase_count	events_path	convergence_path	metadata_path
1	0.7913218438453058,0.10950107425528167,0.49756135167575705,0.9825545679487505,-42.14903489879139	0.7747959943977444,0.10240534911506784,0.5239393393814322,0.982696455099558,-43.66306494347445	0.5062637005056669,0.046491431024314606,0.8209969910165359,0.9419562146004127,-51.62825772086743	Success	0	4.4958744314	NaN	NaN	0	0	/Users/carterhinsley/Documents/Dev/MultimodalMaps.jl/kneading/experiment/attempt-058/smoke_alphabetbase_ensemble1_trajectories/traj01_events.tsv	/Users/carterhinsley/Documents/Dev/MultimodalMaps.jl/kneading/experiment/attempt-058/smoke_alphabetbase_ensemble1_trajectories/traj01_convergence.tsv	/Users/carterhinsley/Documents/Dev/MultimodalMaps.jl/kneading/experiment/attempt-058/smoke_alphabetbase_ensemble1_trajectories/traj01_metadata.txt
