trajectory	initial_state	post_transient_state	final_state	retcode	n_symbols	final_lambda1_bits_per_second	final_lz76_bits_per_second	final_lz76_phrase_count	events_path	convergence_path	metadata_path
1	0.7913218438453058,0.10950107425528167,0.49756135167575705,0.9825545679487505,-42.14903489879139	0.8134110538181011,0.12443966334966412,0.45238911920615343,0.8164037196232267,-38.97883489018771	0.5628315644184929,0.055143407682268226,0.778352479932579,0.8564132852795394,-49.538848424018795	Success	1035	0.317821521593	0.349342598481	349	/Users/carterhinsley/Documents/Dev/MultimodalMaps.jl/kneading/experiment/attempt-058/smoke_ensemble2_trajectories/traj01_events.tsv	/Users/carterhinsley/Documents/Dev/MultimodalMaps.jl/kneading/experiment/attempt-058/smoke_ensemble2_trajectories/traj01_convergence.tsv	/Users/carterhinsley/Documents/Dev/MultimodalMaps.jl/kneading/experiment/attempt-058/smoke_ensemble2_trajectories/traj01_metadata.txt
