delta_x	delta_ca	lyap_dim	lambda1	lambda2	lambda3	lambda4	lambda5	lambda6	integrated_time	transient_time	converged	checks	spectrum_delta_last	dimension_delta_last	runtime_seconds	status	error
-1.500000000	-38.718592965	0	-7.95351060833e-05	-0.000120439692238	-0.00263926604437	-0.0102777357212	-0.0155160036248	NaN	100113.543511	5000.000000	false	20	0.00014191219988	0	0.273342	ok	none
-1.494974874	-38.718592965	0	-8.11812771845e-05	-0.000120197725866	-0.00261270461448	-0.0102578262423	-0.0154715649437	NaN	100081.046458	5000.000000	false	20	0.000137095216167	0	0.268999	ok	none
-1.489949749	-38.718592965	0	-8.27104875901e-05	-0.000120693568107	-0.00259087567869	-0.0102409649854	-0.0154289990146	NaN	100080.239439	5000.000000	false	20	0.000135869415633	0	0.242683	ok	none
-1.484924623	-38.718592965	0	-8.37080012916e-05	-0.000122113895377	-0.00257380847842	-0.010227026271	-0.0153895613967	NaN	100097.458557	5000.000000	false	20	0.000138168485391	0	0.263646	ok	none
-1.479899497	-38.718592965	0	-8.21840424519e-05	-0.000126133270888	-0.00256434832743	-0.0102171762721	-0.0153545108093	NaN	100013.282192	5000.000000	false	20	0.000134417172984	0	0.281516	ok	none
-1.474874372	-38.718592965	0	-8.19532117955e-05	-0.000128420197538	-0.00255608618575	-0.0102112818849	-0.0153175101985	NaN	100076.898864	5000.000000	false	20	0.000133766911228	0	0.324348	ok	none
-1.469849246	-38.718592965	0	-7.5002163957e-05	-0.000138284646229	-0.00255713540586	-0.0102082157543	-0.0152910189774	NaN	100017.610219	5000.000000	false	20	0.000133811890444	0	0.309905	ok	none
-1.464824121	-38.718592965	0	-9.13503794993e-05	-0.000125967906665	-0.00256124354954	-0.01018264794	-0.0152928289598	NaN	100072.977972	5000.000000	false	20	0.000133817217623	0	0.263671	ok	none
-1.459798995	-38.718592965	0	-9.75799001333e-05	-0.000131263829906	-0.0025694948843	-0.0101712423333	-0.0152931908417	NaN	100039.876969	5000.000000	false	20	0.000134173934591	0	0.313712	ok	none
-1.454773869	-38.718592965	0	-9.85789122015e-05	-0.00013298933001	-0.00259048466104	-0.0101711546731	-0.0153027914682	NaN	100090.258219	5000.000000	false	20	0.000138359190121	0	0.244758	ok	none
-1.449748744	-38.718592965	0	-0.000127365143072	-0.000160010435319	-0.00260175054622	-0.0101894134037	-0.0154559215566	NaN	100078.249658	5000.000000	false	20	0.000138834901427	0	0.274703	ok	none
-1.444723618	-38.718592965	0	-0.00010201886497	-0.000138825938477	-0.00262414020323	-0.0102099547153	-0.0154713473658	NaN	100068.699096	5000.000000	false	20	0.000139892382551	0	0.267657	ok	none
-1.439698492	-38.718592965	0	-9.28324369183e-05	-0.000123779664442	-0.00268994572548	-0.0102425218677	-0.0155009030147	NaN	100062.007664	5000.000000	false	20	0.000143249533822	0	0.265479	ok	none
-1.434673367	-38.718592965	0	-8.64599351212e-05	-0.000112986931563	-0.00277026415628	-0.0102993634356	-0.0155346053251	NaN	100041.971350	5000.000000	false	20	0.000143874153271	0	0.271937	ok	none
