delta_x	delta_ca	lyap_dim	lambda1	lambda2	lambda3	lambda4	lambda5	lambda6	integrated_time	transient_time	converged	checks	spectrum_delta_last	dimension_delta_last	runtime_seconds	status	error
-1.500000000	-32.060301508	0	-9.99301187722e-05	-0.000101921089851	-0.00260819377341	-0.01024026444	-0.0159156616651	NaN	100057.176929	5000.000000	false	20	0.000136767251624	0	0.299592	ok	none
-1.494974874	-32.060301508	0	-9.77987942091e-05	-9.94655733455e-05	-0.00262557950942	-0.010239734533	-0.0158873827235	NaN	100003.198950	5000.000000	false	20	0.000137615972191	0	0.342514	ok	none
-1.489949749	-32.060301508	0	-9.55955185668e-05	-9.7079827557e-05	-0.00264503249347	-0.0102401157122	-0.0158612209848	NaN	100017.597052	5000.000000	false	20	0.000138494735583	0	0.306881	ok	none
-1.484924623	-32.060301508	0	-9.34165697861e-05	-9.46930290439e-05	-0.00266733704696	-0.0102416822102	-0.0158383706322	NaN	100092.909496	5000.000000	false	20	0.000142556573905	0	0.323124	ok	none
-1.479899497	-32.060301508	0	-9.14019088096e-05	-9.20897036193e-05	-0.00269435636158	-0.0102445257061	-0.0158170573418	NaN	100059.238300	5000.000000	false	20	0.000140789170292	0	0.378574	ok	none
-1.474874372	-32.060301508	0	-8.94206374239e-05	-8.94435885033e-05	-0.00272459381776	-0.0102481437108	-0.0157970816004	NaN	100009.568220	5000.000000	false	20	0.000142331358525	0	0.310510	ok	none
-1.469849246	-32.060301508	0	-8.69533959704e-05	-8.72677322453e-05	-0.00275380397162	-0.0102507540725	-0.0157745983423	NaN	100064.034184	5000.000000	false	20	0.000143678196694	0	0.305986	ok	none
-1.464824121	-32.060301508	0	-8.44919731259e-05	-8.50125442727e-05	-0.00278489630792	-0.010252832794	-0.01574871732	NaN	100039.620149	5000.000000	false	20	0.000145239344124	0	0.305288	ok	none
-1.459798995	-32.060301508	0	-8.19945450795e-05	-8.27923673341e-05	-0.00281877430933	-0.01025494782	-0.015722681918	NaN	100006.152974	5000.000000	false	20	0.000146961433385	0	0.318197	ok	none
-1.454773869	-32.060301508	0	-7.9450473226e-05	-8.06536933188e-05	-0.00285427642252	-0.010256610949	-0.0156970613502	NaN	100054.985594	5000.000000	false	20	0.000148644727446	0	0.397247	ok	none
-1.449748744	-32.060301508	0	-7.68530402173e-05	-7.85449614086e-05	-0.00289462597047	-0.0102578807938	-0.0156704782696	NaN	100005.125356	5000.000000	false	20	0.00015073025269	0	0.328216	ok	none
-1.444723618	-32.060301508	0	-7.42569336182e-05	-7.64426722566e-05	-0.00293570666445	-0.0102560886696	-0.0156408446263	NaN	100059.216843	5000.000000	false	20	0.000156110702548	0	0.310433	ok	none
-1.439698492	-32.060301508	0	-7.16512069327e-05	-7.43321288747e-05	-0.00298740795261	-0.0102475782955	-0.0156093578378	NaN	100017.568488	5000.000000	false	20	0.000155354622861	0	0.349179	ok	none
-1.434673367	-32.060301508	0	-6.91932378981e-05	-7.20242705552e-05	-0.00302147763979	-0.0102517997103	-0.0155696809963	NaN	100009.682695	5000.000000	false	20	0.000157045742601	0	0.311486	ok	none
-1.429648241	-32.060301508	0	-6.6558633958e-05	-6.99305552828e-05	-0.00304868879902	-0.0102618150588	-0.0155281511967	NaN	100096.217822	5000.000000	false	20	0.000161764886764	0	0.379171	ok	none
-1.424623116	-32.060301508	0	-6.42067014753e-05	-6.74808421442e-05	-0.00308309475664	-0.0102647726664	-0.0154778629037	NaN	100019.540530	5000.000000	false	20	0.000160035782322	0	0.300127	ok	none
-1.419597990	-32.060301508	0	-6.15996891103e-05	-6.53453621891e-05	-0.00312002732173	-0.0102649041107	-0.0154263910367	NaN	100031.989715	5000.000000	false	20	0.000161826682327	0	0.354537	ok	none
-1.414572864	-32.060301508	0	-5.89928362483e-05	-6.31940331548e-05	-0.00315610675421	-0.0102608688717	-0.0153664155631	NaN	100071.343989	5000.000000	false	20	0.000167180059578	0	0.317747	ok	none
-1.409547739	-32.060301508	0	-5.6482616562e-05	-6.0939801322e-05	-0.00319500663166	-0.010253471804	-0.015299270271	NaN	100029.543891	5000.000000	false	20	0.000165482133268	0	0.308141	ok	none
-1.404522613	-32.060301508	0	-5.39557425143e-05	-5.86959146519e-05	-0.00323386268893	-0.0102391790666	-0.0152215233588	NaN	100018.264524	5000.000000	false	20	0.000167376288485	0	0.370859	ok	none
-1.399497487	-32.060301508	0	-5.11977515984e-05	-5.67283992916e-05	-0.00328162721263	-0.010214086457	-0.0151373749016	NaN	100016.394455	5000.000000	false	20	0.000169695024584	0	0.382227	ok	none
-1.394472362	-32.060301508	0	-4.84879685235e-05	-5.46539208855e-05	-0.00327999680746	-0.0102224360891	-0.0150301815695	NaN	100082.784878	5000.000000	false	20	0.000173099226755	0	0.342660	ok	none
-1.389447236	-32.060301508	0	-4.64219164787e-05	-5.18771914039e-05	-0.00328497635723	-0.0102070418981	-0.0149066417469	NaN	100010.198857	5000.000000	false	20	0.000169474921951	0	0.292251	ok	none
-1.384422111	-32.060301508	0	-4.33965146804e-05	-5.01886663778e-05	-0.0032891646154	-0.0101631488462	-0.0148044142658	NaN	100033.625076	5000.000000	false	20	0.000173197605792	0	0.266130	ok	none
-1.379396985	-32.060301508	0	-4.09709872877e-05	-4.77725421382e-05	-0.00327174181528	-0.0100970027426	-0.0146730413329	NaN	100072.803008	5000.000000	false	20	0.000171885619678	0	0.319232	ok	none
