delta_x	delta_ca	T0_V	T0_Ca	T0_method	T_encoding	gamma_encoding	T_scs	gamma_scs	status
-0.724490	-45.000000	-46.987889	0.769763	full	15509743624	409934	1,-1,2,-4	-16,15,2	ok
-0.724490	-44.489796	-46.728845	0.768308	continued[1]:5	32491316394183239	11076888054610969473	1,0,0,10	15,-3,-2,-15	ok
-0.724490	-43.979592	-46.421502	0.767265	continued[1]:5	10679565612809519090	623121067544748061	-1,0,-1,-15	-15,-1,-15,-12	ok
-0.724490	-43.469388	-46.068432	0.767098	continued[1]:5	16691928827	109717	-1,0,-14,-2	-15,-14,-1	ok
-0.724490	-42.959184	-45.668286	0.767472	continued[1]:5	6058360967558615114	3480908175	-1,0,0,14	14,14,-14	ok
-0.724490	-42.448980	-47.504681	0.762346	full	8033731902	2244524296925	-1,-1,-14,1	14,-2,13,4	ok
-0.724490	-41.938776	-47.237670	0.760890	continued[1]:5	3655091154719909520	3428343274219347654	-1,-1,-2,-14	-14,-2,-14,13	ok
-0.724490	-41.428571	-46.920588	0.759975	continued[1]:5	5818334095010489150	3413321349	-1,1,13,-14	-14,13,-14	ok
-0.724490	-40.918367	-46.554318	0.759808	continued[1]:5	2084532129210468839	2592828040	-1,-2,2,13	13,13,13	ok
-0.724490	-40.408163	-46.139030	0.760310	continued[1]:5	1903140679883563790	3459739	-1,-5,13,-13	13,-13,-5	ok
-0.724490	-39.897959	-45.677942	0.761766	continued[1]:5	1862402202891664994	1908291506	-1,12,-13,-13	-13,12,-13	ok
-0.724490	-39.387755	-48.082998	0.753399	full	1862402202891664994	1930037360	-1,12,-13,-13	-13,-13,-13	ok
-0.724490	-38.877551	-47.808872	0.751943	continued[1]:5	1820670354090281045	1908291506	-1,12,12,-13	-13,12,-13	ok
-0.724490	-38.367347	-47.481198	0.751107	continued[1]:5	1009021255905833795	1420578229	-1,12,12,12	12,12,12	ok
-0.724490	-37.857143	-47.101558	0.751146	continued[1]:5	533508198414997652	1046737111	-1,-12,-12,-12	12,12,-12	ok
-0.724490	-37.346939	-46.669998	0.751855	continued[1]:5	533508198414997652	533508221140224737	-1,-12,-12,-12	-12,-12,-12,-12	ok
-0.724490	-36.836735	-46.189099	0.753438	continued[1]:5	533508198414997652	533508221140224737	-1,-12,-12,-12	-12,-12,-12,-12	ok
-0.724490	-36.326531	-48.628549	0.745204	full	533508198414997652	533508221140224737	-1,-12,-12,-12	-12,-12,-12,-12	ok
-0.724490	-35.816327	-48.352405	0.743079	continued[1]:5	274761540684197919	274761556992759430	-1,11,11,11	-12,11,11,11	ok
-0.724490	-35.306122	-48.020141	0.742371	continued[1]:5	274761540684197919	274761556251461169	-1,11,11,11	11,11,11,11	ok
-0.724490	-34.795918	-47.631031	0.742410	continued[1]:5	274761540684197919	274761556251461169	-1,11,11,11	11,11,11,11	ok
-0.724490	-34.285714	-47.186518	0.743325	continued[1]:5	137520058369471127	137520069382767449	-1,-11,-11,-11	11,-11,-11,-11	ok
-0.724490	-33.775510	-46.686557	0.744909	continued[1]:5	137520058369471127	137520068858324757	-1,-11,-11,-11	-11,-11,-11,-11	ok
-0.724490	-33.265306	-49.149241	0.737416	full	137520058369471127	137520068858324757	-1,-11,-11,-11	-11,-11,-11,-11	ok
-0.724490	-32.755102	-48.879711	0.734622	continued[1]:5	137520058369471127	137520068858324757	-1,-11,-11,-11	-11,-11,-11,-11	ok
-0.724490	-32.244898	-48.548069	0.733580	continued[1]:5	66720918967500902	66720925908142496	-1,10,10,10	10,10,10,10	ok
