delta_x	delta_ca	T0_V	T0_Ca	T0_method	T_encoding	gamma_encoding	T_scs	gamma_scs	status
-0.826531	-45.000000	-46.766023	0.781587	full	27026	6025549722	1,1,-2,-1	-16,-1,15	ok
-0.826531	-44.489796	-46.494871	0.780131	continued[1]:5	83434	6500907294	1,-1,1,1	-16,5,15	ok
-0.826531	-43.979592	-46.177257	0.779089	continued[1]:5	6022476373	4137096	1,0,-15,0	15,-3,-5,-1	ok
-0.826531	-43.469388	-45.816306	0.778922	continued[1]:5	1174	24861797	1,0,1,0	-15,0,-2,2	ok
-0.826531	-42.959184	-45.412654	0.779423	continued[1]:5	77	9260027	-1,0,0,0	-15,-3,-3,-2	ok
-0.826531	-42.448980	-47.284163	0.774138	full	464	222750	-1,0,0,-1	14,14,-2	ok
-0.826531	-41.938776	-46.998459	0.772682	continued[1]:5	541155650	3621473037	-1,0,-11,0	14,1,13,-1	ok
-0.826531	-41.428571	-46.664658	0.771846	continued[1]:5	1945410962332319627	5933290909845607284	-1,0,-14,-13	-14,-1,-14,-14	ok
-0.826531	-40.918367	-46.283509	0.771679	continued[1]:5	5933290820281053777	223419	-1,-1,-14,-14	-14,13,-1,-1	ok
-0.826531	-40.408163	-45.858171	0.772387	continued[1]:5	391090527	2592828040	-1,-1,-10,-1	13,13,13	ok
-0.826531	-39.897959	-47.767557	0.767148	full	1085538880095006645	144882727	-1,-1,1,-13	13,-13,-7,1	ok
-0.826531	-39.387755	-47.469552	0.765230	continued[1]:5	10589563214	561411739814879006	-1,1,-13,-2	-13,-2,-13,-12	ok
-0.826531	-38.877551	-47.120305	0.764522	continued[1]:5	1860005269875845169	1168777935035675121	-1,2,-13,-13	-13,-12,-3,-13	ok
-0.826531	-38.367347	-46.721074	0.764562	continued[1]:5	1008188605242196299	1420631531	-1,-7,12,12	-13,12,12	ok
-0.826531	-37.857143	-46.275080	0.765476	continued[1]:5	1008945539086014914	1420578229	-1,-12,12,12	12,12,12	ok
-0.826531	-37.346939	-45.783317	0.767060	continued[1]:5	533508198414997652	1033010307	-1,-12,-12,-12	12,-12,-12	ok
-0.826531	-36.836735	-48.314915	0.760638	full	533508198414997652	533508221140224737	-1,-12,-12,-12	-12,-12,-12,-12	ok
-0.826531	-36.326531	-48.022558	0.757845	continued[1]:5	533508198414997652	533508221140224737	-1,-12,-12,-12	-12,-12,-12,-12	ok
-0.826531	-35.816327	-47.661070	0.755720	continued[1]:5	533461250162156120	533508221140224737	-1,11,-12,-12	-12,-12,-12,-12	ok
-0.826531	-35.306122	-47.244905	0.755887	continued[1]:5	274761540684197919	274761556251461169	-1,11,11,11	11,11,11,11	ok
-0.826531	-34.795918	-46.776744	0.756930	continued[1]:5	274761540684197919	274761556251461169	-1,11,11,11	11,11,11,11	ok
-0.826531	-34.285714	-46.260059	0.758848	continued[1]:5	266939952461234369	274761556251461169	-1,-11,-11,11	11,11,11,11	ok
-0.826531	-33.775510	-48.835576	0.753684	full	137520058369471127	137520069382767449	-1,-11,-11,-11	11,-11,-11,-11	ok
-0.826531	-33.265306	-48.557579	0.750891	continued[1]:5	137520058369471127	137520068858324757	-1,-11,-11,-11	-11,-11,-11,-11	ok
-0.826531	-32.755102	-48.202526	0.748097	continued[1]:5	137520058369471127	137520068858324757	-1,-11,-11,-11	-11,-11,-11,-11	ok
-0.826531	-32.244898	-47.777590	0.747183	continued[1]:5	137503074817916327	137520068858324757	-1,10,-11,-11	-11,-11,-11,-11	ok
-0.826531	-31.734694	-47.296455	0.748432	continued[1]:5	66720918967500902	66720925908142496	-1,10,10,10	10,10,10,10	ok
-0.826531	-31.224490	-46.759956	0.750350	continued[1]:5	66720918967500902	66720925908142496	-1,10,10,10	10,10,10,10	ok
-0.826531	-30.714286	-49.717618	0.734837	full	66720918967500902	66720925908142496	-1,10,10,10	10,10,10,10	ok
-0.826531	-30.204082	-49.467399	0.737631	continued[1]:5	31288139504878815	31288144257776695	-1,-10,-10,-10	10,-10,-10,-10	ok
-0.826531	-29.693878	-49.164655	0.737257	continued[1]:5	31288139504878815	31288144007624166	-1,-10,-10,-10	-10,-10,-10,-10	ok
-0.826531	-29.183673	-48.800378	0.736883	continued[1]:5	31288139504878815	31288144007624166	-1,-10,-10,-10	-10,-10,-10,-10	ok
-0.826531	-28.673469	-48.372552	0.737257	continued[1]:5	31288139504878815	31288144007624166	-1,-10,-10,-10	-10,-10,-10,-10	ok
-0.826531	-28.163265	-47.879266	0.738299	continued[1]:5	31282544843925584	31288144007624166	-1,9,-10,-10	-10,-10,-10,-10	ok
-0.826531	-27.653061	-47.325665	0.740552	continued[1]:5	14134174203751952	14134177061995017	-1,9,9,9	9,9,9,9	ok
-0.826531	-27.142857	-46.711208	0.743345	continued[1]:5	14134174203751952	14134177061995017	-1,9,9,9	9,9,9,9	ok
-0.826531	-26.632653	-50.331791	0.724525	full	14134174203751952	14134177061995017	-1,9,9,9	9,9,9,9	ok
-0.826531	-26.122449	-50.102271	0.727190	continued[1]:5	14134174203751952	14134177061995017	-1,9,9,9	9,9,9,9	ok
-0.826531	-25.612245	-49.811614	0.725941	continued[1]:5	6127216826882384	6127218708778185	-1,-9,-9,-9	9,-9,-9,-9	ok
-0.826531	-25.102041	-49.455388	0.725439	continued[1]:5	6127216826882384	6127218598078424	-1,-9,-9,-9	-9,-9,-9,-9	ok
-0.826531	-24.591837	-49.030793	0.725813	continued[1]:5	6127216826882384	6127218598078424	-1,-9,-9,-9	-9,-9,-9,-9	ok
-0.826531	-24.081633	-48.536089	0.727062	continued[1]:5	6127216826882384	6127218598078424	-1,-9,-9,-9	-9,-9,-9,-9	ok
-0.826531	-23.571429	-47.972462	0.729315	continued[1]:5	6127216826882384	6127218598078424	-1,-9,-9,-9	-9,-9,-9,-9	ok
-0.826531	-23.061224	-47.337815	0.732108	continued[1]:5	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
-0.826531	-22.551020	-50.919828	0.713561	full	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
-0.826531	-22.040816	-50.705918	0.715813	continued[1]:5	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
-0.826531	-21.530612	-50.431001	0.714564	continued[1]:5	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
-0.826531	-21.020408	-50.089486	0.714062	continued[1]:5	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
-0.826531	-20.510204	-49.676963	0.714436	continued[1]:5	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
-0.826531	-20.000000	-49.189648	0.715685	continued[1]:5	998766650140877	998767320547562	-1,-8,-8,-8	8,-8,-8,-8	ok
