delta_x	delta_ca	T0_V	T0_Ca	T0_method	T_encoding	gamma_encoding	T_scs	gamma_scs	status
-1.193878	-45.000000								error: T SSCS does not start with ±1: [-2, -3, -2, -1]
-1.193878	-44.489796	-46.097943	0.823258	full	12088	17544	1,-1,0,1	17,-1,0,1	ok
-1.193878	-43.979592	-45.813210	0.821675	continued[1]:5	463	41008	1,-1,-1,0	-17,-1,-1,1	ok
-1.193878	-43.469388	-45.493349	0.820632	continued[1]:5	5884	4819	1,0,1,-1	16,-1,-1,-1	ok
-1.193878	-42.959184	-45.141194	0.820258	continued[1]:5	1709	14165	1,0,-1,-1	-16,0,0,1	ok
-1.193878	-42.448980	-44.759930	0.820632	continued[1]:5	9728	2049	1,0,0,1	-16,2,0,0	ok
-1.193878	-41.938776	-46.618780	0.815447	full	494	2896	1,0,0,-1	15,0,1,0	ok
-1.193878	-41.428571	-46.295067	0.813991	continued[1]:5	89	791	1,0,0,0	-15,0,0,0	ok
-1.193878	-40.918367	-45.933316	0.813155	continued[1]:5	89	19871	1,0,0,0	-15,1,0,1	ok
-1.193878	-40.408163	-45.538046	0.813116	continued[1]:5	89	16443	1,0,0,0	14,-1,0,1	ok
-1.193878	-39.897959	-45.113076	0.813824	continued[1]:5	89	752	1,0,0,0	14,0,0,0	ok
-1.193878	-39.387755	-47.095467	0.811863	full	464	13503	-1,0,0,-1	-14,0,0,1	ok
-1.193878	-38.877551	-46.764465	0.809069	continued[1]:5	77	109720	-1,0,0,0	13,12,-1,0	ok
-1.193878	-38.367347	-46.371798	0.806276	continued[1]:5	77	835	-1,0,0,0	13,-1,0,0	ok
-1.193878	-37.857143	-45.936579	0.805902	continued[1]:5	77	1150	-1,0,0,0	13,0,-1,0	ok
-1.193878	-37.346939	-45.469853	0.806945	continued[1]:5	77	1460	-1,0,0,0	-13,0,0,-1	ok
-1.193878	-36.836735	-44.976940	0.808863	continued[1]:5	464	558966305	-1,0,0,-1	-13,1,-11,0	ok
-1.193878	-36.326531	-48.075326	0.796085	full	547829317510846952	110191	-1,0,0,12	12,-11,1,0	ok
