delta_x	delta_ca	gamma_encoding	gamma_scs	status
-1.500000	-38.136273	2659944	-14,0,0,0,0,0	ok
-1.497996	-38.136273	2659944	-14,0,0,0,0,0	ok
-1.495992	-38.136273	2659944	-14,0,0,0,0,0	ok
-1.493988	-38.136273	2659944	-14,0,0,0,0,0	ok
-1.491984	-38.136273	2659944	-14,0,0,0,0,0	ok
-1.489980	-38.136273	2659944	-14,0,0,0,0,0	ok
-1.487976	-38.136273	2659944	-14,0,0,0,0,0	ok
-1.485972	-38.136273	2659944	-14,0,0,0,0,0	ok
-1.483968	-38.136273	2659944	-14,0,0,0,0,0	ok
-1.481964	-38.136273	2659944	-14,0,0,0,0,0	ok
-1.479960	-38.136273	2659944	-14,0,0,0,0,0	ok
-1.477956	-38.136273	2659944	-14,0,0,0,0,0	ok
-1.475952	-38.136273	2659944	-14,0,0,0,0,0	ok
-1.473948	-38.136273	2659944	-14,0,0,0,0,0	ok
-1.471944	-38.136273	2659944	-14,0,0,0,0,0	ok
-1.469940	-38.136273	2659944	-14,0,0,0,0,0	ok
-1.467936	-38.136273	2659944	-14,0,0,0,0,0	ok
-1.465932	-38.136273	2659944	-14,0,0,0,0,0	ok
-1.463928	-38.136273	2659944	-14,0,0,0,0,0	ok
-1.461924	-38.136273	2659944	-14,0,0,0,0,0	ok
-1.459920	-38.136273	2659944	-14,0,0,0,0,0	ok
-1.457916	-38.136273	2659944	-14,0,0,0,0,0	ok
-1.455912	-38.136273	2659944	-14,0,0,0,0,0	ok
-1.453908	-38.136273	2659944	-14,0,0,0,0,0	ok
-1.451904	-38.136273	2659944	-14,0,0,0,0,0	ok
-1.449900	-38.136273	2659944	-14,0,0,0,0,0	ok
-1.447896	-38.136273	2659944	-14,0,0,0,0,0	ok
-1.445892	-38.136273	2659944	-14,0,0,0,0,0	ok
-1.443888	-38.136273	2659944	-14,0,0,0,0,0	ok
-1.441884	-38.136273	2659944	-14,0,0,0,0,0	ok
-1.439880	-38.136273	2659944	-14,0,0,0,0,0	ok
-1.437876	-38.136273	2659944	-14,0,0,0,0,0	ok
-1.435872	-38.136273	2659944	-14,0,0,0,0,0	ok
-1.433868	-38.136273	2659944	-14,0,0,0,0,0	ok
-1.431864	-38.136273	2659944	-14,0,0,0,0,0	ok
-1.429860	-38.136273	2659944	-14,0,0,0,0,0	ok
-1.427856	-38.136273	2659944	-14,0,0,0,0,0	ok
-1.425852	-38.136273	2659944	-14,0,0,0,0,0	ok
-1.423848	-38.136273	4438	-14,0,0,0,0	ok
-1.421844	-38.136273	4438	-14,0,0,0,0	ok
-1.419840	-38.136273	4438	-14,0,0,0,0	ok
-1.417836	-38.136273	4438	-14,0,0,0,0	ok
-1.415832	-38.136273	44949394	-14,0,0,0,1	ok
-1.413828	-38.136273	4834468	-14,0,-1,0,0,0	ok
-1.411824	-38.136273	28414	-14,0,1,0,0	ok
-1.409820	-38.136273	2594700676	-14,-1,-1,-2,0,0	ok
-1.407816	-38.136273	2816724	-14,-1,0,0,0,0	ok
-1.405812	-38.136273	2816724	-14,-1,0,0,0,0	ok
-1.403808	-38.136273	6876	-14,1,0,0,0	ok
-1.401804	-38.136273	6876	-14,1,0,0,0	ok
-1.399800	-38.136273	136476	-14,1,0,0,-1	ok
-1.397796	-38.136273	15373	-14,3,0,0,0	ok
-1.395792	-38.136273	15199	13,3,0,0,0	ok
-1.393788	-38.136273	10270	13,2,0,0,0	ok
-1.391784	-38.136273	10270	13,2,0,0,0	ok
-1.389780	-38.136273	8359	13,-2,0,0,0	ok
-1.387776	-38.136273	93070	13,1,-2,0,0	ok
-1.385772	-38.136273	15905	13,1,-1,0,0	ok
-1.383768	-38.136273	378688934	13,1,0,-1,1	ok
-1.381764	-38.136273	6760	13,1,0,0,0	ok
-1.379760	-38.136273	6760	13,1,0,0,0	ok
-1.377756	-38.136273	6760	13,1,0,0,0	ok
-1.375752	-38.136273	6760	13,1,0,0,0	ok
-1.373747	-38.136273	6760	13,1,0,0,0	ok
-1.371743	-38.136273	6760	13,1,0,0,0	ok
-1.369739	-38.136273	6760	13,1,0,0,0	ok
-1.367735	-38.136273	6760	13,1,0,0,0	ok
-1.365731	-38.136273	6760	13,1,0,0,0	ok
-1.363727	-38.136273	6760	13,1,0,0,0	ok
-1.361723	-38.136273	6760	13,1,0,0,0	ok
-1.359719	-38.136273	6760	13,1,0,0,0	ok
-1.357715	-38.136273	6760	13,1,0,0,0	ok
-1.355711	-38.136273	6760	13,1,0,0,0	ok
-1.353707	-38.136273	6760	13,1,0,0,0	ok
-1.351703	-38.136273	6760	13,1,0,0,0	ok
-1.349699	-38.136273	6760	13,1,0,0,0	ok
-1.347695	-38.136273	6760	13,1,0,0,0	ok
-1.345691	-38.136273	6760	13,1,0,0,0	ok
-1.343687	-38.136273	6760	13,1,0,0,0	ok
-1.341683	-38.136273	6760	13,1,0,0,0	ok
-1.339679	-38.136273	6760	13,1,0,0,0	ok
-1.337675	-38.136273	6760	13,1,0,0,0	ok
-1.335671	-38.136273	6760	13,1,0,0,0	ok
-1.333667	-38.136273	6760	13,1,0,0,0	ok
-1.331663	-38.136273	2814352	13,-1,0,0,0,0	ok
-1.329659	-38.136273	2814352	13,-1,0,0,0,0	ok
-1.327655	-38.136273	2814352	13,-1,0,0,0,0	ok
-1.325651	-38.136273	2814352	13,-1,0,0,0,0	ok
-1.323647	-38.136273	2814352	13,-1,0,0,0,0	ok
-1.321643	-38.136273	2814352	13,-1,0,0,0,0	ok
-1.319639	-38.136273	2814352	13,-1,0,0,0,0	ok
-1.317635	-38.136273	2814352	13,-1,0,0,0,0	ok
-1.315631	-38.136273	2814352	13,-1,0,0,0,0	ok
-1.313627	-38.136273	2814352	13,-1,0,0,0,0	ok
-1.311623	-38.136273	2814352	13,-1,0,0,0,0	ok
-1.309619	-38.136273	2814352	13,-1,0,0,0,0	ok
-1.307615	-38.136273	2814352	13,-1,0,0,0,0	ok
-1.305611	-38.136273	2814352	13,-1,0,0,0,0	ok
-1.303607	-38.136273	2814352	13,-1,0,0,0,0	ok
-1.301603	-38.136273	2814352	13,-1,0,0,0,0	ok
-1.299599	-38.136273	5434	13,-1,0,0,0	ok
-1.297595	-38.136273	5434	13,-1,0,0,0	ok
-1.295591	-38.136273	5434	13,-1,0,0,0	ok
-1.293587	-38.136273	5434	13,-1,0,0,0	ok
-1.291583	-38.136273	5434	13,-1,0,0,0	ok
-1.289579	-38.136273	5434	13,-1,0,0,0	ok
-1.287575	-38.136273	5434	13,-1,0,0,0	ok
-1.285571	-38.136273	5434	13,-1,0,0,0	ok
-1.283567	-38.136273	5434	13,-1,0,0,0	ok
-1.281563	-38.136273	5434	13,-1,0,0,0	ok
-1.279559	-38.136273	5434	13,-1,0,0,0	ok
-1.277555	-38.136273	5434	13,-1,0,0,0	ok
-1.275551	-38.136273	5434	13,-1,0,0,0	ok
-1.273547	-38.136273	120760	13,-1,0,0,-1	ok
-1.271543	-38.136273	533550085	13,-1,0,0,-1,0	ok
-1.269539	-38.136273	533550085	13,-1,0,0,-1,0	ok
-1.267535	-38.136273	46248127	13,-1,0,0,1	ok
-1.265531	-38.136273	46248127	13,-1,0,0,1	ok
-1.263527	-38.136273	12503647766059	13,-1,0,0,2	ok
-1.261523	-38.136273	835	13,-1,0,0	ok
-1.259519	-38.136273	3482994427	13,-1,0,-1,-1,0	ok
-1.257515	-38.136273	28346659	13,-1,0,-1,0,0	ok
-1.255511	-38.136273	28346659	13,-1,0,-1,0,0	ok
-1.253507	-38.136273	45727	13,-1,0,-1,0	ok
-1.251503	-38.136273	666409	13,-1,0,1,0	ok
-1.249499	-38.136273	666409	13,-1,0,1,0	ok
-1.247495	-38.136273	16084	13,-1,0,1	ok
-1.245491	-38.136273	113665477	13,-1,0,2,0	ok
-1.243487	-38.136273	7722448477	13,-1,0,3,0	ok
-1.241483	-38.136273	657902319222796534	13,-1,0,-9,-2	ok
-1.239479	-38.136273	33734785656821959	13,-1,-1,10	ok
-1.237475	-38.136273	1316227	13,-1,-1,1,0	ok
-1.235471	-38.136273	41926116584215	13,-1,-1,-1,2	ok
-1.233467	-38.136273	742261159	13,-1,-1,0,-1,0	ok
-1.231463	-38.136273	5922800677	13,-1,-1,0,0,-1	ok
-1.229459	-38.136273	5076865	13,-1,-1,0,0,0	ok
-1.227455	-38.136273	13177	13,-1,-1,0,0	ok
-1.225451	-38.136273	33127	13,-1,1,0,0	ok
-1.223447	-38.136273	33127	13,-1,1,0,0	ok
-1.221443	-38.136273	108523252	13,-1,1,0,1	ok
-1.219439	-38.136273	239752	13,-1,1,-1,0	ok
-1.217435	-38.136273	26546515	13,-1,1,-2,0	ok
-1.215431	-38.136273	67913659	13,-1,-2,1,-1	ok
-1.213427	-38.136273	81784	13,-1,-2,0,0	ok
-1.211423	-38.136273	18760376589180712552	13,-1,2,0,-4	ok
-1.209419	-38.136273	7328674602702038822129575	13,-1,-3,0,-6	ok
-1.207415	-38.136273	1195208050966787959	13,-1,3,-13	ok
-1.205411	-38.136273	5880709	13,-1,-6,0	ok
-1.203407	-38.136273	774860635	13,-1,11,0	ok
-1.201403	-38.136273	21573072160	13,-1,12,2	ok
-1.199399	-38.136273	1998162910	13,-1,-13,0	ok
-1.197395	-38.136273	3586494445	13,0,-13,0,0	ok
-1.195391	-38.136273	1975846927	13,0,-13,0	ok
-1.193387	-38.136273	1975846927	13,0,-13,0	ok
-1.191383	-38.136273	33135231139	13,0,-13,-2,0	ok
-1.189379	-38.136273	1047927064	13,0,12	ok
-1.187375	-38.136273	186717021752	13,0,12,3	ok
-1.185371	-38.136273	3621473039	13,0,12,1	ok
-1.183367	-38.136273	1998226127	13,0,12,-1	ok
-1.181363	-38.136273	1457109110	13,0,12,0	ok
-1.179359	-38.136273	1061844460	13,0,-12,0	ok
-1.177355	-38.136273	1061844460	13,0,-12,0	ok
-1.175351	-38.136273	533582752	13,0,11	ok
-1.173347	-38.136273	1075900052	13,0,11,-1	ok
-1.171343	-38.136273	541978400	13,0,-11,0	ok
-1.169339	-38.136273	1104429475	13,0,10,1	ok
-1.167335	-38.136273	113680555	13,0,9	ok
-1.165331	-38.136273	675212057977	13,0,-9,4	ok
-1.163327	-38.136273	594452414	13,0,-8,-2	ok
-1.161323	-38.136273	17484715	13,0,-7,0	ok
-1.159319	-38.136273	10091252	13,0,6,0	ok
-1.157315	-38.136273	3316194496127	13,0,5,5	ok
-1.155311	-38.136273	6172315	13,0,-5,0,0	ok
-1.153307	-38.136273	692120025028898615	13,0,-5,12	ok
-1.151303	-38.136273	57872635	13,0,4,1,0	ok
-1.149299	-38.136273	1725127	13,0,-4,0,0	ok
-1.147295	-38.136273	326002	13,0,-4,0	ok
-1.145291	-38.136273	640711545502080575	13,0,3,12	ok
-1.143287	-38.136273	1320337552	13,0,3,-2,-1	ok
-1.141283	-38.136273	359102	13,0,3,-1	ok
-1.139279	-38.136273	394690	13,0,-3,0,0	ok
-1.137275	-38.136273	394690	13,0,-3,0,0	ok
-1.135271	-38.136273	154264	13,0,-3,-1	ok
-1.133267	-38.136273	81072392715610	13,0,-3,-6,-1	ok
-1.131263	-38.136273	608326586120970250	13,0,2,12	ok
-1.129259	-38.136273	82206001477	13,0,2,4	ok
