delta_x	delta_ca	gamma_encoding	gamma_scs	status
-1.500000	-37.134269	4345	13,0,0,0,0	ok
-1.497996	-37.134269	4345	13,0,0,0,0	ok
-1.495992	-37.134269	4345	13,0,0,0,0	ok
-1.493988	-37.134269	4345	13,0,0,0,0	ok
-1.491984	-37.134269	4345	13,0,0,0,0	ok
-1.489980	-37.134269	4345	13,0,0,0,0	ok
-1.487976	-37.134269	4345	13,0,0,0,0	ok
-1.485972	-37.134269	4345	13,0,0,0,0	ok
-1.483968	-37.134269	4345	13,0,0,0,0	ok
-1.481964	-37.134269	4345	13,0,0,0,0	ok
-1.479960	-37.134269	4345	13,0,0,0,0	ok
-1.477956	-37.134269	4345	13,0,0,0,0	ok
-1.475952	-37.134269	4345	13,0,0,0,0	ok
-1.473948	-37.134269	4345	13,0,0,0,0	ok
-1.471944	-37.134269	4345	13,0,0,0,0	ok
-1.469940	-37.134269	4345	13,0,0,0,0	ok
-1.467936	-37.134269	4345	13,0,0,0,0	ok
-1.465932	-37.134269	4345	13,0,0,0,0	ok
-1.463928	-37.134269	4345	13,0,0,0,0	ok
-1.461924	-37.134269	4345	13,0,0,0,0	ok
-1.459920	-37.134269	4345	13,0,0,0,0	ok
-1.457916	-37.134269	4345	13,0,0,0,0	ok
-1.455912	-37.134269	4345	13,0,0,0,0	ok
-1.453908	-37.134269	4345	13,0,0,0,0	ok
-1.451904	-37.134269	4345	13,0,0,0,0	ok
-1.449900	-37.134269	4345	13,0,0,0,0	ok
-1.447896	-37.134269	4345	13,0,0,0,0	ok
-1.445892	-37.134269	4345	13,0,0,0,0	ok
-1.443888	-37.134269	4345	13,0,0,0,0	ok
-1.441884	-37.134269	4345	13,0,0,0,0	ok
-1.439880	-37.134269	4345	13,0,0,0,0	ok
-1.437876	-37.134269	4345	13,0,0,0,0	ok
-1.435872	-37.134269	4345	13,0,0,0,0	ok
-1.433868	-37.134269	4345	13,0,0,0,0	ok
-1.431864	-37.134269	4345	13,0,0,0,0	ok
-1.429860	-37.134269	4345	13,0,0,0,0	ok
-1.427856	-37.134269	4345	13,0,0,0,0	ok
-1.425852	-37.134269	4345	13,0,0,0,0	ok
-1.423848	-37.134269	4345	13,0,0,0,0	ok
-1.421844	-37.134269	4345	13,0,0,0,0	ok
-1.419840	-37.134269	4345	13,0,0,0,0	ok
-1.417836	-37.134269	4345	13,0,0,0,0	ok
-1.415832	-37.134269	4345	13,0,0,0,0	ok
-1.413828	-37.134269	4345	13,0,0,0,0	ok
-1.411824	-37.134269	4345	13,0,0,0,0	ok
-1.409820	-37.134269	4345	13,0,0,0,0	ok
-1.407816	-37.134269	4345	13,0,0,0,0	ok
-1.405812	-37.134269	4345	13,0,0,0,0	ok
-1.403808	-37.134269	4345	13,0,0,0,0	ok
-1.401804	-37.134269	4345	13,0,0,0,0	ok
-1.399800	-37.134269	4345	13,0,0,0,0	ok
-1.397796	-37.134269	4345	13,0,0,0,0	ok
-1.395792	-37.134269	4345	13,0,0,0,0	ok
-1.393788	-37.134269	4345	13,0,0,0,0	ok
-1.391784	-37.134269	4345	13,0,0,0,0	ok
-1.389780	-37.134269	4345	13,0,0,0,0	ok
-1.387776	-37.134269	4345	13,0,0,0,0	ok
-1.385772	-37.134269	4345	13,0,0,0,0	ok
-1.383768	-37.134269	4345	13,0,0,0,0	ok
-1.381764	-37.134269	4345	13,0,0,0,0	ok
-1.379760	-37.134269	4345	13,0,0,0,0	ok
-1.377756	-37.134269	4345	13,0,0,0,0	ok
-1.375752	-37.134269	4345	13,0,0,0,0	ok
-1.373747	-37.134269	4345	13,0,0,0,0	ok
-1.371743	-37.134269	4345	13,0,0,0,0	ok
-1.369739	-37.134269	4345	13,0,0,0,0	ok
-1.367735	-37.134269	4345	13,0,0,0,0	ok
-1.365731	-37.134269	4345	13,0,0,0,0	ok
-1.363727	-37.134269	4345	13,0,0,0,0	ok
-1.361723	-37.134269	4345	13,0,0,0,0	ok
-1.359719	-37.134269	4345	13,0,0,0,0	ok
-1.357715	-37.134269	4345	13,0,0,0,0	ok
-1.355711	-37.134269	4345	13,0,0,0,0	ok
-1.353707	-37.134269	4345	13,0,0,0,0	ok
-1.351703	-37.134269	4345	13,0,0,0,0	ok
-1.349699	-37.134269	4345	13,0,0,0,0	ok
-1.347695	-37.134269	4345	13,0,0,0,0	ok
-1.345691	-37.134269	4345	13,0,0,0,0	ok
-1.343687	-37.134269	4345	13,0,0,0,0	ok
-1.341683	-37.134269	4345	13,0,0,0,0	ok
-1.339679	-37.134269	4345	13,0,0,0,0	ok
-1.337675	-37.134269	4345	13,0,0,0,0	ok
-1.335671	-37.134269	4345	13,0,0,0,0	ok
-1.333667	-37.134269	4345	13,0,0,0,0	ok
-1.331663	-37.134269	4345	13,0,0,0,0	ok
-1.329659	-37.134269	4345	13,0,0,0,0	ok
-1.327655	-37.134269	4345	13,0,0,0,0	ok
-1.325651	-37.134269	4345	13,0,0,0,0	ok
-1.323647	-37.134269	4345	13,0,0,0,0	ok
-1.321643	-37.134269	4345	13,0,0,0,0	ok
-1.319639	-37.134269	4345	13,0,0,0,0	ok
-1.317635	-37.134269	4345	13,0,0,0,0	ok
-1.315631	-37.134269	4345	13,0,0,0,0	ok
-1.313627	-37.134269	4345	13,0,0,0,0	ok
-1.311623	-37.134269	4345	13,0,0,0,0	ok
-1.309619	-37.134269	4345	13,0,0,0,0	ok
-1.307615	-37.134269	4345	13,0,0,0,0	ok
-1.305611	-37.134269	4345	13,0,0,0,0	ok
-1.303607	-37.134269	4345	13,0,0,0,0	ok
-1.301603	-37.134269	4345	13,0,0,0,0	ok
-1.299599	-37.134269	4345	13,0,0,0,0	ok
-1.297595	-37.134269	4345	13,0,0,0,0	ok
-1.295591	-37.134269	4253	-13,0,0,0,0	ok
-1.293587	-37.134269	4253	-13,0,0,0,0	ok
-1.291583	-37.134269	4253	-13,0,0,0,0	ok
-1.289579	-37.134269	4253	-13,0,0,0,0	ok
-1.287575	-37.134269	4253	-13,0,0,0,0	ok
-1.285571	-37.134269	4253	-13,0,0,0,0	ok
-1.283567	-37.134269	4253	-13,0,0,0,0	ok
-1.281563	-37.134269	4253	-13,0,0,0,0	ok
-1.279559	-37.134269	4253	-13,0,0,0,0	ok
-1.277555	-37.134269	4253	-13,0,0,0,0	ok
-1.275551	-37.134269	4253	-13,0,0,0,0	ok
-1.273547	-37.134269	4253	-13,0,0,0,0	ok
-1.271543	-37.134269	4253	-13,0,0,0,0	ok
-1.269539	-37.134269	4253	-13,0,0,0,0	ok
-1.267535	-37.134269	4253	-13,0,0,0,0	ok
-1.265531	-37.134269	4253	-13,0,0,0,0	ok
-1.263527	-37.134269	4253	-13,0,0,0,0	ok
-1.261523	-37.134269	4253	-13,0,0,0,0	ok
-1.259519	-37.134269	4253	-13,0,0,0,0	ok
-1.257515	-37.134269	4253	-13,0,0,0,0	ok
-1.255511	-37.134269	4253	-13,0,0,0,0	ok
-1.253507	-37.134269	4253	-13,0,0,0,0	ok
-1.251503	-37.134269	4253	-13,0,0,0,0	ok
-1.249499	-37.134269	4253	-13,0,0,0,0	ok
-1.247495	-37.134269	4253	-13,0,0,0,0	ok
-1.245491	-37.134269	4253	-13,0,0,0,0	ok
-1.243487	-37.134269	4253	-13,0,0,0,0	ok
-1.241483	-37.134269	4253	-13,0,0,0,0	ok
-1.239479	-37.134269	4253	-13,0,0,0,0	ok
-1.237475	-37.134269	66720935040566216	-13,0,0,0,-1,1	ok
-1.235471	-37.134269	525252641	-13,0,0,0,-1,0	ok
-1.233467	-37.134269	44930435	-13,0,0,0,1	ok
-1.231463	-37.134269	44930435	-13,0,0,0,1	ok
-1.229459	-37.134269	12487840458503	-13,0,0,0,2	ok
-1.227455	-37.134269	721722691669507514591	-13,0,0,0,4	ok
-1.225451	-37.134269	150058479988766905673341702952687378	-13,0,0,0,12	ok
-1.223447	-37.134269	705835359428	-13,0,0,-1,1,0	ok
-1.221443	-37.134269	24820922585	-13,0,0,-1,0,-1	ok
-1.219439	-37.134269	27435503	-13,0,0,-1,0,0	ok
-1.217435	-37.134269	613253	-13,0,0,1,0	ok
-1.215431	-37.134269	2594628641	-13,0,0,1,1	ok
-1.213427	-37.134269	168590678	-13,0,0,-2,-1	ok
-1.211423	-37.134269	83675882216	-13,0,0,2,1	ok
-1.209419	-37.134269	46633816478	-13,0,0,-4,0	ok
-1.207415	-37.134269	32491322257272491	-13,0,0,10	ok
-1.205411	-37.134269	1993171563414346928	-13,0,0,12,-1	ok
-1.203407	-37.134269	4255455300506	-13,0,-1,-6	ok
-1.201403	-37.134269	43641128	-13,0,-1,-1,0,0	ok
-1.199399	-37.134269	45649323038003	-13,0,-1,0,-2,0	ok
-1.197395	-37.134269	10706	-13,0,-1,0,0	ok
-1.195391	-37.134269	10706	-13,0,-1,0,0	ok
-1.193387	-37.134269	516611	-13,0,1,0,-1	ok
-1.191383	-37.134269	42351647223937146721937084357254535	-13,0,1,-1,-12	ok
-1.189379	-37.134269	24524812631	-13,0,1,-2,1	ok
-1.187375	-37.134269	577384349330255456	-13,0,1,12	ok
-1.185371	-37.134269	73895089441394378	-13,0,-2,0,-1,1	ok
-1.183367	-37.134269	53928572949710	-13,0,2,-1,2	ok
-1.181363	-37.134269	42377674405051513992684736366147553	-13,0,-3,-1,-12	ok
