delta_x	delta_ca	gamma_encoding	gamma_scs	status
-1.500000	-39.038076	4532	14,0,0,0,0	ok
-1.497996	-39.038076	4532	14,0,0,0,0	ok
-1.495992	-39.038076	4532	14,0,0,0,0	ok
-1.493988	-39.038076	4532	14,0,0,0,0	ok
-1.491984	-39.038076	4532	14,0,0,0,0	ok
-1.489980	-39.038076	4532	14,0,0,0,0	ok
-1.487976	-39.038076	4532	14,0,0,0,0	ok
-1.485972	-39.038076	4532	14,0,0,0,0	ok
-1.483968	-39.038076	4532	14,0,0,0,0	ok
-1.481964	-39.038076	4532	14,0,0,0,0	ok
-1.479960	-39.038076	4532	14,0,0,0,0	ok
-1.477956	-39.038076	4532	14,0,0,0,0	ok
-1.475952	-39.038076	4532	14,0,0,0,0	ok
-1.473948	-39.038076	4532	14,0,0,0,0	ok
-1.471944	-39.038076	4532	14,0,0,0,0	ok
-1.469940	-39.038076	4532	14,0,0,0,0	ok
-1.467936	-39.038076	4532	14,0,0,0,0	ok
-1.465932	-39.038076	4532	14,0,0,0,0	ok
-1.463928	-39.038076	4532	14,0,0,0,0	ok
-1.461924	-39.038076	4532	14,0,0,0,0	ok
-1.459920	-39.038076	4532	14,0,0,0,0	ok
-1.457916	-39.038076	4532	14,0,0,0,0	ok
-1.455912	-39.038076	4532	14,0,0,0,0	ok
-1.453908	-39.038076	4532	14,0,0,0,0	ok
-1.451904	-39.038076	4532	14,0,0,0,0	ok
-1.449900	-39.038076	4532	14,0,0,0,0	ok
-1.447896	-39.038076	4532	14,0,0,0,0	ok
-1.445892	-39.038076	4532	14,0,0,0,0	ok
-1.443888	-39.038076	4532	14,0,0,0,0	ok
-1.441884	-39.038076	4532	14,0,0,0,0	ok
-1.439880	-39.038076	4532	14,0,0,0,0	ok
-1.437876	-39.038076	4532	14,0,0,0,0	ok
-1.435872	-39.038076	4532	14,0,0,0,0	ok
-1.433868	-39.038076	4532	14,0,0,0,0	ok
-1.431864	-39.038076	4532	14,0,0,0,0	ok
-1.429860	-39.038076	4532	14,0,0,0,0	ok
-1.427856	-39.038076	4532	14,0,0,0,0	ok
-1.425852	-39.038076	4532	14,0,0,0,0	ok
-1.423848	-39.038076	4532	14,0,0,0,0	ok
-1.421844	-39.038076	4532	14,0,0,0,0	ok
-1.419840	-39.038076	4532	14,0,0,0,0	ok
-1.417836	-39.038076	4532	14,0,0,0,0	ok
-1.415832	-39.038076	4532	14,0,0,0,0	ok
-1.413828	-39.038076	4532	14,0,0,0,0	ok
-1.411824	-39.038076	4532	14,0,0,0,0	ok
-1.409820	-39.038076	4532	14,0,0,0,0	ok
-1.407816	-39.038076	4532	14,0,0,0,0	ok
-1.405812	-39.038076	4532	14,0,0,0,0	ok
-1.403808	-39.038076	4532	14,0,0,0,0	ok
-1.401804	-39.038076	4532	14,0,0,0,0	ok
-1.399800	-39.038076	4532	14,0,0,0,0	ok
-1.397796	-39.038076	4532	14,0,0,0,0	ok
-1.395792	-39.038076	4532	14,0,0,0,0	ok
-1.393788	-39.038076	4532	14,0,0,0,0	ok
-1.391784	-39.038076	4532	14,0,0,0,0	ok
-1.389780	-39.038076	4532	14,0,0,0,0	ok
-1.387776	-39.038076	4532	14,0,0,0,0	ok
-1.385772	-39.038076	4532	14,0,0,0,0	ok
-1.383768	-39.038076	4532	14,0,0,0,0	ok
-1.381764	-39.038076	4532	14,0,0,0,0	ok
-1.379760	-39.038076	4532	14,0,0,0,0	ok
-1.377756	-39.038076	4532	14,0,0,0,0	ok
-1.375752	-39.038076	4532	14,0,0,0,0	ok
-1.373747	-39.038076	4532	14,0,0,0,0	ok
-1.371743	-39.038076	4532	14,0,0,0,0	ok
-1.369739	-39.038076	4532	14,0,0,0,0	ok
-1.367735	-39.038076	4532	14,0,0,0,0	ok
-1.365731	-39.038076	4532	14,0,0,0,0	ok
-1.363727	-39.038076	4532	14,0,0,0,0	ok
-1.361723	-39.038076	4532	14,0,0,0,0	ok
-1.359719	-39.038076	4532	14,0,0,0,0	ok
-1.357715	-39.038076	4532	14,0,0,0,0	ok
-1.355711	-39.038076	4532	14,0,0,0,0	ok
-1.353707	-39.038076	4532	14,0,0,0,0	ok
-1.351703	-39.038076	4532	14,0,0,0,0	ok
-1.349699	-39.038076	4532	14,0,0,0,0	ok
-1.347695	-39.038076	4532	14,0,0,0,0	ok
-1.345691	-39.038076	4532	14,0,0,0,0	ok
-1.343687	-39.038076	4532	14,0,0,0,0	ok
-1.341683	-39.038076	4532	14,0,0,0,0	ok
-1.339679	-39.038076	4532	14,0,0,0,0	ok
-1.337675	-39.038076	4532	14,0,0,0,0	ok
-1.335671	-39.038076	4532	14,0,0,0,0	ok
-1.333667	-39.038076	4532	14,0,0,0,0	ok
-1.331663	-39.038076	4532	14,0,0,0,0	ok
-1.329659	-39.038076	4532	14,0,0,0,0	ok
-1.327655	-39.038076	4532	14,0,0,0,0	ok
-1.325651	-39.038076	4532	14,0,0,0,0	ok
-1.323647	-39.038076	4532	14,0,0,0,0	ok
-1.321643	-39.038076	4532	14,0,0,0,0	ok
-1.319639	-39.038076	2659944	-14,0,0,0,0,0	ok
-1.317635	-39.038076	2659944	-14,0,0,0,0,0	ok
-1.315631	-39.038076	2659944	-14,0,0,0,0,0	ok
-1.313627	-39.038076	2659944	-14,0,0,0,0,0	ok
-1.311623	-39.038076	2659944	-14,0,0,0,0,0	ok
-1.309619	-39.038076	2659944	-14,0,0,0,0,0	ok
-1.307615	-39.038076	2659944	-14,0,0,0,0,0	ok
-1.305611	-39.038076	2659944	-14,0,0,0,0,0	ok
-1.303607	-39.038076	2659944	-14,0,0,0,0,0	ok
-1.301603	-39.038076	2659944	-14,0,0,0,0,0	ok
-1.299599	-39.038076	2659944	-14,0,0,0,0,0	ok
-1.297595	-39.038076	2659944	-14,0,0,0,0,0	ok
-1.295591	-39.038076	2659944	-14,0,0,0,0,0	ok
-1.293587	-39.038076	2659944	-14,0,0,0,0,0	ok
-1.291583	-39.038076	2659944	-14,0,0,0,0,0	ok
-1.289579	-39.038076	2659944	-14,0,0,0,0,0	ok
-1.287575	-39.038076	2659944	-14,0,0,0,0,0	ok
-1.285571	-39.038076	2659944	-14,0,0,0,0,0	ok
-1.283567	-39.038076	2659944	-14,0,0,0,0,0	ok
-1.281563	-39.038076	2659944	-14,0,0,0,0,0	ok
-1.279559	-39.038076	2659944	-14,0,0,0,0,0	ok
-1.277555	-39.038076	2659944	-14,0,0,0,0,0	ok
-1.275551	-39.038076	2659944	-14,0,0,0,0,0	ok
-1.273547	-39.038076	2659944	-14,0,0,0,0,0	ok
-1.271543	-39.038076	2659944	-14,0,0,0,0,0	ok
-1.269539	-39.038076	4438	-14,0,0,0,0	ok
-1.267535	-39.038076	4540520838	-14,0,0,0,0,-1	ok
-1.265531	-39.038076	4438	-14,0,0,0,0	ok
-1.263527	-39.038076	107389	-14,0,0,0,-1	ok
-1.261523	-39.038076	525317464	-14,0,0,0,-1,0	ok
-1.259519	-39.038076	44949394	-14,0,0,0,1	ok
-1.257515	-39.038076	44949394	-14,0,0,0,1	ok
-1.255511	-39.038076	1043827719007780571004306964	-14,0,0,0,-7	ok
-1.253507	-39.038076	2995388789394	-14,0,0,-1,-1,-1	ok
-1.251503	-39.038076	27450318	-14,0,0,-1,0,0	ok
-1.249499	-39.038076	615468	-14,0,0,1,0	ok
-1.247495	-39.038076	615468	-14,0,0,1,0	ok
-1.245491	-39.038076	15830343118	-14,0,0,-2,1	ok
-1.243487	-39.038076	69185118144	-14,0,0,-3,0,0	ok
-1.241483	-39.038076	451401537693	-14,0,-1,-3,1	ok
-1.239479	-39.038076	2536721720243859	-14,0,-1,-1,0,1	ok
-1.237475	-39.038076	69041317780141813	-14,0,-1,0,-1,1	ok
-1.235471	-39.038076	4834468	-14,0,-1,0,0,0	ok
-1.233467	-39.038076	4834468	-14,0,-1,0,0,0	ok
-1.231463	-39.038076	28414	-14,0,1,0,0	ok
-1.229459	-39.038076	106047739	-14,0,1,0,1	ok
-1.227455	-39.038076	4457898649	-14,0,1,1,1	ok
-1.225451	-39.038076	14496393	-14,0,-2,0,0,0	ok
-1.223447	-39.038076	7417559073	-14,0,2,1,1	ok
