delta_x	delta_ca	gamma_encoding	gamma_scs	status
-1.500000	-38.987976	4532	14,0,0,0,0	ok
-1.497996	-38.987976	4532	14,0,0,0,0	ok
-1.495992	-38.987976	4532	14,0,0,0,0	ok
-1.493988	-38.987976	4532	14,0,0,0,0	ok
-1.491984	-38.987976	4532	14,0,0,0,0	ok
-1.489980	-38.987976	4532	14,0,0,0,0	ok
-1.487976	-38.987976	4532	14,0,0,0,0	ok
-1.485972	-38.987976	4532	14,0,0,0,0	ok
-1.483968	-38.987976	4532	14,0,0,0,0	ok
-1.481964	-38.987976	4532	14,0,0,0,0	ok
-1.479960	-38.987976	4532	14,0,0,0,0	ok
-1.477956	-38.987976	4532	14,0,0,0,0	ok
-1.475952	-38.987976	4532	14,0,0,0,0	ok
-1.473948	-38.987976	4532	14,0,0,0,0	ok
-1.471944	-38.987976	4532	14,0,0,0,0	ok
-1.469940	-38.987976	4532	14,0,0,0,0	ok
-1.467936	-38.987976	4532	14,0,0,0,0	ok
-1.465932	-38.987976	4532	14,0,0,0,0	ok
-1.463928	-38.987976	4532	14,0,0,0,0	ok
-1.461924	-38.987976	4532	14,0,0,0,0	ok
-1.459920	-38.987976	4532	14,0,0,0,0	ok
-1.457916	-38.987976	4532	14,0,0,0,0	ok
-1.455912	-38.987976	4532	14,0,0,0,0	ok
-1.453908	-38.987976	4532	14,0,0,0,0	ok
-1.451904	-38.987976	4532	14,0,0,0,0	ok
-1.449900	-38.987976	4532	14,0,0,0,0	ok
-1.447896	-38.987976	4532	14,0,0,0,0	ok
-1.445892	-38.987976	4532	14,0,0,0,0	ok
-1.443888	-38.987976	4532	14,0,0,0,0	ok
-1.441884	-38.987976	4532	14,0,0,0,0	ok
-1.439880	-38.987976	4532	14,0,0,0,0	ok
-1.437876	-38.987976	4532	14,0,0,0,0	ok
-1.435872	-38.987976	4532	14,0,0,0,0	ok
-1.433868	-38.987976	4532	14,0,0,0,0	ok
-1.431864	-38.987976	4532	14,0,0,0,0	ok
-1.429860	-38.987976	4532	14,0,0,0,0	ok
-1.427856	-38.987976	4532	14,0,0,0,0	ok
-1.425852	-38.987976	4532	14,0,0,0,0	ok
-1.423848	-38.987976	4532	14,0,0,0,0	ok
-1.421844	-38.987976	4532	14,0,0,0,0	ok
-1.419840	-38.987976	4532	14,0,0,0,0	ok
-1.417836	-38.987976	4532	14,0,0,0,0	ok
-1.415832	-38.987976	4532	14,0,0,0,0	ok
-1.413828	-38.987976	4532	14,0,0,0,0	ok
-1.411824	-38.987976	4532	14,0,0,0,0	ok
-1.409820	-38.987976	4532	14,0,0,0,0	ok
-1.407816	-38.987976	4532	14,0,0,0,0	ok
-1.405812	-38.987976	4532	14,0,0,0,0	ok
-1.403808	-38.987976	4532	14,0,0,0,0	ok
-1.401804	-38.987976	4532	14,0,0,0,0	ok
-1.399800	-38.987976	4532	14,0,0,0,0	ok
-1.397796	-38.987976	4532	14,0,0,0,0	ok
-1.395792	-38.987976	4532	14,0,0,0,0	ok
-1.393788	-38.987976	4532	14,0,0,0,0	ok
-1.391784	-38.987976	4532	14,0,0,0,0	ok
-1.389780	-38.987976	4532	14,0,0,0,0	ok
-1.387776	-38.987976	4532	14,0,0,0,0	ok
-1.385772	-38.987976	4532	14,0,0,0,0	ok
-1.383768	-38.987976	4532	14,0,0,0,0	ok
-1.381764	-38.987976	4532	14,0,0,0,0	ok
-1.379760	-38.987976	4532	14,0,0,0,0	ok
-1.377756	-38.987976	4532	14,0,0,0,0	ok
-1.375752	-38.987976	4532	14,0,0,0,0	ok
-1.373747	-38.987976	4532	14,0,0,0,0	ok
-1.371743	-38.987976	4532	14,0,0,0,0	ok
-1.369739	-38.987976	4532	14,0,0,0,0	ok
-1.367735	-38.987976	4532	14,0,0,0,0	ok
-1.365731	-38.987976	4532	14,0,0,0,0	ok
-1.363727	-38.987976	4532	14,0,0,0,0	ok
-1.361723	-38.987976	4532	14,0,0,0,0	ok
-1.359719	-38.987976	4532	14,0,0,0,0	ok
-1.357715	-38.987976	4532	14,0,0,0,0	ok
-1.355711	-38.987976	4532	14,0,0,0,0	ok
-1.353707	-38.987976	4532	14,0,0,0,0	ok
-1.351703	-38.987976	4532	14,0,0,0,0	ok
-1.349699	-38.987976	4532	14,0,0,0,0	ok
-1.347695	-38.987976	4532	14,0,0,0,0	ok
-1.345691	-38.987976	4532	14,0,0,0,0	ok
-1.343687	-38.987976	4532	14,0,0,0,0	ok
-1.341683	-38.987976	4532	14,0,0,0,0	ok
-1.339679	-38.987976	4532	14,0,0,0,0	ok
-1.337675	-38.987976	4532	14,0,0,0,0	ok
-1.335671	-38.987976	4532	14,0,0,0,0	ok
-1.333667	-38.987976	4532	14,0,0,0,0	ok
-1.331663	-38.987976	4532	14,0,0,0,0	ok
-1.329659	-38.987976	2659944	-14,0,0,0,0,0	ok
-1.327655	-38.987976	2659944	-14,0,0,0,0,0	ok
-1.325651	-38.987976	2659944	-14,0,0,0,0,0	ok
-1.323647	-38.987976	2659944	-14,0,0,0,0,0	ok
-1.321643	-38.987976	2659944	-14,0,0,0,0,0	ok
-1.319639	-38.987976	2659944	-14,0,0,0,0,0	ok
-1.317635	-38.987976	2659944	-14,0,0,0,0,0	ok
-1.315631	-38.987976	2659944	-14,0,0,0,0,0	ok
-1.313627	-38.987976	2659944	-14,0,0,0,0,0	ok
-1.311623	-38.987976	2659944	-14,0,0,0,0,0	ok
-1.309619	-38.987976	2659944	-14,0,0,0,0,0	ok
-1.307615	-38.987976	2659944	-14,0,0,0,0,0	ok
-1.305611	-38.987976	2659944	-14,0,0,0,0,0	ok
-1.303607	-38.987976	2659944	-14,0,0,0,0,0	ok
-1.301603	-38.987976	2659944	-14,0,0,0,0,0	ok
-1.299599	-38.987976	2659944	-14,0,0,0,0,0	ok
-1.297595	-38.987976	2659944	-14,0,0,0,0,0	ok
-1.295591	-38.987976	2659944	-14,0,0,0,0,0	ok
-1.293587	-38.987976	2659944	-14,0,0,0,0,0	ok
-1.291583	-38.987976	2659944	-14,0,0,0,0,0	ok
-1.289579	-38.987976	2659944	-14,0,0,0,0,0	ok
-1.287575	-38.987976	2659944	-14,0,0,0,0,0	ok
-1.285571	-38.987976	2659944	-14,0,0,0,0,0	ok
-1.283567	-38.987976	2659944	-14,0,0,0,0,0	ok
-1.281563	-38.987976	2659944	-14,0,0,0,0,0	ok
-1.279559	-38.987976	2659944	-14,0,0,0,0,0	ok
-1.277555	-38.987976	4438	-14,0,0,0,0	ok
-1.275551	-38.987976	4438	-14,0,0,0,0	ok
-1.273547	-38.987976	4438	-14,0,0,0,0	ok
-1.271543	-38.987976	4438	-14,0,0,0,0	ok
-1.269539	-38.987976	525317464	-14,0,0,0,-1,0	ok
-1.267535	-38.987976	44949394	-14,0,0,0,1	ok
-1.265531	-38.987976	44949394	-14,0,0,0,1	ok
-1.263527	-38.987976	274761576266514589	-14,0,0,0,3	ok
-1.261523	-38.987976	3449191069	-14,0,0,-1,-1,0	ok
-1.259519	-38.987976	27450318	-14,0,0,-1,0,0	ok
-1.257515	-38.987976	615468	-14,0,0,1,0	ok
-1.255511	-38.987976	615468	-14,0,0,1,0	ok
-1.253507	-38.987976	100758522844	-14,0,0,-2,-1,0	ok
-1.251503	-38.987976	56939457043	-14,0,0,3,-1	ok
-1.249499	-38.987976	119930143334149	-14,0,-1,1,2	ok
-1.247495	-38.987976	1098163306867365256618	-14,0,-1,0,-4,0	ok
-1.245491	-38.987976	10999	-14,0,-1,0,0	ok
-1.243487	-38.987976	4834468	-14,0,-1,0,0,0	ok
-1.241483	-38.987976	28414	-14,0,1,0,0	ok
-1.239479	-38.987976	28414	-14,0,1,0,0	ok
-1.237475	-38.987976	202029592969	-14,0,1,-1,-2	ok
-1.235471	-38.987976	82572148983	-14,0,-2,-4,0	ok
-1.233467	-38.987976	173728	-14,0,2,0,0	ok
-1.231463	-38.987976	7104538	-14,0,3,0,-1	ok
-1.229459	-38.987976	2020858498	-14,0,-12,0,0	ok
-1.227455	-38.987976	2220751	-14,-1,2,0,-1	ok
-1.225451	-38.987976	33384	-14,-1,1,0,0	ok
-1.223447	-38.987976	12995617489723324	-14,-1,-1,-2,0,1	ok
-1.221443	-38.987976	667563	-14,-1,0,1,0	ok
-1.219439	-38.987976	41965327235001	-14,-1,0,0,-2,0	ok
-1.217435	-38.987976	5538	-14,-1,0,0,0	ok
-1.215431	-38.987976	2816724	-14,-1,0,0,0,0	ok
-1.213427	-38.987976	2816724	-14,-1,0,0,0,0	ok
-1.211423	-38.987976	6876	-14,1,0,0,0	ok
-1.209419	-38.987976	136476	-14,1,0,0,-1	ok
-1.207415	-38.987976	53274	-14,1,0,-1,0	ok
-1.205411	-38.987976	1034164924822405476	-14,1,0,-13	ok
-1.203407	-38.987976	39033	-14,1,1,0,0	ok
-1.201403	-38.987976	24833601	-14,1,-3,-1,-1	ok
-1.199399	-38.987976	5599504	-14,-2,-1,0,0,0	ok
-1.197395	-38.987976	8488	-14,-2,0,0,0	ok
-1.195391	-38.987976	31503135528	-14,2,0,0,-2	ok
-1.193387	-38.987976	29265048	-14,2,1,-2,0	ok
-1.191383	-38.987976	12693	-14,-3,0,0,0	ok
-1.189379	-38.987976	190009	-14,-4,1,1	ok
-1.187375	-38.987976	68238	-14,5,0,1	ok
-1.185371	-38.987976	966482568	-14,-10,0,3	ok
-1.183367	-38.987976	34117903	-14,12,1,2	ok
-1.181363	-38.987976	109251	-14,13,0,0	ok
-1.179359	-38.987976	140159	13,13,-1,0	ok
-1.177355	-38.987976	15492935	13,13,0,2	ok
-1.175351	-38.987976	158177	13,13,0,-1	ok
-1.173347	-38.987976	108785	13,13,0,0	ok
-1.171343	-38.987976	95677	13,-13,0,0	ok
-1.169339	-38.987976	223420	13,-13,0,0,0	ok
-1.167335	-38.987976	549643564	13,-13,0,-1,1	ok
-1.165331	-38.987976	6761551515104977	13,-13,-1,9	ok
-1.163327	-38.987976	449800	13,-13,2,0	ok
-1.161323	-38.987976	762978490	13,12,11	ok
-1.159319	-38.987976	249545	13,12,-2,0	ok
-1.157315	-38.987976	109720	13,12,-1,0	ok
-1.155311	-38.987976	14362094	13,12,0,2	ok
-1.153307	-38.987976	83819	13,12,0,0	ok
-1.151303	-38.987976	73127	13,-12,0,0	ok
-1.149299	-38.987976	17940820574	13,-12,2,-4	ok
-1.147295	-38.987976	2381293540	13,11,-2,3	ok
-1.145291	-38.987976	96994	13,11,0,-1	ok
-1.143287	-38.987976	283395937207517552	13,-11,0,-12	ok
-1.141283	-38.987976	644654	13,10,1,1	ok
-1.139279	-38.987976	701494	13,-10,0,0,-1	ok
-1.137275	-38.987976	16747552	13,9,-2,-1,-1	ok
-1.135271	-38.987976	29135	13,-9,0,0	ok
-1.133267	-38.987976	113500	13,8,1,-1	ok
-1.131263	-38.987976	3298570	13,-8,0,-1,-1	ok
-1.129259	-38.987976	76610	13,7,-2,0	ok
-1.127255	-38.987976	49429	13,-7,0,0,0	ok
-1.125251	-38.987976	27346684	13,-7,-7,0	ok
-1.123246	-38.987976	30355	13,6,1,0	ok
-1.121242	-38.987976	349840	13,-6,0,0,-1	ok
-1.119238	-38.987976	1906555331527735052	13,-6,0,13	ok
-1.117234	-38.987976	2207635102	13,5,-13,0	ok
-1.115230	-38.987976	1565900677	13,5,1,3	ok
-1.113226	-38.987976	6446063170	13,5,0,-4	ok
-1.111222	-38.987976	26080	13,-5,0,0,0	ok
-1.109218	-38.987976	2387360503915	13,-5,0,-2,-2	ok
-1.107214	-38.987976	1994054863659511564	13,-5,1,13	ok
-1.105210	-38.987976	2159723477	13,4,-13,0	ok
-1.103206	-38.987976	172004852	13,4,-4,2	ok
-1.101202	-38.987976	190563977	13,4,1,-3	ok
-1.099198	-38.987976	2071604	13,4,-1,1,0	ok
-1.097194	-38.987976	555959	13,4,0,-2	ok
-1.095190	-38.987976	3715	13,-4,0,0	ok
-1.093186	-38.987976	3715	13,-4,0,0	ok
-1.091182	-38.987976	130096489	13,-4,0,2,0	ok
-1.089178	-38.987976	15025	13,-4,-1,-1	ok
-1.087174	-38.987976	169045	13,-4,-2,0,0	ok
-1.085170	-38.987976	2136062815	13,-4,-13,0	ok
-1.083166	-38.987976	2112597475	13,3,-13,0	ok
-1.081162	-38.987976	1147995460	13,3,-12,0	ok
-1.079158	-38.987976	8851502	13,3,-4,-1,0	ok
-1.077154	-38.987976	150949	13,3,-2,0,0	ok
-1.075150	-38.987976	169627	13,3,1,1	ok
-1.073146	-38.987976	81172885	13,3,-1,0,1	ok
-1.071142	-38.987976	1905945253355081927	13,3,0,13	ok
-1.069138	-38.987976	808321502	13,3,0,3	ok
-1.067134	-38.987976	80174	13,-3,0,-1,0	ok
-1.065130	-38.987976	2252	13,-3,0,0	ok
-1.063126	-38.987976	5024	13,-3,0,-1	ok
-1.061122	-38.987976	618615099560	13,-3,0,1,-2	ok
-1.059118	-38.987976	69102116995324124	13,-3,0,-11	ok
-1.057114	-38.987976	58054429352	13,-3,-1,-4,0	ok
-1.055110	-38.987976	79172210	13,-3,-1,0,1	ok
-1.053106	-38.987976	18695	13,-3,-2,0	ok
-1.051102	-38.987976	954080377	13,-3,-6,-2,0	ok
-1.049098	-38.987976	2089326377	13,-3,-13,0	ok
-1.047094	-38.987976	2762362930	13,2,13,0	ok
