delta_x	delta_ca	gamma_encoding	gamma_scs	status
-1.500000	-37.585170	4345	13,0,0,0,0	ok
-1.497996	-37.585170	4345	13,0,0,0,0	ok
-1.495992	-37.585170	4345	13,0,0,0,0	ok
-1.493988	-37.585170	4345	13,0,0,0,0	ok
-1.491984	-37.585170	4345	13,0,0,0,0	ok
-1.489980	-37.585170	4345	13,0,0,0,0	ok
-1.487976	-37.585170	4345	13,0,0,0,0	ok
-1.485972	-37.585170	4345	13,0,0,0,0	ok
-1.483968	-37.585170	4345	13,0,0,0,0	ok
-1.481964	-37.585170	4345	13,0,0,0,0	ok
-1.479960	-37.585170	4345	13,0,0,0,0	ok
-1.477956	-37.585170	4345	13,0,0,0,0	ok
-1.475952	-37.585170	4345	13,0,0,0,0	ok
-1.473948	-37.585170	4345	13,0,0,0,0	ok
-1.471944	-37.585170	4345	13,0,0,0,0	ok
-1.469940	-37.585170	4345	13,0,0,0,0	ok
-1.467936	-37.585170	4345	13,0,0,0,0	ok
-1.465932	-37.585170	4345	13,0,0,0,0	ok
-1.463928	-37.585170	4345	13,0,0,0,0	ok
-1.461924	-37.585170	4345	13,0,0,0,0	ok
-1.459920	-37.585170	4345	13,0,0,0,0	ok
-1.457916	-37.585170	4345	13,0,0,0,0	ok
-1.455912	-37.585170	4345	13,0,0,0,0	ok
-1.453908	-37.585170	4345	13,0,0,0,0	ok
-1.451904	-37.585170	4345	13,0,0,0,0	ok
-1.449900	-37.585170	4345	13,0,0,0,0	ok
-1.447896	-37.585170	4345	13,0,0,0,0	ok
-1.445892	-37.585170	4345	13,0,0,0,0	ok
-1.443888	-37.585170	4345	13,0,0,0,0	ok
-1.441884	-37.585170	4345	13,0,0,0,0	ok
-1.439880	-37.585170	4345	13,0,0,0,0	ok
-1.437876	-37.585170	4345	13,0,0,0,0	ok
-1.435872	-37.585170	4345	13,0,0,0,0	ok
-1.433868	-37.585170	4345	13,0,0,0,0	ok
-1.431864	-37.585170	4345	13,0,0,0,0	ok
-1.429860	-37.585170	4345	13,0,0,0,0	ok
-1.427856	-37.585170	4345	13,0,0,0,0	ok
-1.425852	-37.585170	4345	13,0,0,0,0	ok
-1.423848	-37.585170	4345	13,0,0,0,0	ok
-1.421844	-37.585170	4345	13,0,0,0,0	ok
-1.419840	-37.585170	4345	13,0,0,0,0	ok
-1.417836	-37.585170	4345	13,0,0,0,0	ok
-1.415832	-37.585170	4345	13,0,0,0,0	ok
-1.413828	-37.585170	4345	13,0,0,0,0	ok
-1.411824	-37.585170	4345	13,0,0,0,0	ok
-1.409820	-37.585170	4345	13,0,0,0,0	ok
-1.407816	-37.585170	4345	13,0,0,0,0	ok
-1.405812	-37.585170	4345	13,0,0,0,0	ok
-1.403808	-37.585170	4345	13,0,0,0,0	ok
-1.401804	-37.585170	4345	13,0,0,0,0	ok
-1.399800	-37.585170	4345	13,0,0,0,0	ok
-1.397796	-37.585170	4345	13,0,0,0,0	ok
-1.395792	-37.585170	4345	13,0,0,0,0	ok
-1.393788	-37.585170	4345	13,0,0,0,0	ok
-1.391784	-37.585170	4345	13,0,0,0,0	ok
-1.389780	-37.585170	4345	13,0,0,0,0	ok
-1.387776	-37.585170	4345	13,0,0,0,0	ok
-1.385772	-37.585170	4345	13,0,0,0,0	ok
-1.383768	-37.585170	4345	13,0,0,0,0	ok
-1.381764	-37.585170	4345	13,0,0,0,0	ok
-1.379760	-37.585170	4345	13,0,0,0,0	ok
-1.377756	-37.585170	4345	13,0,0,0,0	ok
-1.375752	-37.585170	4345	13,0,0,0,0	ok
-1.373747	-37.585170	4345	13,0,0,0,0	ok
-1.371743	-37.585170	4345	13,0,0,0,0	ok
-1.369739	-37.585170	4345	13,0,0,0,0	ok
-1.367735	-37.585170	4345	13,0,0,0,0	ok
-1.365731	-37.585170	4345	13,0,0,0,0	ok
-1.363727	-37.585170	4345	13,0,0,0,0	ok
-1.361723	-37.585170	4345	13,0,0,0,0	ok
-1.359719	-37.585170	4345	13,0,0,0,0	ok
-1.357715	-37.585170	4345	13,0,0,0,0	ok
-1.355711	-37.585170	106927	13,0,0,0,-1	ok
-1.353707	-37.585170	106927	13,0,0,0,-1	ok
-1.351703	-37.585170	106927	13,0,0,0,-1	ok
-1.349699	-37.585170	106927	13,0,0,0,-1	ok
-1.347695	-37.585170	106927	13,0,0,0,-1	ok
-1.345691	-37.585170	44939914	13,0,0,0,1	ok
-1.343687	-37.585170	44939914	13,0,0,0,1	ok
-1.341683	-37.585170	44939914	13,0,0,0,1	ok
-1.339679	-37.585170	44939914	13,0,0,0,1	ok
-1.337675	-37.585170	44939914	13,0,0,0,1	ok
-1.335671	-37.585170	44939914	13,0,0,0,1	ok
-1.333667	-37.585170	30798517552	13,0,0,0,-2	ok
-1.331663	-37.585170	12487845456070	13,0,0,0,2	ok
-1.329659	-37.585170	12487845456070	13,0,0,0,2	ok
-1.327655	-37.585170	17523674227768445539	13,0,0,0,-4	ok
-1.325651	-37.585170	677	13,0,0,0	ok
-1.323647	-37.585170	38435453101789	13,0,0,-1,2	ok
-1.321643	-37.585170	366000014	13,0,0,-1,1	ok
-1.319639	-37.585170	1317850	13,0,0,-1,-1	ok
-1.317635	-37.585170	3449108014	13,0,0,-1,-1,0	ok
-1.315631	-37.585170	1317850	13,0,0,-1,-1	ok
-1.313627	-37.585170	39314	13,0,0,-1,0	ok
-1.311623	-37.585170	39314	13,0,0,-1,0	ok
-1.309619	-37.585170	39314	13,0,0,-1,0	ok
-1.307615	-37.585170	39314	13,0,0,-1,0	ok
-1.305611	-37.585170	39314	13,0,0,-1,0	ok
-1.303607	-37.585170	39314	13,0,0,-1,0	ok
-1.301603	-37.585170	39314	13,0,0,-1,0	ok
-1.299599	-37.585170	39314	13,0,0,-1,0	ok
-1.297595	-37.585170	39314	13,0,0,-1,0	ok
-1.295591	-37.585170	39314	13,0,0,-1,0	ok
-1.293587	-37.585170	39314	13,0,0,-1,0	ok
-1.291583	-37.585170	39314	13,0,0,-1,0	ok
-1.289579	-37.585170	39314	13,0,0,-1,0	ok
-1.287575	-37.585170	39314	13,0,0,-1,0	ok
