delta_x	delta_ca	gamma_encoding	gamma_scs	status
-1.500000	-39.338677	4532	14,0,0,0,0	ok
-1.497996	-39.338677	4532	14,0,0,0,0	ok
-1.495992	-39.338677	4532	14,0,0,0,0	ok
-1.493988	-39.338677	4532	14,0,0,0,0	ok
-1.491984	-39.338677	4532	14,0,0,0,0	ok
-1.489980	-39.338677	4532	14,0,0,0,0	ok
-1.487976	-39.338677	4532	14,0,0,0,0	ok
-1.485972	-39.338677	4532	14,0,0,0,0	ok
-1.483968	-39.338677	4532	14,0,0,0,0	ok
-1.481964	-39.338677	4532	14,0,0,0,0	ok
-1.479960	-39.338677	4532	14,0,0,0,0	ok
-1.477956	-39.338677	4532	14,0,0,0,0	ok
-1.475952	-39.338677	4532	14,0,0,0,0	ok
-1.473948	-39.338677	4532	14,0,0,0,0	ok
-1.471944	-39.338677	4532	14,0,0,0,0	ok
-1.469940	-39.338677	4532	14,0,0,0,0	ok
-1.467936	-39.338677	4532	14,0,0,0,0	ok
-1.465932	-39.338677	4532	14,0,0,0,0	ok
-1.463928	-39.338677	4532	14,0,0,0,0	ok
-1.461924	-39.338677	4532	14,0,0,0,0	ok
-1.459920	-39.338677	4532	14,0,0,0,0	ok
-1.457916	-39.338677	4532	14,0,0,0,0	ok
-1.455912	-39.338677	4532	14,0,0,0,0	ok
-1.453908	-39.338677	4532	14,0,0,0,0	ok
-1.451904	-39.338677	4532	14,0,0,0,0	ok
-1.449900	-39.338677	4532	14,0,0,0,0	ok
-1.447896	-39.338677	4532	14,0,0,0,0	ok
-1.445892	-39.338677	4532	14,0,0,0,0	ok
-1.443888	-39.338677	4532	14,0,0,0,0	ok
-1.441884	-39.338677	4532	14,0,0,0,0	ok
-1.439880	-39.338677	4532	14,0,0,0,0	ok
-1.437876	-39.338677	4532	14,0,0,0,0	ok
-1.435872	-39.338677	4532	14,0,0,0,0	ok
-1.433868	-39.338677	4532	14,0,0,0,0	ok
-1.431864	-39.338677	4532	14,0,0,0,0	ok
-1.429860	-39.338677	4532	14,0,0,0,0	ok
-1.427856	-39.338677	4532	14,0,0,0,0	ok
-1.425852	-39.338677	4532	14,0,0,0,0	ok
-1.423848	-39.338677	4532	14,0,0,0,0	ok
-1.421844	-39.338677	4532	14,0,0,0,0	ok
-1.419840	-39.338677	4532	14,0,0,0,0	ok
-1.417836	-39.338677	4532	14,0,0,0,0	ok
-1.415832	-39.338677	4532	14,0,0,0,0	ok
-1.413828	-39.338677	4532	14,0,0,0,0	ok
-1.411824	-39.338677	4532	14,0,0,0,0	ok
-1.409820	-39.338677	4532	14,0,0,0,0	ok
-1.407816	-39.338677	4532	14,0,0,0,0	ok
-1.405812	-39.338677	4532	14,0,0,0,0	ok
-1.403808	-39.338677	4532	14,0,0,0,0	ok
-1.401804	-39.338677	4532	14,0,0,0,0	ok
-1.399800	-39.338677	4532	14,0,0,0,0	ok
-1.397796	-39.338677	4532	14,0,0,0,0	ok
-1.395792	-39.338677	4532	14,0,0,0,0	ok
-1.393788	-39.338677	4532	14,0,0,0,0	ok
-1.391784	-39.338677	4532	14,0,0,0,0	ok
-1.389780	-39.338677	4532	14,0,0,0,0	ok
-1.387776	-39.338677	4532	14,0,0,0,0	ok
-1.385772	-39.338677	4532	14,0,0,0,0	ok
-1.383768	-39.338677	4532	14,0,0,0,0	ok
-1.381764	-39.338677	4532	14,0,0,0,0	ok
-1.379760	-39.338677	4532	14,0,0,0,0	ok
-1.377756	-39.338677	4532	14,0,0,0,0	ok
-1.375752	-39.338677	4532	14,0,0,0,0	ok
-1.373747	-39.338677	4532	14,0,0,0,0	ok
-1.371743	-39.338677	4532	14,0,0,0,0	ok
-1.369739	-39.338677	4532	14,0,0,0,0	ok
-1.367735	-39.338677	4532	14,0,0,0,0	ok
-1.365731	-39.338677	4532	14,0,0,0,0	ok
-1.363727	-39.338677	4532	14,0,0,0,0	ok
-1.361723	-39.338677	4532	14,0,0,0,0	ok
-1.359719	-39.338677	4532	14,0,0,0,0	ok
-1.357715	-39.338677	4532	14,0,0,0,0	ok
-1.355711	-39.338677	4532	14,0,0,0,0	ok
-1.353707	-39.338677	4532	14,0,0,0,0	ok
-1.351703	-39.338677	4532	14,0,0,0,0	ok
-1.349699	-39.338677	4532	14,0,0,0,0	ok
-1.347695	-39.338677	4532	14,0,0,0,0	ok
-1.345691	-39.338677	4532	14,0,0,0,0	ok
-1.343687	-39.338677	4532	14,0,0,0,0	ok
-1.341683	-39.338677	4532	14,0,0,0,0	ok
-1.339679	-39.338677	4532	14,0,0,0,0	ok
-1.337675	-39.338677	4532	14,0,0,0,0	ok
-1.335671	-39.338677	4532	14,0,0,0,0	ok
-1.333667	-39.338677	4532	14,0,0,0,0	ok
-1.331663	-39.338677	4532	14,0,0,0,0	ok
-1.329659	-39.338677	4532	14,0,0,0,0	ok
-1.327655	-39.338677	4532	14,0,0,0,0	ok
-1.325651	-39.338677	4532	14,0,0,0,0	ok
-1.323647	-39.338677	4532	14,0,0,0,0	ok
-1.321643	-39.338677	4532	14,0,0,0,0	ok
-1.319639	-39.338677	4532	14,0,0,0,0	ok
-1.317635	-39.338677	4532	14,0,0,0,0	ok
-1.315631	-39.338677	4532	14,0,0,0,0	ok
-1.313627	-39.338677	4532	14,0,0,0,0	ok
-1.311623	-39.338677	4532	14,0,0,0,0	ok
-1.309619	-39.338677	4532	14,0,0,0,0	ok
-1.307615	-39.338677	4532	14,0,0,0,0	ok
-1.305611	-39.338677	4532	14,0,0,0,0	ok
-1.303607	-39.338677	4532	14,0,0,0,0	ok
-1.301603	-39.338677	4532	14,0,0,0,0	ok
-1.299599	-39.338677	4532	14,0,0,0,0	ok
-1.297595	-39.338677	4532	14,0,0,0,0	ok
-1.295591	-39.338677	4532	14,0,0,0,0	ok
-1.293587	-39.338677	4532	14,0,0,0,0	ok
-1.291583	-39.338677	4532	14,0,0,0,0	ok
-1.289579	-39.338677	4532	14,0,0,0,0	ok
-1.287575	-39.338677	4532	14,0,0,0,0	ok
-1.285571	-39.338677	4532	14,0,0,0,0	ok
-1.283567	-39.338677	4532	14,0,0,0,0	ok
-1.281563	-39.338677	4532	14,0,0,0,0	ok
-1.279559	-39.338677	4532	14,0,0,0,0	ok
-1.277555	-39.338677	4532	14,0,0,0,0	ok
-1.275551	-39.338677	4532	14,0,0,0,0	ok
-1.273547	-39.338677	4532	14,0,0,0,0	ok
-1.271543	-39.338677	4532	14,0,0,0,0	ok
-1.269539	-39.338677	4532	14,0,0,0,0	ok
-1.267535	-39.338677	4532	14,0,0,0,0	ok
-1.265531	-39.338677	4532	14,0,0,0,0	ok
-1.263527	-39.338677	4532	14,0,0,0,0	ok
-1.261523	-39.338677	4532	14,0,0,0,0	ok
-1.259519	-39.338677	4532	14,0,0,0,0	ok
-1.257515	-39.338677	2659944	-14,0,0,0,0,0	ok
-1.255511	-39.338677	2659944	-14,0,0,0,0,0	ok
-1.253507	-39.338677	2659944	-14,0,0,0,0,0	ok
-1.251503	-39.338677	2659944	-14,0,0,0,0,0	ok
-1.249499	-39.338677	2659944	-14,0,0,0,0,0	ok
-1.247495	-39.338677	2659944	-14,0,0,0,0,0	ok
-1.245491	-39.338677	2659944	-14,0,0,0,0,0	ok
-1.243487	-39.338677	2659944	-14,0,0,0,0,0	ok
-1.241483	-39.338677	2659944	-14,0,0,0,0,0	ok
-1.239479	-39.338677	2659944	-14,0,0,0,0,0	ok
-1.237475	-39.338677	2659944	-14,0,0,0,0,0	ok
-1.235471	-39.338677	2659944	-14,0,0,0,0,0	ok
-1.233467	-39.338677	2659944	-14,0,0,0,0,0	ok
-1.231463	-39.338677	2659944	-14,0,0,0,0,0	ok
-1.229459	-39.338677	2659944	-14,0,0,0,0,0	ok
-1.227455	-39.338677	4438	-14,0,0,0,0	ok
-1.225451	-39.338677	4540520838	-14,0,0,0,0,-1	ok
-1.223447	-39.338677	4438	-14,0,0,0,0	ok
-1.221443	-39.338677	4438	-14,0,0,0,0	ok
-1.219439	-39.338677	107389	-14,0,0,0,-1	ok
-1.217435	-39.338677	525317464	-14,0,0,0,-1,0	ok
-1.215431	-39.338677	44949394	-14,0,0,0,1	ok
-1.213427	-39.338677	44949394	-14,0,0,0,1	ok
-1.211423	-39.338677	12487850453638	-14,0,0,0,2	ok
-1.209419	-39.338677	714	-14,0,0,0	ok
-1.207415	-39.338677	3449191069	-14,0,0,-1,-1,0	ok
-1.205411	-39.338677	24821368194	-14,0,0,-1,0,-1	ok
-1.203407	-39.338677	27450318	-14,0,0,-1,0,0	ok
-1.201403	-39.338677	615468	-14,0,0,1,0	ok
-1.199399	-39.338677	19885065573	-14,0,0,1,-1,0	ok
-1.197395	-39.338677	1931715219	-14,0,0,-2,0,0	ok
-1.195391	-39.338677	1034192433	-14,0,0,-3,0	ok
-1.193387	-39.338677	547829344726012839	-14,0,0,12	ok
-1.191383	-39.338677	165138024	-14,0,-1,2,0	ok
-1.189379	-39.338677	30624288843	-14,0,-1,-1,0,-1	ok
-1.187375	-39.338677	69732118	-14,0,-1,0,1	ok
-1.185371	-39.338677	5872407724	-14,0,-1,0,0,-1	ok
-1.183367	-39.338677	4834468	-14,0,-1,0,0,0	ok
-1.181363	-39.338677	28414	-14,0,1,0,0	ok
-1.179359	-39.338677	106047739	-14,0,1,0,1	ok
-1.177355	-39.338677	216784	-14,0,1,-1,0	ok
-1.175351	-39.338677	1992919245254592859	-14,0,1,13	ok
-1.173347	-39.338677	14496393	-14,0,-2,0,0,0	ok
-1.171343	-39.338677	101168173	-14,0,2,1,-1	ok
-1.169339	-39.338677	3725058	-14,0,3,-1,0	ok
-1.167335	-39.338677	2541447582924491929	-14,0,-7,13	ok
-1.165331	-39.338677	61506292519	-14,0,-13,0,1	ok
-1.163327	-39.338677	3621473038	-14,-1,-13,0,0	ok
-1.161323	-39.338677	53975930515039	-14,-1,2,-1,2	ok
-1.159319	-39.338677	3376	-14,-1,1,0	ok
-1.157315	-39.338677	936686953801	-14,-1,-1,0,-1,-1	ok
-1.155311	-39.338677	11279193075393966069	-14,-1,0,-13,1	ok
-1.153307	-39.338677	20011101513	-14,-1,0,1,-1,0	ok
-1.151303	-39.338677	519561834450669063	-14,-1,0,-1,3	ok
-1.149299	-39.338677	533582751	-14,-1,0,0,-1,0	ok
-1.147295	-39.338677	2816724	-14,-1,0,0,0,0	ok
-1.145291	-39.338677	5538	-14,-1,0,0,0	ok
-1.143287	-39.338677	136476	-14,1,0,0,-1	ok
-1.141283	-39.338677	53274	-14,1,0,-1,0	ok
-1.139279	-39.338677	284735105001	-14,1,0,-4,-1	ok
-1.137275	-39.338677	73404759	-14,1,-1,0,1	ok
-1.135271	-39.338677	129422401810158	-14,1,1,1,2	ok
-1.133267	-39.338677	431958	-14,1,3,-1	ok
-1.131263	-39.338677	13432342533	-14,1,13,-2	ok
-1.129259	-39.338677	1098206350994992658329	-14,-2,-1,0,-4,0	ok
-1.127255	-39.338677	31325921029	-14,-2,0,0,-2	ok
-1.125251	-39.338677	7205070366954172909519803	-14,2,0,0,-6	ok
-1.123246	-39.338677	22978	-14,2,-1,0,0	ok
-1.121242	-39.338677	13620668698	-14,2,13,-2	ok
-1.119238	-39.338677	12693	-14,-3,0,0,0	ok
-1.117234	-39.338677	23981248	-14,3,5,1	ok
-1.115230	-39.338677	43929	-14,4,-1,0,0	ok
-1.113226	-39.338677	67869	-14,-6,-1,0,0	ok
-1.111222	-39.338677	313209	-14,-9,0,-1,0	ok
-1.109218	-39.338677	37424199	-14,-12,-7,0	ok
-1.107214	-39.338677	1915876	-14,12,4	ok
-1.105210	-39.338677	23849844	-14,-13,0,-2,0	ok
-1.103206	-39.338677	96114	-14,-13,0,0	ok
-1.101202	-39.338677	222839873001	-14,13,0,-5	ok
-1.099198	-39.338677	140688	-14,13,-1,0	ok
-1.097194	-39.338677	815976	-14,13,-3,0	ok
-1.095190	-39.338677	491510	13,13,2,0	ok
-1.093186	-39.338677	123727	13,13,1	ok
-1.091182	-39.338677	1026002	13,13,1,1	ok
-1.089178	-39.338677	199370	13,13,1,0	ok
-1.087174	-39.338677	140159	13,13,-1,0	ok
-1.085170	-39.338677	140159	13,13,-1,0	ok
-1.083166	-39.338677	222752	13,13,-1,-1	ok
-1.081162	-39.338677	261367753484	13,13,-1,-5	ok
-1.079158	-39.338677	83002	13,13,0	ok
-1.077154	-39.338677	83002	13,13,0	ok
-1.075150	-39.338677	7354358534	13,13,0,-4	ok
-1.073146	-39.338677	15492935	13,13,0,2	ok
-1.071142	-39.338677	409034	13,13,0,1	ok
-1.069138	-39.338677	158177	13,13,0,-1	ok
-1.067134	-39.338677	140689	13,-13,0,-1	ok
-1.065130	-39.338677	95677	13,-13,0,0	ok
-1.063126	-39.338677	95677	13,-13,0,0	ok
-1.061122	-39.338677	95677	13,-13,0,0	ok
-1.059118	-39.338677	95677	13,-13,0,0	ok
-1.057114	-39.338677	95677	13,-13,0,0	ok
-1.055110	-39.338677	95677	13,-13,0,0	ok
-1.053106	-39.338677	140689	13,-13,0,-1	ok
-1.051102	-39.338677	638989	13,-13,0,-1,0	ok
-1.049098	-39.338677	372790	13,-13,0,1	ok
-1.047094	-39.338677	14919427	13,-13,0,2	ok
-1.045090	-39.338677	6459923570285239	13,-13,0,9	ok
-1.043086	-39.338677	1035940048391111302	13,-13,0,-13	ok
-1.041082	-39.338677	1951737194275659502	13,-13,-1,13	ok
-1.039078	-39.338677	586960	13,-13,-1,1	ok
-1.037074	-39.338677	124225	13,-13,-1,0	ok
-1.035070	-39.338677	178477	13,-13,1,0	ok
-1.033066	-39.338677	1865230477	13,-13,1,3	ok
-1.031062	-39.338677	2757700	13,-13,-2,-1,0	ok
-1.029058	-39.338677	248839	13,-13,2	ok
-1.027054	-39.338677	1740411475	13,-13,4,-3	ok
-1.025050	-39.338677	1455759835	13,-13,-12,0	ok
-1.023046	-39.338677	2592900052	13,-13,-13,0	ok
-1.021042	-39.338677	2565679135	13,-13,13	ok
-1.019038	-39.338677	2538744370	13,12,13	ok
-1.017034	-39.338677	2538744370	13,12,13	ok
-1.015030	-39.338677	2538744370	13,12,13	ok
-1.013026	-39.338677	1908353284	13,12,-13	ok
