delta_x	delta_ca	gamma_encoding	gamma_scs	status
-1.500000	-37.785571	6876	-14,1,0,0,0	ok
-1.497996	-37.785571	8359	13,-2,0,0,0	ok
-1.495992	-37.785571	6760	13,1,0,0,0	ok
-1.493988	-37.785571	6760	13,1,0,0,0	ok
-1.491984	-37.785571	6760	13,1,0,0,0	ok
-1.489980	-37.785571	6760	13,1,0,0,0	ok
-1.487976	-37.785571	2814352	13,-1,0,0,0,0	ok
-1.485972	-37.785571	2814352	13,-1,0,0,0,0	ok
-1.483968	-37.785571	2814352	13,-1,0,0,0,0	ok
-1.481964	-37.785571	2814352	13,-1,0,0,0,0	ok
-1.479960	-37.785571	2814352	13,-1,0,0,0,0	ok
-1.477956	-37.785571	2814352	13,-1,0,0,0,0	ok
-1.475952	-37.785571	2814352	13,-1,0,0,0,0	ok
-1.473948	-37.785571	5434	13,-1,0,0,0	ok
-1.471944	-37.785571	5434	13,-1,0,0,0	ok
-1.469940	-37.785571	5434	13,-1,0,0,0	ok
-1.467936	-37.785571	5434	13,-1,0,0,0	ok
-1.465932	-37.785571	5076865	13,-1,-1,0,0,0	ok
-1.463928	-37.785571	173140	13,0,2,0,0	ok
-1.461924	-37.785571	28177	13,0,1,0,0	ok
-1.459920	-37.785571	28177	13,0,1,0,0	ok
-1.457916	-37.785571	28177	13,0,1,0,0	ok
-1.455912	-37.785571	4831360	13,0,-1,0,0,0	ok
-1.453908	-37.785571	4831360	13,0,-1,0,0,0	ok
-1.451904	-37.785571	4831360	13,0,-1,0,0,0	ok
-1.449900	-37.785571	4831360	13,0,-1,0,0,0	ok
-1.447896	-37.785571	10852	13,0,-1,0,0	ok
-1.445892	-37.785571	10852	13,0,-1,0,0	ok
-1.443888	-37.785571	10852	13,0,-1,0,0	ok
-1.441884	-37.785571	10852	13,0,-1,0,0	ok
-1.439880	-37.785571	10852	13,0,-1,0,0	ok
-1.437876	-37.785571	10852	13,0,-1,0,0	ok
-1.435872	-37.785571	43650470	13,0,-1,-1,0,0	ok
-1.433868	-37.785571	1228502	13,0,-1,1,0	ok
-1.431864	-37.785571	1228502	13,0,-1,1,0	ok
-1.429860	-37.785571	7660806064	13,0,0,3,0	ok
-1.427856	-37.785571	111086939	13,0,0,2,0	ok
-1.425852	-37.785571	9268639	13,0,0,-2,0	ok
-1.423848	-37.785571	15830165185	13,0,0,-2,1	ok
-1.421844	-37.785571	16236425	13,0,0,1,-1	ok
-1.419840	-37.785571	16236425	13,0,0,1,-1	ok
-1.417836	-37.785571	16236425	13,0,0,1,-1	ok
-1.415832	-37.785571	16236425	13,0,0,1,-1	ok
-1.413828	-37.785571	16236425	13,0,0,1,-1	ok
-1.411824	-37.785571	2594700677	13,0,0,1,1	ok
-1.409820	-37.785571	9268639	13,0,0,-2,0	ok
-1.407816	-37.785571	9268639	13,0,0,-2,0	ok
-1.405812	-37.785571	9268639	13,0,0,-2,0	ok
-1.403808	-37.785571	111086939	13,0,0,2,0	ok
-1.401804	-37.785571	111086939	13,0,0,2,0	ok
-1.399800	-37.785571	111086939	13,0,0,2,0	ok
-1.397796	-37.785571	7660806064	13,0,0,3,0	ok
-1.395792	-37.785571	4262509447940	13,0,0,5,0	ok
-1.393788	-37.785571	1404632477	13,0,-1,-3,0	ok
-1.391784	-37.785571	15638002	13,0,-1,-2,0	ok
-1.389780	-37.785571	1228502	13,0,-1,1,0	ok
-1.387776	-37.785571	1228502	13,0,-1,1,0	ok
-1.385772	-37.785571	1228502	13,0,-1,1,0	ok
-1.383768	-37.785571	1228502	13,0,-1,1,0	ok
-1.381764	-37.785571	43650470	13,0,-1,-1,0,0	ok
-1.379760	-37.785571	43650470	13,0,-1,-1,0,0	ok
-1.377756	-37.785571	43650470	13,0,-1,-1,0,0	ok
-1.375752	-37.785571	43650470	13,0,-1,-1,0,0	ok
-1.373747	-37.785571	4498972627	13,0,-1,-1,-1,0	ok
-1.371743	-37.785571	13783599475102	13,0,-1,0,2	ok
-1.369739	-37.785571	69720310	13,0,-1,0,1	ok
-1.367735	-37.785571	69720310	13,0,-1,0,1	ok
-1.365731	-37.785571	731665105	13,0,-1,0,-1,0	ok
-1.363727	-37.785571	731665105	13,0,-1,0,-1,0	ok
-1.361723	-37.785571	731665105	13,0,-1,0,-1,0	ok
-1.359719	-37.785571	10852	13,0,-1,0,0	ok
-1.357715	-37.785571	10852	13,0,-1,0,0	ok
-1.355711	-37.785571	10852	13,0,-1,0,0	ok
-1.353707	-37.785571	10852	13,0,-1,0,0	ok
-1.351703	-37.785571	10852	13,0,-1,0,0	ok
-1.349699	-37.785571	10852	13,0,-1,0,0	ok
-1.347695	-37.785571	10852	13,0,-1,0,0	ok
-1.345691	-37.785571	10852	13,0,-1,0,0	ok
-1.343687	-37.785571	10852	13,0,-1,0,0	ok
-1.341683	-37.785571	10852	13,0,-1,0,0	ok
-1.339679	-37.785571	10852	13,0,-1,0,0	ok
-1.337675	-37.785571	10852	13,0,-1,0,0	ok
-1.335671	-37.785571	10852	13,0,-1,0,0	ok
-1.333667	-37.785571	10852	13,0,-1,0,0	ok
-1.331663	-37.785571	10852	13,0,-1,0,0	ok
-1.329659	-37.785571	10852	13,0,-1,0,0	ok
-1.327655	-37.785571	10852	13,0,-1,0,0	ok
-1.325651	-37.785571	10852	13,0,-1,0,0	ok
-1.323647	-37.785571	10852	13,0,-1,0,0	ok
-1.321643	-37.785571	10852	13,0,-1,0,0	ok
