delta_x	delta_ca	T0_V	T0_Ca	T0_method	T_signs	gamma_signs	T_min_times	gamma_min_times	T_tangent_Ca	gamma_tangent_Ca	status
-1.50000000	-33.88888889	-46.44698323	0.8421071462	continued:5	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,-1,-1,-1	1150.189261,8754.168371,16372.59617,23990.82203,31610.67862,39231.43899,46852.61026,54473.95799	5397.196706,5802.595401,6065.9894,6334.371354,6619.722192,6927.454394,7262.689827,7631.969548	0.983989289,0.9436351211,0.9412170134,0.9400417726,0.9395356899,0.9393239916,0.939236417,0.9391989829	-0.9630420518,-0.951325886,-0.9879272046,-0.9934464069,-0.9933218637,-0.9921137659,-0.9908235531,-0.989694081	ok
-1.38888889	-33.88888889	-47.03209533	0.8393137973	continued:5	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,-1,-1,-1	18.48756887,1485.346437,9059.34355,16705.8914,24350.05675,31993.85798,39637.84423,47282.09367	5329.945657,5735.730559,5995.685629,6260.421736,6541.675055,6844.925612,7175.354566,7539.575431	0.963443747,0.9840780566,0.9434356025,0.9424560285,0.9418085659,0.941399934,0.9411468107,0.9409911263	-0.962382429,-0.9474455616,-0.9871932478,-0.9934088172,-0.9933974524,-0.9921404956,-0.9907506224,-0.9895222352	ok
-1.27777778	-33.88888889	-47.48754487	0.8365204484	full	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,-1,-1,-1	68.02145721,1861.928108,9104.042558,16803.00229,24501.95909,32200.91423,39899.86866,47598.82334	5288.516431,5695.132604,5952.200312,6213.963803,6491.865253,6791.485255,7118.106167,7478.472351	0.9841439149,0.9843116212,0.9423879247,0.9423714883,0.9423565483,0.9423431279,0.94233166,0.9423204237	-0.9617208835,-0.9430456425,-0.9862093946,-0.9932987797,-0.9934324505,-0.9921356166,-0.9906485699,-0.9893203621	ok
-1.16666667	-33.88888889	-42.57529581	0.7449653509	continued:5	1,1,1,1,-1,-1,-1,-1	-1,-1,-1,-1,-1,-1,-1,-1	219.7998103,828.2966283,1653.095195,3120.384968,8494.554146,16290.03124,24090.63327,31901.15837	5265.054696,5672.688465,5927.204305,6186.439612,6461.44872,6757.944855,7081.34134,7438.548965	0.9851824988,0.9844726993,0.9826485831,0.983765665,-0.9443153121,-0.9446266319,-0.9450705456,-0.9457200474	-0.9610540253,-0.9376345431,-0.9847651732,-0.9931028325,-0.9934372721,-0.9921122156,-0.9905291903,-0.9890985732	ok
-1.05555556	-33.88888889	-44.64983108	0.7477586998	continued:5	1,1,1,1,1,-1,-1,-1	-1,-1,-1,-1,-1,-1,-1,-1	388.0517082,1120.669774,2268.876896,9574.646919,12037.81915,16597.11543,17756.21422,19323.59754	5254.707407,5663.407212,5915.604143,6172.671873,6445.124958,6738.851348,7059.423225,7413.944847	0.9812466718,0.9825188335,0.9824915873,0.950379235,0.9845194196,-0.9549074418,-0.9807628657,-0.9835777353	-0.9603806038,-0.9302044052,-0.9823798926,-0.9927826609,-0.9934119887,-0.9920750464,-0.9903973052,-0.9888609917	ok
-0.94444444	-33.88888889	-46.01142024	0.7449653509	continued:5	1,1,1,-1,-1,-1,-1,-1	-1,-1,-1,-1,-1,-1,-1,-1	564.2354631,1405.354013,3234.658786,9384.894891,9996.743373,10402.49257,10858.90058,11405.99134	5254.267768,5663.987962,5914.030958,6169.276108,6439.452211,6730.685654,7048.739042,7400.934322	0.9788619625,0.9815572045,0.9837446071,-0.9605065915,-0.9693463346,-0.9853774933,-0.9858261007,-0.984300597	-0.9597002265,-0.9181477321,-0.9778079615,-0.9922623509,-0.9933503861,-0.9920251854,-0.9902548137,-0.9886092647	ok
-0.83333333	-33.88888889	-47.05801787	0.7477586998	continued:5	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,-1,-1,-1	811.3971905,1925.608853,10000.20324,10758.72122,11299.32124,11987.12577,13065.43613,22472.44009	5261.506899,5672.131261,5920.089178,6173.908955,6442.062851,6731.037382,7046.825541,7396.991289	0.9786150745,0.9813958934,0.9587310857,0.9735668887,0.9834092805,0.9818665513,0.9813078014,0.9599110039	-0.9590128803,-0.8926958437,-0.9667369184,-0.9913925191,-0.9932400939,-0.9919616173,-0.9901021612,-0.9883438359	ok
-0.72222222	-33.88888889	-47.80522459	0.7449653509	continued:5	1,1,-1,-1,-1,-1,-1,-1	-1,-1,-1,-1,-1,-1,-1,-1	1055.094847,2565.897856,8812.872199,9233.454268,9483.990239,9740.686091,10012.71342,10306.95594	5274.814474,5686.09631,6184.872454,6451.25572,6738.180553,7051.924481,7400.319777,7794.996294	0.9785640165,0.9820635601,-0.958470358,-0.8927568743,-0.9684705396,-0.9911357724,-0.9927303521,-0.9913007048	-0.9583187274,-0.5479795991,-0.9898641748,-0.9930604125,-0.9918817588,-0.9899389506,-0.9880644852,-0.9864747117	ok
-0.61111111	-33.88888889	-48.35541759	0.7477586998	continued:5	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,-1,-1,-1	1498.899401,9404.373294,10320.721,10588.07164,10876.45995,11192.63865,11545.1439,11946.9505	5292.991208,6200.88662,6465.76602,6750.836058,7062.735779,7409.595645,7803.567279,8265.271608	0.9791409564,0.9576899909,0.9886417413,0.9926981286,0.9915094423,0.9894743069,0.9875184661,0.9858595829	-0.9576180069,-0.9870145689,-0.9927773658,-0.9917814948,-0.9897642142,-0.987770581,-0.9860750599,-0.9844754551	ok
-0.50000000	-33.88888889	-48.68462808	0.7449653509	full	1,-1,-1,-1,-1,-1,-1,-1	-1,-1,-1,-1,-1,-1,-1,-1	1907.898166,8580.671164,9495.610173,9761.733926,10048.57078,10363.2904,10714.79298,11116.72285	5315.121911,6220.939568,6484.626734,6768.029613,7078.270848,7423.814205,7817.379957,8280.955332	0.9794140857,-0.9569862895,-0.9850748271,-0.9923530198,-0.9913710506,-0.9892585264,-0.9871819913,-0.9854166762	-0.9569109869,-0.9816876413,-0.992333916,-0.9916548868,-0.9895765292,-0.9874612082,-0.9856550308,-0.983949529	ok
