delta_x	delta_ca	T0_V	T0_Ca	T0_method	T_signs	gamma_signs	T_min_times	gamma_min_times	T_tangent_Ca	gamma_tangent_Ca	status
-1.50000000	-36.66666667	-45.75766025	0.8448683358	continued:5	1,1,-1,-1,-1,-1,-1,-1	1,-1,-1,-1,-1,-1,-1,-1	980.3050183,2995.684147,4832.21053,12495.21076,20158.14767,27821.70647,35485.59403,43149.62445	415.3874562,5114.970836,5509.204901,5771.066483,6036.707822,6317.876585,6619.276443,6944.989529	0.9842485806,0.9859197646,-0.9347351434,-0.933359539,-0.9326417933,-0.9323485221,-0.9322302441,-0.9321828213	0.9937210757,-0.9617497571,-0.9545785712,-0.9888191698,-0.993964979,-0.9938581659,-0.992730947,-0.9915032108	ok
-1.38888889	-36.66666667	-46.36392212	0.8467862965	continued:5	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,-1,-1,-1	1398.138492,9409.640809,17092.78509,24770.3307,32446.722,40123.03974,47799.48662,55476.05789	5487.171565,5881.723835,6139.847766,6401.489941,6678.246408,6974.872729,7295.497518,7645.110947	0.984528744,0.9374666053,0.9361175049,0.9352497186,0.934735748,0.9344409571,0.9342744334,0.9341802256	-0.9610807648,-0.9513956285,-0.9883452072,-0.9940139615,-0.9939912224,-0.9928158763,-0.9914914684,-0.9902968313	ok
-1.27777778	-36.66666667	-46.80025989	0.8454093555	full	1,1,-1,-1,-1,-1,-1,-1	-1,-1,-1,-1,-1,-1,-1,-1	44.57141878,1836.476844,3528.653661,11245.80894,18961.85094,26677.19525,34392.11266,42106.77563	5402.635923,5797.819919,6052.689238,6310.905427,6583.882555,6876.440737,7192.776841,7537.965139	0.9949905561,0.9848024403,-0.8117885667,-0.9370758619,-0.9368425798,-0.9366505182,-0.9364925838,-0.9363644613	-0.9604044977,-0.9479842019,-0.9877665218,-0.9940190407,-0.9940978057,-0.9928819839,-0.9914629164,-0.9901647641	ok
-1.16666667	-36.66666667	-42.15667944	0.7586172545	continued:5	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,-1,-1,-1	210.0362213,864.7941159,1753.447393,3254.384729,3906.597113,11698.46648,19488.65307,27282.44302	5348.401915,5744.686719,5996.841957,6252.272741,6522.184731,6811.482999,7124.46291,7466.324891	0.986483172,0.9844125392,0.9829761515,0.9840521078,0.5722808179,0.9388611144,0.9391297644,0.9394628707	-0.9597265682,-0.9443471823,-0.9870461616,-0.993964511,-0.9941626825,-0.9929126854,-0.9914014936,-0.9900002223	ok
-1.05555556	-36.66666667	-44.20049496	0.7558239056	continued:5	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,-1,-1,-1	363.0626354,1114.406703,2222.339865,10217.78719,11548.67202,19671.30784,20812.36812,22449.10541	5314.863666,5712.464318,5962.220278,6215.261572,6482.529911,6769.032059,7079.182247,7418.33223	0.9828762336,0.9829025827,0.982744787,0.9488956048,0.9824854843,0.9505584986,0.9816526546,0.9839094703	-0.9590433017,-0.9402620909,-0.9860940624,-0.9938490588,-0.9942000102,-0.9929242474,-0.9913220163,-0.9898156876	ok
-0.94444444	-36.66666667	-45.55417010	0.7530305567	continued:5	1,1,1,-1,-1,-1,-1,-1	-1,-1,-1,-1,-1,-1,-1,-1	534.7273839,1394.956872,2950.439673,7176.687529,15570.06104,16880.40163,26645.91497,27060.76059	5296.261822,5695.272188,5942.843058,6193.794672,6458.717792,6742.740612,7050.414451,7387.261451	0.9800813792,0.9820050574,0.983327385,-0.943084412,-0.9495603883,-0.9816915269,-0.9586500018,-0.943709793	-0.958353388,-0.9354168896,-0.984734297,-0.993654601,-0.9942126974,-0.9929227829,-0.9912304658,-0.9896161765	ok
-0.83333333	-36.66666667	-46.58567100	0.7558239056	continued:5	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,-1,-1,-1	776.0206048,1902.348465,9835.409477,10940.97906,12214.96215,18578.58741,28585.51952,28996.4112	5288.865435,5689.30497,5934.848681,6183.974859,6446.792842,6728.580175,7034.04499,7368.896863	0.979566888,0.9818156897,0.9516168727,0.9797945711,0.9821994551,0.9448029119,0.9578518488,0.9366861142	-0.9576564249,-0.929218083,-0.9825912028,-0.9933445929,-0.9941981134,-0.9929102853,-0.9911293296,-0.989403758	ok
-0.72222222	-36.66666667	-47.32186662	0.7530305567	continued:5	1,1,-1,-1,-1,-1,-1,1	-1,-1,-1,-1,-1,-1,-1,-1	1014.112228,2490.049779,8432.672189,9246.987086,9875.191663,10732.97146,12602.90606,18657.16293	5290.116675,5691.948246,5935.580137,6183.143426,6444.068128,6723.823786,7027.299219,7360.408503	0.9794474322,0.9822295152,-0.9549644228,-0.9754184473,-0.9823073305,-0.9809736416,-0.9830857715,0.9571215967	-0.9569524015,-0.9203177838,-0.9787769001,-0.9928524887,-0.9941493754,-0.9928866441,-0.9910194473,-0.9891791207	ok
-0.61111111	-36.66666667	-47.86812179	0.7558239056	continued:5	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,-1,-1,-1	1447.701658,10000.94027,10409.25012,10653.73207,10902.51923,11165.05809,11447.11614,11753.96665	5298.185664,5701.324786,5943.105537,6189.399479,6448.63154,6726.535851,7028.21282,7359.799302	0.9799224873,0.9563309656,0.9156906455,0.9768872486,0.9924417857,0.9938262883,0.9924800111,0.990512164	-0.9562414826,-0.9051956245,-0.9708761623,-0.9920548858,-0.9940548476,-0.9928503857,-0.9909007618,-0.9889422188	ok
-0.50000000	-36.66666667	-48.19771112	0.7530305567	full	1,-1,-1,-1,-1,-1,-1,-1	1,-1,-1,-1,-1,-1,-1,-1	1838.945565,9118.544577,9530.168755,9773.783873,10022.22851,10284.28091,10566.00751,10872.97542	333.1788211,5047.63184,5451.953746,5691.632859,5937.236068,6194.974613,6471.190622,6771.237658	0.9801068311,-0.9556425676,-0.9022472983,-0.9703189343,-0.9917368762,-0.993638234,-0.9922957268,-0.9902317919	0.9942830036,-0.9555238406,-0.870670009,-0.9055393492,-0.9907112343,-0.9938963681,-0.9927991812,-0.9907729683	ok
