delta_x	delta_ca	T_category_id	T_encoding	gamma_category_id	gamma_encoding	T_scs	gamma_scs	status
-1.500000	-28.163265	50	248864	366	275127133	-1,0,0,-2	10,0,8,1	ok
-1.500000	-27.653061	266	6417185222471639	518	56384681746	-1,0,0,9	10,0,1,4	ok
-1.500000	-27.142857	9	1127	65	2126	-1,0,1,0	-10,0,1,0	ok
-1.500000	-26.632653	65	4068377	84	3551	-1,0,2,-2	-10,1,1,0	ok
-1.500000	-26.122449	274	11900140588096502	605	7728078989112985	-1,0,7,9	9,9,2,9	ok
-1.500000	-25.612245	89	115938377	577	2687023258164198	-1,0,-9,0	9,-9,0,-9	ok
-1.500000	-25.102041	129	1565061377	389	720234063	-1,0,9,-2	9,8,9,1	ok
-1.500000	-24.591837	13	2277	349	113318967	-1,-1,-1,-1	9,8,-8,-1	ok
-1.500000	-24.081633	238	2525685913255505	533	700331982738	-1,1,8,8	9,7,-9,4	ok
-1.500000	-23.571429	234	1328535289957589	466	4254523872	-1,-2,2,8	9,5,-9,2	ok
-1.500000	-23.061224	239	2529076806443252	547	26883119087314	-1,3,8,8	-9,-4,-4,6	ok
-1.500000	-22.551020	240	2534169547088045	558	1057487139166808	-1,6,8,8	-9,7,8,-8	ok
-1.500000	-22.040816	241	2535868835344910	569	2537570046700137	-1,7,8,8	8,8,8,8	ok
-1.500000	-21.530612	241	2535868835344910	569	2537570046700137	-1,7,8,8	8,8,8,8	ok
-1.500000	-21.020408	225	998766650140877	569	2537570046700137	-1,-8,-8,-8	8,8,8,8	ok
-1.500000	-20.510204	226	998766694834649	559	1058369389236419	1,-8,-8,-8	8,8,8,-8	ok
-1.500000	-20.000000	226	998766694834649	557	999189900303645	1,-8,-8,-8	8,8,-8,-8	ok
-1.479592	-45.000000							error: T SSCS does not start with ±1: [-2, -1, -1, -1]
-1.479592	-44.489796							error: T SSCS does not start with ±1: [-2, -1, -1, -1]
-1.479592	-43.979592							error: T SSCS does not start with ±1: [-8, -2, -2, -2]
-1.479592	-43.469388							error: T SSCS does not start with ±1: [-11, -1, -1, 1]
-1.479592	-42.959184							error: T SSCS does not start with ±1: [6, 0, 0, 0]
-1.479592	-42.448980							error: T SSCS does not start with ±1: [5, 0, 0, 0]
-1.479592	-41.938776							error: T SSCS does not start with ±1: [4, 0, 0, 0]
-1.479592	-41.428571							error: T SSCS does not start with ±1: [3, 0, 0, 0]
-1.479592	-40.918367							error: T SSCS does not start with ±1: [2, 0, 0, 0]
-1.479592	-40.408163							error: T SSCS does not start with ±1: [2, 0, 0, 0]
-1.479592	-39.897959							error: T SSCS does not start with ±1: [2, 0, 0, 0]
-1.479592	-39.387755							error: T SSCS does not start with ±1: [2, 0, 0, 0]
-1.479592	-38.877551							error: T SSCS does not start with ±1: [2, 0, 0, 0]
-1.479592	-38.367347	2	89	12	752	1,0,0,0	14,0,0,0	ok
-1.479592	-37.857143	2	89	29	1101	1,0,0,0	-14,1,0,0	ok
-1.479592	-37.346939	2	89	8	677	1,0,0,0	13,0,0,0	ok
-1.479592	-36.836735	2	89	8	677	1,0,0,0	13,0,0,0	ok
-1.479592	-36.326531	2	89	8	677	1,0,0,0	13,0,0,0	ok
-1.479592	-35.816327	1	77	6	641	-1,0,0,0	-13,0,0,0	ok
-1.479592	-35.306122	1	77	4	606	-1,0,0,0	12,0,0,0	ok
-1.479592	-34.795918	1	77	4	606	-1,0,0,0	12,0,0,0	ok
-1.479592	-34.285714	1	77	4	606	-1,0,0,0	12,0,0,0	ok
-1.479592	-33.775510	1	77	3	572	-1,0,0,0	-12,0,0,0	ok
-1.479592	-33.265306	1	77	3	572	-1,0,0,0	-12,0,0,0	ok
-1.479592	-32.755102	1	77	18	881	-1,0,0,0	11,1,0,0	ok
-1.479592	-32.244898	1	77	24	968	-1,0,0,0	11,0,-1,0	ok
-1.479592	-31.734694	2	89	2	539	1,0,0,0	11,0,0,0	ok
-1.479592	-31.224490	2	89	2	539	1,0,0,0	11,0,0,0	ok
-1.479592	-30.714286	2	89	1	507	1,0,0,0	-11,0,0,0	ok
-1.479592	-30.204082	2	89	7	645	1,0,0,0	-11,-1,0,0	ok
-1.479592	-29.693878	7	494	134	13021	1,0,0,-1	10,-7,0,0	ok
-1.479592	-29.183673	24	9728	163	25858	1,0,0,1	10,2,0,1	ok
-1.479592	-28.673469	212	139466919611327	550	139660354432475	-1,0,0,7	10,1,0,7	ok
-1.479592	-28.163265	11	1652	639	30026371664987558	-1,0,-1,-1	10,0,9,-10	ok
-1.479592	-27.653061	39	72389	272	776861	-1,0,1,1	10,0,-4,-1	ok
-1.479592	-27.142857	44	140714	604	7692854808185066	-1,0,-3,-1	-10,0,2,9	ok
-1.479592	-26.632653	137	2936729840	612	12960911599767827	-1,0,8,2	-10,2,8,9	ok
-1.479592	-26.122449	105	566918627	335	32019985	-1,0,9,1	9,9,-7,0	ok
-1.479592	-25.612245	221	476725858853090	334	28158742	-1,0,9,7	9,9,1,2	ok
-1.479592	-25.102041	34	32384	565	2060912994749058	-1,-1,-1,1	9,-9,6,8	ok
-1.479592	-24.591837	276	12955131769494530	376	516313027	-1,1,8,9	9,8,-9,1	ok
-1.479592	-24.081633	188	55284276420	584	4848127566409812	-1,2,5,-4	9,8,6,-9	ok
-1.479592	-23.571429	219	448730891062610	588	5845601935691367	-1,3,-9,7	9,7,8,-9	ok
-1.479592	-23.061224	240	2534169547088045	586	5842422602506936	-1,6,8,8	-9,6,8,-9	ok
-1.479592	-22.551020	241	2535868835344910	567	2409127854349979	-1,7,8,8	-9,-8,-8,8	ok
-1.479592	-22.040816	242	2536718799892277	569	2537570046700137	-1,-8,8,8	8,8,8,8	ok
-1.479592	-21.530612	225	998766650140877	569	2537570046700137	-1,-8,-8,-8	8,8,8,8	ok
-1.479592	-21.020408	225	998766650140877	569	2537570046700137	-1,-8,-8,-8	8,8,8,8	ok
-1.479592	-20.510204	225	998766650140877	569	2537570046700137	-1,-8,-8,-8	8,8,8,8	ok
-1.479592	-20.000000	226	998766694834649	557	999189900303645	1,-8,-8,-8	8,8,-8,-8	ok
-1.459184	-45.000000							error: T SSCS does not start with ±1: [-2, -1, -1, -1]
-1.459184	-44.489796							error: T SSCS does not start with ±1: [-2, -1, -1, -1]
-1.459184	-43.979592	14	2344	130	12055	1,-1,-1,-1	-18,-1,1,-1	ok
-1.459184	-43.469388							error: T SSCS does not start with ±1: [-13, 1, 0, 0]
-1.459184	-42.959184							error: T SSCS does not start with ±1: [7, 0, 0, 0]
-1.459184	-42.448980							error: T SSCS does not start with ±1: [5, 0, 0, 0]
-1.459184	-41.938776							error: T SSCS does not start with ±1: [4, 0, 0, 0]
-1.459184	-41.428571	2	89	17	872	1,0,0,0	-16,0,0,0	ok
-1.459184	-40.918367	2	89	15	831	1,0,0,0	15,0,0,0	ok
-1.459184	-40.408163							error: T SSCS does not start with ±1: [2, 0, 0, 0]
-1.459184	-39.897959							error: T SSCS does not start with ±1: [2, 0, 0, 0]
-1.459184	-39.387755							error: T SSCS does not start with ±1: [2, 0, 0, 0]
-1.459184	-38.877551							error: T SSCS does not start with ±1: [2, 0, 0, 0]
-1.459184	-38.367347	2	89	10	714	1,0,0,0	-14,0,0,0	ok
-1.459184	-37.857143	2	89	16	835	1,0,0,0	13,-1,0,0	ok
-1.459184	-37.346939	2	89	8	677	1,0,0,0	13,0,0,0	ok
-1.459184	-36.836735	2	89	8	677	1,0,0,0	13,0,0,0	ok
-1.459184	-36.326531	2	89	6	641	1,0,0,0	-13,0,0,0	ok
-1.459184	-35.816327	1	77	6	641	-1,0,0,0	-13,0,0,0	ok
-1.459184	-35.306122	1	77	4	606	-1,0,0,0	12,0,0,0	ok
-1.459184	-34.795918	1	77	4	606	-1,0,0,0	12,0,0,0	ok
-1.459184	-34.285714	1	77	4	606	-1,0,0,0	12,0,0,0	ok
-1.459184	-33.775510	1	77	3	572	-1,0,0,0	-12,0,0,0	ok
-1.459184	-33.265306	1	77	520	98646825730	-1,0,0,0	-12,0,-3,4	ok
-1.459184	-32.755102	1	77	18	881	-1,0,0,0	11,1,0,0	ok
-1.459184	-32.244898	1	77	201	80579	-1,0,0,0	11,0,1,1	ok
-1.459184	-31.734694	1	77	40	1304	-1,0,0,0	11,0,0,-1	ok
-1.459184	-31.224490	2	89	2	539	1,0,0,0	11,0,0,0	ok
-1.459184	-30.714286	7	494	1	507	1,0,0,-1	-11,0,0,0	ok
-1.459184	-30.204082	51	249569	346	79121889	1,0,0,-2	-11,2,0,-3	ok
-1.459184	-29.693878	228	1058369481252494	326	12779020	1,0,0,8	10,8,4,1	ok
-1.459184	-29.183673	12	1709	59	1871	1,0,-1,-1	10,-3,0,0	ok
-1.459184	-28.673469	9	1127	608	9189996184890845	-1,0,1,0	10,1,4,9	ok
-1.459184	-28.163265	17	4370	576	2672850322573531	-1,0,-2,0	10,-1,0,-9	ok
-1.459184	-27.653061	309	20376631338008750	350	116227861	-1,0,4,-10	10,0,-9,0	ok
-1.459184	-27.142857	118	1147085252	544	7248301580501	-1,0,-9,-2	-10,0,-9,5	ok
-1.459184	-26.632653	207	8057557155065	589	5845602043817237	-1,0,9,5	-10,7,8,-9	ok
-1.459184	-26.122449	262	6386545181259752	615	13001404085584435	-1,0,9,-9	9,9,8,9	ok
-1.459184	-25.612245	162	9752108652	605	7728078989112985	-1,-1,1,-4	9,9,2,9	ok
-1.459184	-25.102041	119	1176925385	582	2973900863585010	-1,1,-9,-2	9,-9,1,-9	ok
-1.459184	-24.591837	275	11910983231300615	538	2643720204828	-1,2,7,9	9,8,9,-5	ok
-1.459184	-24.081633	236	2280910124469375	591	5848782458172103	-1,-4,7,8	9,8,8,-9	ok
-1.459184	-23.571429	229	1118758120809635	585	5081620856863042	-1,6,-9,-8	9,-8,-7,-9	ok
-1.459184	-23.061224	245	2669313200201559	571	2669314369256143	-1,7,-9,8	-9,7,-9,8	ok
-1.459184	-22.551020	225	998766650140877	570	2537570117940154	-1,-8,-8,-8	-9,8,8,8	ok
-1.459184	-22.040816	242	2536718799892277	569	2537570046700137	-1,-8,8,8	8,8,8,8	ok
-1.459184	-21.530612	243	2537568978100002	569	2537570046700137	-1,8,8,8	8,8,8,8	ok
-1.459184	-21.020408	243	2537568978100002	569	2537570046700137	-1,8,8,8	8,8,8,8	ok
-1.459184	-20.510204	237	2409126743731619	569	2537570046700137	-1,-8,-8,8	8,8,8,8	ok
-1.459184	-20.000000	225	998766650140877	559	1058369389236419	-1,-8,-8,-8	8,8,8,-8	ok
-1.438776	-45.000000							error: T SSCS does not start with ±1: [-2, -1, -1, -1]
-1.438776	-44.489796							error: T SSCS does not start with ±1: [-2, -2, -1, -1]
-1.438776	-43.979592	14	2344	130	12055	1,-1,-1,-1	-18,-1,1,-1	ok
-1.438776	-43.469388	2	89	25	1001	1,0,0,0	17,0,0,0	ok
-1.438776	-42.959184	2	89	22	957	1,0,0,0	-17,0,0,0	ok
-1.438776	-42.448980	2	89	19	914	1,0,0,0	16,0,0,0	ok
-1.438776	-41.938776	2	89	19	914	1,0,0,0	16,0,0,0	ok
-1.438776	-41.428571	2	89	17	872	1,0,0,0	-16,0,0,0	ok
-1.438776	-40.918367	2	89	15	831	1,0,0,0	15,0,0,0	ok
-1.438776	-40.408163	2	89	15	831	1,0,0,0	15,0,0,0	ok
-1.438776	-39.897959							error: T SSCS does not start with ±1: [2, 0, 0, 0]
-1.438776	-39.387755							error: T SSCS does not start with ±1: [2, 0, 0, 0]
-1.438776	-38.877551							error: T SSCS does not start with ±1: [2, 0, 0, 0]
-1.438776	-38.367347	2	89	10	714	1,0,0,0	-14,0,0,0	ok
-1.438776	-37.857143	2	89	16	835	1,0,0,0	13,-1,0,0	ok
-1.438776	-37.346939	2	89	8	677	1,0,0,0	13,0,0,0	ok
-1.438776	-36.836735	2	89	8	677	1,0,0,0	13,0,0,0	ok
-1.438776	-36.326531	2	89	6	641	1,0,0,0	-13,0,0,0	ok
-1.438776	-35.816327	1	77	104	5754	-1,0,0,0	12,-5,0,0	ok
-1.438776	-35.306122	1	77	309	5073681	-1,0,0,0	12,0,0,2	ok
-1.438776	-34.795918	1	77	4	606	-1,0,0,0	12,0,0,0	ok
-1.438776	-34.285714	1	77	4	606	-1,0,0,0	12,0,0,0	ok
-1.438776	-33.775510	1	77	3	572	-1,0,0,0	-12,0,0,0	ok
-1.438776	-33.265306	1	77	113	7117	-1,0,0,0	-12,5,0,0	ok
-1.438776	-32.755102	1	77	18	881	-1,0,0,0	11,1,0,0	ok
-1.438776	-32.244898	1	77	269	719378	-1,0,0,0	11,0,4,0	ok
-1.438776	-31.734694	1	77	548	45691078519079	-1,0,0,0	11,0,0,-7	ok
-1.438776	-31.224490	184	37993252994	2	539	1,0,0,4	11,0,0,0	ok
-1.438776	-30.714286	330	32491316394183239	1	507	1,0,0,10	-11,0,0,0	ok
-1.438776	-30.204082	4	298	192	62460	1,0,-1,0	-11,10,-1,0	ok
-1.438776	-29.693878	10	1174	206	83825	1,0,1,0	10,9,-1,-1	ok
-1.438776	-29.183673	46	179099	112	7001	1,0,-2,1	10,4,-1,0	ok
-1.438776	-28.673469	216	214540459745045	599	6422304408040691	-1,0,3,7	10,-2,0,9	ok
-1.438776	-28.163265	169	11150247110	549	139563770629585	-1,0,8,-3	10,-1,0,7	ok
-1.438776	-27.653061	197	225941544752	618	14078765754022811	-1,0,9,-4	-10,0,9,9	ok
-1.438776	-27.142857	283	14078762733585902	618	14078765754022811	-1,0,9,9	-10,0,9,9	ok
-1.438776	-26.632653	96	182624715	601	6747375082889852	-1,-1,-9,-1	-10,-9,-1,9	ok
-1.438776	-26.122449	250	2958605310705527	363	254916892	-1,-1,1,-9	9,9,-9,-1	ok
-1.438776	-25.612245	150	5148638549	566	2289557776725685	-1,1,9,2	9,9,7,8	ok
-1.438776	-25.102041	254	5829716941481510	583	3287287054321860	-1,2,8,-9	9,-9,2,-9	ok
-1.438776	-24.591837	273	10943979351009705	554	480864396560610	-1,-4,6,9	9,-9,9,7	ok
-1.438776	-24.081633	253	5323446691871219	551	451054472005738	-1,-7,7,-9	9,8,-9,7	ok
-1.438776	-23.571429	256	5847190196345960	591	5848782458172103	-1,-8,8,-9	9,8,8,-9	ok
-1.438776	-23.061224	243	2537568978100002	570	2537570117940154	-1,8,8,8	-9,8,8,8	ok
-1.438776	-22.551020	243	2537568978100002	570	2537570117940154	-1,8,8,8	-9,8,8,8	ok
-1.438776	-22.040816	243	2537568978100002	569	2537570046700137	-1,8,8,8	8,8,8,8	ok
-1.438776	-21.530612	243	2537568978100002	569	2537570046700137	-1,8,8,8	8,8,8,8	ok
-1.438776	-21.020408	243	2537568978100002	569	2537570046700137	-1,8,8,8	8,8,8,8	ok
-1.438776	-20.510204	243	2537568978100002	569	2537570046700137	-1,8,8,8	8,8,8,8	ok
-1.438776	-20.000000	225	998766650140877	569	2537570046700137	-1,-8,-8,-8	8,8,8,8	ok
-1.418367	-45.000000							error: T SSCS does not start with ±1: [-2, -1, -1, -1]
-1.418367	-44.489796							error: T SSCS does not start with ±1: [-2, -2, -2, -2]
-1.418367	-43.979592	14	2344	102	5116	1,-1,-1,-1	-18,-1,-1,-1	ok
-1.418367	-43.469388	2	89	25	1001	1,0,0,0	17,0,0,0	ok
-1.418367	-42.959184	2	89	22	957	1,0,0,0	-17,0,0,0	ok
-1.418367	-42.448980	2	89	19	914	1,0,0,0	16,0,0,0	ok
-1.418367	-41.938776	2	89	19	914	1,0,0,0	16,0,0,0	ok
-1.418367	-41.428571	2	89	35	1245	1,0,0,0	15,1,0,0	ok
-1.418367	-40.918367	2	89	15	831	1,0,0,0	15,0,0,0	ok
-1.418367	-40.408163	1	77	15	831	-1,0,0,0	15,0,0,0	ok
-1.418367	-39.897959							error: T SSCS does not start with ±1: [2, 0, 0, 0]
-1.418367	-39.387755							error: T SSCS does not start with ±1: [2, 0, 0, 0]
-1.418367	-38.877551							error: T SSCS does not start with ±1: [2, 0, 0, 0]
-1.418367	-38.367347	2	89	10	714	1,0,0,0	-14,0,0,0	ok
-1.418367	-37.857143	2	89	153	19675	1,0,0,0	13,0,2,0	ok
-1.418367	-37.346939	2	89	8	677	1,0,0,0	13,0,0,0	ok
-1.418367	-36.836735	2	89	8	677	1,0,0,0	13,0,0,0	ok
-1.418367	-36.326531	2	89	6	641	1,0,0,0	-13,0,0,0	ok
-1.418367	-35.816327	1	77	37	1251	-1,0,0,0	12,-2,0,0	ok
-1.418367	-35.306122	1	77	28	1057	-1,0,0,0	12,0,-1,0	ok
-1.418367	-34.795918	1	77	4	606	-1,0,0,0	12,0,0,0	ok
-1.418367	-34.285714	1	77	4	606	-1,0,0,0	12,0,0,0	ok
-1.418367	-33.775510	1	77	3	572	-1,0,0,0	-12,0,0,0	ok
-1.418367	-33.265306	1	77	195	62813	-1,0,0,0	11,10,-1,0	ok
-1.418367	-32.755102	1	77	404	1047652403	-1,0,0,0	11,1,-1,3	ok
-1.418367	-32.244898	1	77	380	541846718	-1,0,0,0	11,0,-11,0	ok
-1.418367	-31.734694	1	77	24	968	-1,0,0,0	11,0,-1,0	ok
-1.418367	-31.224490	23	9590	38	1254	-1,0,0,1	-11,0,0,-1	ok
-1.418367	-30.714286	75	14924914	343	71490882	1,0,1,2	-11,0,0,-3	ok
-1.418367	-30.204082	27	15223	243	275633	1,0,2,0	10,10,2,0	ok
-1.418367	-29.693878	53	306934	357	168168610	1,0,-4,0	10,9,9	ok
-1.418367	-29.183673	227	1051325816023858	373	461791225	1,0,8,-8	10,6,10,0	ok
-1.418367	-28.673469	284	14078762901387944	637	25789781627410165	1,0,9,9	10,2,7,-10	ok
-1.418367	-28.163265	313	30026367008912120	125	9710	-1,0,9,-10	10,1,-2,0	ok
-1.418367	-27.653061	295	14675152561139777	434	2112532481	-1,0,-10,9	-10,0,-10,-2	ok
-1.418367	-27.142857	76	15492960	176	37109	-1,-1,1,2	-10,-1,-1,1	ok
-1.418367	-26.632653	233	1328012038573505	575	2672849006516321	-1,1,2,8	-10,9,-9,8	ok
-1.418367	-26.122449	247	2797878789703205	534	814093741992	-1,1,9,8	9,9,9,4	ok
-1.418367	-25.612245	218	448267356026954	615	13001404085584435	-1,2,-9,7	9,9,8,9	ok
-1.418367	-25.102041	277	12972468362268359	527	288443290197	-1,4,8,9	9,-9,-6,4	ok
-1.418367	-24.591837	255	5845600097551730	592	5850373206045048	-1,7,8,-9	9,-9,8,-9	ok
-1.418367	-24.081633	225	998766650140877	560	1120600218659203	-1,-8,-8,-8	9,8,-9,-8	ok
-1.418367	-23.571429	257	5848780619532479	573	2671081249369833	-1,8,8,-9	9,8,-9,8	ok
-1.418367	-23.061224	257	5848780619532479	590	5848782350016823	-1,8,8,-9	-9,8,8,-9	ok
-1.418367	-22.551020	243	2537568978100002	570	2537570117940154	-1,8,8,8	-9,8,8,8	ok
-1.418367	-22.040816	243	2537568978100002	569	2537570046700137	-1,8,8,8	8,8,8,8	ok
-1.418367	-21.530612	243	2537568978100002	569	2537570046700137	-1,8,8,8	8,8,8,8	ok
-1.418367	-21.020408	243	2537568978100002	569	2537570046700137	-1,8,8,8	8,8,8,8	ok
-1.418367	-20.510204	243	2537568978100002	569	2537570046700137	-1,8,8,8	8,8,8,8	ok
-1.418367	-20.000000	242	2536718799892277	569	2537570046700137	-1,-8,8,8	8,8,8,8	ok
-1.397959	-45.000000							error: T SSCS does not start with ±1: [-2, -1, -1, -1]
-1.397959	-44.489796							error: T SSCS does not start with ±1: [-2, -2, -2, -2]
-1.397959	-43.979592	14	2344	102	5116	1,-1,-1,-1	-18,-1,-1,-1	ok
-1.397959	-43.469388	2	89	25	1001	1,0,0,0	17,0,0,0	ok
-1.397959	-42.959184	2	89	293	2235522	1,0,0,0	-17,0,-2,-2	ok
-1.397959	-42.448980	2	89	19	914	1,0,0,0	16,0,0,0	ok
-1.397959	-41.938776	2	89	17	872	1,0,0,0	-16,0,0,0	ok
-1.397959	-41.428571	2	89	66	2181	1,0,0,0	15,-1,0,-1	ok
-1.397959	-40.918367	2	89	15	831	1,0,0,0	15,0,0,0	ok
-1.397959	-40.408163	1	77	13	791	-1,0,0,0	-15,0,0,0	ok
-1.397959	-39.897959							error: T SSCS does not start with ±1: [2, 0, 0, 0]
-1.397959	-39.387755							error: T SSCS does not start with ±1: [2, 0, 0, 0]
-1.397959	-38.877551							error: T SSCS does not start with ±1: [2, 0, 0, 0]
-1.397959	-38.367347	2	89	10	714	1,0,0,0	-14,0,0,0	ok
-1.397959	-37.857143	2	89	75	2602	1,0,0,0	13,0,1,0	ok
-1.397959	-37.346939	2	89	8	677	1,0,0,0	13,0,0,0	ok
-1.397959	-36.836735	2	89	8	677	1,0,0,0	13,0,0,0	ok
-1.397959	-36.326531	1	77	6	641	-1,0,0,0	-13,0,0,0	ok
-1.397959	-35.816327	1	77	92	3981	-1,0,0,0	12,1,1,0	ok
-1.397959	-35.306122	1	77	73	2461	-1,0,0,0	12,0,1,0	ok
-1.397959	-34.795918	1	77	4	606	-1,0,0,0	12,0,0,0	ok
-1.397959	-34.285714	1	77	4	606	-1,0,0,0	12,0,0,0	ok
-1.397959	-33.775510	1	77	3	572	-1,0,0,0	-12,0,0,0	ok
-1.397959	-33.265306	1	77	178	39318	-1,0,0,0	11,-10,0,0	ok
-1.397959	-32.755102	1	77	164	26774	-1,0,0,0	11,1,2,0	ok
-1.397959	-32.244898	1	77	311	5321931	-1,0,0,0	11,-1,0,2	ok
-1.397959	-31.734694	6	464	118	8234	-1,0,0,-1	11,0,1,-1	ok
-1.397959	-31.224490	201	936652736327	307	5064132	-1,0,0,5	-11,0,0,2	ok
-1.397959	-30.714286	272	10926177177350069	68	2257	1,0,6,9	-11,0,1,0	ok
-1.397959	-30.204082	175	17708584913	325	10403621	1,0,9,-3	10,10,2,-2	ok
-1.397959	-29.693878	99	259794613	449	3027781633	1,0,-10,0	10,-10,2,3	ok
-1.397959	-29.183673	99	259794613	475	5819640535	1,0,-10,0	10,8,9,2	ok
-1.397959	-28.673469	99	259794613	568	2529078157736666	1,0,-10,0	10,3,8,8	ok
-1.397959	-28.163265	250	2958605310705527	619	14084914692764330	-1,-1,1,-9	10,1,9,9	ok
-1.397959	-27.653061	34	32384	259	605531	-1,-1,-1,1	-10,-1,-1,-2	ok
-1.397959	-27.142857	276	12955131769494530	562	1179301879657592	-1,1,8,9	-10,1,9,-8	ok
-1.397959	-26.632653	285	14084911503829220	623	14134177230126971	-1,1,9,9	-10,9,9,9	ok
-1.397959	-26.122449	263	6393344124209679	580	2812547212698117	-1,2,9,-9	9,9,9,8	ok
-1.397959	-25.612245	248	2803372230424502	552	451520166673117	-1,4,9,8	9,9,-9,7	ok
-1.397959	-25.102041	220	450588627364304	592	5850373206045048	-1,7,-9,7	9,-9,8,-9	ok
-1.397959	-24.591837	279	12995610879787277	592	5850373206045048	-1,8,8,9	9,-9,8,-9	ok
-1.397959	-24.081633	246	2671080006838320	573	2671081249369833	-1,8,-9,8	9,8,-9,8	ok
-1.397959	-23.571429	246	2671080006838320	572	2671081176279736	-1,8,-9,8	-9,8,-9,8	ok
-1.397959	-23.061224	257	5848780619532479	590	5848782350016823	-1,8,8,-9	-9,8,8,-9	ok
-1.397959	-22.551020	243	2537568978100002	570	2537570117940154	-1,8,8,8	-9,8,8,8	ok
-1.397959	-22.040816	243	2537568978100002	569	2537570046700137	-1,8,8,8	8,8,8,8	ok
-1.397959	-21.530612	243	2537568978100002	569	2537570046700137	-1,8,8,8	8,8,8,8	ok
-1.397959	-21.020408	243	2537568978100002	569	2537570046700137	-1,8,8,8	8,8,8,8	ok
-1.397959	-20.510204	243	2537568978100002	569	2537570046700137	-1,8,8,8	8,8,8,8	ok
-1.397959	-20.000000	243	2537568978100002	569	2537570046700137	-1,8,8,8	8,8,8,8	ok
-1.377551	-45.000000							error: T SSCS does not start with ±1: [-2, -1, -1, -1]
-1.377551	-44.489796							error: T SSCS does not start with ±1: [-2, -2, -2, -2]
-1.377551	-43.979592	5	463	109	6293	1,-1,-1,0	-18,1,-1,-1	ok
-1.377551	-43.469388	2	89	25	1001	1,0,0,0	17,0,0,0	ok
-1.377551	-42.959184	2	89	31	1143	1,0,0,0	-17,-1,0,0	ok
-1.377551	-42.448980	2	89	19	914	1,0,0,0	16,0,0,0	ok
-1.377551	-41.938776	2	89	17	872	1,0,0,0	-16,0,0,0	ok
-1.377551	-41.428571	2	89	87	3711	1,0,0,0	15,0,-1,-1	ok
-1.377551	-40.918367	2	89	15	831	1,0,0,0	15,0,0,0	ok
-1.377551	-40.408163	1	77	13	791	-1,0,0,0	-15,0,0,0	ok
-1.377551	-39.897959	1	77	146	16443	-1,0,0,0	14,-1,0,1	ok
-1.377551	-39.387755							error: T SSCS does not start with ±1: [2, 0, 0, 0]
-1.377551	-38.877551							error: T SSCS does not start with ±1: [2, 0, 0, 0]
-1.377551	-38.367347	2	89	10	714	1,0,0,0	-14,0,0,0	ok
-1.377551	-37.857143	2	89	75	2602	1,0,0,0	13,0,1,0	ok
