category_id	count	encoding	T_scs	gamma_scs
377	1	188408394023958444986838616566940	-1,7,9,-9	9,9,8,9
378	3	188418348930986980420243992140025	-1,8,9,-9	9,-9,8,9
379	1	198702328387520020218234991494462	-1,0,1,-2,0,1	10,0,9,-9
380	2	199364737283145088335447367037454	-1,8,9,-9	9,-9,-9,9
381	1	199424404015660285143432178278395	-1,8,9,-9	9,9,-9,9
382	1	205228674429100929194873676762882	-1,8,-9,-9	9,9,9,9
383	23	205262041160119269795984010691118	-1,-9,-9,-9	9,9,9,9
384	1	208931364788191045333785888738226	1,8,4,-10	10,9,-10,3
385	1	210420307694486501838697714116120	-1,3,9,9	9,9,9,-9
386	1	210672949431087151043849853390882	-1,5,9,9	9,9,9,-9
387	1	210925908344376214476705805499703	-1,7,9,9	9,9,9,-9
388	3	211052506857988922261151045803370	-1,8,9,9	9,9,9,-9
389	1	211109140184484996013680841146887	-1,8,9,-9	-10,9,9,9
390	2	211115835899301024850078524895395	-1,-9,9,9	9,9,9,-9
391	1	211144165403027762222441899598670	-1,-9,9,-9	9,9,9,9
392	1	216704567002195017054168022424705	1,-8,-10,-9	-10,-5,9,9
393	1	217560068635991453753050230794018	1,9,-10,9	-10,-9,-9,-9
394	1	223236205900693311942367492160666	1,2,9,9	10,-3,1,9
395	1	225594773486125932176333306874775	-1,0,2,7,-1,0	-11,0,-3,0,2
396	1	228962455493474655386925095396407	-1,0,9,-9,0	10,-1,0,-9,0
397	1	230043494601038873165367233845876	-1,9,-10,9	10,9,-10,-9
398	1	237623914577128090429220546651111	1,0,0,9,0	10,7,0,9
399	1	245840950396912593699151629275667	-1,-6,4,9	-10,-3,8,9
400	1	251810508564210548545095002672925	-1,-3,-2,-2,2	-10,2,5,-10
401	1	262599576105481407910096749397719	-1,2,-10,-4,2	10,10,-10,2
402	1	271446505245493020046280535660597	-1,4,9,9	-10,-3,4,9
403	1	271837206420283832219782450074881	-1,2,9,9	-10,9,4,9
404	1	272125132729178177572970656706849	1,8,9,9	-10,-4,4,9
405	1	286243608858254944033286807625529	1,-9,6,-10	10,8,-10,4
406	1	314584638831443480777173250303856	-1,-5,6,9	-10,9,9,9
407	1	337752402258099404525687533863090	-1,1,9,9	-10,1,7,9
408	1	337847124055925959964178893495397	-1,8,8,9	9,-9,8,9
409	1	337847149207705515188861890320763	-1,-8,8,9	9,9,8,9
410	1	338957238600768499115759313552462	-1,5,7,9	-10,5,9,9
411	1	339953223687562316036224496825082	-1,-8,7,9	9,9,9,9
412	1	352531882063751672889612949938682	-1,8,8,9	9,9,-9,9
413	1	353368079342180160273220023716553	-1,7,9,9	-10,-9,-8,9
414	1	360629791607006279876748815594347	-1,0,0,2,0,1	10,-1,0,0,1
415	1	367071836271590039924148334372545	-1,2,8,9	9,9,9,9
416	1	367668280137878084262387947324625	-1,6,9,9	-10,9,8,9
417	1	367934173716794739977282805683832	-1,-8,8,9	9,9,9,9
418	1	368002539964993062631507669868075	-1,8,9,9	-10,9,8,9
419	1	368012696883038007767393678837382	-1,8,8,9	9,9,9,9
420	1	368091250485935471789589228477246	1,-9,8,9	-10,9,9,9
421	1	382353183407790345901200047634531	-1,1,5,-8,1	9,9,5,8
422	1	382903115747067544538712281163939	1,-9,-9,9	-10,-7,9,9
423	1	383083674114950270202067971835900	-1,0,9,-9,0	9,9,8,9
424	6	383329626555705485760100632733020	-1,-9,-9,9	9,9,9,9
425	2	383329631211045995549475518472717	-1,-9,-9,9	-10,9,9,9
426	1	383329634129867641062952491060396	1,9,9,9	-10,-9,-9,9
427	1	384587493901012480098079513384459	-1,-9,8,9	10,-10,-10,9
428	1	387604103595194559630496245404202	-1,-1,7,-9,-1	-10,9,-9,-1
429	1	388057763952990866288048569980616	1,3,8,-10	10,3,-10,4
430	1	391705330622387060752755408941752	-1,-9,8,-10	10,9,-10,6
431	1	397116157967544546840402115942320	-1,2,9,9	-10,2,9,9
432	1	397463031605851411092307204249497	-1,3,9,9	-10,3,9,9
433	1	397636700387583111619990259576125	1,5,9,9	-10,2,9,9
434	1	398505751321290359099930309101770	-1,3,9,9	9,9,9,9
435	1	398592633166158988121193609053672	-1,-4,9,9	-10,9,9,9
436	2	398679529210460224101496743242082	-1,4,9,9	9,9,9,9
437	1	398853311659392227308241282374884	1,-9,9,9	-10,-6,9,9
438	2	399027369436885558813292686495545	-1,6,9,9	9,9,9,9
439	1	399201379613248964396312607360192	-1,8,9,9	-10,8,9,9
440	1	399201431873462185795287702844203	-1,7,9,9	9,9,9,9
441	1	399201436624202642404597287980256	-1,7,9,9	-10,9,9,9
442	14	399375589258536200207769839815395	-1,8,9,9	9,9,9,9
443	2	399375594010312833352926440497142	-1,8,9,9	-10,9,9,9
444	5	399462703572296761287081648869670	-1,-9,9,9	9,9,9,9
445	2	399462708324591609866132064351477	-1,-9,9,9	-10,9,9,9
446	24	399549841641829160457197461211982	-1,9,9,9	9,9,9,9
447	21	399549846394641828697811314812888	1,9,9,9	9,9,9,9
448	1	399549846394642309259785858886397	-1,9,9,9	-10,9,9,9
449	30	399549851147455005768750810102201	1,9,9,9	-10,9,9,9
450	1	399710554855031061468366852070683	1,-9,-9,9	-10,7,-10,9
451	1	400250168306303601483561965822442	-1,-9,-9,9	10,10,-10,9
452	1	415198647695092674215991340954107	-1,6,-10,9	-10,4,9,9
453	1	415914531323135385726454372393428	-1,7,9,9	-10,7,-10,9
454	2	416453620999162480597570277590251	1,9,9,9	-10,8,-10,9
455	1	416637177222402414681742104638786	1,9,-10,9	-10,9,9,9
456	1	433239646364338534130828695549286	1,-7,-10,9	10,7,-10,9
457	12	434082271815781884182046922317708	-1,9,-10,9	-10,9,-10,9
458	10	434082276873464312501929525402615	-1,9,-10,9	10,9,-10,9
459	8	434175995729953378085644984373311	-1,9,-10,9	10,-10,-10,9
460	1	434269739879223365581513461843921	-1,9,-10,9	10,10,-10,9
461	1	453146053159440091253711852552634	1,7,9,-10	-10,3,-9,-5
462	1	453582085332052972253279743256025	1,-9,9,-10	10,-9,-3,-5
463	1	453682390611383300039186417845426	1,6,4,-6	10,8,9,-10
464	1	453732011268931953745897408258166	1,0,10,1,0	10,9,9,-10
465	1	453898508863229468138851026745770	-1,1,-3,1,-3	9,9,9,9
466	1	454129678809743930179075795535379	-1,6,-9,-5	10,10,9,-10
467	1	454237306009081569006550516206876	1,6,9,-10	-10,3,7,6
468	1	454844340136920848547000098552246	1,8,-10,6	-10,-6,9,-10
469	1	464439292483090124587977341787145	-1,-8,-7,7	10,-10,9,-10
470	1	465654358775944971396319883946057	-1,0,8,-9,-1	-10,7,9,7
471	1	486505774023500957259271788729506	1,0,-9,-9,-1	10,-5,0,2
472	1	489328044366663354963682695812185	1,9,-10,-10	10,9,-10,4
473	1	489473848268685776045992186031364	-1,-10,-10,-10	-11,10,10
474	1	489473985552411712493209885095591	-1,0,0,0,1,0,0	11,2,-1,-1,0
475	1	489474143869803127124724756311706	-1,0,0,0,1,0,0	11,0,9,2
476	1	490241513294402327076595125456657	-1,-2,-2,-2,-3	9,9,9,-6
477	1	492317441852396070788962640485206	1,9,9,-10	-10,8,-10,-8
478	1	503518060297658423967282956617695	1,9,-10,-10	10,-9,-9,7
479	1	529083030840773594117671020011808	1,-9,-8,8	-10,-9,9,-10
480	1	531268833189107057208365382976016	1,0,9,-2,-1,0	10,9,0,10
481	1	531412831112041165458076527457039	1,1,10,1,1	10,-10,0,10
482	1	537416250138905906554868846597401	1,3,-10,9	-10,-3,-3,-10
483	1	540796061687514482668884234970035	-1,0,-1,0,-1,0,0	-11,0,0,10
484	1	543500149859979504326046242613836	-1,7,10,-10	10,10,-10,7
485	1	546092426338106250881156458550738	1,8,-10,8	-10,6,9,-10
486	2	547233861296736731836779393240180	-1,9,9,-10	10,9,-10,8
487	1	566426429640986054697544191391005	-1,4,-11,-10	11,10,11
488	1	566649787486685037882194310176276	1,0,-1,0,0,1	10,10,0,10
489	1	567820335185801625224458394932422	-1,-8,-11,-10	11,-11,-11
490	1	569043079769459250685052369800101	-1,0,0,3,-1,0	11,0,-1,10
491	1	569217434954296297258402206334985	1,-1,0,-10,0	10,-9,-10,0
492	1	569218036370653157820535340418895	1,-1,0,-10,0	10,2,9,-3
493	1	569235332532106398191915233453286	1,-1,0,-10,0	10,9,-8,4
494	1	569247739759098200587507910689463	-1,-1,0,-10,0	10,1,-10,4
495	1	569255333772016603657106130102761	1,-1,0,-10,0	10,10,-1,5
496	1	581711794951205722636835017554508	1,0,-8,0,1,-1	-11,-1,0,-10,0
497	1	582725779011141269930643774261026	-1,1,10,-6,1	10,10,10,-10
498	1	613094334619100105337272906921900	-1,-1,-1,-1,-1,-1	-11,-1,1,10
499	1	613250666044155885059738134424250	-1,0,10,2,1	11,-1,-1,-10,0
500	1	617037771350275036390592141336261	1,1,1,-3,0	10,10,1,10
501	1	620088637210451719861744646931581	1,0,10,-6,0	10,10,1,10
502	1	657080339029717672114495497142608	1,9,9,-10	-10,-9,-9,-9
503	1	657277596635979997768082602354855	-1,-9,-9,-9	10,-10,9,-10
504	1	661015420612106314917784209968881	1,0,-10,1,0	10,2,1,-10,0
505	1	661963013987212151979218334489196	1,0,0,-9,0,0	10,2,0,-1,2
506	1	678516564666941165724810055168641	1,9,9,-10	-10,8,-10,-9
507	1	699745218033163253782777369281273	1,9,-10,-10	-10,-9,-9,-9
508	1	711588109929489915227230054966857	1,0,0,-1,0,0	-11,-1,0,8,1
509	1	714508445886411394325284568550460	1,-9,2,10	10,9,-10,-3
510	1	717652130656451320149057922719015	1,1,-10,1,-3	10,-9,5,9
511	1	721995013971840813780368977560796	-1,9,-10,-10	10,9,-10,-9
512	1	745695534384239560072864680949486	-1,-9,-9,-9	10,10,10,-10
513	1	758214339657051043600205890290747	-1,0,-1,0,2,0	11,3,0,10
514	1	780438671239177516214684035513206	1,0,2,-10,0	10,7,0,-8
515	1	819069182046738418736668465678411	1,-1,0,-10,0	10,-5,-1,9
516	1	819570444560750088532065122152786	1,-1,0,-10,0	10,8,-1,9
517	1	836249304522791152634708168560673	-1,8,8,-10	-10,-7,8,9
518	1	884041363785018803844409547487651	1,9,9,9	-10,-9,8,-10
519	1	909673748408475235014354404445034	-1,-9,-10,9	10,-10,8,-10
520	1	928843734130585759646574539102286	1,-9,8,9	-10,7,9,-10
521	1	935890320438577642773405875334511	-1,7,10,9	10,-10,8,-10
522	1	936013266096653233208826504706177	-1,-9,8,-10	10,9,10,9
523	1	973652771156608862604601214933978	-1,2,9,9	-10,1,9,-10
524	1	976178280391649720450622506510235	1,4,9,-10	10,6,9,9
525	1	976739404298030754540982298631226	1,1,9,9	10,8,9,-10
526	1	978099966509657807674527089758919	1,8,9,-10	-10,6,9,9
527	1	978645108452004640245369562565329	1,8,9,-10	-10,8,9,9
528	1	978645115888753966297338843208951	1,8,9,-10	10,8,9,9
529	1	979262685248668437377335847853816	1,9,9,-10	-10,-9,9,9
530	2	979399115572139744235371464695216	1,9,9,-10	-10,9,9,9
531	1	1004138371818935324411255593111538	1,8,9,-10	-10,4,-10,9
532	1	1004790392939538549582726339887435	1,8,-10,9	10,7,9,-10
533	1	1005604425929800081291066714458657	-1,-8,9,-10	10,10,-10,9
534	7	1006050740579723821372402824828143	1,9,-10,9	-10,9,9,-10
535	1	1006050751589975935437049676566535	1,9,-10,9	10,9,9,-10
536	6	1006294712835989794666397498469400	-1,9,-10,9	10,-10,9,-10
537	1	1032820537391109641634170700944116	1,4,10,9	10,-10,9,-10
538	1	1034012386383029435149394849796073	-1,8,10,9	10,-10,9,-10
539	1	1034063294330287136242732107385201	-1,9,9,-10	10,9,10,9
540	1	1058683790077752449721480363188545	-1,9,-10,-10	10,9,-10,9
541	1	1058683801587456735456443613904060	1,9,-10,-10	10,9,-10,9
542	1	1058683847179548740021138063480658	-1,9,-10,9	-10,9,-10,-10
543	1	1058683855078121612401109667482018	1,9,-10,9	-10,9,-10,-10
544	1	1058683866587827079736240094493825	1,9,-10,9	10,9,-10,-10
545	1	1058906145817183101993731227042188	-1,8,-10,9	10,10,-10,-10
546	6	1058941311922328452367813431969900	-1,9,-10,9	10,-10,-10,-10
547	1	1086038887549208919809893583662412	-1,8,10,-10	10,-10,9,9
548	3	1114792458111086050176147837107937	-1,9,10,-10	10,10,-10,9
549	1	1115035633117397814143634399212266	-1,9,-10,9	10,10,10,-10
550	1	1180800646560976005685748471650789	1,1,-3,1,-3	10,-10,0,10
551	1	1245320380681068767678338694140557	-1,-6,5,10	10,10,-10,8
552	1	1278103128287261994544644175691071	1,-9,4,-10	-10,8,9,-10
553	1	1359698466351032909747276819034120	1,0,6,-10,0	-11,0,2,-1,0
554	1	1362767713390429968933050260944726	1,7,9,-10	10,6,5,-10
555	1	1457496422099512413937672816835677	-1,-7,5,10	10,9,10,-9
556	1	1467709650513534289948333204448213	-1,-1,6,-1,0	10,10,7,10
557	1	1536010792097492369209394567240590	-1,8,-10,-8	10,-10,7,10
558	1	1566706422746858195147588089378435	1,9,9,-10	10,-9,7,-10
559	1	1684235875348314695078888382757791	1,9,9,-10	-10,-9,8,-10
560	1	1684534027741932014770042878375906	1,9,8,-10	10,9,9,-10
561	1	1799463853668131107410092357884113	-1,0,8,-10,0	10,1,-10,0
562	1	1799463903710117460220807187365003	-1,0,8,-10,0	-11,0,10,1
563	1	1807149800895963508527291939054393	-1,0,1,-3,0,1	10,1,0,4,0
564	1	1808233504584077973355759183944264	-1,0,0,-2,2,0	11,0,-1,0,0
565	1	1813617352237903273774170660455001	1,7,9,-10	10,9,9,-10
566	2	1814272176277509218185315939542126	1,9,9,-10	-10,8,9,-10
567	2	1814599706581996123695109672879083	1,9,9,-10	-10,-9,9,-10
568	4	1814927310806406080803055445046083	1,9,9,-10	-10,9,9,-10
569	1	1884703563382769268526171258104411	1,9,9,-10	-10,8,-10,-10
570	1	1885390471986806948436729719320050	1,9,-10,-10	10,9,9,-10
571	1	1929182532314939860857967134538417	1,0,10,-3,0	-11,1,9,10
572	1	1931526096262995362250490131001482	-1,3,9,10	10,10,-7,4
573	1	1934462042770981280701891824888721	1,5,9,10	10,9,10,5
574	1	1937911412818404181067953327319976	-1,-9,9,10	11,10,-11
575	1	1939873399432147069094064427640234	-1,-1,-1,-1,-1,-1	10,10,9,10
576	1	1942140800435317589384173090075504	-1,7,9,10	10,-10,-5,-7
577	2	1957545567330942237645396585524755	-1,9,-10,-10	10,-10,-10,-10
578	7	1957895644772191878667329605784500	-1,-10,-10,-10	10,-10,-10,-10
579	1	1957895660425807611181669458654045	-1,-10,-10,-10	-11,-10,-10,-10
580	17	1958245800502513336704170311349159	-1,-10,-10,-10	10,10,-10,-10
581	3	2033175439573144708964522240160073	-1,9,10,-10	10,-10,-10,-10
582	3	2033532263141859124962147725305938	-1,9,10,-10	10,10,-10,-10
583	3	2033899264162734487064221078335311	-1,-10,10,-10	10,10,-10,-10
584	12	2033909464873275808335348698093762	-1,-10,-10,-10	10,10,10,-10
585	1	2064526773119351831252751645434349	-1,0,-11,-1,-2,-1	11,10,-10,0
586	1	2066377951410699080790740620896480	1,0,9,-10,0	10,6,2,1,0
587	1	2077515112164670975202297831442789	-1,-10,-10,10	-11,10,10
588	1	2077515551510100469869415905083886	1,0,0,-1,1,0,0	10,7,-1,0,0
589	1	2105088162254498465046875822167179	-1,5,-10,10	10,10,-10,7
590	1	2110623033320312848870429381034872	-1,9,10,-10	10,10,10,-10
591	1	2128252016725392008722465760304159	-1,-9,-10,8	10,10,9,10
592	1	2155238446808467776232609807054993	-1,-1,-1,1,-2,-1	9,9,1,8
593	1	2200981245808772100385599431933846	1,-1,0,-10,0	10,10,0,10
594	1	2212738351127136683038160206073413	-1,0,-10,1,-1,0	-11,0,10,10
595	1	2214742582717404753914961070218915	-1,0,10,-5,0	-11,1,10,10
596	1	2215327691871409652262473025495198	-1,2,10,10	-11,10,-10,3
597	1	2223865005949464159669409131779664	-1,-9,10,10	-11,10,-10
598	1	2223865013311148730532298057121339	-1,-9,10,10	-11,10,10
599	1	2225181869497327469260253346544905	-1,-10,10,10	-11,10,-11
600	1	2225901825573845240190396235878891	-1,4,-10,4	10,10,10,10
601	1	2339006001722117229660108541835926	-1,9,9,10	10,-10,-9,-9
602	1	2370094828761970018898109901793415	-1,0,10,-10,0	-11,10,-10,0
603	1	2370094845299746261717244958532071	-1,0,10,-10,0	10,10,5,2
604	1	2373576907202064256588161353385450	-1,3,-11,10	11,10,10
605	1	2376365812077583784685842043611174	-1,5,-11,10	-11,9,10
606	1	2380554557067414959991662563210220	-1,8,-11,10	-11,9,-11
607	1	2386864823963797101219727843839549	-1,0,-1,0,1,0	11,2,0,-11
608	1	2402996963522658467578510591455315	-1,0,10,-10,0	11,-1,-11,1,2
609	1	2425000462961268866402462116061637	-1,8,10,10	10,10,-10,8
610	1	2501923331699145314317188436421250	1,0,9,-10,0	10,10,0,9
611	1	2542118939765204932113120986625249	-1,0,9,8,1	-10,-1,8,2,-2
612	1	2557961158972804896939551162411685	-1,0,10,-2,0	-11,-4,0,10,0
613	1	2569628393134937949976231751304375	1,0,-2,-6,0,0	-11,1,0,10,0
614	1	2579814988785726733858129025166674	-1,5,9,10	10,-10,-5,9
615	1	2605297613217333494793875503018365	-1,4,-11,10	-11,6,-11,8
616	1	2650554923077248647426784704277261	-1,4,-10,9	10,10,8,10
617	2	2653425949971279205048744385162136	-1,-9,-9,-9	10,10,10,10
618	1	2716565329590230447242691637221017	-1,-9,-9,9	10,-10,-9,10
619	1	2793130177581162692604805181539986	-1,-8,-8,9	10,10,9,10
620	1	2924281786875516227057106256837560	1,0,0,9,0,0	-11,-2,0,1,0
621	2	2965052638371354141530652694658275	-1,9,-10,9	10,-10,9,10
622	1	3114338189631908762678427346277539	-1,1,9,-7,-2	9,9,-6,2
623	1	3136436169816541211220695892475986	-1,9,-10,9	10,10,-10,10
624	1	3222066806488381514141952102405717	-1,-9,-9,9	10,10,10,10
625	1	3314210417873653488029515570261752	-1,3,-10,9	-11,10,10,10
626	1	3314468865128065586283062023300335	-1,-4,-10,9	-11,10,10,10
627	1	3316224883670986186502414641289187	-1,9,10,10	10,10,-10,9
628	1	3316538284494294231394394703608322	-1,-8,-10,9	10,10,10,10
629	1	3316797229411777132984945617847227	-1,8,-10,9	-11,10,10,10
630	1	3358852173188160970485229590317643	-1,4,10,10	10,10,10,9
631	1	3364261622835673719328445644641126	-1,2,10,9	10,10,10,10
632	1	3437143161415252694871439329641747	-1,5,10,-10	10,-10,6,10
633	1	3547300627850143269590390762992044	-1,-4,-11,10	-11,4,10,9
634	1	3881614917439811964879513574546235	-1,8,9,10	10,-10,7,-10
635	1	3920052430626817010881215213493697	-1,-7,-8,10	10,10,10,-10
636	1	3924232099635396666235251568350300	-1,0,-1,10,0	11,0,-10,9
637	1	4063751581856731512824102636314153	1,7,9,10	10,-10,8,-10
638	1	4160193124409472080444171698600880	1,4,-9,-10	10,9,9,10
639	1	4283148477620181425114914684195743	-1,-7,7,-10	-11,10,10,10
640	1	4287248184406753940834985217113006	1,1,8,-10,0	10,-9,0,10
641	8	4489223135086396648563187998961198	-1,9,10,-10	10,-10,9,10
642	1	4696761863579301931547377026938663	-1,-7,10,-10	10,10,-10,10
643	2	4698617012063605629879350577427873	-1,9,10,-10	10,-10,-10,10
644	1	4801501582303973695063353721724688	-1,9,10,10	10,10,-10,-10
645	25	4802888451566945217202975284732512	-1,-10,-10,-10	10,10,10,10
646	4	4802888487369356579524160969175060	-1,-10,-10,-10	-11,10,10,10
647	1	4907840054088847678243667259151492	-1,3,10,10	10,10,10,-10
648	1	4911748427338980450116034667753447	-1,5,10,10	10,10,10,-10
649	1	4917617162032464974614092993078187	-1,8,10,10	10,10,10,-10
650	2	4919575054842916344275995841591122	-1,9,10,10	10,10,10,-10
651	1	4920392138135080570524805664378322	-1,9,10,-10	10,10,10,10
652	1	4920554310413889594904923080484646	-1,-10,10,10	10,10,10,-10
653	1	4920963004689366085050095248071221	-1,-10,10,-10	10,10,10,10
654	1	5026472401949565044589626410302792	-1,0,10,10	11,1,-1,10
655	1	5030966569607392855149373712366445	-1,9,-11,10	-11,-10,-10,-10
656	1	5355113169198397598946598306514544	-1,-1,4,-9,1	9,8,9,7
657	1	7074656384300201986229272204904460	-1,-6,-7,10	-11,10,10,10
658	1	7295511177282708415301458203762478	-1,5,10,10	-11,-10,7,10
659	1	7716701587368959405350810782967305	-1,1,9,10	-11,1,9,10
660	1	7745815291896247260225192084893270	-1,5,9,10	10,-10,9,10
661	1	7753981058934261743699604573728515	-1,-9,9,10	10,-10,9,10
662	1	7800151442546540298293677250134949	-1,-4,9,-11	11,10,-11,-4
663	1	7969487173429014773075766659093280	-1,2,9,-11	-11,2,-11,-8
664	1	8301839629478063948788467453026085	-1,2,9,10	-11,10,10,10
665	1	8307872725387583706252605236666647	-1,-5,9,10	10,10,10,10
666	1	8309080026038105186066502689614922	-1,5,9,10	10,10,10,10
667	1	8317537455068770301205903928928988	-1,-9,9,10	-11,10,10,10
668	1	8597967704528376565516357146696111	-1,0,10,-10,0	10,10,9,10
669	1	8601631407026452748843519739712443	-1,-9,-10,10	-11,10,10,10
670	4	8604155160975734858863950832081737	-1,-10,-10,10	10,10,10,10
671	1	8604155208895551178408229552729685	-1,-10,-10,10	-11,10,10,10
672	1	8838923185553769156037587710862086	1,0,9,-10,-1	10,-8,3,0
673	1	8843331761687938006917647196455629	1,1,9,-10,-1	10,9,10,-3
674	1	8845530768624968962189715430848686	1,-2,9,-10,-1	10,8,7,-2
675	1	8846645097807613690745209804260300	-1,0,9,-10,-1	-10,-1,8,6
676	1	8847734326427772327717239412470064	-1,1,8,-9,1	9,7,-8,-2
677	1	8856042407957679210192398989120635	-1,1,10,10	-11,1,10,10
678	1	8858665691801560582849161185916244	-1,1,10,10	-11,2,10,10
679	1	8861289363970786357860895974565705	-1,2,10,10	-11,2,10,10
680	1	8863914007686886069078499112348895	-1,2,10,10	-11,3,10,10
681	2	8876422771784151538722881525606025	-1,-10,10,-11	-11,10,10
682	1	8876422791901906940590739551897926	-1,-10,10,-11	11,10,-11
683	1	8877055894920496107883215860366785	-1,1,10,10	-11,9,10,10
684	1	8879682288790733735139947926457698	-1,2,10,10	-11,9,10,10
685	2	8882313693313932816486691308995871	-1,2,10,10	10,10,10,10
686	1	8882313742002173443003475581453323	-1,2,10,10	-11,10,10,10
687	1	8883627498030897090679493607439827	-1,-3,10,10	-11,10,10,10
688	2	8884941448430851893995917600072242	-1,3,10,10	10,10,10,10
689	1	8884941497126293983810478203328710	-1,3,10,10	-11,10,10,10
690	2	8887570224689813999994999062571702	-1,4,10,10	-11,10,10,10
691	1	8890199925038218392535284389231877	-1,5,10,10	-11,10,10,10
692	2	8892830549800051069734742177926972	-1,6,10,10	10,10,10,10
693	1	8893992117963291005406436882005814	-1,0,10,1,2	-11,0,10,-11
694	2	8895462196747931429554918736919171	-1,7,10,10	10,10,10,10
695	1	8895462245472195370578095811509223	-1,7,10,10	-11,10,10,10
696	2	8898094817517839912910845053811937	-1,8,10,10	10,10,10,10
697	2	8898094866249313317424927065107685	-1,8,10,10	-11,10,10,10
698	11	8900728412455721960849572933684572	-1,9,10,10	10,10,10,10
699	5	8900728461194406429603870791855352	-1,9,10,10	-11,10,10,10
700	21	8902045575345792525864874878529296	-1,-10,10,10	10,10,10,10
701	4	8902045624088083127094314059098348	-1,-10,10,10	-11,10,10,10
702	126	8903362981907638232363440576457397	-1,10,10,10	10,10,10,10
703	41	8903363030653535366344201167925377	-1,10,10,10	-11,10,10,10
704	1	8903396673064435891138467311248734	-1,-8,-10,10	-11,9,-11,10
705	1	9047406487163041635565629307066680	-1,1,8,-9,1	9,9,3,8
706	1	9154709150597173587370114351872735	-1,1,8,-9,1	9,8,7,8
707	1	9161517184017035721395493050089218	-1,0,10,10	-11,0,-11,10
708	1	9162885531756644554869032597499913	-1,0,10,-10,0	-11,0,10,10
709	1	9203357726354960480940296151796984	-1,6,-11,10	-11,-10,10,10
710	1	9205430012773500638433723407093625	-1,0,10,10	11,-6,0,-11
711	1	9437213880318140867964648183615990	-1,-7,-11,-11	-11,-10,7
712	1	9446979190946777011658242262463549	-1,6,-11,-11	11,10,-11,6
713	1	9453547863185376004857417384138948	-1,10,-11,-11	11,10,-11
714	1	9455884741521669472475795640272679	-1,0,0,0,0,-1,0	11,-2,0,0,0
715	1	9455884741522002408563771342263914	-1,0,0,0,0,-1,0	11,0,-1,0,0
716	1	9455884741574380227469939965805419	-1,0,0,0,0,-1,0	11,0,-3,0,0
717	1	9455884813642532935974862304865714	1,0,0,0,0,-1,0	11,0,0,0,0
718	1	9455884819816911923598347295676032	1,0,0,0,0,-1,0	11,0,0,0,1
719	1	9455884941232062156434511463593571	1,0,0,0,0,-1,0	10,8,0,3
720	1	9487483848266094528006127518442875	-1,-6,-11,-7	11,-11,-11,-11
721	1	9522219115512825911076974504332005	-1,8,-11,10	-11,8,-11,10
722	1	9527809835408368703764614999404295	-1,9,-11,10	-11,9,-11,10
723	24	9533403427261574835841747000193325	-1,10,-11,10	-11,10,-11,10
724	1	9533403478572339532589011786385739	-1,10,-11,10	11,10,-11,10
725	2	9534802312639504258699233323814219	-1,10,-11,10	-11,-11,-11,10
726	4	9534802363957797909894236279596764	-1,10,-11,10	11,-11,-11,10
727	1	9653635668073310707969457973377226	1,1,8,-10,-1	10,3,9,9
728	1	9712967743605998456905679128727617	-1,0,9,-10,-1	10,-1,0,9
729	1	10019297118235600279189004426611890	-1,0,10,-10,-1	-11,2,10,-1,-2
730	1	10193215025469746486434968319964863	-1,0,10,8,1	-11,0,10,10
731	1	10195474320672914486546859057403060	-1,1,-11,10	-11,-2,1,-11
732	1	10662883216566372873163213970312460	-1,0,-11,-10,-1	-11,-1,-3,-2,0
733	1	10909238182233875220944504635133453	1,1,9,-10,-1	10,7,-10,9
734	1	12130399430950796702413989407451528	-1,1,9,-9,1	9,9,9,9
735	1	12135615610249113547900171325287590	-1,0,0,-10,0,0	10,1,-5,1
736	1	12135615619179927674080531916426091	-1,0,0,-10,0,0	11,0,-1,0,1
737	1	12361602269964894241813681251307266	-1,0,0,3,0,1	11,0,4,10
738	1	12915052168511921027754112676457720	1,0,0,0,0,0	-11,1,0,9,1
739	1	13256132062443951470832823024832170	-1,9,-11,-10	-11,-10,-10,-11
740	1	13537453017507692398572203761663989	-1,-10,-10,-10	-11,10,10,-11
741	1	13731761149375062333477498191342838	-1,0,7,4,0	10,1,-1,9,1
742	1	13940255802399441691361151984010446	-1,-10,10,-11	11,-11,-11,-10
743	1	14660056670875614088879889485972524	-1,-9,-11,-10	11,-11,-11,-11
744	1	15971300362146023502708549853067526	-1,0,10,-10,0	11,2,7,-11
745	1	17612238511009928957646799498559448	-1,-3,6,10	-11,-5,-11,-11
746	1	18222587129704680707284853814913149	-1,1,8,10	-11,1,10,-11
747	1	18909717634983063077261512910465580	-1,0,2,9,1	-10,2,8,9
748	1	19109749916886952218219653875511175	-1,9,10,-11	-11,-10,9,10
749	1	19900413464733931532587231670653359	-1,1,10,10	-11,1,10,-11
750	1	19903717497532043622752268863721124	-1,1,10,10	-11,-2,10,-11
751	1	19913633196932628370974801531759579	-1,1,10,10	11,3,10,-11
752	1	19921501552029770261325536812236835	-1,3,10,10	-11,3,10,-11
753	1	19951199992655456939563259118981604	-1,-6,10,10	-11,6,10,-11
754	1	19968478797284443291122318640205343	-1,4,10,10	11,-10,10,-11
755	1	19990172743331686644970689074922310	-1,-10,10,-11	-11,-10,10,10
756	3	19993490084131723699901690076111870	-1,-10,10,10	-11,10,10,-11
757	10	19995464387450321585783875884963225	-1,10,10,10	-11,10,10,-11
758	1	19995464460501420356370494436685035	1,10,10,10	-11,10,10,-11
