category_id	count	encoding	T_scs	gamma_scs
759	1	20390718505966228315267059389167425	-1,3,10,-11	-11,4,-11,10
760	1	20423071446272009572237747912667730	-1,6,10,-11	-11,7,-11,10
761	1	20433865763840025241232002339279455	-1,7,10,-11	-11,8,-11,10
762	1	20451372251716003539264636372069285	-1,9,10,-11	-11,9,-11,10
763	2	20462179606959144736308636842451585	-1,10,10,-11	-11,10,-11,10
764	1	20846785953715270078089218621816568	-1,9,-11,-11	-11,10,10,10
765	1	21300218440413433574371095552805935	-1,7,-11,10	-11,-8,-11,-11
766	23	21330291061329558555194138334094203	-1,10,-11,-11	-11,10,-11,10
767	2	21333799802505464644610711640772074	-1,10,-11,10	11,-11,-11,-11
768	1	21800133988626718177904423838704079	-1,3,11,10	11,-11,-11,-11
769	1	29832824427690578208456893074115620	-1,0,7,9,1	9,9,-9,0
770	1	33494489395182693022228346761027754	-1,1,10,11	11,-11,-11,1
771	1	33494489532240061736016655394138946	1,0,9,10,-1	10,4,-10,0
772	1	35479624129310700332342389427152581	-1,0,10,-11,0	11,1,1,-1,0
773	1	35479624287500246284102076011006416	-1,0,10,-11,0	11,3,-11,0
774	1	35479624944016269172510775916634155	-1,0,10,-11,0	11,10,2,3
775	1	35479648986609022515873525051356040	-1,0,10,-11,0	11,1,10,3
776	1	35505693643658051305630376596914145	-1,-10,10,-11	-11,-10,10,-11
777	9	35514534427726977660469245751257195	-1,10,10,-11	-11,10,10,-11
778	1	35546611269409438833192267661181343	-1,0,-11,-1,-1,0	11,5,-11,11
779	1	36632575983027302371070365562261464	-1,-9,-11,-11	-11,9,10,-11
780	1	36637171922953965118971759742236600	-1,9,10,-11	-11,9,-11,-11
781	1	36650856132392114020337267320516893	-1,-10,10,-11	-11,10,-11,-11
782	17	36655347101956519477277124697765023	-1,10,10,-11	-11,10,-11,-11
783	1	37606020437706360104074289761009815	-1,0,9,9,1	-10,9,-5,0
784	17	37814194053084174960376390528504077	-1,10,-11,-11	-11,10,-11,-11
785	1	37814194630117645682161555125100409	-1,-10,-11,-11	11,-11,-11,-11
786	2	37818864778781173351089654541192827	-1,10,-11,-11	-11,-11,-11,-11
787	2	37818864923015051320480374457918425	-1,10,-11,-11	11,-11,-11,-11
788	12	37823535792741073666422882855893427	-1,-11,-11,-11	-11,-11,-11,-11
789	3	37823535936983858535310722870140625	-1,-11,-11,-11	11,-11,-11,-11
790	1	43999263706469713377768921961690501	1,-1,9,10,-1	10,8,2,10
791	1	45141830682056335451296378744731007	-1,0,-2,0,3	10,-1,-1,8
792	1	47459704581944912718396422627139955	1,0,0,10,0,0	-11,0,0,0,1
793	1	47498051242741860397376796680533446	-1,0,0,0,0,0	11,-3,-1,-11,-1
794	1	53151797753314483281959236577679256	-1,0,0,9,-1,0	10,0,1,2,0
795	1	55397272637934180105728530601761264	1,-2,-1,-10,1	10,-10,-1,9
796	1	57269797089688356976007356385651105	-1,-1,1,-10,1	10,10,10,8
797	1	62876908635687122742743084576639121	-1,1,2,-10,1	11,-11,-11,1
798	1	62925950380142316781299097615788514	1,3,2,-10,1	10,-10,-10,1
799	1	66770519379378226511500783376567273	1,-2,1,-10,1	-10,-2,9,-10
800	1	70997199726768866524583720540656354	1,2,2,-10,1	10,-10,5,-10
801	1	75244641157956122444325986963363164	1,2,-4,-10,1	10,-4,8,8
802	1	83028756962313481372384253338160307	-1,-2,-4,-10,1	10,10,5,-10
803	1	97495226123031475041088890669554750	-1,-1,7,-11,-1	11,3,-11,-1
804	1	108537077062385706354817885969876241	1,0,-10,0,3	10,-9,0,6
805	1	108767860754987674463119937912754296	1,-4,7,-10,1	10,7,-10,1
806	1	114519387727594866728682699127416106	1,0,10,0,3	10,10,4,-1
807	1	118448963225818192191179842980137860	-1,0,0,9,-1,0	-11,0,0,9,1
808	1	124899010864701025070549026465952892	-1,0,1,-8,1,0	11,3,9,-11
809	1	134494697661978414221981876818363706	-1,-1,10,-11,-1	11,2,-10,-2
810	1	137868541569714353983806966039938137	-1,0,9,-10,1	10,-1,0,9
811	1	138363374597191073879780242136582959	-1,0,9,-10,1	10,1,1,-9,0
812	1	138908747109787645127415040647641057	-1,2,8,-10,1	10,-10,1,10
813	1	141815308894222295378317605352015625	-1,-1,-11,-11,-1	11,6,10
814	1	142315511563204219916937902018214015	-1,0,0,0,-3,0	11,0,-1,0,0
815	1	142315512115705727464281470909656405	1,0,0,0,-3,0	-11,0,0,0,0,0
816	1	149885635108325477319881929577803967	-1,1,10,-10,1	10,10,10,7
817	1	150039805220512294104722526319629615	-1,0,-1,0,-3,0	-11,0,0,6
818	1	150603032905582889547739148418462960	1,1,9,-10,1	10,-2,9,-10
819	1	150656483201136225421566601222337776	1,2,9,-10,1	10,2,9,-10
820	1	157360602391621387943424100747350836	1,5,-10,-10,1	10,-9,8,-10
821	1	175724320806431694112008647094838749	-1,0,0,-11,0,0	11,-7,0,-2,0
822	1	185156716191939457626711852062150790	-1,0,0,10,1	11,0,1,-2,1
823	1	194302350666503767636152986889130156	1,-1,0,10,1	10,-10,0,-10
824	1	195062162921669638151352158466628443	-1,0,0,-10,-1,0	11,-1,-1,0,-1,0
825	1	195095170916934237470048875118671501	1,-1,0,-10,-1,0	10,9,-10,0
826	1	224908129209265320403951071996404005	1,0,1,9,-1,0	-11,0,3,0,3
827	1	227842554785108826696652034491560664	-1,0,0,8,1,0	-11,0,0,-2,0
828	1	244028833910248487823139295603607949	1,-1,0,-10,-1,0	10,-2,0,-10,-1
829	1	288939198427604542047276644926931865	1,1,2,-9,-2	10,9,-10,-10
830	1	308684519449035135652561617109007371	1,0,8,-1,3	10,6,10,0
831	1	341643511076886238037610881600710128	-1,0,6,10,1	11,0,-11,1
832	1	416915778685229468674233396127035301	1,0,8,10,1	-11,3,-7,0,-1
833	1	438130029121275262459185156994725852	-1,0,-3,-6,1,-1	11,1,10,10
834	1	438764543349260585528119526113685806	1,0,3,-5,0,1	10,9,-10,0
835	1	440740614676494122981670838669431993	-1,1,7,-9,-2	9,-8,8,8
836	1	440805439507468009915357261920284373	-1,-2,7,-9,-2	9,6,8,8
837	1	483657411628498260972218391330082555	-1,1,8,-9,-2	9,8,-9,1
838	1	484681161111976324284726364516058202	-1,-1,-1,1,3	-11,10,10,2
839	1	507535918471106081714349174637333525	-1,0,10,10,1	10,10,10,-1
840	1	533314403413862929876342763680949020	-1,1,9,-9,-2	9,9,-9,2
841	1	534509286230417765709057773978002134	-1,0,-1,0,2,-1	11,0,-11,0,1
842	1	535940124084414742817733588676509945	-1,1,9,-9,-2	9,9,8,8
843	1	577022443032358274465708918611896428	-1,-1,10,10,1	-11,8,10,10
844	1	681244302621102227701413777417620958	-1,0,0,10,-1,0	11,3,-11,0
845	1	695860348037388819170635047714548226	-1,-2,-11,-9,-2	11,4,-11,10
846	1	721701040659172698911875590476213469	-1,0,0,-11,0,0	11,-1,0,10,1
847	1	757265775300186055344417095091945917	-1,-1,1,-11,1	11,-9,1,10
848	1	823258680302371830092071300580304181	1,2,9,4,-3	10,8,-10,1
849	1	918477610108710019368516514251137344	1,-1,2,9,-2	10,-10,-4,9
850	1	1042149161592697699009416811843597932	-1,-1,-9,1,3	9,9,9,1
851	1	1080742558272772452898032249134131299	-1,0,-1,-1,0,-1,0	11,0,1,-11,1
852	1	1144114099088611517191431491562648385	1,0,-9,0,2,-1	10,9,8,-6
853	1	1275742372965170741919688093864001008	1,0,-10,0,2,-1	-11,0,8,9
854	1	1509638216915793379144005860709618041	-1,1,9,-11,1	11,10,-11,1
855	1	1644171021847114537730260631281377849	-1,0,0,1,-3,0	11,0,0,-10,0
856	1	1653132594556009231027662983835206865	-1,0,10,-11,1	11,-2,-2,0
857	1	1720017166294834485220738975349263396	1,4,-9,9,-2	10,-10,1,10
858	1	1729809819280538838383732684344260024	-1,0,-11,-11,1	11,2,-11,1
859	1	1734494395590141896330612013561980823	-1,0,0,0,-2,0,0	11,0,-3,0,0
860	1	1734494395594320446168154394853036358	-1,0,0,0,-2,0,0	11,3,3,1
861	1	1734774135107921328378527029187833950	-1,0,0,0,-2,0,0	11,0,0,-7,0
862	1	1912539550897670189191149874879868976	-1,1,10,-11,1	11,2,-11,-11
863	1	2375781577207957539014276450035115109	-1,0,0,10,0,-1	11,0,8,0,-2
864	1	2379021599245845484076055438092364334	1,0,0,10,0,-1	10,-4,3,8
865	1	2716607010189610260457128116131425220	1,-6,1,-10,-2	10,9,-10,-2
866	1	3371014552664345022566582273089803304	-1,-1,10,-3,-1,1	-11,-1,-1,-1,-1
867	1	3560142585406475348606466173606796685	-1,-2,2,-8,2	9,9,7,9
868	1	3709338945205763705388355809505323900	-1,0,-11,1,3	11,-1,0,-11,1
869	1	3846619266401833858918807284200438116	-1,-2,3,-8,2	9,8,-9,-2
870	1	5191446797922646633563624570917141538	-1,0,0,1,2,-1	10,0,9,-1,0
871	1	5891727371174379537874557883676937513	-1,0,-1,0,1,1	10,0,8,-1,0
872	1	5917033530939715955401206306821423386	1,0,-1,0,1,1	10,2,1,-9,0
873	1	6103841485065902110333370904128224244	-1,1,10,-10,-2	10,10,-10,10
874	1	6111711603599684488039491614066305502	-1,1,10,-10,-2	10,10,10,10
875	1	6961794330413856291891301864833543586	1,0,-3,0,1,1	-11,0,-10,0,0
876	1	7887052462509593232453981910635892134	-1,0,-1,-11,0,-1	11,4,0,-2,0
877	1	8556071201851561175104049692206600284	1,0,5,0,1,1	10,10,-1,0,-1
878	1	12320603354933219606517106106136840337	1,0,-10,0,1,1	-11,8,10,-2
879	1	18009182758061898113276178472750522177	-1,0,10,10,-2	-11,0,10,10
880	1	26010483264882508224312362397525948649	1,-1,0,-10,-1,-1	10,-7,5,2
881	1	28074743743002105493676911867338824764	1,1,1,-10,-1,-1	10,9,10,-1
882	1	32686073343299349889117152089258065278	-1,-2,2,-9,2	9,-9,2,8
883	1	40905954937383461137513088087878312570	-1,2,5,-9,2	9,8,-6,3
884	1	47434018887026855119956919943891635065	-1,2,7,-9,2	9,-9,7,7
885	1	51012683799760893266283019118030402595	-1,0,10,-11,-2	-11,0,-11,2
886	1	51021292944896430288382055485283461142	-1,1,10,-11,-2	11,6,-11,1
887	1	51060616658656898643429074656399161885	-1,2,8,-9,2	9,-8,2,8
888	1	53008825341475354940056554424704268881	-1,0,0,0,0,0,-1	11,-2,0,0,0
889	1	53008825341475995896390870268851095506	-1,0,0,0,0,0,-1	11,0,-2,0,0
890	1	53008825341924335894301803127026248236	-1,0,0,0,0,0,-1	11,0,-1,-1,0,0
891	1	53008825388227446750807661626212105755	1,0,0,0,0,0,-1	-11,0,0,0,0,0
892	1	54946164717858265079050999359377371968	-1,-2,9,-9,2	9,9,9,8
893	1	57012326785700923700939817289148888551	1,0,2,1,1,1	10,8,2,0
894	1	81782153704451677290932516550996508749	-1,0,2,11,-2	11,7,10
895	1	87844356913697678228528807662531633740	-1,1,1,9,2	9,-9,1,1
896	1	90924762306690363997355739842794509597	-1,-1,-9,1,1,1	-10,1,4,8
897	1	104743943297536334855981852612732678338	-1,0,-11,1,1,1	-11,-1,1,9
898	1	119961626238004009370574838428063928647	-1,0,-3,3,3	11,-1,0,-3,3
899	1	143348643712414905515801219667761682627	-1,0,0,1,-1,-1,0	11,-1,10,7
900	1	148357369164530140963466943399240838329	-1,0,0,-1,0,0,-1	11,1,-1,0,1
901	1	153448365560891805392429934300450783957	-1,0,9,9,2	-10,0,9,-9
902	1	230500845004216632785515267398578342625	-1,-1,1,-11,-1,-1	11,10,11,-3
903	1	263413319182227826495813972678364646169	-1,-4,2,-10,2	10,-10,-10,3
904	1	343466115779533017791064084882761406911	-1,2,6,-10,2	10,-10,-3,10
905	1	402642468191825117164445988687470957195	-1,2,-9,-10,2	10,10,-8,-2
906	1	429811498411057404316546385706518022468	-1,0,0,0,3,0	11,-1,0,0,0
907	1	445348232430319742112951511088844496068	-1,-2,10,-10,2	-11,10,10,10
908	1	458247959888135189529953314686058737016	1,0,1,0,3,0	10,9,1,0
909	1	628577005161679297345851448309957994069	1,0,10,4,3	10,10,-5,0
910	1	713416687899574297607622265604283938241	-1,1,2,10,2	10,10,1,9
911	1	782351077476603264959327027774687456606	1,0,-10,0,3,0	10,9,3,9
912	1	807227084998814958956168261934270360751	1,1,4,10,2	10,9,4,2
913	1	808726679260567165134858692522092999341	-1,0,1,7,2,0	11,1,0,10
914	1	1095706684170746134722461391649329992914	1,0,9,10,2	10,-10,0,1,-2
915	1	1163975563602549842810783960530522070170	-1,0,10,10,2	-11,-10,-10,0
916	1	1163976372873187161503747165142921720610	-1,0,10,10,2	-11,-1,1,6
917	1	1274302888485443114997025473744027724825	-1,0,9,-8,-3	9,9,7,-8
918	1	1717822987891997459538959139372773074935	1,0,0,10,-2,0	-11,0,0,-1,0,0
919	1	1717822988183583281420174579270474634988	-1,0,0,10,-2,0	-11,0,0,-2,1
920	1	1717916378288729730206670788322766531124	1,-1,0,10,-2,0	10,10,1,0
921	1	1821705313134546187418494099410434863539	-1,0,-2,-11,2	11,-1,0,-2,0
922	1	1989214211628056988936424442532346959636	-1,0,1,-9,0,1	10,0,9,0
923	1	2817543391384840774380302712673742790314	-1,2,9,-11,2	11,-11,-11,10
924	1	2976704487152472239953806929345414177545	-1,0,10,-11,2	-11,-1,-10,0
925	1	2977308858660285554919701901405402892571	-1,2,10,-11,2	11,10,-11,2
926	2	2986969590081152026372830278615892005350	-1,0,10,-11,2	-11,0,10,-11
927	1	5070166185780396704298057419259612173444	-1,1,-11,-2,-4	11,-11,-11,2
928	1	7423583663944879251537137161766485735044	-1,0,10,11,2	11,9,-11,-1
929	1	7626283447243996856061124556891986409859	-1,1,-11,11,2	11,10,10
930	1	11977221459289383518384765780179541584641	1,0,0,-10,0,1	10,10,0,-10
931	1	12617281055445873993149554757255947427358	-1,0,1,-10,0,1	10,1,9,9
932	1	13292639375120876916452074345705698399676	1,0,2,-10,0,1	10,2,0,-10,0
933	1	29134610629415919422800161410213648963958	-1,0,0,10,0,1	11,-2,0,-1,0
934	1	29134610634719961422105499489433595387536	1,0,0,10,0,1	10,-10,0,0,-1
935	1	30605977654935692145407013695595615164201	1,0,1,10,0,1	10,4,1,0
936	1	30608299596582081747514996170071696860882	1,0,0,9,2,0	-11,0,0,0,-1,-1
937	1	34605331358354706272056348787431394023952	-1,-4,3,-10,-3	10,-10,-4,5
938	1	43031831843611202261607376024245803992441	1,0,-8,-10,-3	10,-10,0,-1,0
939	1	47401472135782730772083906928623085092925	-1,0,0,0,-1,0,-1	11,3,0,-2,0
940	1	48522901438988406238315893312106386709226	-1,2,10,-10,-3	10,10,10,7
941	1	48548797974806748471869857318341459384229	-1,0,-1,0,-1,0,-1	10,0,-2,0,1
942	1	48548797975233937053977278246839013674909	-1,0,-1,0,-1,0,-1	11,0,10,-1,0
943	1	49710034901917651676850977479652803198561	-1,3,-8,-7,3	9,6,8,-8
944	1	69244744847202295163390201807361151310841	-1,0,0,-11,0,1	11,1,-1,0,-1
945	1	69294245267857598954557783003263205091421	-1,0,0,-11,0,1	11,2,10,-11
946	1	72509345758897859944147749932824383914681	1,0,10,1,-2,1	10,9,-2,-1,0
947	1	77807469145878027684498838382113867568838	-1,-1,1,9,-2,-1	9,9,9,-8
948	1	81505896934213552927082674807607112672382	1,0,0,7,3	-11,0,0,0,-1,0
949	1	98014241467724771710985358135559193796648	-1,-1,-10,-1,-1	-11,-3,-1,-4,-4
950	1	109788362330753152170155454397728882016140	-1,1,-10,10,-3	10,10,-10,1
951	1	109876387866063544091340656042282759103552	-1,-1,1,-2,-2,1	-11,4,10,10
952	1	112340287232091637270081651633232660889510	-1,1,10,10,-3	-11,10,10,10
953	1	114949633247921523496779272111882409549610	1,0,-1,0,0,-2	-11,0,0,0,1
954	1	187881332698271272462413951267549436234983	-1,-1,1,-9,-1,1	9,8,9,7
955	1	254763868156253914671428181311598291010305	-1,1,10,-11,-3	-11,1,-11,9
956	1	254767317083526553651219550352906216095240	-1,2,10,-11,-3	11,9,-10,-3
957	1	254774731363617280138027086506862317381786	-1,-3,10,-11,-3	11,10,-11,-3
958	1	260441821856549799237677412327013057618728	-1,0,0,0,4	10,1,0,5
959	1	424362508935746575744173399107975121318989	1,-1,0,8,3	10,10,2,10
960	1	884873225201457270624675921293620584779154	-1,0,-11,-1,4	11,-3,10,-11
961	1	903038517895144450447584797796465916980249	-1,-1,0,-10,-1,1	-10,-1,-1,-10
962	1	997295594973556370380125317794633884585021	-1,0,1,8,-3,0	10,-2,0,-1,0
963	1	1238406625123270200578159168808409216258446	-1,0,0,-2,0,-2	11,-5,0,0
964	1	1287397484197512933722231110632053225810997	-1,-3,8,-9,3	9,-9,3,9
965	1	1287416327687482786996238432045859496296193	-1,3,8,-9,3	9,8,-9,-8
966	1	1313062223905084247433090190966059073329966	-1,0,0,0,3,-1	11,1,-2,0,0
967	1	1338490936792847556073984035426517485338931	-1,3,9,-9,3	-10,9,-9,2
968	1	1391724745155175414151345618444139134917312	-1,0,3,-2,0,-2	10,-2,-1,0,-2
969	1	1391934338699059440242826319091976684592652	-1,1,-3,1,4	10,10,10,10
970	1	2756936806057225322711408809444898891169313	-1,0,8,9,3	9,9,-6,-2
971	1	2861148704794749767322334227470048261205195	-1,0,9,9,3	9,9,9,4
972	1	4361039872116536422935789424165913411659876	1,-1,0,-10,3	10,-10,0,9
973	1	4361235519761193315616558655736143609959634	-1,-1,1,-11,-1,1	11,1,10,-11
974	1	4520948053154353330579446123661130935050750	-1,-1,2,-11,-1,1	11,10,10
975	1	4687121638240874630429343231595719417201240	-1,-2,2,-10,3	-11,2,9,10
976	1	5220018922713451948711872164569069455756976	1,-9,5,-10,3	10,9,-10,4
977	1	6016961906011925097951297652213718255569823	-1,-7,9,-10,3	10,-10,9,-10
978	1	6123461045182567212924696232452285830244331	1,-4,-10,-10,3	10,9,-10,1
979	1	8842681630854904014608159479516468454532459	-1,0,0,11,-1,1	11,-2,0,-1,0
980	1	9474042837333126460446455274499051201087803	-1,0,1,10,3	-11,0,2,1,1
981	1	19857661728778476911913295287788330657017059	-1,1,-2,-11,3	11,-3,1,2
982	1	25775827317588919940569181154718660542247954	1,0,0,1,2,1	10,2,0,1,2
983	1	26189808535732761788359116821558719104742695	-1,3,10,-11,3	11,10,11
984	1	26620532454097897293333990864671210885783030	-1,-1,3,3,4	-11,-1,1,-11
985	1	40920017330671347831301130129813660937589561	-1,0,0,9,1,1	10,0,8,0,1
986	1	51695786146116694296854197041087360351769136	1,-1,6,-8,-4	10,7,1,3
987	1	99258788196385888622952261663736740663912750	-1,0,-2,-5,0,-2	11,0,10,10
988	1	99260631430895062509407228517258521118177882	-1,-1,1,4,4	9,9,9,8
989	1	108493744652406408636004896814978947918685842	-1,0,0,0,0,1,0	11,1,0,0,0
990	1	108493744652406463134049784594335847815110567	-1,0,0,0,0,1,0	11,1,4,0,0
991	1	108493744652422463427605751668876433296552550	-1,0,0,0,0,1,0	11,0,-11,0,0
992	1	214162173577943904884288273893539403283437056	-1,0,0,-5,0,0	11,-1,0,0,-5
993	1	220308097750456481676824327067704600733312904	-1,0,-1,-2,0,0	10,1,1,0,-5
994	1	334853060025333703552304032897281643040106667	-1,0,1,9,-4	10,-1,0,1,0
995	1	428266463236515253773262741038267765471766848	-1,0,1,0,4,0	10,1,-4,1
996	1	510279260964563803182100770741785995012994636	-1,-1,9,-2,-1,-2	10,10,10,1
997	1	810655199224893797226536465915996029650740892	-1,3,10,-10,-4	10,10,-10,9
998	1	810674330543250149595523267737872960919216713	-1,4,10,-10,-4	10,10,9,10
999	1	1255250253316081688582774325980547112111318401	-1,0,-3,10,-4	11,-3,-11,-1,2
1000	1	3087381165567485282425752958450991592136640462	-1,2,10,-7,4	10,-10,-2,-2
1001	1	3087633579400853624225127332463957791049186572	-1,2,-6,2,-5	10,-10,1,10
1002	1	4458845875971603840019261146830096630246907084	-1,0,0,7,4	-11,0,0,-1,0
1003	1	5132367073860381795383455045664575524574075045	1,0,1,2,4,0	-11,0,0,10,2
1004	1	5497387187900191304121380240100135225932793007	-1,0,9,7,4	9,9,1,5
1005	1	5626497002124466870115742573665448512755899360	-1,-1,-4,-1,-3,1	-11,1,1,10
1006	1	9703198929753163408622093090909480249425149225	-1,0,-1,0,-2,0,-1	-11,0,0,10,0
1007	1	11086327927730445555484597198295265107436600306	-1,1,-10,3,-5	-10,1,9,9
1008	1	14908684592367102400302211836035157595678871853	-1,0,0,7,3,-1	10,1,0,5
1009	1	17345746920391811553817755037378686136610482191	-1,0,0,0,1,-2	11,0,0,1,0
1010	1	27375977976752523932958493214627942952677913797	1,-7,-3,-9,4	-10,-3,-3,9
1011	1	30697932352954291539793409093750198658553940838	-1,-3,8,-9,4	9,-9,-5,-3
1012	1	31018329440594216333614687062492321351960354573	-1,3,-9,-9,4	9,-9,8,-9
1013	1	31020625516572402477580383197371918364527542981	-1,0,0,0,-1,1,0	11,1,-11,0,0
1014	1	31020634266458839770829984647159821587187575743	-1,-1,-1,-1,1,-2	-11,10,1,10
1015	1	31996495501239251578849798799454464188536135284	1,0,10,-9,4	10,10,-1,0
1016	1	31997580438796702132029543464015950513545283785	-1,-3,10,-9,4	-11,-3,5,10
1017	1	47691412893197420058603809809536852523515072891	-1,-2,2,9,4	9,8,9,7
1018	1	49654641690982968062560553788586246904300195228	-1,-2,4,9,4	9,9,9,9
1019	1	54898961521607218322320788496887182450046558792	-1,1,9,9,4	-10,8,9,-9
1020	1	94366327646999623668544906815812481792044206617	-1,0,0,1,-1,1,0	11,1,-11,1
1021	1	95283639772294094442287887156429852337597880875	-1,-1,1,-2,1,-2	-11,2,10,10
1022	1	115482931987625601722988045400656682288523814661	1,0,-10,0,5	10,8,9,-1
1023	1	140997464590682365758318177926526301144002931164	-1,0,-2,-11,0,-2	11,6,-9
1024	1	159328614684707123509428758577101338415641146780	-1,1,-8,10,4	10,10,10,9
1025	1	168537556374949877733652313913967758168191534741	1,0,-1,0,-5,0	10,9,0,-1
1026	1	252849878831116448261949723368635922726227791546	-1,0,-4,-11,4	11,-10,0,5
1027	1	284503760097388065228801958745560339862627480746	1,0,0,-1,-5,0	10,-2,0,0,0
1028	1	287085736937933940911094325459305360859318636716	-1,0,0,0,4,-1	11,2,2,1,0
1029	1	287085736938866807227130180623379727251474089156	1,0,0,0,4,-1	10,-10,0,0,1
1030	1	340485719000755411973380821156216854942262849338	-1,-1,-11,1,5	11,10,8,-3
1031	1	798775196409709915082200713709419919777315552725	-1,0,0,0,0,0	11,0,0,2,5
1032	1	2317452090241840440300582276662804420230057519830	-1,0,-1,0,2,0,-1	-11,0,0,-4,0
1033	1	6015626927403278889382257651168736607642633353875	-1,-1,2,4,5	-11,1,-10,1
1034	1	6105915949195030644455963353851900374101484759044	-1,2,8,9,-5	9,8,8,-9
1035	1	10134486405868497612584491300176317663901396072551	-1,2,10,-10,-5	10,10,-9,2
1036	1	10208524372540264161655765466998848073599126289482	-1,-6,-6,-5,5	9,9,9,9
1037	1	16217557574883944634433973384089344272845635018508	-1,-2,-2,-2,-2,-2	-11,-2,-3,2
1038	1	16217557574890939499561296679285532477270019363485	-1,-2,-2,-2,-2,-2	11,10,-11,4
1039	2	16217557574922386316477616891387063870422725245000	-1,-1,-1,-1,-1,-1,-1	-11,-1,-1,-1,-1
1040	1	16217557574922390403285657772448257795740430531175	-1,-1,-1,-1,-1,-1,-1	11,10,11
1041	1	16217557574922391955199698590647304587999278737875	-1,-1,-1,-1,-1,-1,-1	11,8,-10,1
1042	1	16217557574922395327243182049797431718072070262393	-1,-1,-1,-1,-1,-1,-1	11,2,-11,1
1043	1	16217557574922397169842692143732435976196358361183	-1,-1,-1,-1,-1,-1,-1	11,10,-11,1
1044	2	16217557574941607328100611122233552976892827354229	-1,0,0,0,0,0,0,0	11,-1,0,0,0
1045	3	16217557574941607328107889566752298850823386491832	-1,0,0,0,0,0,0,0	11,1,0,0,0
1046	2	16217557574941607328116700015633754145792539683129	-1,0,0,0,0,0,0,0	11,-2,0,0,0
1047	1	16217557574941607328130488054898138935139874723064	-1,0,0,0,0,0,0,0	11,0,-1,0,0
1048	1	16217557574941607328227106843051913388373223366584	-1,0,0,0,0,0,0,0	11,0,1,0,0
1049	1	16217557574941607328366183224231705439535436539194	-1,0,0,0,0,0,0,0	11,1,0,-1,0
1050	1	16217557574941607328471225188788629460487341239504	-1,0,0,0,0,0,0,0	11,0,-2,0,0
1051	1	16217557574941607328670476878876926131331007285259	-1,0,0,0,0,0,0,0	11,0,0,0,-1
1052	1	16217557574941607344046247876562629773439933497364	-1,0,0,0,0,0,0,0	11,-1,0,0,0,0
1053	1	16217557574941607347019213398478598972210254415099	-1,0,0,0,0,0,0,0	11,0,4,0,0
1054	1	16217557574941607355516711946361839352371716243324	-1,0,0,0,0,0,0,0	11,0,-1,0,0,0
1055	1	16217557574941607484195681361170788576258501635899	-1,0,0,0,0,0,0,0	11,0,0,-1,0,0
1056	1	16217557574941607990010961079258628415105230693294	-1,0,0,0,0,0,0,0	11,1,0,2,0
1057	1	16217557574956575770057896876391760208186783125477	-1,-1,-1,-1,-1,-1,-1	-11,9,-8,5
1058	1	16217557575574990978002749666797762406668919067714	-1,0,0,0,0,0,0,0	11,0,0,1,2
1059	1	16217557953955281918847748604306445824287376035152	-1,-1,-1,-1,-1,-1,-1	-11,-2,10,10
1060	1	16217557954871865190468427561256049447298918784633	-1,-2,-2,-2,-2,-2	-11,10,10,10
1061	1	16217557967087892815266373347109795111826777823692	-1,-1,-1,-1,-1,-1,-1	11,1,-11,10
1062	1	16217558408958727517843978861896310174626016520069	-1,0,0,0,0,0,0,0	11,1,0,-11,0
1063	1	26133619875128259091788790519084283852355794231043	-1,0,0,0,0,0,0	11,0,-1,0,-6
1064	1	64324383156661478737441497940806324793743674257839	-1,0,0,1,1,0	11,0,0,1,-6
1065	1	68154375763010463910167485536756200406023821861695	-1,1,-5,1,-6	-11,8,10,10
1066	1	72660183597282171085568315315271079740778029367126	1,2,-10,1,-6	10,-10,-1,-1,1
1067	1	159412454699795637644644882379107628051663447977659	-1,0,0,0,-4,1	11,0,10,1
1068	1	160384110229207153266116642458463338130500598961419	-1,1,-3,2,-6	11,10,2,11
1069	1	161358701199911144616103232323098341544344299103969	-1,2,-9,-8,5	9,8,-9,-3
1070	1	162343720474211076005417533767159511399909546653531	-1,4,9,-8,5	9,8,9,-8
1071	1	220687119342617515313744889795939292881829414744096	1,0,0,-10,1,-2	10,5,0,5
1072	1	224667838662297473507944469999365632964852362285261	-1,0,0,8,5	10,0,-2,-1,0
1073	1	249991961133363864823786850810622227989805190374760	-1,0,9,8,5	-10,0,9,-8
1074	1	274735689537612406329491784393926579318498753431335	1,1,-10,-1,-4,1	10,9,9,-10
1075	1	347020668813020180160708734085260141889316583934999	-1,0,0,8,-5,0	11,0,2,0,-2
1076	1	576548876330700039134333249164778097008029193841762	-1,0,8,9,5	-10,0,8,-4
1077	1	583060057245131971881960356933517532372997215577748	-1,2,9,9,5	9,9,9,9
1078	1	948223077356407046897234314788151401507059189539885	-1,0,10,4,-6	-11,0,10,10
1079	1	1209195352596299218817084444800950167834503029217984	-1,0,0,10,5	-11,0,0,-5,0
1080	1	1817604146441787511796875837193260939986637136188716	-1,0,0,-11,5	11,1,-9,0
1081	1	3039778922664814902717820686675360122986984146392556	-1,0,0,0,0,2	11,-1,0,0,0
1082	1	3039778922665788589077277300495518994460213930901255	1,0,0,0,0,2	-11,0,0,0,0,0
1083	1	3039778928236104455049907176858361448366436005635416	-1,0,0,0,0,2	11,0,0,10,0
1084	1	3055194563770928816003684347684058555401042968404809	1,0,-1,0,0,2	10,6,2,9
1085	1	4556493235826331087321701450235262316181602608611701	1,-1,-1,0,6	10,10,6,6
