delta_x	delta_ca	T_category_id	T_encoding	gamma_category_id	gamma_encoding	T_scs	gamma_scs	status
-0.921053	-22.052632	64	3219630870954874081466514659729	50	2537570046700137	-1,8,8,8,8	8,8,8,8	ok
-0.921053	-21.368421	64	3219630870954874081466514659729	50	2537570046700137	-1,8,8,8,8	8,8,8,8	ok
-0.921053	-20.684211	64	3219630870954874081466514659729	99	3219630870954912145017215161919	-1,8,8,8,8	8,8,8,8,8	ok
-0.921053	-20.000000	64	3219630870954874081466514659729	99	3219630870954912145017215161919	-1,8,8,8,8	8,8,8,8,8	ok
-0.868421	-33.000000	106	9455884669399191660884342385366419	92	137520068858324757	-1,-11,-11,-11,-11	-11,-11,-11,-11	ok
-0.868421	-32.315789	105	9455884597277796819839275832919345	92	137520068858324757	-1,10,-11,-11,-11	-11,-11,-11,-11	ok
-0.868421	-31.631579	98	2225840977019920444092511290911250	85	66720925908142496	-1,10,10,10,10	10,10,10,10	ok
-0.868421	-30.947368	98	2225840977019920444092511290911250	85	66720925908142496	-1,10,10,10,10	10,10,10,10	ok
-0.868421	-30.263158	98	2225840977019920444092511290911250	85	66720925908142496	-1,10,10,10,10	10,10,10,10	ok
-0.868421	-29.578947	92	489473977720914081937327972658195	77	31288144007624166	-1,-10,-10,-10,-10	-10,-10,-10,-10	ok
-0.868421	-28.894737	92	489473977720914081937327972658195	77	31288144007624166	-1,-10,-10,-10,-10	-10,-10,-10,-10	ok
-0.868421	-28.210526	92	489473977720914081937327972658195	77	31288144007624166	-1,-10,-10,-10,-10	-10,-10,-10,-10	ok
-0.868421	-27.526316	82	99887480609913080653142721402689	68	14134177061995017	-1,9,9,9,9	9,9,9,9	ok
-0.868421	-26.842105	82	99887480609913080653142721402689	68	14134177061995017	-1,9,9,9,9	9,9,9,9	ok
-0.868421	-26.157895	82	99887480609913080653142721402689	68	14134177061995017	-1,9,9,9,9	9,9,9,9	ok
-0.868421	-25.473684	74	18771403874319079111379122357950	57	6127218708778185	-1,-9,-9,-9,-9	9,-9,-9,-9	ok
-0.868421	-24.789474	74	18771403874319079111379122357950	56	6127218598078424	-1,-9,-9,-9,-9	-9,-9,-9,-9	ok
-0.868421	-24.105263	74	18771403874319079111379122357950	100	18771403874319177146876691612886	-1,-9,-9,-9,-9	-9,-9,-9,-9,-9	ok
-0.868421	-23.421053	74	18771403874319079111379122357950	100	18771403874319177146876691612886	-1,-9,-9,-9,-9	-9,-9,-9,-9,-9	ok
-0.868421	-22.736842	64	3219630870954874081466514659729	50	2537570046700137	-1,8,8,8,8	8,8,8,8	ok
-0.868421	-22.052632	64	3219630870954874081466514659729	50	2537570046700137	-1,8,8,8,8	8,8,8,8	ok
-0.868421	-21.368421	64	3219630870954874081466514659729	99	3219630870954912145017215161919	-1,8,8,8,8	8,8,8,8,8	ok
-0.868421	-20.684211	64	3219630870954874081466514659729	99	3219630870954912145017215161919	-1,8,8,8,8	8,8,8,8,8	ok
-0.868421	-20.000000	55	498768035658188838763056363530	98	498768035658203820272194170305	-1,-8,-8,-8,-8	8,-8,-8,-8,-8	ok
-0.815789	-33.000000	106	9455884669399191660884342385366419	92	137520068858324757	-1,-11,-11,-11,-11	-11,-11,-11,-11	ok
-0.815789	-32.315789	105	9455884597277796819839275832919345	92	137520068858324757	-1,10,-11,-11,-11	-11,-11,-11,-11	ok
-0.815789	-31.631579	99	2225840977019920510813437199053748	85	66720925908142496	1,10,10,10,10	10,10,10,10	ok
-0.815789	-30.947368	99	2225840977019920510813437199053748	85	66720925908142496	1,10,10,10,10	10,10,10,10	ok
-0.815789	-30.263158	92	489473977720914081937327972658195	78	31288144257776695	-1,-10,-10,-10,-10	10,-10,-10,-10	ok
-0.815789	-29.578947	92	489473977720914081937327972658195	77	31288144007624166	-1,-10,-10,-10,-10	-10,-10,-10,-10	ok
-0.815789	-28.894737	92	489473977720914081937327972658195	77	31288144007624166	-1,-10,-10,-10,-10	-10,-10,-10,-10	ok
-0.815789	-28.210526	91	489473969894105793290234580880619	77	31288144007624166	-1,9,-10,-10,-10	-10,-10,-10,-10	ok
-0.815789	-27.526316	82	99887480609913080653142721402689	68	14134177061995017	-1,9,9,9,9	9,9,9,9	ok
-0.815789	-26.842105	82	99887480609913080653142721402689	68	14134177061995017	-1,9,9,9,9	9,9,9,9	ok
-0.815789	-26.157895	82	99887480609913080653142721402689	68	14134177061995017	-1,9,9,9,9	9,9,9,9	ok
-0.815789	-25.473684	74	18771403874319079111379122357950	56	6127218598078424	-1,-9,-9,-9,-9	-9,-9,-9,-9	ok
-0.815789	-24.789474	74	18771403874319079111379122357950	100	18771403874319177146876691612886	-1,-9,-9,-9,-9	-9,-9,-9,-9,-9	ok
-0.815789	-24.105263	74	18771403874319079111379122357950	100	18771403874319177146876691612886	-1,-9,-9,-9,-9	-9,-9,-9,-9,-9	ok
-0.815789	-23.421053	74	18771403874319079111379122357950	100	18771403874319177146876691612886	-1,-9,-9,-9,-9	-9,-9,-9,-9,-9	ok
-0.815789	-22.736842	64	3219630870954874081466514659729	50	2537570046700137	-1,8,8,8,8	8,8,8,8	ok
-0.815789	-22.052632	64	3219630870954874081466514659729	50	2537570046700137	-1,8,8,8,8	8,8,8,8	ok
-0.815789	-21.368421	64	3219630870954874081466514659729	99	3219630870954912145017215161919	-1,8,8,8,8	8,8,8,8,8	ok
-0.815789	-20.684211	64	3219630870954874081466514659729	99	3219630870954912145017215161919	-1,8,8,8,8	8,8,8,8,8	ok
-0.815789	-20.000000	55	498768035658188838763056363530	97	498768035658202821504918316513	-1,-8,-8,-8,-8	-8,-8,-8,-8,-8	ok
-0.763158	-33.000000	106	9455884669399191660884342385366419	92	137520068858324757	-1,-11,-11,-11,-11	-11,-11,-11,-11	ok
-0.763158	-32.315789	100	2383351087713833083769793185671179	87	69041308118679450	-1,10,10,-11,10	-11,10,-11,10	ok
-0.763158	-31.631579	98	2225840977019920444092511290911250	85	66720925908142496	-1,10,10,10,10	10,10,10,10	ok
-0.763158	-30.947368	98	2225840977019920444092511290911250	85	66720925908142496	-1,10,10,10,10	10,10,10,10	ok
-0.763158	-30.263158	92	489473977720914081937327972658195	77	31288144007624166	-1,-10,-10,-10,-10	-10,-10,-10,-10	ok
-0.763158	-29.578947	92	489473977720914081937327972658195	77	31288144007624166	-1,-10,-10,-10,-10	-10,-10,-10,-10	ok
-0.763158	-28.894737	92	489473977720914081937327972658195	77	31288144007624166	-1,-10,-10,-10,-10	-10,-10,-10,-10	ok
-0.763158	-28.210526	84	108520588184674852847904761334452	76	31282549346268347	-1,9,9,-10,9	-10,9,-10,-10	ok
-0.763158	-27.526316	82	99887480609913080653142721402689	68	14134177061995017	-1,9,9,9,9	9,9,9,9	ok
-0.763158	-26.842105	82	99887480609913080653142721402689	68	14134177061995017	-1,9,9,9,9	9,9,9,9	ok
-0.763158	-26.157895	82	99887480609913080653142721402689	68	14134177061995017	-1,9,9,9,9	9,9,9,9	ok
-0.763158	-25.473684	74	18771403874319079111379122357950	100	18771403874319177146876691612886	-1,-9,-9,-9,-9	-9,-9,-9,-9,-9	ok
-0.763158	-24.789474	74	18771403874319079111379122357950	100	18771403874319177146876691612886	-1,-9,-9,-9,-9	-9,-9,-9,-9,-9	ok
-0.763158	-24.105263	74	18771403874319079111379122357950	100	18771403874319177146876691612886	-1,-9,-9,-9,-9	-9,-9,-9,-9,-9	ok
-0.763158	-23.421053	73	18771403196037456963779279659110	100	18771403874319177146876691612886	-1,8,-9,-9,-9	-9,-9,-9,-9,-9	ok
-0.763158	-22.736842	64	3219630870954874081466514659729	50	2537570046700137	-1,8,8,8,8	8,8,8,8	ok
-0.763158	-22.052632	64	3219630870954874081466514659729	99	3219630870954912145017215161919	-1,8,8,8,8	8,8,8,8,8	ok
-0.763158	-21.368421	64	3219630870954874081466514659729	99	3219630870954912145017215161919	-1,8,8,8,8	8,8,8,8,8	ok
-0.763158	-20.684211	64	3219630870954874081466514659729	99	3219630870954912145017215161919	-1,8,8,8,8	8,8,8,8,8	ok
-0.763158	-20.000000	109	124384776697171140630079328682461662975044243401923320030869	97	498768035658202821504918316513	-1,-8,-8,-8,-8,-8	-8,-8,-8,-8,-8	ok
-0.710526	-33.000000	106	9455884669399191660884342385366419	92	137520068858324757	-1,-11,-11,-11,-11	-11,-11,-11,-11	ok
-0.710526	-32.315789	98	2225840977019920444092511290911250	85	66720925908142496	-1,10,10,10,10	10,10,10,10	ok
-0.710526	-31.631579	98	2225840977019920444092511290911250	85	66720925908142496	-1,10,10,10,10	10,10,10,10	ok
-0.710526	-30.947368	98	2225840977019920444092511290911250	85	66720925908142496	-1,10,10,10,10	10,10,10,10	ok
-0.710526	-30.263158	92	489473977720914081937327972658195	77	31288144007624166	-1,-10,-10,-10,-10	-10,-10,-10,-10	ok
-0.710526	-29.578947	92	489473977720914081937327972658195	77	31288144007624166	-1,-10,-10,-10,-10	-10,-10,-10,-10	ok
-0.710526	-28.894737	92	489473977720914081937327972658195	77	31288144007624166	-1,-10,-10,-10,-10	-10,-10,-10,-10	ok
-0.710526	-28.210526	82	99887480609913080653142721402689	68	14134177061995017	-1,9,9,9,9	9,9,9,9	ok
-0.710526	-27.526316	82	99887480609913080653142721402689	68	14134177061995017	-1,9,9,9,9	9,9,9,9	ok
-0.710526	-26.842105	82	99887480609913080653142721402689	68	14134177061995017	-1,9,9,9,9	9,9,9,9	ok
-0.710526	-26.157895	82	99887480609913080653142721402689	68	14134177061995017	-1,9,9,9,9	9,9,9,9	ok
-0.710526	-25.473684	74	18771403874319079111379122357950	100	18771403874319177146876691612886	-1,-9,-9,-9,-9	-9,-9,-9,-9,-9	ok
-0.710526	-24.789474	74	18771403874319079111379122357950	100	18771403874319177146876691612886	-1,-9,-9,-9,-9	-9,-9,-9,-9,-9	ok
-0.710526	-24.105263	74	18771403874319079111379122357950	100	18771403874319177146876691612886	-1,-9,-9,-9,-9	-9,-9,-9,-9,-9	ok
-0.710526	-23.421053	66	3567337129908398802593659638902	52	2671081176279736	-1,8,8,-9,8	-9,8,-9,8	ok
-0.710526	-22.736842	64	3219630870954874081466514659729	50	2537570046700137	-1,8,8,8,8	8,8,8,8	ok
-0.710526	-22.052632	64	3219630870954874081466514659729	99	3219630870954912145017215161919	-1,8,8,8,8	8,8,8,8,8	ok
-0.710526	-21.368421	64	3219630870954874081466514659729	99	3219630870954912145017215161919	-1,8,8,8,8	8,8,8,8,8	ok
-0.710526	-20.684211	64	3219630870954874081466514659729	99	3219630870954912145017215161919	-1,8,8,8,8	8,8,8,8,8	ok
-0.710526	-20.000000	109	124384776697171140630079328682461662975044243401923320030869	97	498768035658202821504918316513	-1,-8,-8,-8,-8,-8	-8,-8,-8,-8,-8	ok
-0.657895	-33.000000	106	9455884669399191660884342385366419	92	137520068858324757	-1,-11,-11,-11,-11	-11,-11,-11,-11	ok
-0.657895	-32.315789	98	2225840977019920444092511290911250	85	66720925908142496	-1,10,10,10,10	10,10,10,10	ok
-0.657895	-31.631579	98	2225840977019920444092511290911250	85	66720925908142496	-1,10,10,10,10	10,10,10,10	ok
-0.657895	-30.947368	92	489473977720914081937327972658195	78	31288144257776695	-1,-10,-10,-10,-10	10,-10,-10,-10	ok
-0.657895	-30.263158	92	489473977720914081937327972658195	77	31288144007624166	-1,-10,-10,-10,-10	-10,-10,-10,-10	ok
-0.657895	-29.578947	92	489473977720914081937327972658195	77	31288144007624166	-1,-10,-10,-10,-10	-10,-10,-10,-10	ok
-0.657895	-28.894737	92	489473977720914081937327972658195	77	31288144007624166	-1,-10,-10,-10,-10	-10,-10,-10,-10	ok
-0.657895	-28.210526	82	99887480609913080653142721402689	68	14134177061995017	-1,9,9,9,9	9,9,9,9	ok
-0.657895	-27.526316	82	99887480609913080653142721402689	68	14134177061995017	-1,9,9,9,9	9,9,9,9	ok
-0.657895	-26.842105	82	99887480609913080653142721402689	68	14134177061995017	-1,9,9,9,9	9,9,9,9	ok
-0.657895	-26.157895	74	18771403874319079111379122357950	101	18771403874319183274095289691328	-1,-9,-9,-9,-9	9,-9,-9,-9,-9	ok
-0.657895	-25.473684	74	18771403874319079111379122357950	100	18771403874319177146876691612886	-1,-9,-9,-9,-9	-9,-9,-9,-9,-9	ok
-0.657895	-24.789474	74	18771403874319079111379122357950	100	18771403874319177146876691612886	-1,-9,-9,-9,-9	-9,-9,-9,-9,-9	ok
-0.657895	-24.105263	74	18771403874319079111379122357950	100	18771403874319177146876691612886	-1,-9,-9,-9,-9	-9,-9,-9,-9,-9	ok
-0.657895	-23.421053	64	3219630870954874081466514659729	50	2537570046700137	-1,8,8,8,8	8,8,8,8	ok
-0.657895	-22.736842	64	3219630870954874081466514659729	99	3219630870954912145017215161919	-1,8,8,8,8	8,8,8,8,8	ok
-0.657895	-22.052632	64	3219630870954874081466514659729	99	3219630870954912145017215161919	-1,8,8,8,8	8,8,8,8,8	ok
-0.657895	-21.368421	64	3219630870954874081466514659729	99	3219630870954912145017215161919	-1,8,8,8,8	8,8,8,8,8	ok
-0.657895	-20.684211	109	124384776697171140630079328682461662975044243401923320030869	98	498768035658203820272194170305	-1,-8,-8,-8,-8,-8	8,-8,-8,-8,-8	ok
-0.657895	-20.000000	109	124384776697171140630079328682461662975044243401923320030869	97	498768035658202821504918316513	-1,-8,-8,-8,-8,-8	-8,-8,-8,-8,-8	ok
-0.605263	-33.000000	105	9455884597277796819839275832919345	92	137520068858324757	-1,10,-11,-11,-11	-11,-11,-11,-11	ok
-0.605263	-32.315789	98	2225840977019920444092511290911250	85	66720925908142496	-1,10,10,10,10	10,10,10,10	ok
-0.605263	-31.631579	98	2225840977019920444092511290911250	85	66720925908142496	-1,10,10,10,10	10,10,10,10	ok
-0.605263	-30.947368	92	489473977720914081937327972658195	77	31288144007624166	-1,-10,-10,-10,-10	-10,-10,-10,-10	ok
-0.605263	-30.263158	92	489473977720914081937327972658195	77	31288144007624166	-1,-10,-10,-10,-10	-10,-10,-10,-10	ok
-0.605263	-29.578947	92	489473977720914081937327972658195	77	31288144007624166	-1,-10,-10,-10,-10	-10,-10,-10,-10	ok
-0.605263	-28.894737	92	489473977720914081937327972658195	77	31288144007624166	-1,-10,-10,-10,-10	-10,-10,-10,-10	ok
-0.605263	-28.210526	82	99887480609913080653142721402689	68	14134177061995017	-1,9,9,9,9	9,9,9,9	ok
-0.605263	-27.526316	82	99887480609913080653142721402689	68	14134177061995017	-1,9,9,9,9	9,9,9,9	ok
-0.605263	-26.842105	82	99887480609913080653142721402689	68	14134177061995017	-1,9,9,9,9	9,9,9,9	ok
-0.605263	-26.157895	74	18771403874319079111379122357950	100	18771403874319177146876691612886	-1,-9,-9,-9,-9	-9,-9,-9,-9,-9	ok
-0.605263	-25.473684	74	18771403874319079111379122357950	100	18771403874319177146876691612886	-1,-9,-9,-9,-9	-9,-9,-9,-9,-9	ok
-0.605263	-24.789474	74	18771403874319079111379122357950	100	18771403874319177146876691612886	-1,-9,-9,-9,-9	-9,-9,-9,-9,-9	ok
-0.605263	-24.105263	74	18771403874319079111379122357950	100	18771403874319177146876691612886	-1,-9,-9,-9,-9	-9,-9,-9,-9,-9	ok
-0.605263	-23.421053	64	3219630870954874081466514659729	50	2537570046700137	-1,8,8,8,8	8,8,8,8	ok
-0.605263	-22.736842	64	3219630870954874081466514659729	99	3219630870954912145017215161919	-1,8,8,8,8	8,8,8,8,8	ok
-0.605263	-22.052632	64	3219630870954874081466514659729	99	3219630870954912145017215161919	-1,8,8,8,8	8,8,8,8,8	ok
-0.605263	-21.368421	64	3219630870954874081466514659729	99	3219630870954912145017215161919	-1,8,8,8,8	8,8,8,8,8	ok
-0.605263	-20.684211	109	124384776697171140630079328682461662975044243401923320030869	97	498768035658202821504918316513	-1,-8,-8,-8,-8,-8	-8,-8,-8,-8,-8	ok
-0.605263	-20.000000	109	124384776697171140630079328682461662975044243401923320030869	97	498768035658202821504918316513	-1,-8,-8,-8,-8,-8	-8,-8,-8,-8,-8	ok
-0.552632	-33.000000	98	2225840977019920444092511290911250	86	66720926273439432	-1,10,10,10,10	-11,10,10,10	ok
-0.552632	-32.315789	98	2225840977019920444092511290911250	85	66720925908142496	-1,10,10,10,10	10,10,10,10	ok
-0.552632	-31.631579	98	2225840977019920444092511290911250	85	66720925908142496	-1,10,10,10,10	10,10,10,10	ok
-0.552632	-30.947368	92	489473977720914081937327972658195	77	31288144007624166	-1,-10,-10,-10,-10	-10,-10,-10,-10	ok
-0.552632	-30.263158	92	489473977720914081937327972658195	77	31288144007624166	-1,-10,-10,-10,-10	-10,-10,-10,-10	ok
-0.552632	-29.578947	92	489473977720914081937327972658195	105	489473977720914645123920109893372	-1,-10,-10,-10,-10	-10,-10,-10,-10,-10	ok
-0.552632	-28.894737	91	489473969894105793290234580880619	76	31282549346268347	-1,9,-10,-10,-10	-10,9,-10,-10	ok
-0.552632	-28.210526	82	99887480609913080653142721402689	68	14134177061995017	-1,9,9,9,9	9,9,9,9	ok
-0.552632	-27.526316	82	99887480609913080653142721402689	68	14134177061995017	-1,9,9,9,9	9,9,9,9	ok
-0.552632	-26.842105	82	99887480609913080653142721402689	103	99887480609913320934152775318148	-1,9,9,9,9	9,9,9,9,9	ok
-0.552632	-26.157895	74	18771403874319079111379122357950	100	18771403874319177146876691612886	-1,-9,-9,-9,-9	-9,-9,-9,-9,-9	ok
-0.552632	-25.473684	74	18771403874319079111379122357950	100	18771403874319177146876691612886	-1,-9,-9,-9,-9	-9,-9,-9,-9,-9	ok
-0.552632	-24.789474	74	18771403874319079111379122357950	100	18771403874319177146876691612886	-1,-9,-9,-9,-9	-9,-9,-9,-9,-9	ok
-0.552632	-24.105263	74	18771403874319079111379122357950	100	18771403874319177146876691612886	-1,-9,-9,-9,-9	-9,-9,-9,-9,-9	ok
-0.552632	-23.421053	64	3219630870954874081466514659729	99	3219630870954912145017215161919	-1,8,8,8,8	8,8,8,8,8	ok
-0.552632	-22.736842	64	3219630870954874081466514659729	99	3219630870954912145017215161919	-1,8,8,8,8	8,8,8,8,8	ok
-0.552632	-22.052632	64	3219630870954874081466514659729	99	3219630870954912145017215161919	-1,8,8,8,8	8,8,8,8,8	ok
-0.552632	-21.368421	110	5183011472602943070691271219105199396402130067517491731786080	99	3219630870954912145017215161919	-1,8,8,8,8,8	8,8,8,8,8	ok
-0.552632	-20.684211	109	124384776697171140630079328682461662975044243401923320030869	97	498768035658202821504918316513	-1,-8,-8,-8,-8,-8	-8,-8,-8,-8,-8	ok
-0.552632	-20.000000	109	124384776697171140630079328682461662975044243401923320030869	97	498768035658202821504918316513	-1,-8,-8,-8,-8,-8	-8,-8,-8,-8,-8	ok
-0.500000	-33.000000	98	2225840977019920444092511290911250	85	66720925908142496	-1,10,10,10,10	10,10,10,10	ok
-0.500000	-32.315789	98	2225840977019920444092511290911250	85	66720925908142496	-1,10,10,10,10	10,10,10,10	ok
-0.500000	-31.631579	92	489473977720914081937327972658195	78	31288144257776695	-1,-10,-10,-10,-10	10,-10,-10,-10	ok
-0.500000	-30.947368	92	489473977720914081937327972658195	77	31288144007624166	-1,-10,-10,-10,-10	-10,-10,-10,-10	ok
-0.500000	-30.263158	92	489473977720914081937327972658195	105	489473977720914645123920109893372	-1,-10,-10,-10,-10	-10,-10,-10,-10,-10	ok
-0.500000	-29.578947	92	489473977720914081937327972658195	105	489473977720914645123920109893372	-1,-10,-10,-10,-10	-10,-10,-10,-10,-10	ok
-0.500000	-28.894737	82	99887480609913080653142721402689	68	14134177061995017	-1,9,9,9,9	9,9,9,9	ok
-0.500000	-28.210526	82	99887480609913080653142721402689	68	14134177061995017	-1,9,9,9,9	9,9,9,9	ok
-0.500000	-27.526316	82	99887480609913080653142721402689	68	14134177061995017	-1,9,9,9,9	9,9,9,9	ok
-0.500000	-26.842105	74	18771403874319079111379122357950	101	18771403874319183274095289691328	-1,-9,-9,-9,-9	9,-9,-9,-9,-9	ok
-0.500000	-26.157895	74	18771403874319079111379122357950	100	18771403874319177146876691612886	-1,-9,-9,-9,-9	-9,-9,-9,-9,-9	ok
-0.500000	-25.473684	74	18771403874319079111379122357950	100	18771403874319177146876691612886	-1,-9,-9,-9,-9	-9,-9,-9,-9,-9	ok
-0.500000	-24.789474	74	18771403874319079111379122357950	100	18771403874319177146876691612886	-1,-9,-9,-9,-9	-9,-9,-9,-9,-9	ok
-0.500000	-24.105263	74	18771403874319079111379122357950	100	18771403874319177146876691612886	-1,-9,-9,-9,-9	-9,-9,-9,-9,-9	ok
-0.500000	-23.421053	64	3219630870954874081466514659729	99	3219630870954912145017215161919	-1,8,8,8,8	8,8,8,8,8	ok
-0.500000	-22.736842	64	3219630870954874081466514659729	99	3219630870954912145017215161919	-1,8,8,8,8	8,8,8,8,8	ok
-0.500000	-22.052632	64	3219630870954874081466514659729	99	3219630870954912145017215161919	-1,8,8,8,8	8,8,8,8,8	ok
-0.500000	-21.368421	110	5183011472602943070691271219105199396402130067517491731786080	99	3219630870954912145017215161919	-1,8,8,8,8,8	8,8,8,8,8	ok
-0.500000	-20.684211	109	124384776697171140630079328682461662975044243401923320030869	97	498768035658202821504918316513	-1,-8,-8,-8,-8,-8	-8,-8,-8,-8,-8	ok
-0.500000	-20.000000	109	124384776697171140630079328682461662975044243401923320030869	97	498768035658202821504918316513	-1,-8,-8,-8,-8,-8	-8,-8,-8,-8,-8	ok
