category_id	count	encoding	T_scs	gamma_scs
3571	1	96209810868362933767552806908725718697267371100	-1,0,-1,-1,0,-1,-1	11,4,1,4
3572	1	96210373226674614113062128442358524983845088211	1,0,-1,0,0,0	-11,0,0,0,5
3573	1	96210373664791799832891710496222123969480102415	1,0,0,0,0,1	-11,0,0,0,5
3574	1	96210373690743174965345706695071610053456176646	1,0,-1,0,0,1	-11,0,0,0,5
3575	1	96527273635349054327903012733461002368926805031	1,0,0,0,5	10,-6,0,0,4
3576	1	97099564687684464996952764913882429764169578862	-1,0,0,9,3	10,-1,0,0,5
3577	1	97138208083537442972889206660960949276586091990	-1,4,10,-10,4	10,10,-9,-4
3578	1	97138208309515227364262143575864333774777416036	-1,4,10,-10,4	10,10,-10,7
3579	1	98076150425904521572295065456520349100936766385	-1,0,-11,-10,4	-11,0,-11,-1
3580	1	98087016917823322413505730873767612824064648752	-1,0,1,0,5	-11,0,-1,7,0
3581	1	99038184238815044269517522254392059978454133396	1,0,9,10	-11,0,-2,0,5
3582	1	101943722586416590951063629778089182065013281525	1,0,3,0,5	-11,1,8,1,0
3583	1	102929879766302667905517777719322000622562162452	-1,0,-4,0,5	10,-1,0,9,0
3584	1	104929070543176133137960910591136411478784959437	-1,0,-5,0,5	-10,0,8,9
3585	1	106964618454370460829085389134618490161814230352	-1,0,-6,0,5	-10,0,5,3
3586	1	113295669623176912567906650959167583293209961143	-1,0,-9,0,5	10,1,0,9
3587	1	115482931987154348244337136000925524434697086609	-1,0,-10,0,5	10,10,9
3588	1	115482931987625432093149420822088078524832947231	1,0,-10,0,5	10,8,-1,0
3589	1	139672776508564155286461727267413665034395210568	-1,0,1,-11,0,-2	11,2,10,1
3590	1	143683054281278938685596881297222330918458629630	-1,0,2,10,4	-11,0,10,6
3591	1	146417360696852436483029800158271803230825755452	-1,1,3,10,4	10,10,2,9
3592	1	160839635122835678768627894840309273363834427291	-1,0,0,2,1,-2	11,-1,1,9
3593	1	163878728978312148893746589759829280888378218774	-1,0,0,1,0,-1,-1	11,0,10,-3
3594	1	166953384458031899536353547103110339313595923025	-1,0,10,10,4	-11,7,1,9
3595	1	166955240696527165060686800911186748668934706767	-1,1,10,10,4	10,10,10,10
3596	1	166967954997200579395837716957439098511014821887	-1,0,2,2,1,-2	10,0,-9,0,2
3597	1	168538474821986626319941189853030552916331078288	-1,0,1,-1,-1,0	10,1,1,-1,5
3598	1	170117275553381420229828057564628112872076056315	1,0,1,0,-5,0	10,6,1,5
3599	1	174940135071395707344901398364200411597052679043	-1,0,-3,0,-5,0	-11,0,2,1,-2
3600	1	179145604598998722034093398201385707630973493967	-1,0,0,0,-5,0	11,1,0,0,-5
3601	1	235058703147706976292994185403434529546782254979	-1,0,0,11,0,-2	11,-2,0,-1,-1
3602	1	237217663906497936565342176054529006938393934629	-1,0,0,-11,4	11,0,6,0,1
3603	1	243804788369961074689374934228680186833293014277	-1,0,1,10,-4,0	-11,0,1,1,3
3604	1	246039520725660330774123429389720802774466206585	-1,-2,2,-11,4	11,10,10
3605	1	257499862184565733349760840921615334845071219901	-1,-4,-5,-11,4	11,10,-11
3606	1	262224499468576411660426291006966291318517454678	-1,-1,1,6,-5	9,8,-9,-1
3607	1	267030359626362149433846470699646780128754893758	1,0,0,4,-3,1	-11,0,0,0,-1,1
3608	1	276873659141961394899209213264549510170045760216	-1,-4,-9,-11,4	11,10,-11,6
3609	1	284474718107943704643034046089622375723988996645	-1,0,10,-11,4	-11,0,-11,0
3610	1	284474818371566316742488712752787243555242151819	-1,0,10,-11,4	-11,0,10,-11
3611	1	284503763738032676676337244305403475798057499857	-1,-1,-1,1,5	-10,1,6,-9
3612	1	287082811484869306012003693325902019554175534307	-1,0,1,1,5	10,0,8,8
3613	1	303017179796919653657611595645981096826255186025	-1,0,9,6,-5	9,9,8,-2
3614	1	303032530336519815468722017772822870087348396190	-1,0,4,1,5	10,1,0,9
3615	1	305773342160545141897823419389377812815893130021	-1,1,-5,1,5	11,-11,-11,1
3616	1	337455797652111602054971757596717700077801644279	-1,0,10,1,5	-11,1,-3,-1,0
3617	1	340485780015961993129610605467464205096293567799	-1,0,10,-1,-5,0	-11,-1,0,-10,-1
3618	1	510970066570192003037550452492945769940863762933	-1,-1,-4,1,-5,0	10,1,-10,5
3619	1	571983707312399186009249475251636993748925369926	1,0,-10,-1,4,-1	10,7,0,10
3620	1	798775196367510066979739334650684884495348456146	-1,0,0,2,5	11,0,10,1
3621	1	826279434255871343459259316381153783461233029611	1,0,0,0,3,1	11,0,0,0,0
3622	1	826279434255871343646081208564392139955707063411	1,0,0,0,3,1	10,-2,0,0,-1
3623	1	826279434255871346855787962921218266133601218800	1,0,0,0,3,1	-11,0,0,0,0,0
3624	1	847476315053235183548388631032159730488913480455	-1,0,-2,0,3,1	-11,0,3,10
3625	1	861889563898563780288235035221709724830018456052	-1,0,-3,0,3,1	-11,0,-4,0,1
3626	1	921864815576397170234329893754591897597634877414	-1,1,-9,2,5	9,8,-9,2
3627	1	1395320764611650375458724291438652902872221392475	-1,0,1,-1,3,1	11,1,0,9
3628	1	1526260956266974498413434377265370265630420030344	-1,1,-9,-3,5	9,7,-9,2
3629	1	2227281671584474199558419889694179179145402485231	-1,0,0,9,0	10,0,1,3,5
3630	1	2227290492761845930422952471063857132432930019238	-1,-1,1,3,5	10,10,9,-10
3631	1	3349298576117212769954312475484610390184475720136	-1,1,-2,-10,-1,-2	10,10,3,3
3632	1	3618395931951886114658303767743981236181812458351	1,0,0,3,-5,0	-11,0,0,0,0
3633	1	3789312998024992189032375223742588307616212910511	-1,4,-9,-9,-5	9,8,-9,4
3634	1	3789438942226892995706650508324911456494213368608	1,0,0,0,-2,-2	-11,0,0,0,-1,0
3635	1	3818475422069069268188169399574678908412779483209	-1,2,9,-9,-5	9,9,-9,-9
3636	1	6290559314185880091590146594678877133079953239072	-1,-1,10,9,-5	10,10,9,1
3637	1	8764989138750501770436854246242120814371442930175	-1,0,1,-11,-1,-2	11,-1,0,-2,0
3638	1	9917197534874708229106100923286287589879664287736	-1,-5,-9,-10,-5	10,10,9,10
3639	1	10134651883419584266640961318153190096516823319480	-1,-5,10,-10,-5	10,10,-10,6
3640	1	14285519812809764947229364500307336179851238489825	-1,-1,1,10,-5	-11,-1,-1,-1,-1
3641	1	16216558853663959884868384323798721027647962941809	-1,0,10,10,-5	10,10,-10,0
3642	1	16216558853664133130952652206638370041806077024435	-1,0,10,10,-5	-11,10,10,-3
3643	1	16217557574883952438142476095838751470284712588333	-1,-2,-2,-2,-2,-2	9,9,-9,-2
3644	1	16217557574883987165919909469409080171858900886000	-1,-2,-2,-2,-2,-2	11,-9,-10,2
3645	1	16217557574884160625095384303077180828561734432396	-1,-2,-2,-2,-2,-2	11,-11,-11,-3
3646	5	16217557574922386316477616891387063870422725245000	-1,-1,-1,-1,-1,-1,-1	-11,-1,-1,-1,-1
3647	1	16217557574922386318311346380980091243853979048963	-1,-1,-1,-1,-1,-1,-1	11,-2,-1,-1,-1
3648	1	16217557574922386339555178178428170556989955975873	-1,-1,-1,-1,-1,-1,-1	11,-10,-1,-1,-1
3649	1	16217557574922386403848298396884443221532030874652	-1,-1,-1,-1,-1,-1,-1	-11,10,-2,-1,-1
3650	1	16217557574922387299805717008496515986945674865293	-1,-1,-1,-1,-1,-1,-1	11,10,9
3651	1	16217557574922387986425725464970442993710429895518	-1,-1,-1,-1,-1,-1,-1	11,4,10
3652	1	16217557574922388111405906696058874904477151686725	-1,-1,-1,-1,-1,-1,-1	11,6,10
3653	1	16217557574922389788026190418780155645777086029043	-1,-1,-1,-1,-1,-1,-1	-11,-6,-1,-1,1
3654	1	16217557574922390060385481796786307693525556604102	-1,-1,-1,-1,-1,-1,-1	-11,-3,-7,-1,-1
3655	1	16217557574922390403285657772448257795740430531175	-1,-1,-1,-1,-1,-1,-1	11,10,11
3656	1	16217557574922390969761208359663441454286866463113	-1,-1,-1,-1,-1,-1,-1	11,2,-11,-1
3657	1	16217557574922392107200273600772144902943199456175	-1,-1,-1,-1,-1,-1,-1	11,10,-11,-1
3658	1	16217557574922392262780476470076756239418376814143	-1,-1,-1,-1,-1,-1,-1	10,10,-10,1
3659	1	16217557574922396925293961389726440361697503867228	-1,-1,-1,-1,-1,-1,-1	11,9,-11,1
3660	1	16217557574922397169842692143732435976196358361183	-1,-1,-1,-1,-1,-1,-1	11,10,-11,1
3661	1	16217557574922448894835483899535682453983273465613	-1,-1,-1,-1,-1,-1,-1	11,-2,-11,2
3662	1	16217557574941607328094659655471354668397183576764	-1,0,0,0,0,0,0,0	11,0,0,0,0
3663	6	16217557574941607328100611122233552976892827354229	-1,0,0,0,0,0,0,0	11,-1,0,0,0
3664	13	16217557574941607328107889566752298850823386491832	-1,0,0,0,0,0,0,0	11,1,0,0,0
3665	5	16217557574941607328116700015633754145792539683129	-1,0,0,0,0,0,0,0	11,-2,0,0,0
3666	2	16217557574941607328127264581034594205370939199089	-1,0,0,0,0,0,0,0	11,2,0,0,0
3667	4	16217557574941607328130488054898138935139874723064	-1,0,0,0,0,0,0,0	11,0,-1,0,0
3668	5	16217557574941607328227106843051913388373223366584	-1,0,0,0,0,0,0,0	11,0,1,0,0
3669	2	16217557574941607328286416484067734617726274433229	-1,0,0,0,0,0,0,0	11,1,1,0,0
3670	1	16217557574941607328366183224231705439535436539194	-1,0,0,0,0,0,0,0	11,1,0,-1,0
3671	1	16217557574941607328471225188788629460487341239504	-1,0,0,0,0,0,0,0	11,0,-2,0,0
3672	1	16217557574941607328670476878876926131331007285259	-1,0,0,0,0,0,0,0	11,0,0,0,-1
3673	1	16217557574941607329044701691773853071952461461794	-1,0,0,0,0,0,0,0	11,0,2,0,0
3674	1	16217557574941607329280516459961013992123482905329	-1,0,0,0,0,0,0,0	11,1,2,0,0
3675	2	16217557574941607331545684575938221677650146857824	-1,0,0,0,0,0,0,0	11,0,0,1,0
3676	1	16217557574941607332155314103809985827289292716957	-1,0,0,0,0,0,0,0	11,1,0,1,0
3677	1	16217557574941607332873180594184696247730494420429	-1,0,0,0,0,0,0,0	11,0,3,0,0
3678	1	16217557574941607333665095860484863517061799001204	-1,0,0,0,0,0,0,0	11,0,2,-1,0
3679	1	16217557574941607337854643701897247899535174144969	-1,0,0,0,0,0,0,0	11,0,-4,0,0
3680	1	16217557574941607343129061353897568729949810114829	-1,0,0,0,0,0,0,0	11,1,1,1,0
3681	1	16217557574941607344019281182668841265554078947034	-1,0,0,0,0,0,0,0	11,-2,1,1,0
3682	6	16217557574941607344046247876562629773439933497364	-1,0,0,0,0,0,0,0	11,-1,0,0,0,0
3683	1	16217557574941607347019213398478598972210254415099	-1,0,0,0,0,0,0,0	11,0,4,0,0
3684	3	16217557574941607355516711946361839352371716243324	-1,0,0,0,0,0,0,0	11,0,-1,0,0,0
3685	1	16217557574941607484195681361170788576258501635899	-1,0,0,0,0,0,0,0	11,0,0,-1,0,0
3686	1	16217557574941607583797128239185863812072385145229	-1,0,0,0,0,0,0,0	11,0,0,0,1
3687	2	16217557574941607591244520376592611315615319276549	-1,0,0,0,0,0,0,0	11,-1,0,0,1
3688	1	16217557574941607598854339147547584428248364952154	-1,0,0,0,0,0,0,0	11,1,0,0,1
3689	1	16217557574941607975074317205687087706689492292754	-1,0,0,0,0,0,0,0	11,-1,0,2,0
3690	1	16217557574941610511297254169724647086796295346319	-1,0,0,0,0,0,0,0	11,0,-10,0,0
3691	2	16217557574941611803593023254043487932691873972959	-1,0,0,0,0,0,0,0	11,0,10,0,0
3692	1	16217557574941613534234451847956275203180973624319	-1,0,0,0,0,0,0,0	11,2,0,-3,0
3693	1	16217557575036411323973279643145323909123480182558	-1,-1,-1,-1,-1,-1,-1	-11,1,8,-6
3694	1	16217557575087334049665504093524808893988412047233	-1,-1,-1,-1,-1,-1,-1	11,2,10,-6
3695	1	16217557608211954692416296027057251711328169779066	-1,-2,-2,-2,-2,-2	9,9,8,-9
3696	1	16217557618885609281288691994565410876233819174908	-1,-2,-2,-2,-2,-2	9,-9,2,9
3697	1	16217557627426365482197713615027705303981286423333	-1,-2,-2,-2,-2,-2	9,9,4,9
3698	1	16217557642935654825968216486545695406783484179420	-1,-2,-2,-2,-2,-2	9,9,7,9
3699	1	16217557648929326416011524601613544164928649641920	-1,-2,-2,-2,-2,-2	9,9,8,9
3700	1	16217557662395200600024682456730726889049386032768	-1,-1,-1,-1,-1,-1,-1	10,10,10,9
3701	1	16217557666058213954533833686093491864095941314068	-1,-1,-1,-1,-1,-1,-1	-11,-1,1,-10
3702	1	16217557759966394544867454261592152769511565137627	-1,-1,-1,-1,-1,-1,-1	-11,10,10,-10
3703	1	16217557767067398259574596288984037038797572341629	-1,0,0,0,0,0,0,0	11,0,0,-10,0
3704	1	16217557823943588485958000027189020934050149079892	-1,-1,-1,-1,-1,-1,-1	11,8,4,10
3705	1	16217557841985135454411303260963457929100499352475	-1,-1,-1,-1,-1,-1,-1	-11,2,5,10
3706	2	16217557953899160078978708040899736772527035017598	-1,-1,-1,-1,-1,-1,-1	-11,1,10,10
3707	1	16217557953972967938108119729705331995306995349095	-1,-2,-2,-2,-2,-2	-11,2,10,10
3708	1	16217557954685433221210073936258541784409823696303	-1,-1,-1,-1,-1,-1,-1	-11,8,10,10
3709	1	16217557954871865190468427561256049447298918784633	-1,-2,-2,-2,-2,-2	-11,10,10,10
3710	1	16217557967087892815266373347109795111826777823692	-1,-1,-1,-1,-1,-1,-1	11,1,-11,10
3711	1	16217557995950628500113334133150875952750804918468	-1,-1,-1,-1,-1,-1,-1	-11,1,1,-11
3712	1	16217558332293209032808445482921941026114533002075	-1,-2,-2,-2,-2,-2	-11,2,10,-11
3713	1	16217558356674500202318750402694503759063644709750	-1,-1,-1,-1,-1,-1,-1	11,3,-11,-11
3714	1	16217564384300760146388008776052979704711913914358	-1,-1,-1,-1,-1,-1,-1	-11,1,1,-11,1
3715	1	18838144807558200898574422121098168891005206205354	-1,0,0,0,0,0,0,0	11,1,1,0,5
3716	1	23749118548358739254490174999812078486113567311640	-1,-2,4,-11,-5	-11,2,-10,-3
3717	1	25956218048486177625957603144892762156597840773967	1,0,0,1,0,0	-11,0,0,0,-6
3718	1	25956541340728040337897215591105009069907485212072	-1,0,-1,8,1,-1	10,-2,0,0,-6
3719	1	26133776900381858930783074289845861351303240990845	-1,0,-7,0,-3,0	10,1,-1,0,-6
3720	1	41261070639545008244454253607419477404202828796856	-1,0,0,0,5,0	11,1,-1,0,0
3721	1	41261070639545008245395400853055642636693229902091	-1,0,0,0,5,0	11,-1,0,0,-1
3722	1	41261075358914935321682778720736508393387948389131	-1,0,0,0,5,0	11,0,0,-1,3
3723	1	41535001930582740667067035515332689084813855918411	1,0,-1,0,5,0	-11,0,0,0,2
3724	1	46461088508757778439836105901857771877044606183771	1,-2,-10,-1,-6	10,9,10,1
3725	1	57632335024767479673566502235131263925789642750311	1,0,0,-10,-3,1	11,0,0,0,2
3726	1	64739880176448100792896487891877805150041669209025	-1,-1,-1,1,-6	11,-2,-1,1,2
3727	1	65578094592590604478908263704343868372700024404390	-1,0,1,-1,5,0	11,-1,0,-2,0
3728	1	70825132084440106538885938828588505718305283744117	-1,1,-8,1,-6	-10,1,9,-9
3729	1	72196641760148236978707072969200931503688190335399	-1,0,9,1,-6	9,8,9,5
3730	1	73125208695475709842705280356488476655810942329789	1,-1,10,1,-6	10,10,9,-10
3731	1	100333272298659121241206757841186606905675932409616	-1,-2,2,-4,-2,-2	9,8,9,7
3732	1	113663786442620579676131401767834448201772235051736	1,-3,10,-2,-6	10,9,-9,1
3733	1	158448892162208465719963060854579923623753188682810	1,-7,-2,2,-6	10,8,-10,2
3734	1	159412454699902402618406539350248121198677307117631	1,0,0,0,-4,1	-11,0,0,0,0,-1
3735	1	160384850250434013596936801552170962238215022531125	-1,0,-1,0,-4,1	11,0,10,10
3736	1	161360938179674979964822813604859461262290655892563	-1,5,-9,-8,5	9,-9,-7,7
3737	1	162345595457231848116681636806617115131197293184852	-1,0,-3,1,-5,-1	-11,0,6,10
3738	1	173541189361444450638627753250918575031253352609375	-1,0,9,2,-6	-10,9,-3,1,2
3739	1	262094477863285278998829615244032539576524346146003	-1,-3,-8,-3,-6	-11,-10,4,10
3740	1	339062118752170717461208764540089800365681621356988	-1,0,0,10,1,-2	-11,0,0,2,1
3741	1	367691004406608516211186046984628275465569700391144	-1,0,0,1,1,1	11,-1,0,3,-6
3742	1	371956083078493810102456647545668196898042277407951	-1,4,-7,-9,5	-10,9,9,9
3743	1	374108446966780903557605990310538855224455941282005	-1,-5,7,-9,5	9,-9,5,9
3744	1	378445892415612875041661772247945520814293770522461	-1,4,8,-9,5	9,8,-9,8
3745	1	378445892463255335632833806052276678070740293427601	-1,4,8,-9,5	-9,-7,5,-9
3746	1	378447464415423036911390377078026408055929164332083	-1,5,8,-9,5	9,8,-9,5
3747	1	378447464466166546951267040423533659676927165551213	-1,5,8,-9,5	9,-8,5,8
3748	1	382828865034925716283515952145971638221415534815067	-1,-3,9,-9,5	-10,-2,-2,8
3749	1	382831247382486177082732989402420591131653026051033	-1,4,9,-9,5	9,9,9,9
3750	1	385040151439615976021326150550684516492077707110789	1,3,-10,-9,5	-10,-2,-3,-7
3751	1	391752555079146786658777871728159591165505342285340	-1,1,-4,1,-4,1	-11,1,-11,1
3752	1	523924957021752835897095439664045676475116765665277	-1,-1,1,-11,1,-2	-11,-1,1,-5,-2
3753	1	532875901638325819323739701599855854109287582851317	-1,-1,1,9,5	-10,-4,-1,1,-4
3754	1	538917871477142741614634367368547888165892674472638	-1,-1,2,9,5	9,9,9,2
3755	1	563741624333667246450076720359921311665761533893040	-1,1,6,9,5	9,9,7,9
3756	1	563748308954681357787834408676807530048241923401343	-1,-1,-3,-6,-2,-2	-10,0,9,-10
3757	1	576548876344964061578693072473228067123861037052042	-1,0,8,9,5	10,-2,8,7
3758	1	576548876808771327871893392452035344873638673571522	-1,0,8,9,5	10,0,9,9
3759	1	583055467970121871363635885382475401063311440863421	1,0,9,9,5	10,10,0,-10
3760	1	592965514766358755612382867442956383448844673647512	-1,0,-2,0,2,-2	-10,0,9,2,-1
3761	1	827148541015529906126576119655572638684303718483775	1,-8,3,-10,5	10,9,9,10
3762	1	864207052349946479652435250614253815720928728581246	1,-4,7,-10,5	10,7,-9,1
3763	1	883316365778252408554796742348082552165892889435473	-1,2,9,-10,5	-10,1,-10,7
3764	1	888181329892085642770854655220624416922205165776700	-1,0,0,0,-2,1,0	11,0,0,7,0
3765	1	1209195352911825250746468386435494773697521523522434	-1,0,0,10,5	-11,0,0,9
3766	1	1209199696735926477423109303645656298630173942872526	1,1,0,10,5	10,10,1,1
3767	1	1222221399693793829042462076679657681705760822056125	-1,0,1,10,5	11,-8,0,3
3768	1	1331310576010348701258375906484462068327283863043200	-1,0,0,1,2,-2	11,0,1,3
3769	1	1338422734461604931193248963169200986057861091161491	-1,-1,-1,1,2,-2	-10,6,9,9
3770	1	1345522801083794606348202799300708963476878916015504	-1,0,10,10,5	11,9,2,2
3771	1	1426548977026876714790468320102851754831870355805689	-1,1,10,-5,-6	10,10,8,10
3772	1	2017117464745314671376279550449579748613859222418350	-1,0,10,-11,5	-11,0,-11,10
3773	1	2017117468815778477421725731943749364414172662436350	-1,0,10,-11,5	-11,0,10,-11
3774	1	2993953993559865692167727883208873483706289060141891	-1,-1,-1,2,2,-2	10,10,-10,8
3775	1	3039778922664814902717820686675360122986984146392556	-1,0,0,0,0,2	11,-1,0,0,0
3776	1	3039778922664814902717920334277217123836170123552141	-1,0,0,0,0,2	11,1,0,0,0
3777	1	3039778922664814902720407469804630749100125503565400	-1,0,0,0,0,2	11,0,0,-1,0
3778	1	3039778922664814902750820182994553538007992984451281	-1,0,0,0,0,2	11,-1,-3,0,0
3779	1	3039778922664815304330771142528294357780972044163935	-1,0,0,0,0,2	11,1,9,2
3780	1	3039778922665788588871258300773239690893125081308500	1,0,0,0,0,2	-11,0,0,0,0
3781	1	3039778922665788588871265162266951285164757948286736	1,0,0,0,0,2	11,0,0,0,0
3782	1	3039778922665788588883376244468551324141114667546670	1,0,0,0,0,2	10,9,-1,0,0
3783	1	3039778922665788589077277300495518994460213930901255	1,0,0,0,0,2	-11,0,0,0,0,0
3784	1	3039778922665834412043144999389632177115256035659855	1,0,0,0,0,2	-11,0,7,3,-1
3785	1	3039778922753487237885755127950040876767153551756561	1,0,0,0,0,2	10,4,0,-8,0
3786	1	3039778925199110280512692629749634707896363390630566	-1,0,0,0,0,2	11,1,0,10
3787	1	3039778928236104455049907176858361448366436005635416	-1,0,0,0,0,2	11,0,0,10,0
3788	1	3039836419214130317680387921474104658701710708716935	-1,0,0,0,0,2	11,0,1,0,4
3789	1	3055194563167751649503012347425293883570538160249971	1,0,-1,0,0,2	10,6,-10,0
3790	1	3055194563168748943148787199341307964408638630051441	1,0,-1,0,0,2	10,-9,0,0,2
3791	1	3055194584688006002045060819092634729841272298040171	1,0,-1,0,0,2	10,-10,0,0,3
3792	1	4511732968177727592103740995860295615515143004068909	-1,0,0,-1,0,2	11,0,7,-1,0
3793	1	4534061320219486983232784324648661778727463483530275	1,0,0,0,6	-11,0,0,0,0
3794	1	4556479367623876028529454922802473599108641031831231	-1,0,1,-1,0,2	10,0,-9,0,-1
3795	1	4556479369083827638597713482329239878551983737816325	-1,0,1,-1,0,2	11,0,10,9
3796	1	4579008277513361667204902222712310772822855851537233	-1,0,-2,-1,0,2	11,-5,0,-11
3797	1	4601648570311546333200444900915262928548017323131306	1,0,-2,0,6	10,9,1,9
3798	1	4624386856539545212040003989290928264368796009767120	-1,0,2,0,6	10,1,-2,1,3
3799	1	4726987465925182240942710677700605009271257826473163	-1,0,2,-1,5	-10,0,3,0,6
3800	1	4739601829942751772382107895328540957072822922971655	-1,-2,-11,6,-6	-11,2,9,-11
3801	1	4786521012205396674218093554801420063774862415185986	-1,0,6,-1,0,2	10,1,1,-9,0
3802	1	4881641712717321800852080956723312976097000258997430	-1,0,-8,0,6	10,-1,-8,0,4
3803	1	5002833211651048665504425921719443442559231182873910	1,0,10,0,6	10,10,1,-9
3804	1	6665100231029755192372414751678041112151202143200415	-1,0,0,1,0,2	-11,0,0,-1,-2
3805	1	6729623450745563963085013241346243332948329756178967	-1,0,0,0,-6,0	11,-1,2,0
3806	1	6729623450745862744760641665585848807642632807996203	-1,0,0,0,-6,0	10,1,9,-5
3807	1	6729623450747331142494590868426973600462460742966250	1,0,0,0,-6,0	-11,0,0,0,0,0
3808	1	6860361125133628121814942547079165324874324047683068	-1,5,-9,-7,-6	9,8,-9,-7
3809	1	7129104383184660620100926656433353919045296875193004	-1,-1,-7,-1,6	11,-9,2,-11
3810	1	9306167725959247520682010948310709327140204484870907	1,0,0,7,-6	-11,0,10,0
3811	1	9893796398524080022284808622612221183594207236735218	-1,-1,-1,1,6	-11,-1,-1,1,2
3812	1	9987202241653983704735111901526623268512136248409129	1,-1,-2,1,6	10,9,10,0
3813	1	10034214591593510131344986451071164921457954791614674	-1,-1,2,1,6	11,10,-2,10
3814	1	10815194275310567603355306218288003998976369259714597	-1,0,10,1,6	10,10,10,0
3815	1	10865850993395618858176925977622021891155872396391690	-1,0,-11,1,6	-11,-1,1,9
3816	1	10916745007977724693048116640164882876182725650419808	-1,0,-11,-1,-6,0	11,-2,0,-11,0
3817	1	14414440219265557175605991373143754522687046310153425	1,0,-1,2,0,2	-11,0,0,0,1
3818	1	14480751497301713810319454752675967968950276159793200	1,0,1,2,0,2	10,10,0,-1,0
3819	1	14614309855516001798801506958870073282691424705541591	-1,-2,-2,-2,6	-10,9,-9,-2
3820	1	14681366835425130857349552039045276938599687974740829	-1,-5,8,-8,-6	-9,-5,5,8
3821	1	20266263202691121410782992812153083014358839046836556	-1,1,2,8,-6	9,8,8,-3
3822	1	21101869916607694487785674153716638160234566007417667	-1,0,1,-3,0,2	10,0,-8,2
3823	1	21483416408029901197083411455924254904855914405972224	-1,0,3,-3,0,2	10,0,9,1,1
3824	1	21773946739891416023407245961403169042900373737863851	1,0,2,0,4,1	10,9,10,1
3825	1	21871560276252223541245679507329875136835220330380613	-1,0,-3,0,4,1	-10,0,4,2
3826	1	30352077778305311518669099468329138031129059358339674	-1,0,0,3,0,2	-11,0,0,-1,0
3827	1	30619164302512080372611873884241616897489293084081511	-1,0,1,3,0,2	10,0,9,5
3828	1	31023742839458951015197360716341398710774897872138088	-1,3,8,-9,-6	9,-7,8,8
3829	1	42205374803544773876141829202516411306342097077624062	-1,0,1,9,-6	-10,0,8,2
3830	1	42205423432201938910548956855238855752823855828482088	-1,-1,1,9,-6	9,9,8,8
3831	1	42569261057911558716091857008898940580108164377443040	-1,1,2,9,-6	-10,2,9,9
3832	1	44623320449549159212360269798634206953530866055621640	-1,2,-8,9,-6	-10,1,-10,9
3833	1	44623677845523420434334314315888753428129248285057841	-1,0,2,-4,0,2	10,-1,0,-3,0
3834	1	44814477799829218758254321668615449561313161237497359	-1,1,8,9,-6	9,8,-9,-2
3835	1	44814477802247895013898366055722741504821415720083830	-1,1,8,9,-6	9,-9,-3,9
3836	1	44814990285798507517188899378046084984829308485066006	1,0,2,3,6	10,9,3,2
3837	1	45006968578031662147679337482425879213642651163837880	-1,0,3,-4,0,2	-11,-1,-2,0,-2
3838	1	45199304649991831104569209350458300032947393720159120	-1,1,9,9,-6	9,9,9,-9
3839	1	45200027518285167482562101752770545327382590320896516	-1,0,1,1,4,1	-10,0,1,-8,0
3840	1	45587332004195791019149050869283818434665030325091930	-1,2,10,9,-6	10,-10,2,5
3841	1	46770341941278040411118094060249588559469432823067510	1,0,7,3,6	-11,-1,-10,1,2
3842	1	62349648526768434141224910799875315071322537406431812	-1,-3,4,-10,-6	10,10,-10,3
3843	1	63669029647863234099656368681048264979928882281514516	-1,0,0,3,-6,0	10,0,3,-9,0
3844	1	66109506117103293126717864517854235056780733284870264	-1,0,-2,0,-3,-2	11,2,-11,0
3845	1	69210792563248264748462768092303704070761742045981320	-1,3,-11,-4,6	11,10,11
3846	1	86522423551403734007890155474824566702354971547756680	1,0,0,10,-6	-11,0,0,1,-3
3847	1	86522605818575799435117183985930950020333850536026114	1,1,0,10,-6	10,-10,0,-10
3848	1	87235363341202406978952536724854711934873810670883185	1,0,1,10,-6	-11,0,0,-8,0
3849	1	97814147748701780477509039004174433997678418439906904	-1,0,9,4,6	-11,0,10,9
3850	1	124669829625116318439985388871384529643234825400762692	-1,-1,1,-11,-6	11,1,-11,1
3851	1	133983558479628779254510911954123778385111096721375285	-1,2,10,-11,-6	-11,3,-11,3
3852	1	186026438029570027686858022157640397745360332018352791	1,0,0,4,5,-1	10,-3,0,0,3
3853	1	197249851381887713370996862456246084204510500926368632	-1,-3,-9,5,6	9,9,9,9
3854	1	269677916886298108656337518820853610435052280629360511	-1,1,4,-6,6	10,10,10,10
3855	1	272789550784630143092752830769450787887809878805027700	1,0,0,0,-1,2	10,6,0,0,-1
3856	1	282320682748378023595898507580946507888064633918019927	1,0,-5,0,-1,2	-11,0,0,10
3857	1	386223840597565353032183985817115101868009336065156164	-1,0,0,0,0,-2,0	11,0,2,1,0
3858	1	386223840603750105790335830722473903441883369420732554	-1,0,0,0,0,-2,0	11,2,1,9
3859	1	386223840628403392418983794410370283611970923481839917	-1,-1,-1,-1,-1,2	10,10,1,10
3860	1	386223840652269500954750942045119810425483329026740038	-1,-1,-1,-1,-1,2	10,10,9,10
3861	1	387670031410029832304498904454436231460471785968597181	1,0,-1,0,0,-2,0	10,10,2,-2
3862	1	387670031410031244216770975377664938874117904740789860	1,0,-1,0,0,-2,0	-11,0,0,3,1
3863	1	392039124551156872734307720119948103858408519965132603	-1,-1,-3,-1,-1,2	-11,-1,-1,-1,1
