category_id	count	encoding	T_scs	gamma_scs
1	3	3393969910056	-1,0,0,0,0,0	11,-1,0,0,0
2	8	3397188300486	1,0,0,0,0,0	11,0,0,0,0
3	1	3397300387641	-1,0,0,0,0,0	11,1,0,0,0
4	1	3401334066381	-1,0,0,0,0,0	11,-2,0,0,0
5	1	3449050226760	-1,0,0,0,0,0	11,-3,-1,0,0
6	1	3452084414070	-1,0,0,0,0,0	11,0,1,0,0
7	1	3677139896761	1,0,0,0,0,0	10,-10,0,0,0
8	1	5152941423441	-1,0,0,0,0,0	11,0,0,1,0
9	1	5502308366841	-1,0,0,0,0,0	11,1,0,1,0
10	1	12237289902270	-1,0,0,0,0,0	11,1,2,0,-1
11	10	13774683054255	1,0,0,0,0,0	-11,0,0,0,0,0
12	1	15503700945615	1,0,0,0,0,0	-11,1,0,0,0,0
13	1	27522844129941	-1,0,0,0,0,0	11,0,-1,0,0,0
14	1	86507538993729	-1,0,4,-1,0	11,9,-4,0
15	1	179842601478880	1,0,-6,0,0	-11,-9,0,-1,0
16	1	228543100300185	-1,0,0,0,0,0	11,0,-6,0,0
17	1	371631944903242	-1,0,0,-1,0,0	10,-1,0,0,0
18	2	371807729384536	1,0,0,-1,0,0	-11,0,0,0,0
19	1	372098067902784	-1,0,0,-1,0,0	11,2,-1,0,0
20	1	372341745102459	-1,0,0,-1,0,0	11,3,-1,0,0
21	1	373708669871161	1,0,0,-1,0,0	10,8,0,0,0
22	1	374745725376867	-1,0,0,-1,0,0	11,-1,0,0,-1
23	1	384206255234604	-1,0,0,-1,0,0	11,4,1,-1,0
24	1	389694562361617	-1,0,0,-1,0,0	10,-1,0,1,0
25	1	450255198569145	1,0,0,0,0,0	-11,0,0,-1,0,0
26	1	517227816327466	1,0,-1,0,0,0	-11,0,0,-1,0,0
27	1	2301490364808461	1,0,1,-1,0,0	10,10,-1,0,0
28	1	2329354050167920	1,0,1,-1,0,0	-11,0,0,1,0
29	1	2422664752427182	1,0,0,-1,0,0	-11,0,1,1,-1
30	1	5583544958034936	1,0,-2,-1,0,0	10,10,0,1,0
31	1	6813786479922585	-1,0,-1,-1,0,0	10,1,-1,0,1
32	1	7129622262030265	1,0,-2,-1,0,0	-11,2,2,-1,-1
33	1	10210765179489265	1,0,1,-1,0,0	-11,0,8,0
34	1	18978039853708906	1,0,1,-1,0,0	10,2,-9,0
35	1	26912491958447636	1,0,2,0,1	10,10,-1,0,0
36	1	31299952070739321	1,0,0,1,0,0	10,3,0,0
37	2	31300309857374956	1,0,0,1,0,0	-11,0,0,0,0
38	1	31300331875080864	1,0,0,1,0,0	11,0,0,0,0
39	1	31300554054205284	-1,0,0,1,0,0	11,0,1,0,0
40	1	31301238360763621	1,0,0,1,0,0	10,-2,0,0,0
41	1	31311237345789601	1,0,0,1,0,0	10,-7,0,0,0
42	2	31325633833622217	1,0,0,1,0,0	11,0,0,0,-1
43	1	31326677352824239	1,0,0,1,0,0	10,-10,0,0,0
44	1	31488078858979899	-1,0,0,1,0,0	11,-2,0,1,0
45	1	31942577488923136	1,0,0,0,0,0	10,10,0,-2,-1
46	1	33667942742851809	-1,0,0,-1,0,0	11,0,2,0,1
47	1	37422585934374178	1,0,-9,0,0	-11,0,-3,0,-1
48	1	65233523602901529	-1,0,0,1,0,0	11,0,0,2,0
49	1	66924632089785138	-1,0,7,-1,0	-10,0,9,0
50	1	121306102829877285	1,0,2,2,0	10,-8,0,-1,0
51	1	127798461363325332	1,0,0,1,0,0	-11,-1,0,1,0,0
52	1	137542441969049550	-1,0,0,0,-1,0	11,0,-1,0,0
53	1	139247168957531758	1,0,0,0,0,0	-11,0,0,0,-1,0
54	1	161460283859181241	-1,0,7,-1,0	9,9,8,1
55	1	171422575951638691	1,0,0,-1,0,0	10,9,7,-2
56	1	205140644251296576	-1,0,5,-2,0	-10,9,-3,0
57	1	239376569626738287	-1,0,-9,-1,0	-10,0,-9,0
58	1	267053654029464090	-1,0,-1,0,-1,0	10,1,-1,-1,0
59	1	267087718205936311	1,0,-1,0,-1,0	10,8,-1,0,0
60	1	267122506704010347	-1,0,-1,0,-1,0	-10,0,1,-1,0
61	1	267475465669330966	1,0,-1,0,-1,0	10,2,-2,-1,0
62	1	268790299918915297	-1,0,-1,0,-1,0	10,-1,1,1,0
63	1	300560761449219592	1,0,0,1,0,0	-11,0,0,0,-1,0
64	1	426675858984540387	-1,0,9,-1,0	-10,0,-9,0
65	1	505955142545175656	1,0,1,0,-1,0	10,-8,0,0
66	1	507220090848023561	1,0,1,0,-1,0	10,10,-1,0,-1
67	1	706943507192552646	1,0,-10,-1,0	10,-8,-8,0
68	1	711463560143212399	-1,0,-1,0,-1,0	10,0,4,1,-1
69	1	932643805124003035	-1,0,9,-1,0	9,9,7,-2
70	1	937390210498585507	1,0,-2,0,-1,0	-11,0,0,-1,0
71	1	962938908376157160	-1,0,-10,-1,0	10,1,-10,0
72	1	1130868148487145488	-1,-1,-10,-1,0	10,10,-10,0
73	1	1168002074049353100	-1,0,9,-1,0	10,1,2,-2,-1
74	1	1211168636775425559	-1,0,0,-1,0,0	11,0,10,-1,0
75	1	1219582460499350021	1,0,-1,0,-1,0	10,4,0,3
76	1	1219904835292664460	-1,0,-1,0,-1,0	10,1,9,-1,0
77	1	1676242980735242011	1,0,-2,0,-1,0	10,6,10,0
78	1	1792326173716879180	-1,0,10,-1,0	-11,-10,-10,0
79	1	1862670745465549236	-1,0,0,-2,0,0	10,1,-1,0,0
80	2	1862769504936666925	1,0,0,-2,0,0	-11,0,0,0,0
81	1	1863146834733100086	1,0,0,-2,0,0	10,10,-1,0,0
82	1	1881316803221693640	-1,0,0,-2,0,0	11,-1,0,-2,0
83	1	1952861004032736226	-1,0,0,-2,0,0	10,-1,0,0,1
84	1	2073130805959280761	1,0,10,-1,0	10,9,10,0
85	1	2102918231964933000	1,-2,-1,-1,1	10,9,-7,2
86	1	2142064081947249621	-1,0,10,-1,0	11,0,-11,0
87	1	2224733712015791335	-1,0,0,-2,0,0	10,-1,9,0
88	1	2345584113534524139	-1,0,-11,-1,0	11,3,5,-2
89	1	2489556457626486106	1,0,7,-2,0	10,-10,0,-1,0
90	1	2652139663559825266	1,0,9,1,0	10,-10,0,2,0
91	1	3258555542469087938	-1,-1,-10,-1,0	10,10,10,1
92	1	3464915664763829124	-1,0,-11,-1,0	11,1,10,-1
93	1	4109378021503144299	-1,0,-1,0,-1,0	10,0,9,1,0
94	1	5126006678514037175	-1,-1,-9,-1,-1	11,10,-11,-1
95	1	5400186383847850692	-1,0,0,0,-1,0	11,3,0,1,1
96	1	5747496802386894550	1,0,1,-2,0,0	-11,-2,0,-2,0
97	1	6095459272191106158	-1,0,11,-1,0	11,10,-11,0
98	1	7325872805515458086	1,0,10,1,0	10,9,2,2
99	1	7509653144603951280	-1,0,9,1,0	-11,-9,0,2,-1
100	1	10099431431948831154	-1,0,-1,0,-1,0	11,0,10,1,0
101	1	10220641386404676911	1,0,1,0,-1,0	10,9,8,2
102	1	10298694733582610619	-1,0,0,0,0,-1	11,0,-3,0,0
103	1	10309363947020010282	1,0,0,0,0,-1	-11,0,0,0,0,0
104	1	10502131567480436157	1,0,0,0,0,-1	11,0,0,0,1
105	1	12044050263279532786	1,0,10,-1,0	10,9,10,-2
106	1	12818474217642566292	1,0,0,0,0,-1	11,0,0,0,-1,0
107	1	13001655280807703943	-1,0,-11,1,0	11,10,9
108	1	13456906300271063922	-1,0,-1,0,-1,0	-10,0,1,1,1
109	1	14511141898021706170	-1,0,9,-1,0	9,9,-9,2
110	1	16933603782953957248	-1,0,1,-1,-1,0	-11,0,-1,0,-1
111	1	17552609151623848020	-1,0,0,0,0,0	11,-1,-1,0,0,-1
112	1	17797103516052447578	1,1,1,-1,-1,0	10,10,-2,2
113	1	18291200867979102895	-1,0,9,-1,0	9,9,1,1,1
114	1	21811377939670157787	-1,0,-11,-1,0	11,1,1,1,1
115	1	23365517813093797635	-1,0,-11,-1,-1	-11,-1,-10,-1
116	1	23654992068939165363	-1,0,9,-2,0	10,1,-10,0
117	1	25745429093045498457	-1,0,9,-2,0	-10,0,9,1
118	1	26852886451458310308	-1,0,9,-2,0	9,8,9,1
119	1	27490630449256224894	-1,0,2,1,1	11,-9,-1,-1,0
120	1	27973995243028447305	-1,0,0,0,0,0	11,0,-2,-1,-1,0
121	1	29320284528295017600	-1,0,0,3,0	11,-2,0,0
122	1	39430109705885141491	1,0,9,1,-1	10,6,-10,0
123	1	56964770400356962176	-1,0,11,-1,-1	11,7,11,1
124	1	58616564468267377641	-1,0,10,-2,0	11,-10,-1,0
125	1	61100959938627014164	1,2,-3,1,1	10,-10,-1,3
126	1	64062213474921260240	1,0,-9,0,1	10,9,9,0
127	1	71811310561145508530	1,0,-9,0,1	10,-8,0,3
128	1	74317551323798587231	1,0,0,-1,0,0	10,3,5,3
129	1	78241790384307370168	1,0,1,3,0	-11,9,-9,0
130	1	78306706075774006875	-1,0,0,2,0,0	-11,0,0,-1,0
131	1	80403091595973535851	-1,0,0,-2,0,0	11,0,-11,2
132	1	84519359452284517341	-1,0,0,-2,0,0	11,2,-11,2
133	1	85684186797155345520	-1,0,0,2,0,0	10,1,-10,0,0
134	1	89370073684880561035	1,0,0,2,0,0	10,2,9,-1,0
135	1	95722778275723797900	-1,0,-11,-2,0	11,5,-3,-2,0
136	1	98171840268023329395	-1,0,11,-1,-1	11,9,11,-2
137	1	102206987820790852017	-1,0,-11,-2,0	11,1,9,1
138	1	154767548982750064261	1,0,-10,0,1	10,-10,0,1
139	1	155104383010946275261	1,0,-10,0,1	10,-10,0,-2,0
140	1	192772016590316863029	-1,0,0,1,0,0	11,0,2,3,0
141	1	197610470939515720546	1,0,0,1,-1,0	10,-9,0,0,0
142	1	197613507845117819566	1,0,0,1,-1,0	-11,0,-1,0,-1
143	1	208350081797484821665	-1,0,0,1,-1,0	10,-1,0,0,-1,0
144	1	209965609702705553454	-1,0,0,1,-1,0	11,4,-11,0
145	1	304241202330139183586	1,0,-1,1,-1,0	10,6,0,0
146	1	304251787835738318949	-1,0,-1,1,-1,0	11,-1,0,1,0
147	1	326597571028114998456	-1,0,0,-1,0,-1	11,-1,-1,0,-1,0
148	1	492913551094167169885	-1,0,0,1,0,0	10,1,0,0,-2
149	1	552939832099587621975	-1,0,0,-2,0,0	11,-2,0,0,-2
150	1	708947296975738086988	-1,0,1,-1,0,-1	-11,0,-1,0,1
151	1	711501771487754895984	-1,0,2,-2,1	11,0,-11,0
152	1	744595963533276639331	1,1,10,-2,0	10,10,1,-2,1
153	1	898950199254915465901	1,0,9,-1,0	10,9,-1,0,-2
154	1	911996679533115777431	1,0,-9,0,-1,0	10,10,5,0
155	1	1096872268974860812782	-1,0,8,-2,0	-10,0,8,3
156	1	1398940538445530419321	1,1,-10,-1,1	10,9,-9,1
157	1	1622430305159623479000	-1,0,0,-1,0,0	10,1,1,4
158	1	1633907148622198378921	1,0,-3,-1,0,0	-11,0,0,3,-1
159	1	2056652585564579075850	-1,0,-2,-1,-1,0	11,1,-2,0,-2
160	1	2099278428758413741444	1,0,7,1,1	10,10,-2,0,-1
161	1	2102099594479446946722	-1,0,7,1,1	-10,0,-8,0
162	1	2228083712826651091105	1,0,5,3,0	-11,0,-1,0,-1,0
163	1	2366256413937837580854	-1,0,0,1,0,0	11,1,2,0,-2
164	1	2392641341128916673966	-1,0,0,-3,0,0	11,1,-1,0,-1
165	1	2392647232760944925275	1,0,0,-3,0,0	-11,0,0,0,0
166	1	2392651382482004761261	1,0,0,-3,0,0	10,-8,0,0,0
167	1	2393785104708491056656	-1,0,0,-3,0,0	11,-1,0,1,-1
168	1	2394579402914237558266	-1,0,0,-3,0,0	10,-1,0,-1,0,0
169	1	2394669708359877754770	1,0,0,-3,0,0	-11,1,0,-1,0,0
170	1	2409985862041533868881	1,0,0,1,0,0	10,9,9,3
171	1	2412787341963439919350	1,0,0,-3,0,0	10,3,-10,0
172	1	2915196156184509930069	-1,0,-11,-1,1	11,2,-9,-1
173	1	2950475726786698764879	-1,0,0,1,-1,0	11,0,0,3,-1
174	1	2982569867445639041725	-1,0,9,-3,0	9,9,-7,0
175	1	3001794960817768918321	1,0,9,-3,0	10,2,-10,0
176	1	3007126288562918206531	1,2,-10,-1,1	10,9,-10,-3
177	1	3007226811468027688706	1,-1,9,-3,0	10,10,3,-1
178	1	3186350171567921209635	1,-2,-8,1,1	10,9,-10,-1
179	1	3430044260822914591180	-1,0,9,-3,0	10,-1,-4,3
180	1	3436903954290049482121	1,8,-10,3	10,9,10
181	1	3565359210751500727242	-1,0,0,-1,0,0	11,1,0,2,1
182	1	3916362452961451337874	-1,0,-11,-1,1	11,2,3,1,1
183	1	4119589694664971517376	1,8,-10,2	10,9,-10,3
184	1	4508252965280490225000	-1,0,8,1,1	-10,0,-8,1,0
185	1	4517229895379895476521	-1,0,-8,-1,-1,0	9,9,-9,1
186	1	4526313062963754767700	-1,0,7,-2,0	11,-1,10,3
187	1	4808496665025910921880	-1,1,-5,-2,1	-10,9,-8,1
188	1	6205350814532031700692	-1,0,10,-3,0	10,10,-7,-1
189	1	6407076814102977782049	-1,-1,-9,1,1	9,-9,-1,-1,-1
190	1	6526820807098281676602	-1,-1,8,-1,-1,0	10,-2,9,1
191	1	7173038226355301098285	-1,0,10,-3,0	-11,0,10,2
192	1	7296931665317549031084	-1,0,0,1,0,-1	10,1,-1,0,0
193	1	7297009532724161261292	1,0,0,1,0,-1	-11,2,0,0,-1
194	1	7298812391888487320262	-1,0,0,1,0,-1	11,3,-4,0,-1
195	1	7327673556787496071172	-1,-1,1,2,1	-10,9,9,1
196	1	9269049474527118304455	-1,0,-1,-1,0,0	10,-2,9,1,1
197	1	9860458138511970479790	-1,0,9,1,1	9,9,9,2
198	1	10327001662554224532525	-1,0,1,-2,-1,0	11,0,10,-1
199	1	12988394379237049005051	-1,1,-10,1,1	10,10,4,-2
200	1	14730596644477708386306	-1,0,0,0,1,0	11,-1,0,0,0
201	1	14730597129368149170756	-1,0,0,0,1,0	11,-2,0,0,0
202	1	14730632428727105427360	-1,0,0,0,1,0	11,0,1,-1,0
203	3	14730697031558778558611	1,0,0,0,1,0	11,0,0,0,0
204	1	14730697653422161593406	1,0,0,0,1,0	10,-2,0,0,0
205	1	14730704145827710394831	1,0,0,0,1,0	10,10,0,0
206	1	14730708966429028218571	1,0,0,0,1,0	10,8,0,0,0
207	1	14730709700890661960825	1,0,0,0,1,0	10,-3,0,-1,0
208	1	14730715101304026861136	1,0,0,0,1,0	10,-10,0,0,0
209	1	14730862996942680779486	1,0,0,0,1,0	10,3,0,1,0
210	4	14731150541489403981880	1,0,0,0,1,0	-11,0,0,0,0,0
211	1	14738404480252168424255	1,0,0,0,1,0	11,0,0,0,1
212	1	14738528398126790458080	-1,0,0,0,1,0	11,-1,0,0,1
213	1	14756692646673186188905	1,0,0,0,1,0	10,6,-9,0
214	1	14787212951490145244091	-1,0,0,0,1,0	11,1,4,-2,0
215	1	14793465350471333779350	-1,0,0,0,1,0	11,0,0,-1,1
216	1	14869651033463781043615	-1,0,0,0,1,0	10,1,10,0,0
217	1	14886088016168783606976	-1,0,0,0,1,0	11,0,5,1,-1
218	1	14918264402962069810605	-1,0,0,0,1,0	11,0,-11,0,0
219	1	14975731739920209182530	1,0,0,0,1,0	-11,0,0,2,-1
220	1	15353833701560171114124	-1,0,10,-3,0	11,-2,10,-1,1
221	1	15505701062967393275383	1,0,0,0,1,0	-11,0,1,1,1
222	1	20382271011790174917764	-1,-1,-3,2,1	11,7,10,1
223	1	20491126238170994964650	1,0,0,0,1,0	11,0,0,0,-2
224	1	20549915122222575066835	-1,0,-1,0,1,0	-11,0,-1,0,-1
225	1	20550000778360075447867	-1,0,-1,0,1,0	10,-1,0,1,0
226	1	20550660932293305167859	-1,0,-1,0,1,0	11,0,-3,0,-1
227	1	20550999572254163787454	-1,0,-1,0,1,0	10,0,-6,0
228	1	20553031835554392769960	-1,0,-1,0,1,0	-11,0,-1,-2,0
229	1	20658272626860977059036	1,0,-1,0,1,0	-11,-1,0,0,-1,0
230	1	25352643910936498993524	-1,0,-11,1,1	11,-2,-11,1
231	1	25423069375546905813130	-1,0,10,-1,-1,0	-11,0,10,1
232	1	28872522066556933619976	-1,0,0,4,0	11,0,-3,0,0
233	1	28931492669823587431480	1,0,2,0,1	-11,0,0,4,0
234	1	29105163398298768883798	1,0,1,0,1,0	-11,0,0,1,1
235	1	35093202504867112885743	-1,0,-11,-1,-1,0	11,7,-11,-1
236	1	37471088697413139066237	-1,0,5,-4,0	11,8,-4,0
237	1	37674515633462549463820	-1,0,-1,0,-1,0	10,1,6,0,-2
238	1	38226053041600148473761	1,0,-4,2,1	10,10,-7,0
239	1	41384280612559593687980	1,8,-10,-4	10,9,-10,2
240	1	54412322842391411924488	-1,0,1,4,0	-11,0,-1,0,1
241	1	66795480395311659958111	1,0,10,3,0	10,10,9
242	1	68168938207949778467125	-1,0,-9,-2,1	-11,0,10,-1
243	1	100112304356679333088846	1,5,7,4	10,-7,-3,-2
244	1	104160058692300298969051	1,1,9,-2,1	10,8,-10,-3
245	1	125261897731071700900938	-1,0,9,1,-1,0	9,-9,-8,-1
246	1	130764590088731376414841	1,4,-10,-2,1	10,9,-10,1
247	1	131802300312845113051711	1,5,-10,-2,1	10,9,9
248	1	133210692499853613124060	1,0,-4,0,1,0	10,9,-2,0,-1
249	1	137893853084600989352207	-1,-1,1,-3,1	9,9,-9,-1
250	1	168130244918011850868141	-1,0,-10,1,-1,0	11,1,-4,2
251	1	168959996637001258818122	-1,1,10,-2,1	10,10,-2,1
252	1	185396627409152478839352	-1,0,1,2,-1,0	-11,0,-2,3
253	1	249082492157643552250471	1,0,0,-1,1,0	-11,0,0,0,0
254	1	251974504933108855294443	-1,0,7,-2,0	11,1,-1,1,-2
255	1	347637960764110426121955	-1,0,-10,-1,1	10,1,9,4
256	1	394435513457049974642490	-1,0,11,1,-1,0	11,10,10
257	1	442869314162853941403571	1,0,8,-1,0,0	-11,0,-1,0,-1,-1
258	1	531055824118291626966964	1,-1,-10,-4,0	10,2,1,2
259	1	681449873044511020823101	1,6,10,3	10,9,10,4
260	1	692457741263266257207210	-1,0,10,-4,0	-11,4,10,0
261	1	714390912809317577376236	1,0,-7,0,1,0	10,9,-5,0
262	1	714443978262609334494729	-1,0,8,2,1	10,0,-10,1,1
263	1	821646959097082201769656	1,-1,4,1,0	10,10,1,5
264	1	832173883520197405743777	-1,0,4,2,1	-10,-7,0,5
265	1	835171137906655803432656	1,0,4,2,1	10,7,0,5
266	1	838494698264652258893614	1,-1,9,-3,-1	10,-10,0,5
267	1	989122044892705628866066	1,0,0,-4,0,0	10,9,-3,0,0
268	1	989182988622886142640507	1,0,0,-4,0,0	11,0,0,0,1
269	1	1099003723910513359407877	-1,0,1,-5,0	-11,0,2,4
270	1	1177664123235231831582850	1,0,1,2,-1,0	10,3,5,-5
271	1	1532947976964484263570256	1,0,10,2,1	10,-10,9,-1
272	1	1980452775546946087446906	-1,0,10,-2,-1,0	10,10,-9,0
273	1	2004508499736439965621211	1,0,-9,0,1,0	10,-10,0,-2,-1
274	1	2144377590208343394731875	1,0,0,2,0,-1	-11,0,0,0,0
275	1	2144377650225994941376386	1,0,0,2,0,-1	10,9,0,0
276	1	2164621054932862869000061	1,0,10,-1,0	10,9,8,-5
277	1	3209664627163399164991201	1,0,-8,0,1,0	10,-10,0,5
278	1	3494617000915661479980615	-1,1,2,3,1	-10,-1,-1,-1,-1
279	1	3520781648139015969592959	-1,0,0,1,1,0	11,0,-3,0,0
280	1	3520786733701468555802986	1,0,0,1,1,0	-11,0,0,0,0
281	1	3520786843921246462488906	1,0,0,1,1,0	10,10,0,0
282	1	3520903232959914687831279	-1,0,0,1,1,0	11,-1,0,0,1
283	1	3521061830270638271378964	-1,0,0,1,1,0	11,0,1,0,1
284	1	4717799762227574280609646	1,7,-10,3	10,9,-10,-5
285	1	5554258457562398349400216	1,0,-10,0,-1,0	-11,1,10,-5
286	1	5675876293021624309476965	1,-1,1,1,1,0	10,10,7,1
287	1	5695184278985619304295609	-1,-1,-1,-1,-1,-1	-10,-5,1,1
288	1	5695184439758685631921187	-1,-1,-1,-1,-1,-1	-10,-9,-1,1
289	1	5695188806079557895776985	-1,-1,-1,-1,-1,-1	9,-9,2,1
290	1	5695192275822531873077742	-1,0,0,0,0,0,0	11,1,0,0
291	1	5695192280692605471334050	-1,0,0,0,0,0,0	11,0,1,0
292	13	5695192289818509156556218	-1,0,0,0,0,0,0	11,-1,0,0,0
293	10	5695192294131713637545217	-1,0,0,0,0,0,0	11,1,0,0,0
294	6	5695192299352783539644268	-1,0,0,0,0,0,0	11,-2,0,0,0
295	3	5695192305613342475180838	-1,0,0,0,0,0,0	11,2,0,0,0
296	7	5695192307523572318191425	-1,0,0,0,0,0,0	11,0,-1,0,0
297	1	5695192315704485995768773	-1,0,0,0,0,0,0	11,0,0,1
298	3	5695192324158771794983293	-1,0,0,0,0,0,0	11,1,-1,0,0
299	1	5695192346838532532854173	-1,0,0,0,0,0,0	11,2,-1,0,0
300	9	5695192364779843291411575	-1,0,0,0,0,0,0	11,0,1,0,0
301	1	5695192381215919951687500	-1,0,0,0,0,0,0	11,-1,1,0,0
302	2	5695192399926722650897968	-1,0,0,0,0,0,0	11,1,1,0,0
303	1	5695192411803222434687984	-1,-1,-1,-1,-1,-1	-10,-1,-1,-1,-1
304	2	5695192447196474339960625	-1,0,0,0,0,0,0	11,1,0,-1,0
305	1	5695192474209689658607083	-1,0,0,0,0,0,0	11,-2,0,-1,0
306	1	5695192504415621406376008	-1,0,0,0,0,0,0	11,2,0,-1,0
307	4	5695192509444318431380143	-1,0,0,0,0,0,0	11,0,-2,0,0
308	1	5695192581172438050516942	-1,0,0,0,0,0,0	11,1,-2,0,0
309	1	5695192672171605373047675	-1,0,0,0,0,0,0	11,1,-1,-1,0
310	3	5695192724692802969566242	-1,0,0,0,0,0,0	11,1,0,0,-1
311	3	5695192849286368497475923	-1,0,0,0,0,0,0	11,0,2,0,0
312	1	5695192993434480208605000	-1,0,0,0,0,0,0	11,0,1,-1,0
313	4	5695193592959830871580198	-1,0,0,0,0,0,0	11,0,-3,0,0
314	2	5695194006126400240784550	-1,0,0,0,0,0,0	11,0,1,0,-1
315	9	5695194331368396419039433	-1,0,0,0,0,0,0	11,0,0,1,0
316	1	5695194506410956809156193	-1,0,0,0,0,0,0	11,-1,0,1,0
317	2	5695194692634779239968192	-1,0,0,0,0,0,0	11,1,0,1,0
318	1	5695195842762191947340733	-1,0,0,0,0,0,0	11,0,-2,0,-1
319	1	5695198070057348491117500	-1,0,0,0,0,0,0	11,0,-4,0,0
320	2	5695200207980446285451175	-1,0,0,0,0,0,0	11,0,1,1,0
321	60	5695201054661755803056486	1,0,0,0,0,0,0	11,0,0,0,0
322	2	5695201395891172292890445	1,0,0,0,0,0,0	11,0,0,0,-1
323	13	5695201739202953758742925	-1,0,0,0,0,0,0	11,-1,0,0,0,0
324	1	5695203500983208462551608	-1,0,0,0,0,0,0	11,0,4,0,0
325	2	5695204040465058764497314	-1,-1,-1,-1,-1,-1	9,-9,-1,-1,-1
326	1	5695205479028326662630192	-1,0,0,0,0,0,0	11,-1,3,-1,0
327	1	5695206090731220736224080	-1,-1,-1,-1,-1,-1	-11,-10,-1,-1,-1
328	6	5695208536604884085862933	-1,0,0,0,0,0,0	11,0,-1,0,0,0
329	1	5695209364123736193891117	-1,0,0,0,0,0,0	11,-1,-1,0,0,0
330	18	5695209971820749963769925	1,0,0,0,0,0,0	-11,0,0,0,0,0
331	2	5695209979583180095047275	1,0,0,0,0,0,0	11,0,0,0,0,0
332	2	5695223496135293640406200	-1,0,0,0,0,0,0	11,0,0,-2,0
333	1	5695232335792026750476067	-1,0,0,0,0,0,0	11,1,5,0,0
334	1	5695244466705111481678737	-1,-1,-1,-1,-1,-1	-10,-3,1,2
335	2	5695246993448175007735953	-1,0,0,0,0,0,0	11,0,0,1,-1
336	1	5695251163618830866191992	-1,0,0,0,0,0,0	11,1,0,1,-1
337	1	5695267174618116879202905	-1,-1,-1,-1,-1,-1	-11,1,-3,-1,-1
338	1	5695275499626282214876704	-1,-1,-1,-1,-1,-1	9,-9,1,2
339	1	5695284742121884274454942	-1,0,0,0,0,0,0	11,1,1,-2,0
340	7	5695284792095387602937208	-1,0,0,0,0,0,0	11,0,0,-1,0,0
341	1	5695287840607754959255818	-1,0,0,0,0,0,0	11,-1,0,-1,0,0
342	4	5695343816521237061766450	-1,0,0,0,0,0,0	11,0,0,0,1
343	1	5695352739543014204964075	-1,0,0,0,0,0,0	11,1,0,0,1
344	1	5695362053192598919114653	-1,0,0,0,0,0,0	11,2,0,0,1
345	2	5695427419466390198698908	-1,0,0,0,0,0,0	11,0,-1,0,1
346	1	5695459521856750632496923	-1,0,0,0,0,0,0	11,0,7,0,0
347	1	5695473242551107267489375	-1,0,0,0,0,0,0	11,0,6,-1,0
348	1	5695549940108506924788825	-1,0,0,0,0,0,0	11,0,1,0,1
349	3	5695566992292965445292950	-1,0,0,0,0,0,0	11,0,0,2,0
350	1	5695584441577798178215728	-1,0,0,0,0,0,0	11,2,1,0,1
351	2	5695584544487380434703125	-1,0,0,0,0,0,0	11,1,0,2,0
352	1	5695602352088086348709645	-1,-1,-1,-1,-1,-1	9,9,-7,1
353	1	5695714969550495968743693	-1,0,0,0,0,0,0	11,1,3,-2,0
354	1	5695848616892292725439375	-1,0,0,0,0,0,0	11,-2,8,0,0
355	1	5695976079787283365326825	-1,0,0,0,0,0,0	11,0,2,0,1
356	1	5696006557802818613444325	-1,0,0,0,0,0,0	11,1,2,0,1
357	1	5696304508203115593722067	-1,0,0,0,0,0,0	11,1,4,-2,0
358	1	5696514343473609173002638	-1,0,0,0,0,0,0	11,0,9,0,0
359	1	5696536733481390171940593	-1,0,0,0,0,0,0	11,-1,9,0,0
360	1	5696926174507503805726430	-1,-1,-1,-1,-1,-1	9,8,-9,1
361	2	5696964791557906950700575	-1,0,0,0,0,0,0	11,0,0,0,-1,0
362	1	5696973561292367352952220	1,0,0,0,0,0,0	11,0,0,0,-1,0
363	1	5696981602409435378286404	-1,-1,-1,-1,-1,-1	9,9,-9,1
364	1	5697078807587649791353098	-1,0,0,0,0,0,0	11,0,-10,0,0
365	1	5697137606928421384496325	-1,0,0,0,0,0,0	11,1,-10,0,0
366	1	5697950432566290560129304	-1,-1,-1,-1,-1,-1	-11,1,-10,1
367	1	5698445516431993539505989	-1,-1,-1,-1,-1,-1	11,8,-11,-1
368	1	5700292202153216100113175	-1,0,0,0,0,0,0	11,-1,11,0,0
369	1	5701565849596279876143075	-1,0,0,0,0,0,0	11,0,1,-3,0
370	1	5701699169353440500690520	-1,-1,-1,-1,-1,-1	9,9,9,-2
371	1	5703951688235645999826825	-1,0,0,0,0,0,0	11,0,0,1,1
372	1	5710665794636173644409968	-1,0,0,0,0,0,0	11,-1,0,0,0,-1
373	1	5711979864716814961402983	-1,0,0,0,0,0,0	11,0,10,-1,-1
374	2	5721074889617280923987325	-1,0,0,0,0,0,0	11,0,0,3,0
375	1	5723666647353978233899050	-1,0,0,0,0,0,0	11,0,10,2
376	1	5726448777256805636268258	-1,0,0,0,0,0,0	11,0,4,-3,0
377	1	5728163244137128468822533	-1,0,0,0,0,0,0	11,0,-1,3,0
378	1	5735842178630752435650040	1,-2,-1,-1,-1,-1	10,9,9
379	1	5739968362319643009506131	1,-2,-1,-1,-1,-1	10,9,10,1
380	1	5800801470706368588431367	-1,0,0,0,0,0,0	11,1,0,0,-2
381	1	5813984063924003318955840	-1,-1,-1,-1,-1,-1	-10,1,-9,-1,1
