idx	time	time_seconds	symbol	interval	interval_seconds
1	253.971417207	0.253971417207	0	253.971417207	0.253971417207
2	11768.7441745	11.7687441745	8	11514.7727573	11.5147727573
3	23217.8460733	23.2178460733	-8	11449.1018988	11.4491018988
4	32802.585354	32.802585354	7	9584.73928065	9.58473928065
5	43137.6236499	43.1376236499	7	10335.0382959	10.3350382959
6	53296.103752	53.296103752	-7	10158.4801022	10.1584801022
7	63512.2214301	63.5122214301	-7	10216.117678	10.216117678
8	73538.7420817	73.5387420817	-7	10026.5206516	10.0265206516
9	83428.4432579	83.4284432579	-7	9889.70117619	9.88970117619
10	92640.9722698	92.6409722698	6	9212.52901184	9.21252901184
11	102738.316669	102.738316669	6	10097.3443995	10.0973443995
12	112598.48496	112.59848496	6	9860.16829089	9.86016829089
13	122461.33347	122.46133347	6	9862.84851006	9.86284851006
14	132344.950872	132.344950872	6	9883.61740161	9.88361740161
15	142236.585846	142.236585846	6	9891.63497405	9.89163497405
16	152130.952853	152.130952853	6	9894.36700738	9.89436700738
17	162026.294929	162.026294929	6	9895.34207565	9.89534207565
18	171922.016274	171.922016274	6	9895.72134541	9.89572134541
19	181817.89822	181.81789822	6	9895.88194538	9.89588194538
20	191713.852735	191.713852735	6	9895.9545151	9.8959545151
21	201609.841453	201.609841453	6	9895.98871818	9.89598871818
22	211505.846693	211.505846693	6	9896.00524048	9.89600524048
23	221401.860025	221.401860025	6	9896.0133319	9.8960133319
24	231297.877347	231.297877347	6	9896.01732169	9.89601732169
25	241193.896645	241.193896645	6	9896.01929791	9.89601929791
26	251089.916923	251.089916923	6	9896.02027763	9.89602027763
27	260985.937686	260.985937686	6	9896.02076374	9.89602076374
28	270881.958692	270.881958692	6	9896.02100561	9.89602100561
29	280777.979817	280.777979817	6	9896.02112534	9.89602112534
30	290674.001003	290.674001003	6	9896.02118556	9.89602118556
31	300570.022218	300.570022218	6	9896.0212152	9.8960212152
32	310466.043448	310.466043448	6	9896.02122953	9.89602122953
33	320362.064685	320.362064685	6	9896.02123713	9.89602123713
34	330258.085925	330.258085925	6	9896.02124045	9.89602124045
35	340154.107168	340.154107168	6	9896.02124264	9.89602124264
36	350050.128411	350.050128411	6	9896.02124365	9.89602124365
37	359946.149655	359.946149655	6	9896.02124366	9.89602124366
38	369842.170899	369.842170899	6	9896.02124415	9.89602124415
39	379738.192143	379.738192143	6	9896.0212439	9.8960212439
40	389634.213387	389.634213387	6	9896.02124432	9.89602124432
41	399530.234632	399.530234632	6	9896.02124456	9.89602124456
42	409426.255876	409.426255876	6	9896.02124403	9.89602124403
43	419322.277121	419.322277121	6	9896.02124448	9.89602124448
44	429218.298365	429.218298365	6	9896.02124411	9.89602124411
45	439114.319609	439.114319609	6	9896.02124425	9.89602124425
46	449010.340853	449.010340853	6	9896.02124459	9.89602124459
47	458906.362097	458.906362097	6	9896.02124402	9.89602124402
48	468802.383342	468.802383342	6	9896.02124451	9.89602124451
49	478698.404586	478.698404586	6	9896.0212442	9.8960212442
50	488594.42583	488.59442583	6	9896.02124418	9.89602124418
51	498490.447075	498.490447075	6	9896.02124453	9.89602124453
52	508386.468319	508.386468319	6	9896.02124401	9.89602124401
53	518282.489564	518.282489564	6	9896.02124458	9.89602124458
54	528178.510808	528.178510808	6	9896.0212442	9.8960212442
55	538074.532052	538.074532052	6	9896.02124427	9.89602124427
56	547970.553296	547.970553296	6	9896.02124443	9.89602124443
57	557866.57454	557.86657454	6	9896.02124397	9.89602124397
