idx	time	time_seconds	symbol	interval	interval_seconds
1	756.109058529	0.756109058529	0	756.109058529	0.756109058529
2	13292.6448157	13.2926448157	9	12536.5357572	12.5365357572
3	25195.7217276	25.1957217276	9	11903.0769119	11.9030769119
4	37903.8801689	37.9038801689	8	12708.1584413	12.7081584413
5	48811.745401	48.811745401	-9	10907.8652322	10.9078652322
6	60526.3339966	60.5263339966	8	11714.5885955	11.7145885955
7	72550.0738159	72.5500738159	8	12023.7398193	12.0237398193
8	83794.685121	83.794685121	-9	11244.6113052	11.2446113052
9	93957.2431673	93.9572431673	8	10162.5580462	10.1625580462
10	105243.964764	105.243964764	8	11286.721597	11.286721597
11	116472.991647	116.472991647	8	11229.0268825	11.2290268825
12	127679.922956	127.679922956	8	11206.9313096	11.2069313096
13	138882.674797	138.882674797	8	11202.7518405	11.2027518405
14	150086.900579	150.086900579	8	11204.2257825	11.2042257825
15	161293.184584	161.293184584	8	11206.2840043	11.2062840043
16	172500.823475	172.500823475	8	11207.6388911	11.2076388911
17	183709.13126	183.70913126	8	11208.3077854	11.2083077854
18	194917.698279	194.917698279	8	11208.5670187	11.2085670187
19	206126.335139	206.126335139	8	11208.6368607	11.2086368607
20	217334.973943	217.334973943	8	11208.6388037	11.2086388037
21	228543.59944	228.54359944	8	11208.6254965	11.2086254965
22	239752.213619	239.752213619	8	11208.6141796	11.2086141796
23	250960.821367	250.960821367	8	11208.6077473	11.2086077473
24	262169.426259	262.169426259	8	11208.6048921	11.2086048921
25	273378.030184	273.378030184	8	11208.6039252	11.2086039252
26	284586.633926	284.586633926	8	11208.6037426	11.2086037426
27	295795.237726	295.795237726	8	11208.6037996	11.2086037996
28	307003.841611	307.003841611	8	11208.603885	11.208603885
29	318212.445554	318.212445554	8	11208.6039426	11.2086039426
30	329421.049525	329.421049525	8	11208.6039715	11.2086039715
31	340629.653508	340.629653508	8	11208.6039828	11.2086039828
32	351838.257494	351.838257494	8	11208.6039859	11.2086039859
33	363046.86148	363.04686148	8	11208.603986	11.208603986
34	374255.465465	374.255465465	8	11208.6039858	11.2086039858
35	385464.069451	385.464069451	8	11208.6039858	11.2086039858
36	396672.673437	396.672673437	8	11208.6039856	11.2086039856
37	407881.277422	407.881277422	8	11208.6039851	11.2086039851
38	419089.881407	419.089881407	8	11208.6039847	11.2086039847
39	430298.485391	430.298485391	8	11208.6039846	11.2086039846
40	441507.089376	441.507089376	8	11208.6039844	11.2086039844
41	452715.69336	452.71569336	8	11208.6039846	11.2086039846
42	463924.297345	463.924297345	8	11208.6039853	11.2086039853
43	475132.901331	475.132901331	8	11208.6039854	11.2086039854
44	486341.505316	486.341505316	8	11208.6039852	11.2086039852
45	497550.109301	497.550109301	8	11208.6039848	11.2086039848
46	508758.713286	508.758713286	8	11208.6039847	11.2086039847
47	519967.31727	519.96731727	8	11208.6039845	11.2086039845
48	531175.921255	531.175921255	8	11208.6039847	11.2086039847
49	542384.52524	542.38452524	8	11208.6039851	11.2086039851
50	553593.129225	553.593129225	8	11208.6039853	11.2086039853
51	564801.73321	564.80173321	8	11208.6039852	11.2086039852
52	576010.337195	576.010337195	8	11208.6039848	11.2086039848
53	587218.94118	587.21894118	8	11208.6039847	11.2086039847
54	598427.545164	598.427545164	8	11208.6039845	11.2086039845
55	609636.149149	609.636149149	8	11208.6039847	11.2086039847
56	620844.753134	620.844753134	8	11208.603985	11.208603985
57	632053.357119	632.053357119	8	11208.6039853	11.2086039853
58	643261.961105	643.261961105	8	11208.6039853	11.2086039853
59	654470.56509	654.47056509	8	11208.603985	11.208603985
60	665679.169074	665.679169074	8	11208.6039847	11.2086039847
61	676887.773059	676.887773059	8	11208.6039845	11.2086039845
62	688096.377044	688.096377044	8	11208.6039847	11.2086039847
63	699304.981029	699.304981029	8	11208.6039852	11.2086039852
64	710513.585014	710.513585014	8	11208.6039853	11.2086039853
65	721722.188999	721.722188999	8	11208.6039851	11.2086039851
66	732930.792984	732.930792984	8	11208.603985	11.208603985
67	744139.396969	744.139396969	8	11208.6039848	11.2086039848
68	755348.000953	755.348000953	8	11208.6039845	11.2086039845
69	766556.604938	766.556604938	8	11208.6039848	11.2086039848
70	777765.208923	777.765208923	8	11208.6039853	11.2086039853
71	788973.812909	788.973812909	8	11208.6039854	11.2086039854
72	800182.416894	800.182416894	8	11208.6039852	11.2086039852
73	811391.020879	811.391020879	8	11208.603985	11.208603985
74	822599.624864	822.599624864	8	11208.6039847	11.2086039847
75	833808.228848	833.808228848	8	11208.6039846	11.2086039846
76	845016.832833	845.016832833	8	11208.6039845	11.2086039845
77	856225.436818	856.225436818	8	11208.6039849	11.2086039849
78	867434.040803	867.434040803	8	11208.6039854	11.2086039854
79	878642.644789	878.642644789	8	11208.6039854	11.2086039854
80	889851.248774	889.851248774	8	11208.603985	11.208603985
81	901059.852758	901.059852758	8	11208.6039847	11.2086039847
82	912268.456743	912.268456743	8	11208.6039846	11.2086039846
83	923477.060727	923.477060727	8	11208.6039844	11.2086039844
84	934685.664712	934.685664712	8	11208.6039847	11.2086039847
85	945894.268697	945.894268697	8	11208.6039853	11.2086039853
86	957102.872683	957.102872683	8	11208.6039854	11.2086039854
87	968311.476668	968.311476668	8	11208.6039852	11.2086039852
88	979520.080653	979.520080653	8	11208.6039848	11.2086039848
89	990728.684637	990.728684637	8	11208.6039847	11.2086039847
90	1001937.28862	1001.93728862	8	11208.6039845	11.2086039845
91	1013145.89261	1013.14589261	8	11208.6039847	11.2086039847
92	1024354.49659	1024.35449659	8	11208.6039851	11.2086039851
93	1035563.10058	1035.56310058	8	11208.6039853	11.2086039853
94	1046771.70456	1046.77170456	8	11208.6039852	11.2086039852
95	1057980.30855	1057.98030855	8	11208.6039848	11.2086039848
96	1069188.91253	1069.18891253	8	11208.6039847	11.2086039847
97	1080397.51652	1080.39751652	8	11208.6039845	11.2086039845
98	1091606.1205	1091.6061205	8	11208.6039847	11.2086039847
99	1102814.72449	1102.81472449	8	11208.603985	11.208603985
100	1114023.32847	1114.02332847	8	11208.6039854	11.2086039854
101	1125231.93246	1125.23193246	8	11208.6039853	11.2086039853
102	1136440.53644	1136.44053644	8	11208.603985	11.208603985
103	1147649.14043	1147.64914043	8	11208.6039847	11.2086039847
104	1158857.74441	1158.85774441	8	11208.6039845	11.2086039845
105	1170066.3484	1170.0663484	8	11208.6039846	11.2086039846
106	1181274.95238	1181.27495238	8	11208.6039852	11.2086039852
107	1192483.55637	1192.48355637	8	11208.6039853	11.2086039853
108	1203692.16035	1203.69216035	8	11208.6039851	11.2086039851
109	1214900.76434	1214.90076434	8	11208.603985	11.208603985
110	1226109.36832	1226.10936832	8	11208.6039847	11.2086039847
111	1237317.97231	1237.31797231	8	11208.6039845	11.2086039845
112	1248526.57629	1248.52657629	8	11208.6039848	11.2086039848
113	1259735.18028	1259.73518028	8	11208.6039853	11.2086039853
114	1270943.78426	1270.94378426	8	11208.6039853	11.2086039853
115	1282152.38825	1282.15238825	8	11208.6039853	11.2086039853
116	1293360.99223	1293.36099223	8	11208.603985	11.208603985
117	1304569.59622	1304.56959622	8	11208.6039847	11.2086039847
118	1315778.2002	1315.7782002	8	11208.6039845	11.2086039845
119	1326986.80418	1326.98680418	8	11208.6039847	11.2086039847
