idx	time	time_seconds	symbol	interval	interval_seconds
1	4566.18455623	4.56618455623	7	4566.18455623	4.56618455623
2	16549.6701746	16.5496701746	9	11983.4856184	11.9834856184
3	28461.469392	28.461469392	-9	11911.7992174	11.9117992174
4	40438.2547714	40.4382547714	8	11976.7853794	11.9767853794
5	52123.9399452	52.1239399452	-9	11685.6851738	11.6856851738
6	62937.7955394	62.9377955394	8	10813.8555942	10.8138555942
7	74491.6827067	74.4916827067	8	11553.8871673	11.5538871673
8	85690.1481655	85.6901481655	8	11198.4654588	11.1984654588
9	96757.8339416	96.7578339416	8	11067.6857761	11.0676857761
10	107889.277861	107.889277861	8	11131.4439189	11.1314439189
11	119068.040731	119.068040731	8	11178.7628704	11.1787628704
12	130268.06421	130.26806421	8	11200.0234791	11.2000234791
13	141475.810512	141.475810512	8	11207.7463022	11.2077463022
14	152685.518965	152.685518965	8	11209.7084524	11.2097084524
15	163895.212794	163.895212794	8	11209.6938294	11.2096938294
16	175104.47543	175.10447543	8	11209.2626364	11.2092626364
17	186313.386731	186.313386731	8	11208.9113008	11.2089113008
18	197522.101948	197.522101948	8	11208.7152171	11.2087152171
19	208730.731481	208.730731481	8	11208.6295325	11.2086295325
20	219939.332662	219.939332662	8	11208.6011814	11.2086011814
21	231147.9289	231.1479289	8	11208.5962381	11.2085962381
22	242356.527138	242.356527138	8	11208.5982372	11.2085982372
23	253565.128067	253.565128067	8	11208.6009294	11.2086009294
24	264773.730775	264.773730775	8	11208.6027081	11.2086027081
25	275982.334366	275.982334366	8	11208.6035908	11.2086035908
26	287190.9383	287.1909383	8	11208.6039344	11.2086039344
27	298399.542328	298.399542328	8	11208.6040274	11.2086040274
28	309608.146358	309.608146358	8	11208.6040303	11.2086040303
29	320816.750371	320.816750371	8	11208.6040131	11.2086040131
30	332025.354369	332.025354369	8	11208.6039984	11.2086039984
31	343233.95836	343.23395836	8	11208.6039904	11.2086039904
32	354442.562346	354.442562346	8	11208.6039866	11.2086039866
33	365651.166331	365.651166331	8	11208.6039849	11.2086039849
34	376859.770316	376.859770316	8	11208.6039844	11.2086039844
35	388068.3743	388.0683743	8	11208.6039843	11.2086039843
36	399276.978284	399.276978284	8	11208.6039843	11.2086039843
37	410485.582269	410.485582269	8	11208.6039847	11.2086039847
38	421694.186254	421.694186254	8	11208.6039853	11.2086039853
39	432902.79024	432.90279024	8	11208.6039854	11.2086039854
40	444111.394225	444.111394225	8	11208.6039851	11.2086039851
41	455319.99821	455.31999821	8	11208.6039848	11.2086039848
42	466528.602194	466.528602194	8	11208.6039846	11.2086039846
43	477737.206179	477.737206179	8	11208.6039845	11.2086039845
44	488945.810164	488.945810164	8	11208.6039848	11.2086039848
45	500154.414149	500.154414149	8	11208.6039851	11.2086039851
46	511363.018134	511.363018134	8	11208.6039854	11.2086039854
47	522571.622119	522.571622119	8	11208.6039851	11.2086039851
48	533780.226104	533.780226104	8	11208.6039849	11.2086039849
