delta_x	delta_ca	T_encoding	gamma_encoding	T_scs	gamma_scs	status
-1.394737	-33.000000	2600339	127209203	-1,0,0,0,0,0	11,2,-9,0	ok
-1.394737	-32.315789	738633265950839440739985077	5028	-1,0,0,0,-1,2	11,-1,0,0,0	ok
-1.394737	-31.631579	27258035	27239	-1,0,0,-1,0,0	11,0,1,0,0	ok
-1.394737	-30.947368	45649093717535	37998490629	-1,0,-1,0,-2,0	-11,0,0,4	ok
-1.394737	-30.263158	959310100509079778	13274108	1,0,9,10,1	10,10,-6,0	ok
-1.394737	-29.578947	883168739957600833483	508215001	1,0,-10,0,4	10,9,10,0	ok
-1.394737	-28.894737	1945360844266810444108	6435964791669581	1,0,10,-1,-4,0	10,-6,0,9	ok
-1.394737	-28.210526	569217414279987103762948947717134	1147899635	-1,-1,-1,0,-10,0	10,1,-10,-1,0	ok
-1.394737	-27.526316	146389116403595295	2639234	-1,1,-2,-1,-1,1	-10,-1,-1,-1,-1	ok
-1.394737	-26.842105	99887442587409699406935378591885	14128012335567951	-1,1,9,9,9	-10,8,9,9	ok
-1.394737	-26.157895	20590122184820404829928347650695	6417185109182742	-1,2,9,9,-9	9,9,9,-9	ok
-1.394737	-25.473684	4841220714181502	13557425935754242	-1,-6,6,-9	9,9,-9,9	ok
-1.394737	-24.789474	5847190196345960	2410763934257235	-1,-8,8,-9	9,-9,-8,8	ok
-1.394737	-24.105263	17113432059335363421900214640502	2671081249369833	-1,8,-9,8,-9	9,8,-9,8	ok
-1.394737	-23.421053	17113432059335363421900214640502	2671081176279736	-1,8,-9,8,-9	-9,8,-9,8	ok
-1.394737	-22.736842	17104126856357488909866837685830	2537570117940154	-1,8,8,8,-9	-9,8,8,8	ok
-1.394737	-22.052632	3219630870954874081466514659729	2537570046700137	-1,8,8,8,8	8,8,8,8	ok
-1.394737	-21.368421	3219630870954874081466514659729	2537570046700137	-1,8,8,8,8	8,8,8,8	ok
-1.394737	-20.684211	3219630870954874081466514659729	2537570046700137	-1,8,8,8,8	8,8,8,8	ok
-1.394737	-20.000000	3219630870954874081466514659729	2537570046700137	-1,8,8,8,8	8,8,8,8	ok
