delta_x	delta_ca	T_encoding	gamma_encoding	T_scs	gamma_scs	status
-1.078947	-33.000000	117320886796340702	137520069382767449	-1,-8,8,-11	11,-11,-11,-11	ok
-1.078947	-32.315789	133256391358893179	133256401683868569	-1,10,10,-11	-11,10,10,-11	ok
-1.078947	-31.631579	133256391358893179	133256401683868569	-1,10,10,-11	-11,10,10,-11	ok
-1.078947	-30.947368	66720918967500902	66720925908142496	-1,10,10,10	10,10,10,10	ok
-1.078947	-30.263158	66720918967500902	66720925908142496	-1,10,10,10	10,10,10,10	ok
-1.078947	-29.578947	489473977720914081937327972658195	31288144257776695	-1,-10,-10,-10,-10	10,-10,-10,-10	ok
-1.078947	-28.894737	489473977720914081937327972658195	31288144007624166	-1,-10,-10,-10,-10	-10,-10,-10,-10	ok
-1.078947	-28.210526	489473977720914081937327972658195	31288144007624166	-1,-10,-10,-10,-10	-10,-10,-10,-10	ok
-1.078947	-27.526316	108520588184674852847904761334452	31282549346268347	-1,9,9,-10,9	-10,9,-10,-10	ok
-1.078947	-26.842105	99887480609913080653142721402689	14134177061995017	-1,9,9,9,9	9,9,9,9	ok
-1.078947	-26.157895	99887480609913080653142721402689	14134177061995017	-1,9,9,9,9	9,9,9,9	ok
-1.078947	-25.473684	99887480609913080653142721402689	14134177061995017	-1,9,9,9,9	9,9,9,9	ok
-1.078947	-24.789474	18771403874319079111379122357950	6127218708778185	-1,-9,-9,-9,-9	9,-9,-9,-9	ok
-1.078947	-24.105263	18771403874319079111379122357950	6127218598078424	-1,-9,-9,-9,-9	-9,-9,-9,-9	ok
-1.078947	-23.421053	18771403874319079111379122357950	6127218598078424	-1,-9,-9,-9,-9	-9,-9,-9,-9	ok
-1.078947	-22.736842	3567337129908398802593659638902	5848782350016823	-1,8,8,-9,8	-9,8,8,-9	ok
-1.078947	-22.052632	3219630870954874081466514659729	2537570046700137	-1,8,8,8,8	8,8,8,8	ok
-1.078947	-21.368421	3219630870954874081466514659729	2537570046700137	-1,8,8,8,8	8,8,8,8	ok
-1.078947	-20.684211	3219630870954874081466514659729	2537570046700137	-1,8,8,8,8	8,8,8,8	ok
-1.078947	-20.000000	3219630870954874081466514659729	2537570046700137	-1,8,8,8,8	8,8,8,8	ok
