delta_x	delta_ca	T_encoding	gamma_encoding	T_scs	gamma_scs	status
-1.236842	-33.000000	266381771633273714	141224	-1,0,10,-11,0	11,10,2	ok
-1.236842	-32.315789	2398780970005435642570851271366940	146460340065091163	-1,0,-11,0,-11	11,-2,0,-11,0	ok
-1.236842	-31.631579	2733393773676285436143885399460134	73916409430941595	-1,-1,-2,1,-11	-11,-1,1,-11	ok
-1.236842	-30.947368	2224523351101539202167921067876835	35123307398983789	-1,1,9,10,10	-11,-10,1,10	ok
-1.236842	-30.263158	11066924130681440989890	32491315884349396	-1,2,-8,-4,4	10,10,10,-10	ok
-1.236842	-29.578947	4650720403524893558563145	30135017593845683	-1,6,-10,-5,5	10,10,9,-10	ok
-1.236842	-28.894737	31282544843925584	14735498308830058	-1,9,-10,-10	10,-10,-10,9	ok
-1.236842	-28.210526	14732314495311119	14732317585058792	-1,9,-10,9	-10,9,-10,9	ok
-1.236842	-27.526316	108520588184674867580222174740589	30124139508098357	1,9,9,-10,9	-10,9,9,-10	ok
-1.236842	-26.842105	99887480609913094787319783397708	14134177061995017	1,9,9,9,9	9,9,9,9	ok
-1.236842	-26.157895	99887480609913094787319783397708	14134177061995017	1,9,9,9,9	9,9,9,9	ok
-1.236842	-25.473684	99887480609913080653142721402689	14134177061995017	-1,9,9,9,9	9,9,9,9	ok
-1.236842	-24.789474	18771403874319079111379122357950	6127218708778185	-1,-9,-9,-9,-9	9,-9,-9,-9	ok
-1.236842	-24.105263	18771403874319079111379122357950	6127218708778185	-1,-9,-9,-9,-9	9,-9,-9,-9	ok
-1.236842	-23.421053	18771403874319079111379122357950	6127218598078424	-1,-9,-9,-9,-9	-9,-9,-9,-9	ok
-1.236842	-22.736842	17113432059335363421900214640502	2671081176279736	-1,8,-9,8,-9	-9,8,-9,8	ok
-1.236842	-22.052632	3219630870954874081466514659729	2537570046700137	-1,8,8,8,8	8,8,8,8	ok
-1.236842	-21.368421	3219630870954874081466514659729	2537570046700137	-1,8,8,8,8	8,8,8,8	ok
-1.236842	-20.684211	3219630870954874081466514659729	2537570046700137	-1,8,8,8,8	8,8,8,8	ok
-1.236842	-20.000000	3219630870954874081466514659729	2537570046700137	-1,8,8,8,8	8,8,8,8	ok
