delta_x	delta_ca	T_encoding	gamma_encoding	T_scs	gamma_scs	status
-1.131579	-33.000000	4678434570682302705257372778526325	11285551534943	-1,1,11,5,-11	11,-11,-11,5	ok
-1.131579	-32.315789	57974774109959030	154642470	-1,-3,8,10	-11,7,9	ok
-1.131579	-31.631579	62256106217378639	62274862644854475	-1,-9,9,10	-11,-10,9,10	ok
-1.131579	-30.947368	31288139504878815	66720925908142496	-1,-10,-10,-10	10,10,10,10	ok
-1.131579	-30.263158	31288139504878815	66720925908142496	-1,-10,-10,-10	10,10,10,10	ok
-1.131579	-29.578947	31288139504878815	31293739669567733	-1,-10,-10,-10	10,10,-10,-10	ok
-1.131579	-28.894737	489473977720914081937327972658195	31288144257776695	-1,-10,-10,-10,-10	10,-10,-10,-10	ok
-1.131579	-28.210526	453895729641538607484895107171494	14732317585058792	-1,9,-10,9,-10	-10,9,-10,9	ok
-1.131579	-27.526316	108567450145445918247420788024204	14732317585058792	-1,9,-10,-10,9	-10,9,-10,9	ok
-1.131579	-26.842105	99887480609913080653142721402689	14134177061995017	-1,9,9,9,9	9,9,9,9	ok
-1.131579	-26.157895	99887480609913080653142721402689	14134177061995017	-1,9,9,9,9	9,9,9,9	ok
-1.131579	-25.473684	99887480609913080653142721402689	14134177061995017	-1,9,9,9,9	9,9,9,9	ok
-1.131579	-24.789474	18771403874319079111379122357950	6127218708778185	-1,-9,-9,-9,-9	9,-9,-9,-9	ok
-1.131579	-24.105263	18771403874319079111379122357950	6127218598078424	-1,-9,-9,-9,-9	-9,-9,-9,-9	ok
-1.131579	-23.421053	18771403874319079111379122357950	6127218598078424	-1,-9,-9,-9,-9	-9,-9,-9,-9	ok
-1.131579	-22.736842	17113432059335369272273204345579	2671081176279736	1,8,-9,8,-9	-9,8,-9,8	ok
-1.131579	-22.052632	3219630870954876619036561359868	2537570046700137	1,8,8,8,8	8,8,8,8	ok
-1.131579	-21.368421	3219630870954876619036561359868	2537570046700137	1,8,8,8,8	8,8,8,8	ok
-1.131579	-20.684211	3219630870954874081466514659729	2537570046700137	-1,8,8,8,8	8,8,8,8	ok
-1.131579	-20.000000	3219630870954874081466514659729	2537570046700137	-1,8,8,8,8	8,8,8,8	ok
