delta_x	delta_ca	T_encoding	gamma_encoding	T_scs	gamma_scs	status
-1.342105	-33.000000	27258035	6430839823369163	-1,0,0,-1,0,0	11,4,0,9	ok
-1.342105	-32.315789	7360394120092139	10064319	-1,0,0,-8,0,0	11,1,0,-2,0	ok
-1.342105	-31.631579	562387968808692152	670091114	-1,0,1,0,-3,0	11,0,-4,0,1	ok
-1.342105	-30.947368	41434624418369378975	116243107	-1,0,5,10,2	-11,0,-9,0	ok
-1.342105	-30.263158	957190676890666034534817601032839	1187940146357483	-1,0,10,4,10	10,10,9,-8	ok
-1.342105	-29.578947	908895961648203292595084408	32600816286316336	1,1,-10,-1,-1,2	10,-10,0,10	ok
-1.342105	-28.894737	335390023809111004	8292337351	1,-2,1,-10,1	10,9,4,3	ok
-1.342105	-28.210526	24953233592974079509631014459126	11919123008507008	1,2,-10,1,9	10,-4,7,9	ok
-1.342105	-27.526316	18660675320231038471697872312220	14091065309746134	-1,-5,3,-9,-9	-10,2,9,9	ok
-1.342105	-26.842105	11940838707417752	14134177230126971	-1,-8,7,9	-10,9,9,9	ok
-1.342105	-26.157895	14128009309853010	14134177061995017	-1,8,9,9	9,9,9,9	ok
-1.342105	-25.473684	14128009309853010	6417185109182742	-1,8,9,9	9,9,9,-9	ok
-1.342105	-24.789474	6413773528256940	6127218708778185	-1,8,9,-9	9,-9,-9,-9	ok
-1.342105	-24.105263	17113432059335363421900214640502	6127218708778185	-1,8,-9,8,-9	9,-9,-9,-9	ok
-1.342105	-23.421053	17113432059335363421900214640502	2671081176279736	-1,8,-9,8,-9	-9,8,-9,8	ok
-1.342105	-22.736842	3567337129908398802593659638902	5848782350016823	-1,8,8,-9,8	-9,8,8,-9	ok
-1.342105	-22.052632	3219630870954874081466514659729	2537570046700137	-1,8,8,8,8	8,8,8,8	ok
-1.342105	-21.368421	3219630870954874081466514659729	2537570046700137	-1,8,8,8,8	8,8,8,8	ok
-1.342105	-20.684211	3219630870954874081466514659729	2537570046700137	-1,8,8,8,8	8,8,8,8	ok
-1.342105	-20.000000	3219630870954874081466514659729	2537570046700137	-1,8,8,8,8	8,8,8,8	ok
