delta_x	delta_ca	T_encoding	gamma_encoding	T_scs	gamma_scs	status
-1.447368	-33.000000	2600339	9708	-1,0,0,0,0,0	11,2,0,0,0	ok
-1.447368	-32.315789	2600339	18779234	-1,0,0,0,0,0	11,0,-6,0,0	ok
-1.447368	-31.631579	2600339	609938	-1,0,0,0,0,0	11,0,0,1,0	ok
-1.447368	-30.947368	1930161644	3895	1,0,0,-2,0,0	-11,0,0,0,0	ok
-1.447368	-30.263158	2327469605713349121824653319	16675897190847195	1,0,0,-10,0,2	-11,1,1,9,0	ok
-1.447368	-29.578947	479478118891571523424	14786460484725925	1,0,-1,0,0,-2	10,8,0,-10	ok
-1.447368	-28.894737	387461371986934063958684684975554	13851729255508	1,0,1,8,-10	10,2,-1,0,2	ok
-1.447368	-28.210526	8408122140219452	3088361210030360881	-1,0,-4,0,2,0	10,-1,0,2,3	ok
-1.447368	-27.526316	3610043449319006788630658100077	134520436067	-1,0,-9,0,-9	-10,0,9,1,1	ok
-1.447368	-26.842105	14678324024169470	194429321	-1,0,9,-9,0	-10,1,-8,1	ok
-1.447368	-26.157895	2066824046952	532733743	-1,-1,1,3,1	9,9,-9,1	ok
-1.447368	-25.473684	150808122738439342551509507505	584557253818068	-1,1,-9,-3,-8	9,9,3,-8	ok
-1.447368	-24.789474	29846443305285148737882508693794	5850373206045048	-1,2,-9,2,9	9,-9,8,-9	ok
-1.447368	-24.105263	1910298034429561912386216528884	451054472005738	-1,5,-9,-6,8	9,8,-9,7	ok
-1.447368	-23.421053	2669313200201559	2537570117940154	-1,7,-9,8	-9,8,8,8	ok
-1.447368	-22.736842	3219630690178345890997769317625	2537570117940154	-1,-8,8,8,8	-9,8,8,8	ok
-1.447368	-22.052632	3219630870954874081466514659729	2537570046700137	-1,8,8,8,8	8,8,8,8	ok
-1.447368	-21.368421	3219630870954874081466514659729	2537570046700137	-1,8,8,8,8	8,8,8,8	ok
-1.447368	-20.684211	3219630870954874081466514659729	2537570046700137	-1,8,8,8,8	8,8,8,8	ok
-1.447368	-20.000000	498768035658188838763056363530	1058369389236419	-1,-8,-8,-8,-8	8,8,8,-8	ok
