category_id	count	encoding	sequence
1	4	507	-11,0,0,0
2	6	539	11,0,0,0
3	13	572	-12,0,0,0
4	16	606	12,0,0,0
5	1	610	10,-1,0,0
6	16	641	-13,0,0,0
7	1	645	-11,-1,0,0
8	22	677	13,0,0,0
9	3	681	11,-1,0,0
10	11	714	-14,0,0,0
11	1	718	-12,-1,0,0
12	22	752	14,0,0,0
13	11	791	-15,0,0,0
14	1	795	-13,-1,0,0
15	19	831	15,0,0,0
16	4	835	13,-1,0,0
17	7	872	-16,0,0,0
18	3	881	11,1,0,0
19	11	914	16,0,0,0
20	2	918	14,-1,0,0
21	2	925	-11,0,-1,0
22	4	957	-17,0,0,0
23	1	961	-15,-1,0,0
24	2	968	11,0,-1,0
25	4	1001	17,0,0,0
26	1	1005	15,-1,0,0
27	2	1050	-16,-1,0,0
28	2	1055	13,1,0,0
29	1	1057	12,0,-1,0
30	2	1101	-14,1,0,0
31	2	1103	-13,0,-1,0
32	1	1143	-17,-1,0,0
33	3	1148	14,1,0,0
34	3	1150	13,0,-1,0
35	1	1154	11,-2,0,0
36	1	1196	-15,1,0,0
37	2	1245	15,1,0,0
38	2	1247	14,0,-1,0
39	1	1251	12,-2,0,0
40	1	1254	-11,0,0,-1
41	4	1297	-15,0,-1,0
42	1	1304	11,0,0,-1
43	2	1348	15,0,-1,0
44	4	1400	-16,0,-1,0
45	1	1407	12,0,0,-1
46	1	1453	16,0,-1,0
47	1	1457	14,-2,0,0
48	1	1460	-13,0,0,-1
49	1	1507	-17,0,-1,0
50	1	1566	15,-2,0,0
51	1	1569	-14,0,0,-1
52	2	1624	-15,-1,-1,0
53	2	1625	14,0,0,-1
54	1	1682	-15,0,0,-1
55	1	1689	11,-1,0,-1
56	3	1739	-16,-1,-1,0
57	3	1746	12,1,-1,0
58	1	1798	16,-1,-1,0
59	1	1857	17,1,1
60	1	1858	-17,-1,-1,0
61	1	1866	-13,-1,0,-1
62	1	1871	10,-3,0,0
63	1	1918	-18,1,1
64	2	1919	17,-1,-1,0
65	1	1927	13,-1,0,-1
66	1	1988	14,1,-1,0
67	1	2049	-16,2,0,0
68	1	2123	11,-2,-1,0
69	1	2126	-10,0,1,0
70	3	2181	15,-1,0,-1
71	1	2246	16,1,-1,0
72	1	2257	-11,0,1,0
73	2	2314	16,-1,0,-1
74	1	2382	-17,-1,0,-1
75	1	2387	14,-3,0,0
76	1	2392	-12,0,1,0
77	1	2459	13,1,0,-1
78	1	2461	12,0,1,0
79	1	2529	-14,1,0,-1
80	8	2602	13,0,1,0
81	2	2674	-14,0,1,0
82	2	2747	14,0,1,0
83	2	2896	15,0,1,0
84	1	3137	-12,0,-1,-1
85	2	3456	15,-2,0,-1
86	1	3465	-11,-3,-1,0
87	1	3539	-16,-2,0,-1
88	2	3541	-15,-1,1,0
89	1	3551	-10,1,1,0
90	1	3625	15,-1,1,0
91	1	3708	-17,-2,0,-1
92	1	3711	15,0,-1,-1
93	2	3797	-16,0,-1,-1
94	1	3884	16,0,-1,-1
95	1	3890	13,-3,-1,0
96	1	3972	-17,0,-1,-1
97	2	3981	12,1,1,0
98	1	3982	-12,-1,-1,-1
99	1	4161	-13,-1,-1,-1
100	2	4344	-14,-1,-1,-1
101	1	4436	-15,1,1,0
102	1	4626	15,-1,-1,-1
103	1	4727	13,4,0,0
104	2	4819	16,-1,-1,-1
105	2	4917	-17,-1,-1,-1
106	1	5016	17,-1,-1,-1
107	1	5023	-14,3,-1,0
108	3	5116	-18,-1,-1,-1
109	1	5534	-16,-3,0,-1
110	1	5754	12,-5,0,0
111	2	5963	16,1,-1,-1
112	1	6072	-17,1,-1,-1
113	1	6083	11,2,1,0
114	1	6194	11,-2,-1,-1
115	1	6293	-18,1,-1,-1
116	1	6420	-11,0,-2,0
117	1	6878	-13,0,-2,0
118	1	7001	10,4,-1,0
119	1	7113	-14,0,-2,0
120	1	7117	-12,5,0,0
121	1	7232	14,0,-2,0
122	1	7473	15,0,-2,0
123	2	7592	17,-2,-1,-1
124	2	7715	-18,-2,-1,-1
125	1	8234	11,0,1,-1
126	1	8486	-15,-3,1,0
127	1	8491	12,0,1,-1
128	1	8758	10,-5,-1,0
129	1	9150	15,-1,-2,0
130	1	9286	15,0,1,-1
131	2	9697	-17,0,1,-1
132	1	9710	10,1,-2,0
133	1	10998	14,-1,1,-1
134	1	11145	15,1,-2,0
135	2	11445	-16,-1,1,-1
136	1	11748	-17,-1,1,-1
137	2	12055	-18,-1,1,-1
138	1	12698	11,0,0,1
139	1	12857	-12,0,0,1
140	1	13017	12,0,0,1
141	1	13021	10,-7,0,0
142	1	13501	-15,1,1,-1
143	1	13503	-14,0,0,1
144	2	13667	14,0,0,1
145	1	13830	-16,1,1,-1
146	1	13832	-15,0,0,1
147	1	13998	15,0,0,1
148	1	14165	-16,0,0,1
149	1	14333	16,0,0,1
150	1	14502	-17,0,0,1
151	1	15372	14,-4,-1,-1
152	1	16263	-14,-1,0,1
153	4	16443	14,-1,0,1
154	1	17173	16,-1,0,1
155	1	17358	-17,-1,0,1
156	1	17544	17,-1,0,1
157	1	18893	11,0,2,0
158	1	19087	-12,0,2,0
159	1	19282	12,0,2,0
160	1	19675	13,0,2,0
161	1	19871	-15,1,0,1
162	1	19873	-14,0,2,0
163	1	23411	-13,0,-2,-1
164	1	23841	15,-2,0,1
