delta_x	delta_ca	T0_V	T0_Ca	T0_method	T_category_id	T_encoding	gamma_category_id	gamma_encoding	T_scs	gamma_scs	status
-0.500000	-33.157895	-49.682745	0.708954	full	177	2225840977019920444092511290911250	150	66720925908142496	-1,10,10,10,10	10,10,10,10	ok
-1.500000	-31.842105	-46.361758	0.807656	continued:5	79	137520069907210163	3	3983	1,0,0,0,0,-1,0	11,0,0,0,0	ok
-1.447368	-31.842105	-47.047921	0.804863	continued:5	93	505845515378066183	147	33734784877574804	1,0,0,1,0,-1,0	11,0,0,-10,0	ok
-1.394737	-31.842105	-47.645704	0.802070	continued:5	175	2212699275748992012631283297409443	23	70103	1,0,0,10,10	11,0,-2,0,0	ok
-1.342105	-31.842105	-48.157043	0.799276	continued:5	171	528216936647526203354136365831327	67	1104241493	-1,0,1,0,10	11,0,10,1	ok
-1.289474	-31.842105	-48.584863	0.796483	full	62	62096907468705305	57	541846718	-1,0,9,10	11,0,-11,0	ok
-1.236842	-31.842105	-47.198278	0.777492	continued:5	61	54179503963758863	64	1033874107	1,10,7,10	-11,-1,-1,3	ok
-1.184211	-31.842105	-47.824817	0.774699	continued:5	70	125106331853313269	146	33622438400708685	1,10,9,-11	-11,1,-11,-10	ok
-1.131579	-31.842105	-48.348777	0.771905	continued:5	74	133256391875141939	155	133190062681534432	1,10,10,-11	-11,8,10,-11	ok
-1.078947	-31.842105	-48.777494	0.769112	continued:5	73	133256391358893179	156	137503085306122257	-1,10,10,-11	-11,10,-11,-11	ok
-1.026316	-31.842105	-49.119301	0.766319	full	76	137503074817916327	152	69041308118679450	-1,10,-11,-11	-11,10,-11,10	ok
-0.973684	-31.842105	-42.625459	0.714432	continued:5	179	9455884597277796819839275832919345	152	69041308118679450	-1,10,-11,-11,-11	-11,10,-11,10	ok
-0.921053	-31.842105	-44.662486	0.717225	continued:5	67	69041301058380473	156	137503085306122257	1,10,-11,10	-11,10,-11,-11	ok
-0.868421	-31.842105	-46.015919	0.714432	continued:5	178	2225840977019920510813437199053748	151	66720926273439432	1,10,10,10,10	-11,10,10,10	ok
-0.815789	-31.842105	-47.091574	0.711639	continued:5	177	2225840977019920444092511290911250	150	66720925908142496	-1,10,10,10,10	10,10,10,10	ok
-0.763158	-31.842105	-47.961433	0.713222	continued:5	177	2225840977019920444092511290911250	150	66720925908142496	-1,10,10,10,10	10,10,10,10	ok
-0.710526	-31.842105	-48.617304	0.716016	continued:5	178	2225840977019920510813437199053748	150	66720925908142496	1,10,10,10,10	10,10,10,10	ok
-0.657895	-31.842105	-49.083777	0.713222	continued:5	178	2225840977019920510813437199053748	150	66720925908142496	1,10,10,10,10	10,10,10,10	ok
-0.605263	-31.842105	-49.442878	0.710429	continued:5	178	2225840977019920510813437199053748	150	66720925908142496	1,10,10,10,10	10,10,10,10	ok
-0.552632	-31.842105	-49.710870	0.707636	continued:5	177	2225840977019920444092511290911250	150	66720925908142496	-1,10,10,10,10	10,10,10,10	ok
-0.500000	-31.842105	-49.902444	0.704842	full	177	2225840977019920444092511290911250	150	66720925908142496	-1,10,10,10,10	10,10,10,10	ok
-1.500000	-30.526316	-46.577219	0.805855	continued:5	7	1930161644	36	2646129	1,0,0,-2,0,0	-11,0,0,0,0,0	ok
-1.447368	-30.526316	-47.261681	0.803061	continued:5	10	5869698724	178	11342343951457067230763385	1,0,-1,0,0,-1	-11,0,0,1,-6	ok
-1.394737	-30.526316	-47.855399	0.800268	continued:5	38	81265039183354	183	20601078010514939227642876653829	1,0,1,4,-1,0	-11,-1,-1,0,9	ok
-1.342105	-30.526316	-48.360423	0.797475	continued:5	172	531030335989806219203362718508752	114	1263807042760632	-1,0,-9,0,10	-11,9,-2,8	ok
-1.289474	-30.526316	-48.780213	0.794681	full	176	2214010359232145026291181011669452	144	32491315884349396	-1,-1,1,10,10	10,10,10,-10	ok
-1.236842	-30.526316	-47.360750	0.773733	continued:5	64	62284232212056908	150	66720925908142496	1,10,9,10	10,10,10,10	ok
-1.184211	-30.526316	-48.003173	0.770940	continued:5	49	6720851833652339	150	66720925908142496	1,10,-10,-9	10,10,10,10	ok
-1.131579	-30.526316	-48.538158	0.768147	continued:5	66	66720919332797819	150	66720925908142496	1,10,10,10	10,10,10,10	ok
-1.078947	-30.526316	-48.973858	0.765353	continued:5	65	66720918967500902	150	66720925908142496	-1,10,10,10	10,10,10,10	ok
-1.026316	-30.526316	-49.319502	0.762560	full	65	66720918967500902	150	66720925908142496	-1,10,10,10	10,10,10,10	ok
-0.973684	-30.526316	-43.562443	0.720228	continued:5	178	2225840977019920510813437199053748	150	66720925908142496	1,10,10,10,10	10,10,10,10	ok
-0.921053	-30.526316	-45.199027	0.717434	continued:5	178	2225840977019920510813437199053748	150	66720925908142496	1,10,10,10,10	10,10,10,10	ok
-0.868421	-30.526316	-46.441510	0.714641	continued:5	177	2225840977019920444092511290911250	150	66720925908142496	-1,10,10,10,10	10,10,10,10	ok
-0.815789	-30.526316	-47.441685	0.711848	continued:5	177	2225840977019920444092511290911250	150	66720925908142496	-1,10,10,10,10	10,10,10,10	ok
-0.763158	-30.526316	-48.250735	0.714641	continued:5	170	489473985547722495736997144779949	143	31288144257776695	1,10,-10,-10,-10	10,-10,-10,-10	ok
-0.710526	-30.526316	-48.844495	0.711848	continued:5	169	489473977720914113225471980282363	143	31288144257776695	1,-10,-10,-10,-10	10,-10,-10,-10	ok
-0.657895	-30.526316	-49.310270	0.709054	continued:5	169	489473977720914113225471980282363	142	31288144007624166	1,-10,-10,-10,-10	-10,-10,-10,-10	ok
-0.605263	-30.526316	-49.666732	0.706261	continued:5	169	489473977720914113225471980282363	142	31288144007624166	1,-10,-10,-10,-10	-10,-10,-10,-10	ok
-0.552632	-30.526316	-49.930993	0.703468	continued:5	168	489473977720914081937327972658195	142	31288144007624166	-1,-10,-10,-10,-10	-10,-10,-10,-10	ok
-0.500000	-30.526316	-50.118374	0.700674	full	168	489473977720914081937327972658195	186	489473977720914645123920109893372	-1,-10,-10,-10,-10	-10,-10,-10,-10,-10	ok
-1.500000	-29.210526	-46.758888	0.803320	continued:5	138	1221732475865694878876509	58	576284255	1,0,1,7,-5	10,1,-10,0,0	ok
-1.447368	-29.210526	-47.450884	0.800526	continued:5	174	1681052422440134541466125502817633	135	17381376053375320	1,0,3,8,10	10,-4,2,-10	ok
-1.394737	-29.210526	-48.048568	0.797733	continued:5	86	274248137410376495	59	709872340	-1,0,9,9,1	10,-9,10,-1	ok
-1.342105	-29.210526	-48.554330	0.794940	continued:5	84	237106821173499902	68	1386195511	-1,-1,-10,-1,-1,1	10,9,10,1	ok
-1.289474	-29.210526	-48.972273	0.792815	full	163	117046626339560076063842927185377	136	20453811613662595	-1,-3,1,10,9	10,-10,4,-10	ok
-1.236842	-29.210526	-47.525911	0.770012	continued:5	54	13004297463343108	137	27924675416116108	1,-10,8,9	10,-10,8,-10	ok
-1.184211	-29.210526	-48.182584	0.767218	continued:5	63	62274855939450076	149	62274862291938445	1,-10,9,10	10,-10,9,10	ok
-1.131579	-29.210526	-48.727049	0.764425	continued:5	169	489473977720914113225471980282363	143	31288144257776695	1,-10,-10,-10,-10	10,-10,-10,-10	ok
-1.078947	-29.210526	-49.168351	0.761632	continued:5	168	489473977720914081937327972658195	143	31288144257776695	-1,-10,-10,-10,-10	10,-10,-10,-10	ok
-1.026316	-29.210526	-49.516655	0.758838	full	168	489473977720914081937327972658195	143	31288144257776695	-1,-10,-10,-10,-10	10,-10,-10,-10	ok
-0.973684	-29.210526	-43.748307	0.716011	continued:5	169	489473977720914113225471980282363	142	31288144007624166	1,-10,-10,-10,-10	-10,-10,-10,-10	ok
-0.921053	-29.210526	-45.390668	0.713218	continued:5	169	489473977720914113225471980282363	142	31288144007624166	1,-10,-10,-10,-10	-10,-10,-10,-10	ok
-0.868421	-29.210526	-46.646648	0.710425	continued:5	168	489473977720914081937327972658195	142	31288144007624166	-1,-10,-10,-10,-10	-10,-10,-10,-10	ok
-0.815789	-29.210526	-47.657248	0.707631	continued:5	168	489473977720914081937327972658195	142	31288144007624166	-1,-10,-10,-10,-10	-10,-10,-10,-10	ok
-0.763158	-29.210526	-48.472050	0.710425	continued:5	169	489473977720914113225471980282363	142	31288144007624166	1,-10,-10,-10,-10	-10,-10,-10,-10	ok
-0.710526	-29.210526	-49.067913	0.707631	continued:5	169	489473977720914113225471980282363	142	31288144007624166	1,-10,-10,-10,-10	-10,-10,-10,-10	ok
-0.657895	-29.210526	-49.532880	0.704838	continued:5	169	489473977720914113225471980282363	142	31288144007624166	1,-10,-10,-10,-10	-10,-10,-10,-10	ok
-0.605263	-29.210526	-49.886690	0.702045	continued:5	169	489473977720914113225471980282363	142	31288144007624166	1,-10,-10,-10,-10	-10,-10,-10,-10	ok
-0.552632	-29.210526	-50.147299	0.699251	continued:5	168	489473977720914081937327972658195	142	31288144007624166	-1,-10,-10,-10,-10	-10,-10,-10,-10	ok
-0.500000	-29.210526	-50.330640	0.696458	full	168	489473977720914081937327972658195	142	31288144007624166	-1,-10,-10,-10,-10	-10,-10,-10,-10	ok
-1.500000	-27.894737	-47.753307	0.794212	continued:5	25	1831597516376	127	7692854932224211	1,1,0,-3,-1,0	10,0,2,9	ok
-1.447368	-27.894737	-48.427694	0.791419	continued:5	59	22948242951663224	138	30026371664987558	1,1,5,9,0	10,0,9,-10	ok
-1.394737	-27.894737	-48.995585	0.788625	continued:5	158	83880316845888825052860923588138	184	22596806001506350022414835506000	1,-2,-1,8,9	10,1,-2,-1,9	ok
-1.342105	-27.894737	-49.462366	0.785832	full	162	108520557838581004812141801410276	131	14091065309746134	1,3,9,-10,9	-10,2,9,9	ok
-1.289474	-27.894737	-47.486910	0.772361	continued:5	58	14732314666963759	139	30113264613136311	1,9,-10,9	-10,8,9,-10	ok
-1.236842	-27.894737	-48.179313	0.769567	continued:5	58	14732314666963759	140	30124139508098357	1,9,-10,9	-10,9,9,-10	ok
-1.184211	-27.894737	-48.756116	0.766774	continued:5	165	453895729641538637614472921722384	134	14732317585058792	1,9,-10,9,-10	-10,9,-10,9	ok
-1.131579	-27.894737	-49.225970	0.763981	continued:5	164	453895729641538607484895107171494	134	14732317585058792	-1,9,-10,9,-10	-10,9,-10,9	ok
-1.078947	-27.894737	-49.598930	0.761187	full	166	489473969894105793290234580880619	141	31282549346268347	-1,9,-10,-10,-10	-10,9,-10,-10	ok
-1.026316	-27.894737	-40.558831	0.711253	continued:5	166	489473969894105793290234580880619	141	31282549346268347	-1,9,-10,-10,-10	-10,9,-10,-10	ok
-0.973684	-27.894737	-43.925691	0.711755	continued:5	169	489473977720914113225471980282363	141	31282549346268347	1,-10,-10,-10,-10	-10,9,-10,-10	ok
-0.921053	-27.894737	-45.577780	0.708962	continued:5	167	489473969894105824578378338352259	134	14732317585058792	1,9,-10,-10,-10	-10,9,-10,9	ok
-0.868421	-27.894737	-46.848260	0.706168	continued:5	160	99887480609913080653142721402689	133	14134177230126971	-1,9,9,9,9	-10,9,9,9	ok
-0.815789	-27.894737	-47.869443	0.703375	continued:5	160	99887480609913080653142721402689	132	14134177061995017	-1,9,9,9,9	9,9,9,9	ok
-0.763158	-27.894737	-48.689873	0.706168	continued:5	161	99887480609913094787319783397708	132	14134177061995017	1,9,9,9,9	9,9,9,9	ok
-0.710526	-27.894737	-49.287636	0.703375	continued:5	161	99887480609913094787319783397708	132	14134177061995017	1,9,9,9,9	9,9,9,9	ok
-0.657895	-27.894737	-49.751674	0.700582	continued:5	161	99887480609913094787319783397708	132	14134177061995017	1,9,9,9,9	9,9,9,9	ok
-0.605263	-27.894737	-50.102815	0.697788	continued:5	161	99887480609913094787319783397708	132	14134177061995017	1,9,9,9,9	9,9,9,9	ok
-0.552632	-27.894737	-50.359855	0.694995	continued:5	160	99887480609913080653142721402689	132	14134177061995017	-1,9,9,9,9	9,9,9,9	ok
-0.500000	-27.894737	-50.539311	0.692201	full	160	99887480609913080653142721402689	132	14134177061995017	-1,9,9,9,9	9,9,9,9	ok
-1.500000	-26.578947	-47.956744	0.792353	continued:5	36	74171102757569	126	6726153580699302	1,1,9,-6,0	-10,2,0,-9,0	ok
-1.447368	-26.578947	-48.624613	0.789559	continued:5	45	2527381004412823	128	7728079113435782	1,2,8,8	-10,9,2,9	ok
-1.394737	-26.578947	-49.183816	0.786766	continued:5	55	14103370067772374	132	14134177061995017	1,4,9,9	9,9,9,9	ok
-1.342105	-26.578947	-49.640593	0.783973	full	56	14128009309853010	132	14134177061995017	-1,8,9,9	9,9,9,9	ok
-1.289474	-26.578947	-47.649315	0.768705	continued:5	57	14134174371883889	132	14134177061995017	1,9,9,9	9,9,9,9	ok
-1.236842	-26.578947	-48.355096	0.765912	continued:5	161	99887480609913094787319783397708	132	14134177061995017	1,9,9,9,9	9,9,9,9	ok
-1.184211	-26.578947	-48.940426	0.763118	continued:5	161	99887480609913094787319783397708	132	14134177061995017	1,9,9,9,9	9,9,9,9	ok
-1.131579	-26.578947	-49.414927	0.760325	continued:5	160	99887480609913080653142721402689	132	14134177061995017	-1,9,9,9,9	9,9,9,9	ok
-1.078947	-26.578947	-49.789660	0.757532	full	160	99887480609913080653142721402689	132	14134177061995017	-1,9,9,9,9	9,9,9,9	ok
-1.026316	-26.578947	-40.959443	0.706425	continued:5	160	99887480609913080653142721402689	132	14134177061995017	-1,9,9,9,9	9,9,9,9	ok
-0.973684	-26.578947	-44.096271	0.707468	continued:5	161	99887480609913094787319783397708	132	14134177061995017	1,9,9,9,9	9,9,9,9	ok
-0.921053	-26.578947	-45.761055	0.704674	continued:5	161	99887480609913094787319783397708	132	14134177061995017	1,9,9,9,9	9,9,9,9	ok
-0.868421	-26.578947	-47.046698	0.701881	continued:5	160	99887480609913080653142721402689	132	14134177061995017	-1,9,9,9,9	9,9,9,9	ok
-0.815789	-26.578947	-48.078452	0.699088	continued:5	160	99887480609913080653142721402689	132	14134177061995017	-1,9,9,9,9	9,9,9,9	ok
-0.763158	-26.578947	-48.904296	0.701881	continued:5	161	99887480609913094787319783397708	132	14134177061995017	1,9,9,9,9	9,9,9,9	ok
-0.710526	-26.578947	-49.503718	0.699088	continued:5	161	99887480609913094787319783397708	132	14134177061995017	1,9,9,9,9	9,9,9,9	ok
-0.657895	-26.578947	-49.966694	0.696294	continued:5	161	99887480609913094787319783397708	132	14134177061995017	1,9,9,9,9	9,9,9,9	ok
-0.605263	-26.578947	-50.315151	0.693501	continued:5	161	99887480609913094787319783397708	185	99887480609913320934152775318148	1,9,9,9,9	9,9,9,9,9	ok
-0.552632	-26.578947	-50.568705	0.690708	continued:5	154	18771403874319079111379122357950	182	18771403874319177146876691612886	-1,-9,-9,-9,-9	-9,-9,-9,-9,-9	ok
-0.500000	-26.578947	-50.744432	0.687914	full	154	18771403874319079111379122357950	182	18771403874319177146876691612886	-1,-9,-9,-9,-9	-9,-9,-9,-9,-9	ok
-1.500000	-25.263158	-47.494883	0.785532	continued:5	157	20754853289673741675333109694251	50	168150273	1,8,-8,0,9	9,-9,-9,0	ok
-1.447368	-25.263158	-48.275947	0.782739	continued:5	35	69191877706951	33	882438	1,8,9,6	9,-9,-2,1	ok
-1.394737	-25.263158	-48.936247	0.779945	continued:5	47	2811627630157526	129	13001404085584435	1,-9,9,8	9,9,8,9	ok
-1.342105	-25.263158	-49.481770	0.777152	continued:5	156	20579191803972040703991487134178	120	2672848933402042	1,-9,-9,9,-9	9,9,-9,8	ok
-1.289474	-25.263158	-49.921214	0.774359	full	154	18771403874319079111379122357950	125	6417185109182742	-1,-9,-9,-9,-9	9,9,9,-9	ok
-1.236842	-25.263158	-48.034149	0.758969	continued:5	161	99887480609913094787319783397708	132	14134177061995017	1,9,9,9,9	9,9,9,9	ok
-1.184211	-25.263158	-48.725048	0.756176	continued:5	161	99887480609913094787319783397708	132	14134177061995017	1,9,9,9,9	9,9,9,9	ok
-1.131579	-25.263158	-49.290061	0.753383	continued:5	161	99887480609913094787319783397708	132	14134177061995017	1,9,9,9,9	9,9,9,9	ok
-1.078947	-25.263158	-49.741308	0.750589	continued:5	160	99887480609913080653142721402689	132	14134177061995017	-1,9,9,9,9	9,9,9,9	ok
-1.026316	-25.263158	-50.091956	0.747796	full	159	99887478233506301306294826391710	132	14134177061995017	-1,-9,9,9,9	9,9,9,9	ok
-0.973684	-25.263158	-43.645681	0.693530	continued:5	154	18771403874319079111379122357950	124	6127218708778185	-1,-9,-9,-9,-9	9,-9,-9,-9	ok
-0.921053	-25.263158	-45.627917	0.696323	continued:5	155	18771403874319085238597720436376	124	6127218708778185	1,-9,-9,-9,-9	9,-9,-9,-9	ok
-0.868421	-25.263158	-47.037011	0.693530	continued:5	155	18771403874319085238597720436376	123	6127218598078424	1,-9,-9,-9,-9	-9,-9,-9,-9	ok
-0.815789	-25.263158	-48.158652	0.690736	continued:5	154	18771403874319079111379122357950	123	6127218598078424	-1,-9,-9,-9,-9	-9,-9,-9,-9	ok
-0.763158	-25.263158	-49.052082	0.691986	continued:5	154	18771403874319079111379122357950	182	18771403874319177146876691612886	-1,-9,-9,-9,-9	-9,-9,-9,-9,-9	ok
-0.710526	-25.263158	-49.716200	0.694779	continued:5	155	18771403874319085238597720436376	182	18771403874319177146876691612886	1,-9,-9,-9,-9	-9,-9,-9,-9,-9	ok
-0.657895	-25.263158	-50.177968	0.691986	continued:5	155	18771403874319085238597720436376	182	18771403874319177146876691612886	1,-9,-9,-9,-9	-9,-9,-9,-9,-9	ok
-0.605263	-25.263158	-50.523723	0.689192	continued:5	155	18771403874319085238597720436376	182	18771403874319177146876691612886	1,-9,-9,-9,-9	-9,-9,-9,-9,-9	ok
-0.552632	-25.263158	-50.773877	0.686399	continued:5	155	18771403874319085238597720436376	182	18771403874319177146876691612886	1,-9,-9,-9,-9	-9,-9,-9,-9,-9	ok
-0.500000	-25.263158	-50.946029	0.683606	full	154	18771403874319079111379122357950	182	18771403874319177146876691612886	-1,-9,-9,-9,-9	-9,-9,-9,-9,-9	ok
-1.500000	-23.947368	-47.697762	0.783348	continued:5	75	133256393940136993	109	58718610195417	1,8,8,-9,1	9,7,8,6	ok
-1.447368	-23.947368	-48.475158	0.780555	continued:5	41	173697819647626	122	6125571828389152	1,8,-9,-7	9,8,-9,-9	ok
-1.394737	-23.947368	-49.128928	0.777762	continued:5	153	17113432059335369272273204345579	118	2671081249369833	1,8,-9,8,-9	9,8,-9,8	ok
-1.342105	-23.947368	-49.665955	0.774968	continued:5	152	17113432059335363421900214640502	119	2671964981744748	-1,8,-9,8,-9	9,-9,-9,8	ok
-1.289474	-23.947368	-50.095889	0.772175	full	154	18771403874319079111379122357950	124	6127218708778185	-1,-9,-9,-9,-9	9,-9,-9,-9	ok
-1.236842	-23.947368	-48.209434	0.755356	continued:5	155	18771403874319085238597720436376	123	6127218598078424	1,-9,-9,-9,-9	-9,-9,-9,-9	ok
-1.184211	-23.947368	-48.908409	0.752563	continued:5	155	18771403874319085238597720436376	123	6127218598078424	1,-9,-9,-9,-9	-9,-9,-9,-9	ok
-1.131579	-23.947368	-49.477308	0.749770	continued:5	155	18771403874319085238597720436376	123	6127218598078424	1,-9,-9,-9,-9	-9,-9,-9,-9	ok
-1.078947	-23.947368	-49.929381	0.746976	continued:5	154	18771403874319079111379122357950	123	6127218598078424	-1,-9,-9,-9,-9	-9,-9,-9,-9	ok
-1.026316	-23.947368	-50.278825	0.744183	full	154	18771403874319079111379122357950	123	6127218598078424	-1,-9,-9,-9,-9	-9,-9,-9,-9	ok
-0.973684	-23.947368	-43.832922	0.689417	continued:5	154	18771403874319079111379122357950	123	6127218598078424	-1,-9,-9,-9,-9	-9,-9,-9,-9	ok
-0.921053	-23.947368	-45.815402	0.692210	continued:5	155	18771403874319085238597720436376	182	18771403874319177146876691612886	1,-9,-9,-9,-9	-9,-9,-9,-9,-9	ok
-0.868421	-23.947368	-47.235336	0.689417	continued:5	155	18771403874319085238597720436376	182	18771403874319177146876691612886	1,-9,-9,-9,-9	-9,-9,-9,-9,-9	ok
-0.815789	-23.947368	-48.364102	0.686623	continued:5	154	18771403874319079111379122357950	182	18771403874319177146876691612886	-1,-9,-9,-9,-9	-9,-9,-9,-9,-9	ok
-0.763158	-23.947368	-49.259981	0.687666	continued:5	154	18771403874319079111379122357950	182	18771403874319177146876691612886	-1,-9,-9,-9,-9	-9,-9,-9,-9,-9	ok
-0.710526	-23.947368	-49.925106	0.690459	continued:5	155	18771403874319085238597720436376	182	18771403874319177146876691612886	1,-9,-9,-9,-9	-9,-9,-9,-9,-9	ok
-0.657895	-23.947368	-50.385513	0.687666	continued:5	155	18771403874319085238597720436376	182	18771403874319177146876691612886	1,-9,-9,-9,-9	-9,-9,-9,-9,-9	ok
-0.605263	-23.947368	-50.728548	0.684872	continued:5	155	18771403874319085238597720436376	182	18771403874319177146876691612886	1,-9,-9,-9,-9	-9,-9,-9,-9,-9	ok
-0.552632	-23.947368	-50.975383	0.682079	continued:5	155	18771403874319085238597720436376	182	18771403874319177146876691612886	1,-9,-9,-9,-9	-9,-9,-9,-9,-9	ok
-0.500000	-23.947368	-51.144109	0.679286	full	147	3219630870954874081466514659729	116	2537570046700137	-1,8,8,8,8	8,8,8,8	ok
-1.500000	-22.631579	-48.514285	0.785109	continued:5	44	2409944714077174	115	2534170686164453	1,8,-8,8	-9,6,8,8	ok
-1.447368	-22.631579	-49.177183	0.782316	continued:5	148	3219630870954876619036561359868	117	2537570117940154	1,8,8,8,8	-9,8,8,8	ok
-1.394737	-22.631579	-49.723272	0.779523	continued:5	147	3219630870954874081466514659729	117	2537570117940154	-1,8,8,8,8	-9,8,8,8	ok
-1.342105	-22.631579	-50.161670	0.776729	full	151	17104126856357488909866837685830	121	5848782350016823	-1,8,8,8,-9	-9,8,8,-9	ok
-1.289474	-22.631579	-48.260389	0.760025	continued:5	150	3567337129908401473674762828544	121	5848782350016823	1,8,8,-9,8	-9,8,8,-9	ok
-1.236842	-22.631579	-48.963224	0.757231	continued:5	150	3567337129908401473674762828544	121	5848782350016823	1,8,8,-9,8	-9,8,8,-9	ok
-1.184211	-22.631579	-49.536772	0.754438	continued:5	149	3567337129908398802593659638902	121	5848782350016823	-1,8,8,-9,8	-9,8,8,-9	ok
-1.131579	-22.631579	-49.993631	0.751645	continued:5	147	3219630870954874081466514659729	117	2537570117940154	-1,8,8,8,8	-9,8,8,8	ok
-1.078947	-22.631579	-50.347603	0.748851	full	147	3219630870954874081466514659729	117	2537570117940154	-1,8,8,8,8	-9,8,8,8	ok
-1.026316	-22.631579	-48.444181	0.727361	continued:5	148	3219630870954876619036561359868	116	2537570046700137	1,8,8,8,8	8,8,8,8	ok
-0.973684	-22.631579	-49.150793	0.724568	continued:5	148	3219630870954876619036561359868	116	2537570046700137	1,8,8,8,8	8,8,8,8	ok
-0.921053	-22.631579	-49.713401	0.721775	continued:5	148	3219630870954876619036561359868	116	2537570046700137	1,8,8,8,8	8,8,8,8	ok
-0.868421	-22.631579	-50.150997	0.718981	continued:5	147	3219630870954874081466514659729	116	2537570046700137	-1,8,8,8,8	8,8,8,8	ok
-0.815789	-22.631579	-50.481968	0.716188	continued:5	147	3219630870954874081466514659729	116	2537570046700137	-1,8,8,8,8	8,8,8,8	ok
-0.763158	-22.631579	-50.723362	0.713522	full	147	3219630870954874081466514659729	116	2537570046700137	-1,8,8,8,8	8,8,8,8	ok
-0.710526	-22.631579	-50.130455	0.686138	continued:5	148	3219630870954876619036561359868	181	3219630870954912145017215161919	1,8,8,8,8	8,8,8,8,8	ok
-0.657895	-22.631579	-50.589339	0.683345	continued:5	148	3219630870954876619036561359868	181	3219630870954912145017215161919	1,8,8,8,8	8,8,8,8,8	ok
-0.605263	-22.631579	-50.929631	0.680551	continued:5	148	3219630870954876619036561359868	181	3219630870954912145017215161919	1,8,8,8,8	8,8,8,8,8	ok
-0.552632	-22.631579	-51.173228	0.677758	continued:5	148	3219630870954876619036561359868	181	3219630870954912145017215161919	1,8,8,8,8	8,8,8,8,8	ok
-0.500000	-22.631579	-51.338673	0.674965	full	147	3219630870954874081466514659729	181	3219630870954912145017215161919	-1,8,8,8,8	8,8,8,8,8	ok
-1.500000	-21.315789	-48.663757	0.781549	continued:5	143	78673260543421451491748713249	116	2537570046700137	1,8,8,-8,7	8,8,8,8	ok
-1.447368	-21.315789	-49.337373	0.778756	continued:5	148	3219630870954876619036561359868	116	2537570046700137	1,8,8,8,8	8,8,8,8	ok
-1.394737	-21.315789	-49.889829	0.775963	continued:5	147	3219630870954874081466514659729	116	2537570046700137	-1,8,8,8,8	8,8,8,8	ok
-1.342105	-21.315789	-50.331343	0.773169	full	147	3219630870954874081466514659729	116	2537570046700137	-1,8,8,8,8	8,8,8,8	ok
-1.289474	-21.315789	-48.458989	0.756967	continued:5	148	3219630870954876619036561359868	116	2537570046700137	1,8,8,8,8	8,8,8,8	ok
-1.236842	-21.315789	-49.160835	0.754174	continued:5	148	3219630870954876619036561359868	116	2537570046700137	1,8,8,8,8	8,8,8,8	ok
-1.184211	-21.315789	-49.730511	0.751380	continued:5	147	3219630870954874081466514659729	116	2537570046700137	-1,8,8,8,8	8,8,8,8	ok
-1.131579	-21.315789	-50.181711	0.748587	continued:5	147	3219630870954874081466514659729	116	2537570046700137	-1,8,8,8,8	8,8,8,8	ok
-1.078947	-21.315789	-50.529163	0.745794	full	147	3219630870954874081466514659729	116	2537570046700137	-1,8,8,8,8	8,8,8,8	ok
-1.026316	-21.315789	-48.649949	0.723525	continued:5	148	3219630870954876619036561359868	116	2537570046700137	1,8,8,8,8	8,8,8,8	ok
-0.973684	-21.315789	-49.358021	0.720731	continued:5	148	3219630870954876619036561359868	116	2537570046700137	1,8,8,8,8	8,8,8,8	ok
-0.921053	-21.315789	-49.918917	0.717938	continued:5	148	3219630870954876619036561359868	116	2537570046700137	1,8,8,8,8	8,8,8,8	ok
-0.868421	-21.315789	-50.352848	0.715145	continued:5	147	3219630870954874081466514659729	181	3219630870954912145017215161919	-1,8,8,8,8	8,8,8,8,8	ok
-0.815789	-21.315789	-50.679171	0.712351	continued:5	147	3219630870954874081466514659729	181	3219630870954912145017215161919	-1,8,8,8,8	8,8,8,8,8	ok
-0.763158	-21.315789	-50.915610	0.709558	full	147	3219630870954874081466514659729	181	3219630870954912145017215161919	-1,8,8,8,8	8,8,8,8,8	ok
-0.710526	-21.315789	-50.332259	0.681825	continued:5	148	3219630870954876619036561359868	181	3219630870954912145017215161919	1,8,8,8,8	8,8,8,8,8	ok
-0.657895	-21.315789	-50.789451	0.679032	continued:5	148	3219630870954876619036561359868	181	3219630870954912145017215161919	1,8,8,8,8	8,8,8,8,8	ok
-0.605263	-21.315789	-51.126975	0.676239	continued:5	148	3219630870954876619036561359868	181	3219630870954912145017215161919	1,8,8,8,8	8,8,8,8,8	ok
-0.552632	-21.315789	-51.367411	0.673445	continued:5	200	5183011472602943070691271219108419027273084979662508946948001	181	3219630870954912145017215161919	1,8,8,8,8,8	8,8,8,8,8	ok
-0.500000	-21.315789	-51.529716	0.670652	full	199	5183011472602943070691271219105199396402130067517491731786080	181	3219630870954912145017215161919	-1,8,8,8,8,8	8,8,8,8,8	ok
-1.500000	-20.000000	-48.814343	0.778012	continued:5	145	498768035658189837530332217308	111	999189900303645	1,-8,-8,-8,-8	8,8,-8,-8	ok
-1.447368	-20.000000	-49.497543	0.775219	continued:5	145	498768035658189837530332217308	112	1058369389236419	1,-8,-8,-8,-8	8,8,8,-8	ok
-1.394737	-20.000000	-50.055377	0.772426	continued:5	147	3219630870954874081466514659729	116	2537570046700137	-1,8,8,8,8	8,8,8,8	ok
-1.342105	-20.000000	-50.499199	0.769632	full	147	3219630870954874081466514659729	116	2537570046700137	-1,8,8,8,8	8,8,8,8	ok
