category_id	count	encoding	sequence
1	11	14	-1,0,0
2	39	19	1,0,0
3	2	27	-1,-1,0
4	7	34	1,-1,0
5	2	35	-1,0,-1
6	4	43	1,0,-1
7	3	64	1,1,0
8	2	76	1,-1,-1
9	2	118	1,-2,0
10	2	134	1,1,-1
11	1	152	-1,0,1
12	3	169	1,0,1
13	1	208	1,2,0
14	3	229	1,-2,-1
15	4	252	-1,-1,1
16	1	349	1,-3,0
17	1	778	1,0,-2
18	1	988	1,2,1
19	1	1224	-1,4,0
20	1	1324	1,-4,-1
21	1	1377	-1,-3,1
22	1	1889	1,4,-1
23	2	2209	1,-2,-2
24	1	3001	1,2,-2
25	2	3239	-1,0,2
26	1	4369	1,-1,2
27	1	6103	1,-7,0
28	1	7139	-1,-2,2
29	1	8644	1,4,-2
30	1	9178	1,2,2
31	1	12089	-1,0,-3
32	1	18334	1,1,-3
33	1	23218	1,-10,0
34	1	39058	1,0,3
35	2	45751	1,-1,3
36	1	53299	1,1,3
37	1	73918	1,-13,-1
38	1	1569104	1,1,5
39	1	3785374	1,-14,-5
40	1	32898214	1,10,7
41	4	44561519	-1,-8,-8
42	6	44570959	1,-8,-8
43	2	45873829	1,8,-8
44	1	51536626	1,2,8
45	24	71061080	-1,8,8
46	27	71073001	1,8,8
47	1	73114277	-1,0,-9
48	1	76725076	1,-10,8
49	1	107934777	-1,8,-9
50	2	107949469	1,8,-9
51	13	110461815	-1,-9,-9
52	16	110476678	1,-9,-9
53	2	113303930	-1,0,9
54	1	118603099	1,1,9
55	1	129725776	1,3,9
56	1	135572809	1,4,9
57	1	160948710	-1,8,9
58	1	160966651	1,8,9
59	1	164357514	-1,-9,9
60	1	164375644	1,-9,9
61	10	167820359	-1,9,9
62	16	167838679	1,9,9
63	1	171356326	1,-10,9
64	2	174929158	1,10,9
65	1	175266002	-1,-1,-10
66	3	245078729	-1,9,-10
67	4	245100868	1,9,-10
68	9	249750074	-1,-10,-10
69	11	249772423	1,-10,-10
70	2	254510639	1,10,-10
71	2	352464523	1,9,10
72	10	364783554	-1,10,10
73	8	364810564	1,10,10
74	3	515638440	-1,10,-11
75	1	515670553	1,10,-11
76	6	523795160	-1,-11,-11
77	8	523827526	1,-11,-11
78	1	541155649	1,-1,11
79	2	584426764	1,3,11
80	1	649278629	-1,-7,11
81	1	719437277	-1,10,11
82	4	740489885	-1,11,11
83	5	740528368	1,11,11
84	1	751226939	1,-12,11
85	1	773837469	-1,1,-12
86	1	818768810	-1,3,-12
87	2	1018381014	-1,11,-12
88	1	1018426144	1,11,-12
89	6	1031965164	-1,-12,-12
90	4	1032010594	1,-12,-12
91	1	1045730776	1,12,-12
92	2	1419352559	-1,12,12
93	4	1419405838	1,12,12
94	1	1438115264	-1,0,-13
95	1	1438168894	1,0,-13
96	1	1583409674	-1,4,-13
97	1	1842700277	-1,-11,-13
98	1	1906809134	-1,12,-13
99	1	1906870888	1,12,-13
100	3	1928546564	-1,-13,-13
101	3	1928608669	1,-13,-13
102	2	1952093885	-1,0,13
103	1	1952156368	1,0,13
104	1	1972642264	1,-14,-13
105	1	2379913534	1,9,13
106	1	2591028090	-1,13,13
107	1	2591100076	1,13,13
108	1	2618455159	1,-14,13
109	1	2620337027	-1,0,-14
110	1	2620409419	1,0,-14
111	1	3411173502	-1,13,-14
112	1	3411256099	1,13,-14
113	2	3444790505	-1,-14,-14
114	1	3444873508	1,-14,-14
115	1	3515117780	-1,-1,14
116	1	3515201626	1,-1,14
117	1	4535471659	1,14,14
118	1	4579867069	1,0,-15
119	1	4621690152	-1,-1,-15
120	1	4663993069	1,1,-15
121	1	6177772588	1,2,15
122	1	10050713308	1,1,16
