delta_x	delta_ca	T0_V	T0_Ca	T0_method	T_encoding	gamma_encoding	T_scs	gamma_scs	status
-1.500000	-42.368421	-44.221328	0.833154	continued:5	89	914	1,0,0,0	16,0,0,0	ok
-1.447368	-42.368421	-44.813879	0.832987	continued:5	275	914	-1,0,-1,0	16,0,0,0	ok
-1.394737	-42.368421	-45.305278	0.830194	continued:5	1709	914	1,0,-1,-1	16,0,0,0	ok
-1.342105	-42.368421	-45.738916	0.827400	continued:5	89	914	1,0,0,0	16,0,0,0	ok
-1.289474	-42.368421	-46.118954	0.824607	continued:5	89	872	1,0,0,0	-16,0,0,0	ok
-1.236842	-42.368421	-46.447625	0.821814	full	89	2247	1,0,0,0	-16,-1,0,-1	ok
-1.184211	-42.368421	-43.941573	0.789469	continued:5	140713	4530	1,-1,3,0	15,1,1,0	ok
-1.131579	-42.368421	-44.790201	0.786676	continued:5	8775953	7661177406	1,0,-1,2	15,-1,-1,-4	ok
-1.078947	-42.368421	-45.495071	0.784345	continued:5	39725240	15078256	-1,0,2,2	15,0,1,2	ok
-1.026316	-42.368421	-46.087518	0.787138	continued:5	94393	13832	1,2,2,-1	-15,0,0,1	ok
-0.973684	-42.368421	-46.532256	0.784345	continued:5	38501	3551938441	1,1,-1,1	-15,-1,-14,0	ok
-0.921053	-42.368421	-46.904606	0.781551	continued:5	10279270651	4795093456	1,-1,14,1	-15,2,14,0	ok
-0.868421	-42.368421	-47.210431	0.778758	full	77	3480908175	-1,0,0,0	14,14,-14	ok
-0.815789	-42.368421	-45.011170	0.743573	continued:5	6180089861967219899	95675	1,4,-1,14	14,-14,0	ok
-0.763158	-42.368421	-45.871767	0.740780	continued:5	3515201627	3580906117135859375	-1,0,-14,0	14,-4,1,-14	ok
-0.710526	-42.368421	-46.573588	0.741488	continued:5	120791777315	3579731557503242059	-1,-14,-14,-3	-14,-1,1,-14	ok
-0.657895	-42.368421	-47.111014	0.744282	continued:5	5825381327716214626	1945906624213107543	1,-14,13,-14	-14,2,-14,-13	ok
-0.605263	-42.368421	-47.490302	0.741488	continued:5	5940728399245517414	3446948908	1,-14,-14,-14	-14,-14,-14	ok
-0.552632	-42.368421	-47.789537	0.738695	continued:5	5940442209418117784	3446948908	1,13,-14,-14	-14,-14,-14	ok
-0.500000	-42.368421	-48.018633	0.735902	full	5940442205971251902	3446948908	-1,13,-14,-14	-14,-14,-14	ok
