delta_x	delta_ca	T0_V	T0_Ca	T0_method	T_category_id	T_encoding	T_scs	status
-1.049098	-39.188377	-47.426936	0.794075	full	3310	185156697911469237974313221325560627	-1,0,2,2,12	ok
-1.047094	-39.188377	-45.516797	0.794917	continued:5	4518	18881077862541622534466171910587195952617375708881594234828703345265603095	-1,0,0,0,0,13,0	ok
-1.045090	-39.188377	-45.960802	0.792792	continued:5	2660	39150748026748088573410631714	-1,0,0,13,-1,2	ok
-1.043086	-39.188377	-46.379410	0.791002	continued:5	4077	3842994837770196961414397905835726651339	-1,0,0,0,13,-2	ok
-1.041082	-39.188377	-46.771313	0.789959	continued:5	1742	33309215842661096252	-1,0,-1,-13,0,-1	ok
-1.039078	-39.188377	-47.130807	0.789792	continued:5	1624	10296487298246453339	-1,0,0,0,0,0,-1	ok
-1.037074	-39.188377	-47.451845	0.792585	full	3816	1730255464136311906700549576079385127	-1,0,3,-13,-13	ok
-1.035070	-39.188377	-45.544963	0.793549	continued:5	4051	473118899998110898315575216275393869130	-1,0,-1,2,-1,-4	ok
-1.033066	-39.188377	-45.988658	0.791297	continued:5	3228	166715093594104501119402752048088527	-1,0,-1,1,12	ok
-1.031062	-39.188377	-46.407790	0.789713	continued:5	901	274733014785739160	-1,0,-1,-1,0,-1,0	ok
-1.029058	-39.188377	-46.797545	0.788464	continued:5	4495	1972326163130306560195040673261678979868635089734645414832738525472119425	-1,0,-1,-1,1,13	ok
-1.027054	-39.188377	-47.156630	0.788297	continued:5	3207	158222539785080807850961763241910520	-1,0,-1,0,-12,0	ok
-1.025050	-39.188377	-47.476809	0.791090	full	2084	3821229346789510119590	-1,0,-8,-3,0,-2	ok
-1.023046	-39.188377	-45.575513	0.792128	continued:5	4493	1971826832153477284001198030706409520979610596877902695161983039151766810	-1,0,-1,0,1,13	ok
-1.021042	-39.188377	-46.019171	0.790003	continued:5	1906	311604871511205528335	-1,0,-1,0,-1,0,-1	ok
-1.019038	-39.188377	-46.436424	0.788213	continued:5	27	69425435	-1,0,-1,0,1	ok
-1.017034	-39.188377	-46.826058	0.787171	continued:5	3167	150110961177302617996050140954731952	-1,0,1,0,12	ok
-1.015030	-39.188377	-47.182509	0.786797	continued:5	4482	1647387038576962326199181813565087956684190329973363130193803384440861002	-1,0,1,-1,0,13	ok
-1.013026	-39.188377	-47.501830	0.789590	full	3632	651085292385846394832431006966001402	-1,0,12,2,-13	ok
-1.011022	-39.188377	-45.603825	0.790751	continued:5	160	119833272902	-1,0,1,2,1	ok
-1.009018	-39.188377	-46.047165	0.788498	continued:5	3740	1255646659106216472780172407023066627	-1,0,1,9,-13	ok
-1.007014	-39.188377	-46.464929	0.786915	continued:5	2420	10597665449143486169494502	-1,0,1,-13,-1,-2	ok
-1.005010	-39.188377	-46.852406	0.785665	continued:5	1508	3655091157423644402	-1,0,1,13,0	ok
-1.003006	-39.188377	-47.208444	0.785292	continued:5	1270	1139218205952083402	-1,0,-2,12,0	ok
-1.001002	-39.188377	-47.526908	0.788085	full	3589	591284423590875376587977825226649160	-1,0,-13,1,-13	ok
-0.998998	-39.188377	-45.633161	0.789240	continued:5	3863	1899554661437724571713268039715233910	-1,0,-2,0,-13,0	ok
-0.996994	-39.188377	-46.077440	0.787116	continued:5	942	299351335259287820	-1,0,-2,0,3	ok
-0.994990	-39.188377	-46.494161	0.785532	continued:5	2796	24759695265370255044713053162310	-1,0,2,1,9	ok
-0.992986	-39.188377	-46.880187	0.784283	continued:5	2056	2900218891339286560265	-1,0,2,-13,-3	ok
-0.990982	-39.188377	-47.234435	0.783781	continued:5	1752	36033601738670442830	-1,0,-3,12,-2	ok
-0.988978	-39.188377	-47.552042	0.786575	full	3187	150715650199597949585998350610592195	-1,0,-13,0,12	ok
-0.986974	-39.188377	-45.665493	0.787932	continued:5	1103	766696537657368752	-1,0,3,-9,-2	ok
-0.984970	-39.188377	-46.108178	0.785807	continued:5	4125	1287904178033256989921376820769303892885764	-1,0,-4,-1,1,4	ok
-0.982966	-39.188377	-46.522996	0.784017	continued:5	1600	7348899398063871527	-1,0,4,13,-1	ok
-0.980962	-39.188377	-46.908879	0.782974	continued:5	414	41496491836175	-1,0,-6,-6,0	ok
-0.978958	-39.188377	-47.260482	0.782266	continued:5	3649	682230788483989567894740979558085840	-1,0,-8,-3,-13	ok
-0.976954	-39.188377	-47.577234	0.785059	full	2900	2401595769394286198916296325543827	-1,0,-13,0,-11	ok
-0.974950	-39.188377	-45.695063	0.786460	continued:5	1471	3150679897161069152	-1,0,11,-13,0	ok
-0.972946	-39.188377	-46.138141	0.784208	continued:5	3184	150662984069541858990109911463919675	-1,0,-12,0,12	ok
-0.970942	-39.188377	-46.554064	0.782624	continued:5	625	2936721602492027	-1,0,12,2,2	ok
-0.968938	-39.188377	-46.938293	0.781581	continued:5	1559	5818334101833001355	-1,0,12,-13,-1	ok
-0.966934	-39.188377	-47.287929	0.780873	continued:5	1486	3286762475314691840	-1,0,12,-13,0	ok
-0.964930	-39.188377	-47.602482	0.783539	full	3536	536585853160782959692006113470448320	-1,0,-13,0,-13	ok
-0.962926	-39.188377	-45.729280	0.785013	continued:5	1227	1032083921223735077	-1,0,-13,12	ok
-0.960922	-39.188377	-46.171911	0.782889	continued:5	3674	716730959099919406759791435474862514	-1,0,-13,3,-13	ok
-0.958918	-39.188377	-46.585592	0.781305	continued:5	487	227489750535875	-1,0,-13,-2,-1,-1	ok
-0.956914	-39.188377	-46.967332	0.780056	continued:5	2869	618110252736654979045117701884570	-1,0,-13,1,10	ok
-0.954910	-39.188377	-47.316266	0.779554	continued:5	81	6230684264	-1,0,-13,-1,0	ok
-0.952906	-39.188377	-47.627788	0.782013	full	102	21169308965	-1,0,13,-1,-1	ok
-0.950902	-39.188377	-45.761904	0.783689	continued:5	2751	4017637037407536981035869471214	-1,0,-13,-1,-9	ok
-0.948898	-39.188377	-46.202904	0.781565	continued:5	3550	563312759205803693388051887536191389	-1,0,-13,-1,-13	ok
-0.946894	-39.188377	-46.614646	0.779774	continued:5	3853	1820736278892466479682392013576171952	-1,0,-13,0,13	ok
-0.944890	-39.188377	-46.996213	0.778732	continued:5	3536	536585853160782959692006113470448320	-1,0,-13,0,-13	ok
-0.942886	-39.188377	-47.342485	0.778024	continued:5	3536	536585853160782959692006113470448320	-1,0,-13,0,-13	ok
-0.940882	-39.188377	-47.653151	0.780483	full	3893	1992409616588127975053000479695612134	-1,-1,-13,-1,-13,0	ok
-0.938878	-39.188377	-45.330815	0.784563	continued:5	3536	536585853160782959692006113470448320	-1,0,-13,0,-13	ok
-0.936874	-39.188377	-45.800008	0.781897	continued:5	3536	536585853160782959692006113470448320	-1,0,-13,0,-13	ok
-0.934870	-39.188377	-46.241652	0.779773	continued:5	3536	536585853160782959692006113470448320	-1,0,-13,0,-13	ok
-0.932866	-39.188377	-46.653297	0.778189	continued:5	3536	536585853160782959692006113470448320	-1,0,-13,0,-13	ok
-0.930862	-39.188377	-47.032079	0.777146	continued:5	3536	536585853160782959692006113470448320	-1,0,-13,0,-13	ok
-0.928858	-39.188377	-47.375326	0.776438	continued:5	3536	536585853160782959692006113470448320	-1,0,-13,0,-13	ok
-0.926854	-39.188377	-47.682814	0.778690	full	1560	5818615868175853050	-1,-1,12,-13,-1	ok
-0.924850	-39.188377	-45.368667	0.782891	continued:5	3550	563312759205803693388051887536191389	-1,0,-13,-1,-13	ok
-0.922846	-39.188377	-45.837762	0.780226	continued:5	3222	158855717582038938487176001091984639	-1,0,-13,-1,12	ok
-0.920842	-39.188377	-46.278730	0.778101	continued:5	2956	10780201424749562611036345156700702	-1,-1,-13,-1,11	ok
-0.918838	-39.188377	-46.689154	0.776518	continued:5	3551	563312760752302844375483997762011627	-1,-1,-13,-1,-13	ok
-0.916834	-39.188377	-47.066242	0.775475	continued:5	3967	6698763218248544599184956349108846502	-1,-1,-13,-1,-13,-1	ok
-0.914830	-39.188377	-47.407415	0.774767	continued:5	2907	2570635416674260054137896574128784	-1,-1,-13,-1,-11	ok
-0.912826	-39.188377	-47.712555	0.776891	full	800	81724729637817695	-1,-1,4,1,-2,-1	ok
-0.910822	-39.188377	-45.414164	0.781292	continued:5	3272	167406774908001924311925205581293634	-1,-1,-13,1,12	ok
-0.908818	-39.188377	-45.881375	0.778626	continued:5	154	109525806434	-1,-1,-13,-2,-1	ok
-0.906814	-39.188377	-46.320145	0.776502	continued:5	1704	22931416793370291635	-1,-1,-13,-5,-1,1	ok
-0.904810	-39.188377	-46.728037	0.774918	continued:5	3797	1657634908747722846080862749651385077	-1,-1,-13,12,-13	ok
-0.902806	-39.188377	-47.102296	0.773876	continued:5	1675	17508218898915866277	-1,-1,-13,-13,1	ok
-0.900802	-39.188377	-47.440419	0.773167	continued:5	1560	5818615868175853050	-1,-1,12,-13,-1	ok
-0.898798	-39.188377	-47.742374	0.775085	full	1843	146851440056680451652	-1,-1,1,-13,-1,-1	ok
-0.896794	-39.188377	-45.452390	0.779607	continued:5	400	31506886474380	-1,-1,-12,-1,-1,-1	ok
-0.894790	-39.188377	-45.919451	0.776941	continued:5	853	150653516125110077	-1,-1,11,-10,-1	ok
-0.892786	-39.188377	-46.357491	0.774817	continued:5	2208	31309743599994427732485	-1,-1,-7,-1,-5	ok
-0.890782	-39.188377	-46.764113	0.773233	continued:5	3600	619011907481982817502752958180335125	-1,-1,4,-2,-13	ok
-0.888778	-39.188377	-47.136641	0.772190	continued:5	4356	1125302592707880143740952770988121297736337942238036689597154137333559	-1,-1,-3,-1,-2,-12	ok
-0.886774	-39.188377	-47.472669	0.771482	continued:5	1776	57750861021556176630	-1,-1,2,-13,-2	ok
-0.884770	-39.188377	-47.772272	0.773272	full	3970	6964808785317617407005052576813703402	-1,-1,-1,1,-13,-1	ok
-0.882766	-39.188377	-45.494953	0.777915	continued:5	3806	1729587006780640825989762158531803884	-1,-1,-2,-13,-13	ok
-0.880762	-39.188377	-45.961333	0.775249	continued:5	2687	187022793190606876738816285077	-1,-1,1,-13,1,2	ok
-0.878758	-39.188377	-46.398183	0.773124	continued:5	3803	1729364236687378266371475978321982152	-1,-1,1,-13,-13	ok
-0.876754	-39.188377	-46.803131	0.771541	continued:5	3659	714363858489528321545796108486786027	-1,-1,1,3,-13	ok
-0.874749	-39.188377	-47.173570	0.770498	continued:5	2963	11403156957513489764795305139070809	-1,-1,-1,1,11	ok
-0.872745	-39.188377	-47.507189	0.769997	continued:5	2408	5695183504492614029263277	-1,-1,-1,-1,-1,-1,-1	ok
-0.870741	-39.188377	-47.802248	0.771453	full	3777	1652918454742925935766777505845180670	-1,1,-2,12,-13	ok
-0.868737	-39.188377	-45.538564	0.776088	continued:5	830	137520068858324777	-1,-1,-1,-1,-1,1	ok
-0.866733	-39.188377	-46.005517	0.773629	continued:5	2039	2370467689738684611327	-1,-1,1,-2,4	ok
-0.864729	-39.188377	-46.440057	0.771504	continued:5	3803	1729364236687378266371475978321982152	-1,-1,1,-13,-13	ok
-0.862725	-39.188377	-46.842375	0.769921	continued:5	1640	11905651414073448495	-1,-1,-2,-13,1	ok
-0.860721	-39.188377	-47.209913	0.768878	continued:5	119	37584731534	-1,1,2,-2,1	ok
-0.858717	-39.188377	-47.540439	0.768377	continued:5	3818	1730255471312604916615558176728248380	-1,1,3,-13,-13	ok
-0.856713	-39.188377	-47.832303	0.769626	full	1377	1859765703892497455	-1,1,-13,-13	ok
-0.854709	-39.188377	-45.582185	0.774461	continued:5	1202	1007356470022755719	-1,1,12,12	ok
-0.852705	-39.188377	-46.047441	0.771796	continued:5	1799	77154420978592665554	-1,1,12,-13,-2	ok
-0.850701	-39.188377	-46.482088	0.769878	continued:5	1377	1859765703892497455	-1,1,-13,-13	ok
-0.848697	-39.188377	-46.881741	0.768294	continued:5	1377	1859765703892497455	-1,1,-13,-13	ok
-0.846693	-39.188377	-47.246352	0.767251	continued:5	1231	1032237956415090830	-1,1,-13,12	ok
-0.844689	-39.188377	-47.573770	0.766750	continued:5	1578	6171250500214124675	-1,1,-13,-12,1	ok
-0.842685	-39.188377	-47.862436	0.767792	full	3636	651180059454685408104255872631960974	-1,1,-13,2,-13	ok
-0.840681	-39.188377	-45.628865	0.772827	continued:5	3701	788432643373846647642956507918897204	-1,1,-13,4,-13	ok
-0.838677	-39.188377	-46.092030	0.770162	continued:5	2987	14661111471260920589925094097151719	-1,1,-13,3,11	ok
-0.836673	-39.188377	-46.524279	0.768244	continued:5	3636	651180059454685408104255872631960974	-1,1,-13,2,-13	ok
-0.834669	-39.188377	-46.921229	0.766660	continued:5	3693	751780456830118990510321879814282639	-1,-2,-13,-4,-13	ok
-0.832665	-39.188377	-47.282888	0.765618	continued:5	1233	1032314980476255377	-1,-2,-13,12	ok
-0.830661	-39.188377	-47.607183	0.765116	continued:5	3837	1734494312910454627242987150499265984	-1,-2,-13,-13,-13	ok
-0.828657	-39.188377	-47.892648	0.765952	full	1339	1777327214008676759	-1,-2,-12,-13	ok
-0.826653	-39.188377	-45.674099	0.771059	continued:5	1353	1818196057236814334	-1,-2,12,-13	ok
-0.824649	-39.188377	-46.136722	0.768600	continued:5	3629	650801079090916845106598321257459019	-1,-2,-11,2,-13	ok
-0.822645	-39.188377	-46.565717	0.766476	continued:5	3648	681244296577230180580984459784289689	-1,-2,-3,-3,-13	ok
-0.820641	-39.188377	-46.961327	0.765020	continued:5	522	371299030837877	-1,-2,-2,-2,2	ok
-0.818637	-39.188377	-47.319944	0.764105	continued:5	3493	532916632933523653682326042229867144	-1,-2,2,-13,12	ok
-0.816633	-39.188377	-47.639838	0.763397	continued:5	1329	1737378872972686944	-1,2,11,-13	ok
-0.814629	-39.188377	-47.922937	0.764105	full	1380	1860005269875845169	-1,2,-13,-13	ok
-0.812625	-39.188377	-45.719946	0.769254	continued:5	1380	1860005269875845169	-1,2,-13,-13	ok
-0.810621	-39.188377	-46.182254	0.766795	continued:5	1234	1032392008847958794	-1,2,-13,12	ok
-0.808617	-39.188377	-46.610335	0.764877	continued:5	1234	1032392008847958794	-1,2,-13,12	ok
-0.806613	-39.188377	-47.002412	0.763421	continued:5	1381	1860125061546537527	-1,-3,-13,-13	ok
-0.804609	-39.188377	-47.357375	0.762379	continued:5	1381	1860125061546537527	-1,-3,-13,-13	ok
-0.802605	-39.188377	-47.674774	0.761877	continued:5	1123	869002562425673975	-1,-3,9,12	ok
-0.800601	-39.188377	-47.953305	0.762251	full	1356	1818549373717650485	-1,3,12,-13	ok
-0.798597	-39.188377	-45.767422	0.767600	continued:5	1382	1860244859003490650	-1,3,-13,-13	ok
-0.796593	-39.188377	-46.227480	0.765141	continued:5	1236	1032546078523625525	-1,3,-13,12	ok
-0.794589	-39.188377	-46.653018	0.763223	continued:5	1383	1860364662246890865	-1,-4,-13,-13	ok
-0.792585	-39.188377	-47.042274	0.761767	continued:5	1082	674988505000798604	-1,-4,4,12	ok
-0.790581	-39.188377	-47.394201	0.760724	continued:5	1384	1860484471276924502	-1,4,-13,-13	ok
-0.788577	-39.188377	-47.708431	0.760223	continued:5	1359	1818902741689558805	-1,-5,12,-13	ok
-0.786573	-39.188377	-47.983750	0.760390	full	1387	1860843933088689290	-1,-6,-13,-13	ok
-0.784569	-39.188377	-45.815167	0.765939	continued:5	1388	1860963765267119975	-1,6,-13,-13	ok
-0.782565	-39.188377	-46.272919	0.763480	continued:5	1243	1033239605478258752	-1,-8,-13,12	ok
-0.780561	-39.188377	-46.695865	0.761562	continued:5	976	505665069741667940	-1,-9,-11,-12	ok
-0.778557	-39.188377	-47.082260	0.760106	continued:5	1344	1779180300465647715	-1,-10,-12,-13	ok
-0.776553	-39.188377	-47.431123	0.759064	continued:5	1397	1862042515335788795	-1,-11,-13,-13	ok
-0.774549	-39.188377	-47.742170	0.758562	continued:5	1372	1820434598031149289	-1,11,12,-13	ok
-0.772545	-39.188377	-48.014273	0.758523	full	1398	1862162405398256670	-1,11,-13,-13	ok
-0.770541	-39.188377	-45.863295	0.764161	continued:5	1399	1862282301250153277	-1,-12,-13,-13	ok
-0.768537	-39.188377	-46.319856	0.761829	continued:5	1399	1862282301250153277	-1,-12,-13,-13	ok
-0.766533	-39.188377	-46.739816	0.759912	continued:5	1373	1820552473198524989	-1,-12,12,-13	ok
-0.764529	-39.188377	-47.123019	0.758456	continued:5	1373	1820552473198524989	-1,-12,12,-13	ok
-0.762525	-39.188377	-47.468539	0.757413	continued:5	1009	533508198414997652	-1,-12,-12,-12	ok
-0.760521	-39.188377	-47.776171	0.756912	continued:5	1194	984561954416682389	-1,-12,-12,12	ok
-0.758517	-39.188377	-48.044873	0.756744	full	1373	1820552473198524989	-1,-12,12,-13	ok
-0.756513	-39.188377	-45.913611	0.762461	continued:5	1373	1820552473198524989	-1,-12,12,-13	ok
-0.754509	-39.188377	-46.367757	0.760129	continued:5	1374	1820670354090281045	-1,12,12,-13	ok
-0.752505	-39.188377	-46.785023	0.758211	continued:5	1374	1820670354090281045	-1,12,12,-13	ok
-0.750501	-39.188377	-47.165274	0.756834	continued:5	1400	1862402202891664994	-1,12,-13,-13	ok
-0.748497	-39.188377	-47.506890	0.755792	continued:5	1400	1862402202891664994	-1,12,-13,-13	ok
-0.746493	-39.188377	-47.810639	0.755290	continued:5	1400	1862402202891664994	-1,12,-13,-13	ok
-0.744489	-39.188377	-48.075551	0.755123	full	1400	1862402202891664994	-1,12,-13,-13	ok
-0.742485	-39.188377	-45.965063	0.760714	continued:5	1400	1862402202891664994	-1,12,-13,-13	ok
-0.740481	-39.188377	-46.417040	0.758383	continued:5	1400	1862402202891664994	-1,12,-13,-13	ok
-0.738477	-39.188377	-46.831809	0.756592	continued:5	1400	1862402202891664994	-1,12,-13,-13	ok
-0.736473	-39.188377	-47.208000	0.755215	continued:5	1400	1862402202891664994	-1,12,-13,-13	ok
-0.734469	-39.188377	-47.545546	0.754173	continued:5	1400	1862402202891664994	-1,12,-13,-13	ok
-0.732465	-39.188377	-47.845283	0.753671	continued:5	1400	1862402202891664994	-1,12,-13,-13	ok
-0.730461	-39.188377	-48.106304	0.753504	full	1400	1862402202891664994	-1,12,-13,-13	ok
-0.728457	-39.188377	-46.016939	0.759097	continued:5	1400	1862402202891664994	-1,12,-13,-13	ok
-0.726453	-39.188377	-46.465199	0.756766	continued:5	1400	1862402202891664994	-1,12,-13,-13	ok
-0.724449	-39.188377	-46.876180	0.754848	continued:5	1400	1862402202891664994	-1,12,-13,-13	ok
-0.722445	-39.188377	-47.249784	0.753471	continued:5	1400	1862402202891664994	-1,12,-13,-13	ok
-0.720441	-39.188377	-47.584517	0.752556	continued:5	1400	1862402202891664994	-1,12,-13,-13	ok
-0.718437	-39.188377	-47.880105	0.752055	continued:5	1400	1862402202891664994	-1,12,-13,-13	ok
-0.716433	-39.188377	-48.137134	0.751887	full	1400	1862402202891664994	-1,12,-13,-13	ok
-0.714429	-39.188377	-46.070451	0.757351	continued:5	1400	1862402202891664994	-1,12,-13,-13	ok
-0.712425	-39.188377	-46.516050	0.755020	continued:5	1400	1862402202891664994	-1,12,-13,-13	ok
-0.710421	-39.188377	-46.924115	0.753229	continued:5	1400	1862402202891664994	-1,12,-13,-13	ok
-0.708417	-39.188377	-47.293311	0.751852	continued:5	1400	1862402202891664994	-1,12,-13,-13	ok
-0.706413	-39.188377	-47.623698	0.750938	continued:5	1400	1862402202891664994	-1,12,-13,-13	ok
-0.704409	-39.188377	-47.915058	0.750436	continued:5	1400	1862402202891664994	-1,12,-13,-13	ok
-0.702405	-39.188377	-48.168040	0.750269	full	1400	1862402202891664994	-1,12,-13,-13	ok
-0.700401	-39.188377	-46.123256	0.755607	continued:5	1400	1862402202891664994	-1,12,-13,-13	ok
-0.698397	-39.188377	-46.566156	0.753276	continued:5	1400	1862402202891664994	-1,12,-13,-13	ok
-0.696393	-39.188377	-46.971273	0.751485	continued:5	1400	1862402202891664994	-1,12,-13,-13	ok
-0.694389	-39.188377	-47.337316	0.750236	continued:5	1400	1862402202891664994	-1,12,-13,-13	ok
-0.692385	-39.188377	-47.663186	0.749321	continued:5	1400	1862402202891664994	-1,12,-13,-13	ok
-0.690381	-39.188377	-47.950187	0.748820	continued:5	1400	1862402202891664994	-1,12,-13,-13	ok
-0.688377	-39.188377	-48.199021	0.748652	full	1400	1862402202891664994	-1,12,-13,-13	ok
-0.686373	-39.188377	-46.177758	0.753912	continued:5	1400	1862402202891664994	-1,12,-13,-13	ok
-0.684369	-39.188377	-46.617102	0.751580	continued:5	1400	1862402202891664994	-1,12,-13,-13	ok
-0.682365	-39.188377	-47.018555	0.749790	continued:5	1400	1862402202891664994	-1,12,-13,-13	ok
-0.680361	-39.188377	-47.380847	0.748541	continued:5	1400	1862402202891664994	-1,12,-13,-13	ok
-0.678357	-39.188377	-47.702943	0.747705	continued:5	1400	1862402202891664994	-1,12,-13,-13	ok
-0.676353	-39.188377	-47.985477	0.747203	continued:5	1400	1862402202891664994	-1,12,-13,-13	ok
-0.674349	-39.188377	-48.230086	0.747036	full	1400	1862402202891664994	-1,12,-13,-13	ok
-0.672345	-39.188377	-46.235466	0.752089	continued:5	1400	1862402202891664994	-1,12,-13,-13	ok
-0.670341	-39.188377	-46.672039	0.749965	continued:5	1400	1862402202891664994	-1,12,-13,-13	ok
-0.668337	-39.188377	-47.068361	0.748174	continued:5	1400	1862402202891664994	-1,12,-13,-13	ok
-0.666333	-39.188377	-47.425669	0.746925	continued:5	1400	1862402202891664994	-1,12,-13,-13	ok
-0.664329	-39.188377	-47.742959	0.746089	continued:5	1400	1862402202891664994	-1,12,-13,-13	ok
-0.662325	-39.188377	-48.020914	0.745588	continued:5	1400	1862402202891664994	-1,12,-13,-13	ok
-0.660321	-39.188377	-48.261215	0.745421	full	1400	1862402202891664994	-1,12,-13,-13	ok
-0.658317	-39.188377	-46.292870	0.750394	continued:5	1400	1862402202891664994	-1,12,-13,-13	ok
-0.656313	-39.188377	-46.725259	0.748141	continued:5	1400	1862402202891664994	-1,12,-13,-13	ok
-0.654309	-39.188377	-47.118685	0.746558	continued:5	1400	1862402202891664994	-1,12,-13,-13	ok
-0.652305	-39.188377	-47.470847	0.745309	continued:5	1400	1862402202891664994	-1,12,-13,-13	ok
-0.650301	-39.188377	-47.783206	0.744473	continued:5	1400	1862402202891664994	-1,12,-13,-13	ok
-0.648297	-39.188377	-48.056489	0.743971	continued:5	1400	1862402202891664994	-1,12,-13,-13	ok
-0.646293	-39.188377	-48.292419	0.743804	full	1400	1862402202891664994	-1,12,-13,-13	ok
-0.644289	-39.188377	-45.889180	0.751088	continued:5	1400	1862402202891664994	-1,12,-13,-13	ok
-0.642285	-39.188377	-46.356976	0.748422	continued:5	1400	1862402202891664994	-1,12,-13,-13	ok
-0.640281	-39.188377	-46.785004	0.746170	continued:5	1374	1820670354090281045	-1,12,12,-13	ok
-0.638277	-39.188377	-47.173993	0.744587	continued:5	1374	1820670354090281045	-1,12,12,-13	ok
-0.636273	-39.188377	-47.521684	0.743337	continued:5	1374	1820670354090281045	-1,12,12,-13	ok
-0.634269	-39.188377	-47.829607	0.742629	continued:5	1374	1820670354090281045	-1,12,12,-13	ok
-0.632265	-39.188377	-48.097371	0.742128	continued:5	1374	1820670354090281045	-1,12,12,-13	ok
-0.630261	-39.188377	-48.328169	0.741960	full	1374	1820670354090281045	-1,12,12,-13	ok
-0.628257	-39.188377	-45.966770	0.749119	continued:5	1374	1820670354090281045	-1,12,12,-13	ok
-0.626253	-39.188377	-46.428743	0.746454	continued:5	1374	1820670354090281045	-1,12,12,-13	ok
-0.624248	-39.188377	-46.851147	0.744329	continued:5	1225	1009021255905833795	-1,12,12,12	ok
-0.622244	-39.188377	-47.233333	0.742745	continued:5	1225	1009021255905833795	-1,12,12,12	ok
-0.620240	-39.188377	-47.574566	0.741496	continued:5	1225	1009021255905833795	-1,12,12,12	ok
-0.618236	-39.188377	-47.876398	0.740788	continued:5	1225	1009021255905833795	-1,12,12,12	ok
-0.616232	-39.188377	-48.138472	0.740286	continued:5	1225	1009021255905833795	-1,12,12,12	ok
-0.614228	-39.188377	-48.364013	0.740119	full	1225	1009021255905833795	-1,12,12,12	ok
-0.612224	-39.188377	-46.033428	0.747068	continued:5	1225	1009021255905833795	-1,12,12,12	ok
-0.610220	-39.188377	-46.491887	0.744402	continued:5	1225	1009021255905833795	-1,12,12,12	ok
-0.608216	-39.188377	-46.910592	0.742277	continued:5	1225	1009021255905833795	-1,12,12,12	ok
-0.606212	-39.188377	-47.288906	0.740694	continued:5	1225	1009021255905833795	-1,12,12,12	ok
-0.604208	-39.188377	-47.626160	0.739651	continued:5	1225	1009021255905833795	-1,12,12,12	ok
-0.602204	-39.188377	-47.922018	0.738815	continued:5	1225	1009021255905833795	-1,12,12,12	ok
-0.600200	-39.188377	-48.179722	0.738441	continued:5	1225	1009021255905833795	-1,12,12,12	ok
-0.598196	-39.188377	-48.399951	0.738274	full	1225	1009021255905833795	-1,12,12,12	ok
-0.596192	-39.188377	-46.105205	0.744893	continued:5	1225	1009021255905833795	-1,12,12,12	ok
-0.594188	-39.188377	-46.560567	0.742434	continued:5	1225	1009021255905833795	-1,12,12,12	ok
-0.592184	-39.188377	-46.973754	0.740309	continued:5	1225	1009021255905833795	-1,12,12,12	ok
-0.590180	-39.188377	-47.346671	0.738726	continued:5	1225	1009021255905833795	-1,12,12,12	ok
-0.588176	-39.188377	-47.678676	0.737683	continued:5	1225	1009021255905833795	-1,12,12,12	ok
-0.586172	-39.188377	-47.969489	0.736975	continued:5	1225	1009021255905833795	-1,12,12,12	ok
-0.584168	-39.188377	-48.221215	0.736601	continued:5	1225	1009021255905833795	-1,12,12,12	ok
-0.582164	-39.188377	-48.435981	0.736434	full	1225	1009021255905833795	-1,12,12,12	ok
-0.580160	-39.188377	-46.187326	0.742815	continued:5	1225	1009021255905833795	-1,12,12,12	ok
-0.578156	-39.188377	-46.636863	0.740484	continued:5	1225	1009021255905833795	-1,12,12,12	ok
-0.576152	-39.188377	-47.043076	0.738359	continued:5	1225	1009021255905833795	-1,12,12,12	ok
-0.574148	-39.188377	-47.409364	0.736903	continued:5	1225	1009021255905833795	-1,12,12,12	ok
-0.572144	-39.188377	-47.733837	0.735861	continued:5	1225	1009021255905833795	-1,12,12,12	ok
-0.570140	-39.188377	-48.017709	0.735152	continued:5	1225	1009021255905833795	-1,12,12,12	ok
-0.568136	-39.188377	-48.263088	0.734779	continued:5	1225	1009021255905833795	-1,12,12,12	ok
-0.566132	-39.188377	-48.472101	0.734611	full	1225	1009021255905833795	-1,12,12,12	ok
-0.564128	-39.188377	-46.266730	0.740873	continued:5	1225	1009021255905833795	-1,12,12,12	ok
-0.562124	-39.188377	-46.709207	0.738414	continued:5	1225	1009021255905833795	-1,12,12,12	ok
-0.560120	-39.188377	-47.110073	0.736496	continued:5	1225	1009021255905833795	-1,12,12,12	ok
-0.558116	-39.188377	-47.469039	0.734913	continued:5	1225	1009021255905833795	-1,12,12,12	ok
-0.556112	-39.188377	-47.787930	0.733998	continued:5	1225	1009021255905833795	-1,12,12,12	ok
-0.554108	-39.188377	-48.065292	0.733290	continued:5	1225	1009021255905833795	-1,12,12,12	ok
-0.552104	-39.188377	-48.304709	0.732916	continued:5	1225	1009021255905833795	-1,12,12,12	ok
-0.550100	-39.188377	-48.508311	0.732749	full	1225	1009021255905833795	-1,12,12,12	ok
-0.548096	-39.188377	-46.342602	0.738709	continued:5	1225	1009021255905833795	-1,12,12,12	ok
-0.546092	-39.188377	-46.780722	0.736378	continued:5	1225	1009021255905833795	-1,12,12,12	ok
-0.544088	-39.188377	-47.175843	0.734460	continued:5	1225	1009021255905833795	-1,12,12,12	ok
-0.542084	-39.188377	-47.529243	0.733004	continued:5	1225	1009021255905833795	-1,12,12,12	ok
